B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 3
B11, Trade, 15.983, 138, B11, S04, 1
B11, Trade, 273.133, 164, B11, S07, 1
B11, Trade, 291.133, 166, B11, S07, 1
B12, 5
B12, Trade, 107.383, 151, B12, S08, 1
B12, Trade, 246.617, 164, B12, S01, 1
B12, Trade, 270.750, 166, B12, S00, 1
B12, Trade, 292.250, 165, B12, S00, 1
B12, Trade, 299.067, 169, B12, S05, 1
B13, 18
B13, Trade, 33.183, 147, B13, S07, 1
B13, Trade, 37.800, 148, B13, S04, 1
B13, Trade, 79.100, 152, B13, S00, 1
B13, Trade, 107.200, 154, B13, S00, 1
B13, Trade, 126.850, 157, B13, S04, 1
B13, Trade, 130.583, 157, B13, S00, 1
B13, Trade, 134.767, 153, B13, S04, 1
B13, Trade, 151.283, 159, B13, S08, 1
B13, Trade, 194.233, 163, B13, S04, 1
B13, Trade, 197.450, 161, B13, S01, 1
B13, Trade, 239.200, 168, B13, S00, 1
B13, Trade, 249.617, 168, B13, S07, 1
B13, Trade, 257.933, 167, B13, S06, 1
B13, Trade, 265.633, 166, B13, S02, 1
B13, Trade, 267.767, 170, B13, S02, 1
B13, Trade, 279.867, 171, B13, S04, 1
B13, Trade, 292.067, 173, B13, S11, 1
B13, Trade, 296.450, 173, B13, S05, 1
B14, 1
B14, Trade, 265.217, 170, B14, S00, 1
B15, 44
B15, Trade, 0.917, 113, S04, B15, 1
B15, Trade, 13.833, 152, B15, S01, 1
B15, Trade, 17.450, 153, B15, S14, 1
B15, Trade, 32.283, 154, B15, S14, 1
B15, Trade, 38.717, 151, S06, B15, 1
B15, Trade, 47.133, 155, B15, S08, 1
B15, Trade, 59.950, 157, B15, S00, 1
B15, Trade, 67.283, 157, B15, S07, 1
B15, Trade, 75.033, 158, B15, S13, 1
B15, Trade, 78.783, 159, B15, S04, 1
B15, Trade, 86.383, 159, B15, S14, 1
B15, Trade, 90.067, 160, B15, S14, 1
B15, Trade, 95.750, 161, B15, S14, 1
B15, Trade, 100.933, 161, B15, S01, 1
B15, Trade, 110.667, 162, B15, S14, 1
B15, Trade, 116.183, 162, B15, S07, 1
B15, Trade, 121.417, 163, B15, S14, 1
B15, Trade, 124.700, 163, B15, S00, 1
B15, Trade, 130.283, 164, B15, S01, 1
B15, Trade, 138.817, 165, B15, S14, 1
B15, Trade, 151.200, 166, B15, S14, 1
B15, Trade, 154.683, 166, B15, S04, 1
B15, Trade, 166.267, 167, B15, S04, 1
B15, Trade, 169.000, 168, B15, S14, 1
B15, Trade, 180.050, 169, B15, S14, 1
B15, Trade, 186.700, 170, B15, S01, 1
B15, Trade, 193.067, 170, B15, S00, 1
B15, Trade, 203.933, 171, B15, S14, 1
B15, Trade, 220.500, 173, B15, S07, 1
B15, Trade, 227.283, 174, B15, S14, 1
B15, Trade, 232.700, 174, B15, S07, 1
B15, Trade, 241.900, 175, B15, S11, 1
B15, Trade, 243.967, 172, S14, B15, 1
B15, Trade, 248.667, 176, B15, S04, 1
B15, Trade, 252.933, 176, S03, B15, 1
B15, Trade, 259.117, 170, S02, B15, 1
B15, Trade, 262.433, 173, S05, B15, 1
B15, Trade, 267.817, 178, B15, S11, 1
B15, Trade, 274.133, 178, B15, S14, 1
B15, Trade, 279.617, 179, B15, S14, 1
B15, Trade, 286.117, 179, B15, S07, 1
B15, Trade, 288.200, 180, B15, S11, 1
B15, Trade, 295.767, 176, S07, B15, 1
B15, Trade, 299.900, 181, B15, S10, 1
B16, 34
B16, Trade, 2.417, 149, B16, S03, 1
B16, Trade, 19.367, 154, B16, S01, 1
B16, Trade, 26.600, 157, S08, B16, 1
B16, Trade, 35.667, 154, S15, B16, 1
B16, Trade, 58.800, 160, B16, S04, 1
B16, Trade, 61.233, 158, B16, S07, 1
B16, Trade, 65.133, 161, B16, S14, 1
B16, Trade, 70.133, 159, B16, S14, 1
B16, Trade, 74.500, 160, B16, S00, 1
B16, Trade, 81.783, 154, B16, S01, 1
B16, Trade, 85.767, 160, B16, S01, 1
B16, Trade, 99.117, 158, B16, S04, 1
B16, Trade, 103.500, 158, S14, B16, 1
B16, Trade, 112.567, 163, B16, S04, 1
B16, Trade, 118.317, 164, B16, S04, 1
B16, Trade, 140.750, 162, B16, S04, 1
B16, Trade, 154.500, 166, B16, S10, 1
B16, Trade, 169.067, 165, B16, S04, 1
B16, Trade, 176.467, 173, B16, S07, 1
B16, Trade, 189.467, 167, B16, S01, 1
B16, Trade, 195.967, 173, S06, B16, 1
B16, Trade, 205.017, 163, S06, B16, 1
B16, Trade, 221.183, 169, B16, S04, 1
B16, Trade, 228.450, 178, B16, S14, 1
B16, Trade, 234.300, 178, B16, S10, 1
B16, Trade, 237.700, 172, B16, S14, 1
B16, Trade, 246.150, 179, B16, S03, 1
B16, Trade, 252.667, 178, S15, B16, 1
B16, Trade, 253.883, 176, B16, S04, 1
B16, Trade, 264.350, 177, S15, B16, 1
B16, Trade, 268.617, 178, S09, B16, 1
B16, Trade, 276.667, 170, S08, B16, 1
B16, Trade, 283.567, 179, B16, S04, 1
B16, Trade, 292.333, 169, S01, B16, 1
B17, 29
B17, Trade, 3.217, 124, B17, S00, 1
B17, Trade, 12.617, 158, B17, S06, 1
B17, Trade, 18.583, 158, B17, S04, 1
B17, Trade, 21.300, 157, S16, B17, 1
B17, Trade, 33.083, 155, S09, B17, 1
B17, Trade, 46.150, 155, B17, S04, 1
B17, Trade, 68.717, 162, S16, B17, 1
B17, Trade, 72.500, 163, S15, B17, 1
B17, Trade, 77.617, 166, S09, B17, 1
B17, Trade, 82.750, 163, S15, B17, 1
B17, Trade, 89.200, 163, S09, B17, 1
B17, Trade, 94.850, 163, B17, S07, 1
B17, Trade, 122.433, 168, B17, S16, 1
B17, Trade, 135.350, 161, S09, B17, 1
B17, Trade, 156.133, 171, S16, B17, 1
B17, Trade, 169.933, 166, B17, S08, 1
B17, Trade, 182.750, 173, B17, S01, 1
B17, Trade, 188.183, 174, S16, B17, 1
B17, Trade, 199.150, 177, B17, S04, 1
B17, Trade, 205.300, 170, S09, B17, 1
B17, Trade, 211.717, 176, S16, B17, 1
B17, Trade, 227.433, 176, B17, S06, 1
B17, Trade, 238.633, 181, B17, S01, 1
B17, Trade, 248.650, 180, S16, B17, 1
B17, Trade, 260.367, 169, S06, B17, 1
B17, Trade, 268.850, 180, S10, B17, 1
B17, Trade, 275.467, 169, S06, B17, 1
B17, Trade, 276.550, 181, B17, S05, 1
B17, Trade, 292.567, 177, S14, B17, 1
B18, 56
B18, Trade, 4.833, 148, S14, B18, 1
B18, Trade, 7.683, 156, S16, B18, 1
B18, Trade, 11.783, 159, S03, B18, 1
B18, Trade, 15.433, 150, S00, B18, 1
B18, Trade, 21.967, 154, S06, B18, 1
B18, Trade, 29.267, 158, S16, B18, 1
B18, Trade, 34.467, 152, S06, B18, 1
B18, Trade, 43.383, 152, S14, B18, 1
B18, Trade, 47.567, 162, S15, B18, 1
B18, Trade, 52.750, 163, S17, B18, 1
B18, Trade, 58.000, 168, S03, B18, 1
B18, Trade, 61.800, 168, B18, S16, 1
B18, Trade, 69.167, 166, S09, B18, 1
B18, Trade, 79.017, 170, S18, B18, 1
B18, Trade, 86.133, 163, S15, B18, 1
B18, Trade, 90.233, 164, S16, B18, 1
B18, Trade, 97.667, 165, S16, B18, 1
B18, Trade, 103.133, 168, S15, B18, 1
B18, Trade, 108.917, 168, S17, B18, 1
B18, Trade, 113.933, 168, S15, B18, 1
B18, Trade, 121.733, 166, S15, B18, 1
B18, Trade, 123.817, 174, B18, S10, 1
B18, Trade, 132.200, 165, S15, B18, 1
B18, Trade, 134.733, 161, S14, B18, 1
B18, Trade, 140.567, 167, S06, B18, 1
B18, Trade, 143.683, 176, B18, S03, 1
B18, Trade, 149.267, 177, B18, S04, 1
B18, Trade, 155.900, 173, S09, B18, 1
B18, Trade, 161.050, 178, B18, S00, 1
B18, Trade, 162.133, 178, B18, S17, 1
B18, Trade, 166.583, 176, S09, B18, 1
B18, Trade, 172.867, 170, S15, B18, 1
B18, Trade, 179.967, 174, S09, B18, 1
B18, Trade, 183.150, 180, S18, B18, 1
B18, Trade, 190.733, 181, B18, S14, 1
B18, Trade, 192.650, 177, S17, B18, 1
B18, Trade, 199.050, 180, S09, B18, 1
B18, Trade, 205.533, 172, S03, B18, 1
B18, Trade, 208.250, 177, S03, B18, 1
B18, Trade, 216.017, 178, S09, B18, 1
B18, Trade, 221.167, 175, S09, B18, 1
B18, Trade, 227.933, 180, S17, B18, 1
B18, Trade, 231.817, 181, S17, B18, 1
B18, Trade, 235.867, 186, B18, S17, 1
B18, Trade, 237.567, 185, S06, B18, 1
B18, Trade, 247.500, 185, S06, B18, 1
B18, Trade, 250.350, 173, S14, B18, 1
B18, Trade, 257.033, 181, S09, B18, 1
B18, Trade, 263.933, 176, S09, B18, 1
B18, Trade, 266.583, 182, S16, B18, 1
B18, Trade, 270.233, 179, S05, B18, 1
B18, Trade, 276.450, 176, S09, B18, 1
B18, Trade, 279.483, 190, B18, S15, 1
B18, Trade, 286.583, 191, B18, S09, 1
B18, Trade, 292.450, 183, S06, B18, 1
B18, Trade, 294.767, 180, S15, B18, 1
B19, 48
B19, Trade, 5.183, 156, B19, S09, 1
B19, Trade, 7.233, 157, B19, S06, 1
B19, Trade, 14.350, 149, S14, B19, 1
B19, Trade, 21.183, 154, B19, S04, 1
B19, Trade, 26.450, 149, B19, S07, 1
B19, Trade, 32.533, 151, B19, S00, 1
B19, Trade, 35.683, 150, B19, S04, 1
B19, Trade, 41.400, 151, B19, S04, 1
B19, Trade, 44.383, 159, S16, B19, 1
B19, Trade, 54.517, 161, B19, S14, 1
B19, Trade, 56.200, 160, B19, S14, 1
B19, Trade, 65.300, 160, B19, S04, 1
B19, Trade, 72.183, 160, B19, S14, 1
B19, Trade, 79.933, 155, B19, S07, 1
B19, Trade, 87.000, 158, B19, S00, 1
B19, Trade, 92.500, 161, B19, S07, 1
B19, Trade, 97.567, 161, B19, S04, 1
B19, Trade, 100.500, 164, B19, S00, 1
B19, Trade, 105.450, 163, B19, S01, 1
B19, Trade, 110.967, 162, B19, S08, 1
B19, Trade, 115.717, 162, B19, S04, 1
B19, Trade, 133.150, 160, B19, S06, 1
B19, Trade, 141.800, 163, B19, S04, 1
B19, Trade, 145.550, 170, B19, S15, 1
B19, Trade, 146.400, 169, B19, S14, 1
B19, Trade, 156.683, 165, B19, S00, 1
B19, Trade, 162.167, 172, B19, S01, 1
B19, Trade, 163.333, 175, B19, S00, 1
B19, Trade, 177.783, 169, B19, S14, 1
B19, Trade, 181.883, 170, B19, S04, 1
B19, Trade, 186.217, 181, B19, S00, 1
B19, Trade, 193.933, 167, S14, B19, 1
B19, Trade, 203.067, 173, B19, S04, 1
B19, Trade, 209.950, 177, B19, S10, 1
B19, Trade, 216.067, 176, B19, S04, 1
B19, Trade, 230.850, 176, B19, S00, 1
B19, Trade, 234.767, 178, B19, S16, 1
B19, Trade, 240.750, 171, B19, S04, 1
B19, Trade, 246.200, 172, B19, S04, 1
B19, Trade, 251.850, 170, B19, S00, 1
B19, Trade, 257.217, 177, B19, S04, 1
B19, Trade, 260.150, 169, S09, B19, 1
B19, Trade, 272.517, 174, B19, S04, 1
B19, Trade, 279.600, 186, B19, S17, 1
B19, Trade, 281.500, 188, B19, S08, 1
B19, Trade, 285.667, 181, B19, S02, 1
B19, Trade, 289.517, 182, B19, S02, 1
B19, Trade, 297.567, 173, B19, S11, 1
B20, 9
B20, Trade, 10.650, 159, S17, B20, 1
B20, Trade, 78.683, 167, S06, B20, 1
B20, Trade, 122.350, 170, S17, B20, 1
B20, Trade, 126.350, 171, B20, S14, 1
B20, Trade, 140.533, 165, B20, S03, 1
B20, Trade, 157.283, 171, S16, B20, 1
B20, Trade, 220.767, 170, S08, B20, 1
B20, Trade, 246.717, 182, S05, B20, 1
B20, Trade, 293.333, 176, B20, S02, 1
B21, 22
B21, Trade, 17.183, 159, S09, B21, 1
B21, Trade, 26.217, 154, S09, B21, 1
B21, Trade, 34.817, 153, S03, B21, 1
B21, Trade, 38.567, 151, S03, B21, 1
B21, Trade, 45.483, 162, B21, S00, 1
B21, Trade, 63.233, 168, S09, B21, 1
B21, Trade, 66.150, 162, S06, B21, 1
B21, Trade, 84.183, 172, S18, B21, 1
B21, Trade, 97.550, 165, S15, B21, 1
B21, Trade, 148.250, 179, S19, B21, 1
B21, Trade, 162.583, 177, S03, B21, 1
B21, Trade, 188.533, 184, S06, B21, 1
B21, Trade, 196.650, 174, S16, B21, 1
B21, Trade, 218.267, 176, B21, S06, 1
B21, Trade, 232.300, 182, S09, B21, 1
B21, Trade, 236.733, 184, S09, B21, 1
B21, Trade, 250.183, 172, S05, B21, 1
B21, Trade, 257.700, 183, S11, B21, 1
B21, Trade, 274.400, 173, S02, B21, 1
B21, Trade, 280.583, 195, S18, B21, 1
B21, Trade, 282.500, 191, S06, B21, 1
B21, Trade, 287.683, 191, B21, S05, 1
B22, 55
B22, Trade, 6.250, 162, S18, B22, 1
B22, Trade, 9.000, 157, S15, B22, 1
B22, Trade, 15.550, 154, S09, B22, 1
B22, Trade, 17.350, 156, S03, B22, 1
B22, Trade, 22.450, 154, S15, B22, 1
B22, Trade, 26.817, 157, S06, B22, 1
B22, Trade, 30.867, 157, S15, B22, 1
B22, Trade, 41.033, 162, S17, B22, 1
B22, Trade, 50.100, 161, S06, B22, 1
B22, Trade, 51.967, 160, S16, B22, 1
B22, Trade, 61.833, 172, S19, B22, 1
B22, Trade, 64.967, 164, S17, B22, 1
B22, Trade, 68.350, 165, S17, B22, 1
B22, Trade, 76.717, 158, S08, B22, 1
B22, Trade, 79.283, 168, S09, B22, 1
B22, Trade, 84.900, 164, S06, B22, 1
B22, Trade, 87.517, 162, S03, B22, 1
B22, Trade, 98.783, 185, B22, S03, 1
B22, Trade, 101.067, 169, S06, B22, 1
B22, Trade, 107.250, 166, S06, B22, 1
B22, Trade, 113.417, 167, S09, B22, 1
B22, Trade, 118.383, 167, S16, B22, 1
B22, Trade, 125.167, 171, S06, B22, 1
B22, Trade, 127.150, 170, S17, B22, 1
B22, Trade, 135.933, 164, S15, B22, 1
B22, Trade, 141.150, 172, S17, B22, 1
B22, Trade, 143.917, 169, S16, B22, 1
B22, Trade, 148.100, 174, S09, B22, 1
B22, Trade, 153.367, 170, S03, B22, 1
B22, Trade, 160.383, 181, S19, B22, 1
B22, Trade, 165.683, 174, S06, B22, 1
B22, Trade, 167.283, 178, S18, B22, 1
B22, Trade, 174.267, 172, S03, B22, 1
B22, Trade, 184.767, 193, B22, S15, 1
B22, Trade, 192.333, 177, S03, B22, 1
B22, Trade, 197.133, 171, S15, B22, 1
B22, Trade, 202.183, 175, S16, B22, 1
B22, Trade, 202.783, 176, S15, B22, 1
B22, Trade, 207.167, 181, S06, B22, 1
B22, Trade, 217.467, 178, S15, B22, 1
B22, Trade, 220.400, 179, S17, B22, 1
B22, Trade, 221.750, 178, S03, B22, 1
B22, Trade, 231.400, 178, S16, B22, 1
B22, Trade, 233.017, 185, S18, B22, 1
B22, Trade, 241.200, 177, S15, B22, 1
B22, Trade, 242.483, 175, S09, B22, 1
B22, Trade, 251.833, 187, S18, B22, 1
B22, Trade, 260.417, 174, S14, B22, 1
B22, Trade, 263.017, 181, S16, B22, 1
B22, Trade, 271.217, 180, S15, B22, 1
B22, Trade, 273.417, 182, S16, B22, 1
B22, Trade, 278.133, 196, S20, B22, 1
B22, Trade, 284.917, 183, S16, B22, 1
B22, Trade, 289.250, 189, S09, B22, 1
B22, Trade, 296.100, 182, S09, B22, 1
B23, 50
B23, Trade, 7.933, 155, B23, S04, 1
B23, Trade, 9.350, 154, B23, S14, 1
B23, Trade, 13.417, 156, S16, B23, 1
B23, Trade, 15.700, 163, S18, B23, 1
B23, Trade, 31.150, 155, B23, S01, 1
B23, Trade, 34.900, 151, B23, S08, 1
B23, Trade, 38.967, 145, B23, S01, 1
B23, Trade, 45.167, 163, B23, S15, 1
B23, Trade, 51.033, 158, B23, S14, 1
B23, Trade, 53.183, 160, B23, S00, 1
B23, Trade, 62.933, 161, B23, S08, 1
B23, Trade, 71.967, 161, B23, S04, 1
B23, Trade, 77.150, 160, B23, S10, 1
B23, Trade, 85.317, 161, B23, S04, 1
B23, Trade, 88.433, 159, B23, S04, 1
B23, Trade, 97.517, 164, S03, B23, 1
B23, Trade, 104.867, 165, S06, B23, 1
B23, Trade, 109.683, 168, B23, S03, 1
B23, Trade, 112.950, 162, B23, S08, 1
B23, Trade, 117.233, 165, S09, B23, 1
B23, Trade, 125.733, 172, S03, B23, 1
B23, Trade, 129.617, 164, B23, S07, 1
B23, Trade, 137.967, 166, B23, S01, 1
B23, Trade, 146.417, 167, B23, S01, 1
B23, Trade, 149.583, 170, B23, S14, 1
B23, Trade, 153.950, 167, B23, S08, 1
B23, Trade, 165.250, 175, B23, S16, 1
B23, Trade, 173.700, 169, B23, S04, 1
B23, Trade, 178.233, 170, B23, S00, 1
B23, Trade, 184.167, 194, B23, S09, 1
B23, Trade, 189.433, 168, B23, S04, 1
B23, Trade, 199.883, 174, B23, S14, 1
B23, Trade, 206.833, 171, B23, S04, 1
B23, Trade, 212.567, 175, B23, S14, 1
B23, Trade, 215.933, 176, B23, S14, 1
B23, Trade, 219.567, 175, B23, S14, 1
B23, Trade, 224.983, 170, B23, S04, 1
