B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 1
B06, Trade, 2.517, 114, S03, B06, 1
B07, 0
B08, 0
B09, 0
B10, 3
B10, Trade, 22.433, 136, B10, S10, 1
B10, Trade, 224.633, 156, B10, S08, 1
B10, Trade, 279.417, 162, B10, S10, 1
B11, 19
B11, Trade, 14.800, 138, B11, S05, 1
B11, Trade, 18.917, 133, S09, B11, 1
B11, Trade, 23.667, 133, B11, S03, 1
B11, Trade, 38.550, 141, B11, S00, 1
B11, Trade, 53.567, 142, B11, S08, 1
B11, Trade, 65.400, 143, B11, S08, 1
B11, Trade, 76.217, 144, B11, S04, 1
B11, Trade, 94.200, 144, B11, S04, 1
B11, Trade, 106.283, 145, B11, S00, 1
B11, Trade, 117.583, 148, B11, S10, 1
B11, Trade, 126.067, 147, B11, S08, 1
B11, Trade, 153.033, 152, B11, S05, 1
B11, Trade, 158.133, 153, B11, S08, 1
B11, Trade, 172.500, 154, B11, S08, 1
B11, Trade, 177.850, 155, B11, S05, 1
B11, Trade, 191.750, 156, B11, S08, 1
B11, Trade, 195.633, 156, B11, S05, 1
B11, Trade, 235.767, 160, B11, S08, 1
B11, Trade, 274.317, 164, B11, S08, 1
B12, 0
B13, 12
B13, Trade, 1.467, 144, S00, B13, 1
B13, Trade, 19.967, 136, S10, B13, 1
B13, Trade, 24.433, 141, B13, S05, 1
B13, Trade, 33.550, 141, B13, S08, 1
B13, Trade, 80.633, 150, B13, S10, 1
B13, Trade, 90.667, 153, B13, S05, 1
B13, Trade, 106.267, 153, S03, B13, 1
B13, Trade, 122.300, 152, B13, S04, 1
B13, Trade, 189.633, 158, B13, S05, 1
B13, Trade, 208.617, 161, B13, S08, 1
B13, Trade, 225.950, 160, B13, S00, 1
B13, Trade, 237.350, 161, B13, S05, 1
B14, 10
B14, Trade, 53.083, 151, S02, B14, 1
B14, Trade, 62.950, 144, S02, B14, 1
B14, Trade, 69.050, 151, B14, S08, 1
B14, Trade, 89.133, 150, B14, S08, 1
B14, Trade, 104.733, 149, B14, S05, 1
B14, Trade, 127.933, 158, S01, B14, 1
B14, Trade, 197.567, 168, B14, S14, 1
B14, Trade, 205.700, 167, B14, S08, 1
B14, Trade, 209.000, 160, B14, S03, 1
B14, Trade, 224.283, 167, S06, B14, 1
B15, 48
B15, Trade, 7.167, 151, B15, S08, 1
B15, Trade, 10.817, 152, B15, S08, 1
B15, Trade, 15.983, 143, B15, S08, 1
B15, Trade, 27.883, 151, S09, B15, 1
B15, Trade, 37.733, 147, B15, S05, 1
B15, Trade, 44.167, 150, B15, S05, 1
B15, Trade, 49.683, 149, B15, S03, 1
B15, Trade, 59.717, 146, B15, S03, 1
B15, Trade, 63.783, 144, B15, S10, 1
B15, Trade, 71.900, 156, S09, B15, 1
B15, Trade, 79.100, 156, B15, S06, 1
B15, Trade, 85.150, 157, B15, S09, 1
B15, Trade, 92.017, 147, B15, S10, 1
B15, Trade, 95.633, 150, B15, S03, 1
B15, Trade, 102.233, 154, B15, S09, 1
B15, Trade, 109.600, 151, B15, S05, 1
B15, Trade, 113.817, 153, B15, S08, 1
B15, Trade, 121.467, 151, B15, S05, 1
B15, Trade, 129.633, 160, B15, S10, 1
B15, Trade, 131.967, 160, S06, B15, 1
B15, Trade, 140.050, 165, B15, S15, 1
B15, Trade, 145.817, 160, B15, S04, 1
B15, Trade, 150.050, 161, B15, S00, 1
B15, Trade, 154.450, 159, B15, S05, 1
B15, Trade, 159.717, 159, B15, S10, 1
B15, Trade, 166.483, 161, B15, S05, 1
B15, Trade, 168.900, 161, B15, S05, 1
B15, Trade, 173.733, 158, B15, S04, 1
B15, Trade, 182.550, 161, B15, S05, 1
B15, Trade, 185.417, 162, B15, S09, 1
B15, Trade, 188.583, 159, B15, S04, 1
B15, Trade, 192.317, 170, B15, S15, 1
B15, Trade, 200.550, 166, B15, S04, 1
B15, Trade, 205.483, 168, B15, S09, 1
B15, Trade, 213.283, 165, B15, S08, 1
B15, Trade, 221.033, 157, B15, S08, 1
B15, Trade, 223.400, 168, B15, S10, 1
B15, Trade, 234.100, 174, B15, S12, 1
B15, Trade, 240.750, 171, S04, B15, 1
B15, Trade, 243.650, 173, B15, S10, 1
B15, Trade, 251.100, 175, B15, S05, 1
B15, Trade, 257.933, 176, B15, S08, 1
B15, Trade, 264.583, 177, B15, S05, 1
B15, Trade, 269.750, 178, B15, S08, 1
B15, Trade, 274.250, 178, B15, S15, 1
B15, Trade, 284.467, 179, B15, S04, 1
B15, Trade, 290.017, 180, B15, S15, 1
B15, Trade, 298.033, 180, B15, S07, 1
B16, 3
B16, Trade, 32.217, 149, S06, B16, 1
B16, Trade, 48.133, 148, S02, B16, 1
B16, Trade, 246.317, 173, B16, S03, 1
B17, 56
B17, Trade, 6.183, 158, B17, S04, 1
B17, Trade, 10.283, 155, S06, B17, 1
B17, Trade, 14.100, 148, S02, B17, 1
B17, Trade, 22.250, 156, S02, B17, 1
B17, Trade, 22.500, 157, S16, B17, 1
B17, Trade, 28.150, 158, S16, B17, 1
B17, Trade, 33.017, 151, S14, B17, 1
B17, Trade, 38.933, 157, S02, B17, 1
B17, Trade, 43.833, 150, S02, B17, 1
B17, Trade, 48.700, 149, S09, B17, 1
B17, Trade, 53.667, 160, S16, B17, 1
B17, Trade, 59.250, 155, S06, B17, 1
B17, Trade, 64.433, 146, S01, B17, 1
B17, Trade, 68.783, 165, B17, S11, 1
B17, Trade, 73.783, 154, S09, B17, 1
B17, Trade, 78.883, 156, S01, B17, 1
B17, Trade, 86.117, 160, S02, B17, 1
B17, Trade, 87.600, 160, S15, B17, 1
B17, Trade, 95.067, 158, S14, B17, 1
B17, Trade, 99.533, 159, S14, B17, 1
B17, Trade, 103.767, 158, S14, B17, 1
B17, Trade, 109.167, 160, S06, B17, 1
B17, Trade, 116.117, 162, S15, B17, 1
B17, Trade, 121.250, 156, S01, B17, 1
B17, Trade, 123.867, 160, S14, B17, 1
B17, Trade, 128.567, 161, S14, B17, 1
B17, Trade, 136.550, 157, S09, B17, 1
B17, Trade, 139.467, 164, S14, B17, 1
B17, Trade, 144.300, 162, S01, B17, 1
B17, Trade, 147.017, 165, S15, B17, 1
B17, Trade, 153.217, 160, S01, B17, 1
B17, Trade, 160.900, 167, S15, B17, 1
B17, Trade, 163.700, 159, S06, B17, 1
B17, Trade, 170.450, 166, S06, B17, 1
B17, Trade, 173.867, 168, S06, B17, 1
B17, Trade, 179.400, 167, S01, B17, 1
B17, Trade, 181.117, 169, S15, B17, 1
B17, Trade, 189.767, 167, S14, B17, 1
B17, Trade, 195.167, 168, S06, B17, 1
B17, Trade, 196.583, 168, S01, B17, 1
B17, Trade, 204.933, 171, S15, B17, 1
B17, Trade, 211.633, 169, S14, B17, 1
B17, Trade, 219.200, 164, S06, B17, 1
B17, Trade, 224.383, 168, S01, B17, 1
B17, Trade, 227.367, 180, S02, B17, 1
B17, Trade, 233.667, 178, S09, B17, 1
B17, Trade, 239.333, 173, S14, B17, 1
B17, Trade, 241.550, 173, S09, B17, 1
B17, Trade, 253.067, 174, S11, B17, 1
B17, Trade, 259.317, 177, S01, B17, 1
B17, Trade, 262.517, 184, S16, B17, 1
B17, Trade, 268.267, 183, S01, B17, 1
B17, Trade, 275.933, 178, S14, B17, 1
B17, Trade, 280.317, 179, S15, B17, 1
B17, Trade, 285.583, 186, S17, B17, 1
B17, Trade, 287.267, 187, B17, S10, 1
B18, 56
B18, Trade, 5.433, 162, B18, S01, 1
B18, Trade, 9.283, 154, S01, B18, 1
B18, Trade, 12.650, 156, S16, B18, 1
B18, Trade, 16.100, 150, S06, B18, 1
B18, Trade, 21.283, 153, S15, B18, 1
B18, Trade, 28.033, 153, S15, B18, 1
B18, Trade, 32.450, 151, S01, B18, 1
B18, Trade, 38.517, 155, S15, B18, 1
B18, Trade, 45.533, 151, S06, B18, 1
B18, Trade, 49.433, 153, S14, B18, 1
B18, Trade, 55.967, 156, S15, B18, 1
B18, Trade, 64.817, 155, S14, B18, 1
B18, Trade, 68.117, 150, S01, B18, 1
B18, Trade, 73.900, 156, S14, B18, 1
B18, Trade, 78.050, 157, S14, B18, 1
B18, Trade, 82.633, 160, S06, B18, 1
B18, Trade, 89.650, 158, S14, B18, 1
B18, Trade, 90.850, 167, S17, B18, 1
B18, Trade, 98.250, 155, S01, B18, 1
B18, Trade, 105.000, 165, S16, B18, 1
B18, Trade, 106.850, 168, S17, B18, 1
B18, Trade, 111.433, 160, S09, B18, 1
B18, Trade, 118.783, 158, S09, B18, 1
B18, Trade, 125.533, 162, S14, B18, 1
B18, Trade, 132.600, 166, S02, B18, 1
B18, Trade, 139.633, 167, S06, B18, 1
B18, Trade, 145.133, 165, S06, B18, 1
B18, Trade, 151.150, 161, S01, B18, 1
B18, Trade, 152.383, 160, S06, B18, 1
B18, Trade, 160.817, 165, S09, B18, 1
B18, Trade, 165.633, 166, S02, B18, 1
B18, Trade, 170.650, 168, S15, B18, 1
B18, Trade, 175.700, 173, S16, B18, 1
B18, Trade, 179.217, 165, S09, B18, 1
B18, Trade, 182.283, 174, S11, B18, 1
B18, Trade, 189.233, 163, S01, B18, 1
B18, Trade, 193.817, 170, S02, B18, 1
B18, Trade, 200.850, 170, S09, B18, 1
B18, Trade, 204.400, 172, S02, B18, 1
B18, Trade, 208.083, 166, S01, B18, 1
B18, Trade, 212.467, 171, S09, B18, 1
B18, Trade, 221.517, 173, S15, B18, 1
B18, Trade, 226.167, 177, S16, B18, 1
B18, Trade, 229.817, 185, B18, S16, 1
B18, Trade, 233.117, 179, S02, B18, 1
B18, Trade, 237.567, 172, S14, B18, 1
B18, Trade, 243.317, 172, S07, B18, 1
B18, Trade, 257.033, 182, S16, B18, 1
B18, Trade, 260.017, 177, S07, B18, 1
B18, Trade, 263.600, 184, S14, B18, 1
B18, Trade, 268.933, 179, S07, B18, 1
B18, Trade, 278.167, 186, S17, B18, 1
B18, Trade, 283.100, 190, B18, S12, 1
B18, Trade, 286.117, 190, S06, B18, 1
B18, Trade, 290.467, 187, S17, B18, 1
B18, Trade, 297.000, 191, B18, S10, 1
B19, 58
B19, Trade, 4.483, 161, S09, B19, 1
B19, Trade, 6.933, 164, S14, B19, 1
B19, Trade, 11.033, 155, S02, B19, 1
B19, Trade, 20.117, 151, S14, B19, 1
B19, Trade, 23.467, 158, S06, B19, 1
B19, Trade, 26.367, 152, S09, B19, 1
B19, Trade, 35.150, 151, S09, B19, 1
B19, Trade, 37.483, 152, S02, B19, 1
B19, Trade, 40.867, 152, S14, B19, 1
B19, Trade, 53.517, 159, S06, B19, 1
B19, Trade, 57.150, 159, S14, B19, 1
B19, Trade, 65.000, 159, S00, B19, 1
B19, Trade, 68.167, 165, S17, B19, 1
B19, Trade, 73.883, 155, S06, B19, 1
B19, Trade, 79.633, 157, S02, B19, 1
B19, Trade, 87.050, 158, S01, B19, 1
B19, Trade, 89.667, 159, S02, B19, 1
B19, Trade, 96.717, 156, S06, B19, 1
B19, Trade, 105.733, 159, S06, B19, 1
B19, Trade, 110.567, 159, S02, B19, 1
B19, Trade, 115.233, 158, S01, B19, 1
B19, Trade, 116.950, 176, S19, B19, 1
B19, Trade, 123.150, 158, S06, B19, 1
B19, Trade, 130.500, 158, S02, B19, 1
B19, Trade, 132.867, 168, S16, B19, 1
B19, Trade, 138.700, 167, S04, B19, 1
B19, Trade, 145.667, 164, S14, B19, 1
B19, Trade, 150.433, 163, S14, B19, 1
B19, Trade, 153.267, 163, S14, B19, 1
B19, Trade, 162.083, 165, S01, B19, 1
B19, Trade, 164.100, 164, S02, B19, 1
B19, Trade, 169.333, 166, S01, B19, 1
B19, Trade, 175.750, 175, S17, B19, 1
B19, Trade, 180.067, 168, S02, B19, 1
B19, Trade, 185.467, 162, S06, B19, 1
B19, Trade, 191.083, 174, S16, B19, 1
B19, Trade, 196.083, 167, S02, B19, 1
B19, Trade, 200.400, 168, S14, B19, 1
B19, Trade, 202.883, 169, S01, B19, 1
B19, Trade, 212.017, 171, S02, B19, 1
B19, Trade, 212.700, 171, S06, B19, 1
B19, Trade, 221.500, 162, S02, B19, 1
B19, Trade, 228.233, 174, S15, B19, 1
B19, Trade, 229.000, 177, S14, B19, 1
B19, Trade, 235.517, 172, S02, B19, 1
B19, Trade, 238.667, 174, S06, B19, 1
B19, Trade, 244.467, 178, S02, B19, 1
B19, Trade, 254.433, 175, S06, B19, 1
B19, Trade, 256.417, 182, S01, B19, 1
B19, Trade, 259.000, 180, S06, B19, 1
B19, Trade, 267.117, 179, S00, B19, 1
B19, Trade, 271.400, 192, S19, B19, 1
B19, Trade, 276.600, 183, S02, B19, 1
B19, Trade, 277.900, 183, S16, B19, 1
B19, Trade, 285.767, 186, S01, B19, 1
B19, Trade, 291.117, 187, S02, B19, 1
B19, Trade, 294.350, 189, S17, B19, 1
B19, Trade, 297.583, 192, S06, B19, 1
B20, 59
B20, Trade, 3.583, 134, S10, B20, 1
B20, Trade, 9.800, 154, S09, B20, 1
B20, Trade, 14.967, 149, S01, B20, 1
B20, Trade, 17.833, 132, S06, B20, 1
B20, Trade, 23.583, 160, S17, B20, 1
B20, Trade, 28.067, 150, B20, S04, 1
B20, Trade, 36.200, 151, S06, B20, 1
B20, Trade, 38.883, 156, S01, B20, 1
B20, Trade, 44.050, 151, S01, B20, 1
B20, Trade, 48.050, 147, S06, B20, 1
B20, Trade, 55.117, 154, S01, B20, 1
B20, Trade, 57.967, 158, S09, B20, 1
B20, Trade, 67.933, 149, S02, B20, 1
B20, Trade, 69.833, 158, S15, B20, 1
B20, Trade, 73.217, 156, S02, B20, 1
B20, Trade, 80.617, 159, S15, B20, 1
B20, Trade, 85.467, 159, S01, B20, 1
B20, Trade, 93.150, 164, S02, B20, 1
B20, Trade, 93.450, 165, S09, B20, 1
B20, Trade, 101.600, 155, S01, B20, 1
B20, Trade, 103.417, 157, S01, B20, 1
B20, Trade, 108.033, 159, S14, B20, 1
B20, Trade, 115.717, 158, S06, B20, 1
B20, Trade, 116.100, 159, S14, B20, 1
B20, Trade, 124.667, 163, S15, B20, 1
B20, Trade, 128.900, 162, S02, B20, 1
B20, Trade, 133.183, 164, S15, B20, 1
B20, Trade, 140.000, 171, S17, B20, 1
B20, Trade, 141.467, 168, S02, B20, 1
B20, Trade, 148.400, 163, S09, B20, 1
B20, Trade, 155.283, 164, S06, B20, 1
B20, Trade, 160.850, 166, S14, B20, 1
B20, Trade, 166.733, 165, S14, B20, 1
B20, Trade, 168.583, 164, S02, B20, 1
B20, Trade, 174.483, 167, S14, B20, 1
B20, Trade, 181.550, 170, S14, B20, 1
B20, Trade, 183.100, 166, S02, B20, 1
B20, Trade, 190.817, 170, S15, B20, 1
B20, Trade, 192.267, 182, S09, B20, 1
B20, Trade, 200.233, 167, S02, B20, 1
B20, Trade, 203.783, 174, S06, B20, 1
B20, Trade, 211.217, 166, S02, B20, 1
B20, Trade, 213.683, 172, S15, B20, 1
B20, Trade, 218.400, 164, S09, B20, 1
B20, Trade, 224.717, 170, S14, B20, 1
B20, Trade, 229.250, 181, S17, B20, 1
B20, Trade, 236.750, 169, S01, B20, 1
B20, Trade, 239.667, 174, S02, B20, 1
B20, Trade, 244.317, 177, S06, B20, 1
B20, Trade, 249.917, 176, S15, B20, 1
B20, Trade, 253.667, 176, S15, B20, 1
B20, Trade, 261.700, 192, S11, B20, 1
B20, Trade, 270.467, 185, S17, B20, 1
B20, Trade, 272.483, 188, B20, S05, 1
B20, Trade, 275.483, 178, S02, B20, 1
B20, Trade, 281.267, 178, S14, B20, 1
B20, Trade, 284.083, 182, S07, B20, 1
B20, Trade, 292.950, 189, B20, S08, 1
B20, Trade, 294.517, 197, S20, B20, 1
B21, 12
B21, Trade, 246.567, 178, S01, B21, 1
B21, Trade, 250.533, 176, B21, S07, 1
B21, Trade, 255.967, 182, B21, S10, 1
B21, Trade, 261.417, 179, B21, S05, 1
B21, Trade, 263.717, 185, S17, B21, 1
B21, Trade, 267.733, 173, B21, S03, 1
B21, Trade, 272.467, 194, B21, S03, 1
