B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 1
B05, Trade, 141.233, 131, B05, S03, 1
B06, 0
B07, 0
B08, 0
B09, 1
B09, Trade, 73.233, 138, B09, S02, 1
B10, 5
B10, Trade, 62.467, 140, B10, S03, 1
B10, Trade, 114.817, 145, B10, S02, 1
B10, Trade, 201.233, 154, B10, S03, 1
B10, Trade, 286.817, 162, B10, S03, 1
B10, Trade, 290.483, 163, B10, S01, 1
B11, 3
B11, Trade, 262.700, 163, B11, S01, 1
B11, Trade, 284.400, 165, B11, S07, 1
B11, Trade, 289.933, 166, B11, S00, 1
B12, 0
B13, 32
B13, Trade, 0.950, 128, B13, S02, 1
B13, Trade, 21.967, 146, B13, S03, 1
B13, Trade, 41.667, 148, B13, S03, 1
B13, Trade, 72.567, 151, B13, S10, 1
B13, Trade, 77.883, 151, B13, S03, 1
B13, Trade, 92.150, 152, B13, S11, 1
B13, Trade, 106.533, 154, B13, S03, 1
B13, Trade, 111.600, 155, B13, S03, 1
B13, Trade, 120.183, 156, B13, S10, 1
B13, Trade, 125.300, 148, B13, S00, 1
B13, Trade, 131.817, 157, S13, B13, 1
B13, Trade, 133.983, 156, B13, S02, 1
B13, Trade, 137.800, 158, B13, S04, 1
B13, Trade, 143.583, 156, B13, S10, 1
B13, Trade, 151.467, 158, B13, S00, 1
B13, Trade, 155.183, 159, B13, S03, 1
B13, Trade, 166.300, 153, B13, S04, 1
B13, Trade, 167.933, 151, B13, S03, 1
B13, Trade, 182.083, 153, B13, S02, 1
B13, Trade, 186.367, 162, B13, S00, 1
B13, Trade, 195.167, 161, S11, B13, 1
B13, Trade, 214.350, 157, B13, S03, 1
B13, Trade, 234.633, 167, B13, S10, 1
B13, Trade, 237.000, 167, B13, S03, 1
B13, Trade, 240.583, 164, B13, S01, 1
B13, Trade, 249.083, 168, B13, S07, 1
B13, Trade, 252.650, 169, B13, S11, 1
B13, Trade, 261.950, 170, B13, S10, 1
B13, Trade, 272.883, 171, B13, S03, 1
B13, Trade, 285.017, 165, B13, S02, 1
B13, Trade, 289.867, 173, B13, S03, 1
B13, Trade, 296.883, 174, B13, S03, 1
B14, 39
B14, Trade, 10.300, 148, B14, S13, 1
B14, Trade, 14.300, 148, B14, S02, 1
B14, Trade, 19.417, 146, B14, S12, 1
