B00, 0
B01, 0
B02, 0
B03, 1
B03, Trade, 1.483, 110, B03, S03, 1
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 1
B10, Trade, 0.600, 115, B10, S04, 1
B11, 0
B12, 0
B13, 0
B14, 7
B14, Trade, 128.050, 159, B14, S04, 1
B14, Trade, 262.567, 173, B14, S03, 1
B14, Trade, 266.883, 173, B14, S04, 1
B14, Trade, 275.233, 174, B14, S05, 1
B14, Trade, 280.950, 174, B14, S09, 1
B14, Trade, 289.933, 175, B14, S04, 1
B14, Trade, 298.817, 177, B14, S01, 1
B15, 24
B15, Trade, 16.067, 151, B15, S06, 1
B15, Trade, 19.017, 153, B15, S03, 1
B15, Trade, 32.717, 154, B15, S04, 1
B15, Trade, 41.217, 155, B15, S03, 1
B15, Trade, 57.167, 157, B15, S03, 1
B15, Trade, 85.633, 156, B15, S03, 1
B15, Trade, 93.150, 160, B15, S00, 1
B15, Trade, 96.200, 158, B15, S03, 1
B15, Trade, 116.133, 162, B15, S03, 1
B15, Trade, 125.933, 163, B15, S04, 1
B15, Trade, 132.367, 164, B15, S03, 1
B15, Trade, 140.133, 165, B15, S04, 1
B15, Trade, 151.450, 166, B15, S03, 1
B15, Trade, 172.200, 168, B15, S03, 1
B15, Trade, 220.983, 173, B15, S03, 1
B15, Trade, 242.133, 175, B15, S03, 1
B15, Trade, 256.333, 173, B15, S01, 1
B15, Trade, 262.217, 177, B15, S02, 1
B15, Trade, 265.033, 177, B15, S01, 1
B15, Trade, 274.000, 176, B15, S09, 1
B15, Trade, 276.933, 179, B15, S04, 1
B15, Trade, 283.850, 179, B15, S03, 1
B15, Trade, 292.167, 179, B15, S04, 1
B15, Trade, 294.800, 177, B15, S01, 1
B16, 42
B16, Trade, 14.850, 150, B16, S04, 1
B16, Trade, 23.383, 155, S13, B16, 1
B16, Trade, 27.200, 158, B16, S04, 1
B16, Trade, 40.617, 159, B16, S04, 1
B16, Trade, 47.983, 158, B16, S04, 1
B16, Trade, 53.133, 157, B16, S01, 1
B16, Trade, 71.300, 162, B16, S04, 1
B16, Trade, 78.300, 162, B16, S04, 1
B16, Trade, 83.467, 161, B16, S02, 1
B16, Trade, 88.700, 162, B16, S04, 1
B16, Trade, 99.383, 161, B16, S04, 1
B16, Trade, 101.733, 165, B16, S03, 1
B16, Trade, 112.817, 166, B16, S01, 1
B16, Trade, 117.550, 166, B16, S06, 1
