B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 1
B06, Trade, 238.417, 143, B06, S04, 1
B07, 0
B08, 6
B08, Trade, 81.767, 135, B08, S05, 1
B08, Trade, 114.500, 138, B08, S02, 1
B08, Trade, 204.017, 147, B08, S01, 1
B08, Trade, 219.933, 149, B08, S01, 1
B08, Trade, 238.617, 151, B08, S04, 1
B08, Trade, 293.017, 156, B08, S07, 1
B09, 0
B10, 11
B10, Trade, 24.433, 136, B10, S00, 1
B10, Trade, 45.200, 136, B10, S04, 1
B10, Trade, 50.667, 139, B10, S10, 1
B10, Trade, 64.133, 136, B10, S00, 1
B10, Trade, 69.583, 141, B10, S02, 1
B10, Trade, 81.300, 142, B10, S05, 1
B10, Trade, 88.850, 142, B10, S01, 1
B10, Trade, 117.517, 145, B10, S02, 1
B10, Trade, 144.283, 148, B10, S04, 1
B10, Trade, 219.717, 156, B10, S00, 1
B10, Trade, 229.700, 157, B10, S05, 1
B11, 1
B11, Trade, 291.350, 165, B11, S00, 1
B12, 30
B12, Trade, 5.383, 141, B12, S02, 1
B12, Trade, 9.417, 142, B12, S00, 1
B12, Trade, 20.217, 143, B12, S02, 1
B12, Trade, 24.233, 143, B12, S02, 1
B12, Trade, 31.083, 144, B12, S12, 1
B12, Trade, 42.283, 145, B12, S00, 1
B12, Trade, 51.733, 141, B12, S01, 1
B12, Trade, 67.533, 147, B12, S00, 1
B12, Trade, 74.950, 148, B12, S02, 1
B12, Trade, 82.600, 149, B12, S01, 1
B12, Trade, 85.533, 149, B12, S02, 1
B12, Trade, 105.183, 151, B12, S04, 1
B12, Trade, 117.417, 149, B12, S00, 1
B12, Trade, 142.633, 155, B12, S01, 1
B12, Trade, 145.533, 143, B12, S05, 1
B12, Trade, 146.200, 153, S04, B12, 1
B12, Trade, 160.067, 157, B12, S05, 1
B12, Trade, 180.267, 155, B12, S01, 1
B12, Trade, 189.517, 160, B12, S04, 1
B12, Trade, 203.700, 161, B12, S05, 1
B12, Trade, 217.367, 157, B12, S04, 1
B12, Trade, 237.750, 164, B12, S02, 1
B12, Trade, 243.767, 165, B12, S05, 1
B12, Trade, 251.967, 166, B12, S05, 1
B12, Trade, 253.767, 164, S04, B12, 1
B12, Trade, 268.233, 167, B12, S03, 1
B12, Trade, 271.850, 168, B12, S01, 1
B12, Trade, 276.817, 168, B12, S00, 1
B12, Trade, 283.350, 169, B12, S12, 1
B12, Trade, 290.517, 170, B12, S12, 1
