B00, 0
B01, 0
B02, 0
B03, 1
B03, Trade, 1.517, 103, S01, B03, 1
B04, 0
B05, 0
B06, 1
B06, Trade, 38.783, 124, B06, S02, 1
B07, 2
B07, Trade, 39.467, 124, B07, S03, 1
B07, Trade, 234.400, 146, B07, S02, 1
B08, 0
B09, 0
B10, 0
B11, 6
B11, Trade, 13.183, 138, B11, S02, 1
B11, Trade, 152.217, 144, B11, S03, 1
B11, Trade, 169.167, 153, B11, S01, 1
B11, Trade, 170.450, 150, B11, S02, 1
B11, Trade, 200.850, 157, B11, S02, 1
B11, Trade, 278.517, 162, B11, S05, 1
B12, 0
B13, 17
B13, Trade, 4.717, 144, B13, S11, 1
B13, Trade, 66.917, 150, B13, S03, 1
B13, Trade, 71.283, 147, B13, S02, 1
B13, Trade, 80.150, 152, B13, S11, 1
B13, Trade, 93.567, 153, B13, S03, 1
B13, Trade, 120.333, 156, B13, S03, 1
B13, Trade, 144.500, 158, B13, S03, 1
B13, Trade, 147.917, 154, B13, S11, 1
B13, Trade, 177.483, 162, B13, S01, 1
B13, Trade, 192.617, 163, B13, S02, 1
B13, Trade, 200.767, 158, B13, S11, 1
B13, Trade, 227.533, 166, B13, S03, 1
B13, Trade, 234.350, 167, B13, S03, 1
B13, Trade, 269.467, 171, B13, S02, 1
B13, Trade, 271.917, 171, B13, S01, 1
B13, Trade, 278.450, 163, S00, B13, 1
B13, Trade, 287.433, 172, B13, S02, 1
B14, 8
B14, Trade, 250.017, 173, B14, S14, 1
B14, Trade, 256.217, 173, B14, S02, 1
B14, Trade, 258.183, 174, B14, S00, 1
B14, Trade, 268.433, 175, B14, S03, 1
B14, Trade, 275.183, 175, B14, S02, 1
B14, Trade, 280.300, 172, B14, S01, 1
B14, Trade, 287.017, 176, B14, S11, 1
B14, Trade, 295.567, 177, B14, S01, 1
B15, 3
B15, Trade, 61.983, 153, B15, S02, 1
B15, Trade, 74.267, 151, S13, B15, 1
B15, Trade, 212.150, 167, B15, S02, 1
B16, 10
B16, Trade, 244.733, 179, B16, S08, 1
B16, Trade, 250.000, 174, S13, B16, 1
B16, Trade, 253.983, 180, B16, S13, 1
B16, Trade, 257.033, 174, B16, S01, 1
B16, Trade, 266.317, 181, B16, S03, 1
B16, Trade, 268.267, 180, B16, S01, 1
B16, Trade, 277.467, 169, B16, S11, 1
B16, Trade, 286.567, 184, B16, S05, 1
B16, Trade, 287.917, 177, B16, S01, 1
