B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 0
B12, 2
B12, Trade, 64.300, 146, B12, S04, 1
B12, Trade, 68.467, 146, B12, S05, 1
B13, 24
B13, Trade, 7.950, 144, B13, S09, 1
B13, Trade, 24.217, 146, B13, S05, 1
B13, Trade, 31.017, 147, B13, S03, 1
B13, Trade, 41.300, 148, B13, S01, 1
B13, Trade, 45.350, 148, B13, S08, 1
B13, Trade, 64.000, 149, S11, B13, 1
B13, Trade, 69.167, 148, S00, B13, 1
B13, Trade, 76.333, 152, B13, S05, 1
B13, Trade, 89.167, 153, B13, S08, 1
B13, Trade, 116.033, 155, B13, S03, 1
B13, Trade, 118.517, 156, S08, B13, 1
B13, Trade, 123.350, 156, B13, S03, 1
B13, Trade, 134.917, 157, B13, S06, 1
B13, Trade, 159.667, 160, B13, S00, 1
B13, Trade, 180.650, 162, B13, S02, 1
B13, Trade, 186.100, 161, S06, B13, 1
B13, Trade, 188.167, 161, S01, B13, 1
B13, Trade, 209.583, 164, S11, B13, 1
B13, Trade, 218.900, 165, B13, S03, 1
B13, Trade, 242.283, 168, B13, S06, 1
B13, Trade, 245.483, 167, S01, B13, 1
B13, Trade, 264.067, 170, B13, S05, 1
B13, Trade, 286.033, 172, B13, S10, 1
B13, Trade, 295.050, 173, B13, S10, 1
B14, 31
B14, Trade, 22.300, 149, B14, S11, 1
B14, Trade, 37.833, 151, B14, S06, 1
B14, Trade, 62.583, 151, B14, S09, 1
B14, Trade, 63.300, 151, B14, S01, 1
B14, Trade, 85.383, 153, B14, S05, 1
B14, Trade, 98.900, 156, B14, S02, 1
B14, Trade, 104.800, 157, B14, S05, 1
B14, Trade, 111.600, 156, B14, S06, 1
B14, Trade, 116.433, 155, B14, S11, 1
B14, Trade, 122.067, 159, B14, S09, 1
B14, Trade, 129.683, 158, B14, S08, 1
B14, Trade, 136.717, 155, S04, B14, 1
B14, Trade, 144.183, 161, B14, S08, 1
B14, Trade, 158.700, 163, B14, S04, 1
B14, Trade, 174.433, 164, B14, S01, 1
B14, Trade, 177.350, 163, S06, B14, 1
B14, Trade, 186.033, 160, S01, B14, 1
B14, Trade, 198.733, 164, B14, S03, 1
B14, Trade, 206.850, 165, B14, S09, 1
B14, Trade, 210.717, 164, B14, S02, 1
B14, Trade, 218.850, 167, B14, S01, 1
B14, Trade, 227.750, 169, B14, S03, 1
B14, Trade, 240.550, 171, B14, S11, 1
B14, Trade, 248.317, 171, B14, S10, 1
B14, Trade, 255.433, 171, B14, S11, 1
B14, Trade, 260.200, 171, B14, S10, 1
B14, Trade, 275.317, 174, B14, S10, 1
B14, Trade, 281.867, 175, B14, S12, 1
B14, Trade, 285.983, 175, B14, S12, 1
B14, Trade, 294.200, 176, B14, S08, 1
B14, Trade, 294.567, 172, B14, S03, 1
B15, 11
B15, Trade, 27.900, 146, S07, B15, 1
B15, Trade, 42.067, 148, S04, B15, 1
B15, Trade, 70.900, 151, S13, B15, 1
B15, Trade, 75.350, 151, S00, B15, 1
B15, Trade, 84.500, 156, S00, B15, 1
B15, Trade, 111.267, 157, S13, B15, 1
B15, Trade, 141.267, 163, B15, S11, 1
B15, Trade, 166.783, 161, B15, S05, 1
B15, Trade, 194.933, 163, S00, B15, 1
B15, Trade, 210.167, 164, S06, B15, 1
B15, Trade, 262.233, 173, S08, B15, 1
B16, 57
B16, Trade, 4.850, 153, S06, B16, 1
B16, Trade, 13.183, 146, S13, B16, 1
B16, Trade, 13.850, 151, S01, B16, 1
B16, Trade, 19.117, 154, S04, B16, 1
B16, Trade, 22.700, 150, S01, B16, 1
B16, Trade, 29.033, 152, S02, B16, 1
B16, Trade, 30.583, 149, S11, B16, 1
B16, Trade, 39.483, 151, S06, B16, 1
B16, Trade, 42.817, 149, S04, B16, 1
B16, Trade, 47.500, 153, S02, B16, 1
B16, Trade, 52.050, 154, S11, B16, 1
B16, Trade, 59.633, 155, S13, B16, 1
B16, Trade, 61.000, 154, S06, B16, 1
B16, Trade, 69.733, 148, S08, B16, 1
B16, Trade, 80.150, 156, S06, B16, 1
B16, Trade, 85.733, 157, S13, B16, 1
B16, Trade, 91.950, 153, S00, B16, 1
B16, Trade, 98.867, 158, S06, B16, 1
B16, Trade, 99.800, 159, S06, B16, 1
B16, Trade, 105.700, 160, S13, B16, 1
B16, Trade, 107.083, 158, S08, B16, 1
B16, Trade, 112.950, 158, S01, B16, 1
B16, Trade, 117.367, 156, S04, B16, 1
B16, Trade, 124.783, 158, S01, B16, 1
B16, Trade, 129.750, 160, S00, B16, 1
B16, Trade, 132.383, 160, S02, B16, 1
B16, Trade, 137.133, 156, S08, B16, 1
B16, Trade, 143.167, 164, S00, B16, 1
B16, Trade, 150.333, 169, S07, B16, 1
B16, Trade, 154.050, 165, S02, B16, 1
B16, Trade, 161.217, 164, S13, B16, 1
B16, Trade, 164.317, 164, S07, B16, 1
B16, Trade, 168.967, 166, S06, B16, 1
B16, Trade, 171.400, 165, S02, B16, 1
B16, Trade, 180.600, 163, S06, B16, 1
B16, Trade, 182.733, 165, S04, B16, 1
B16, Trade, 191.083, 163, S04, B16, 1
B16, Trade, 194.633, 162, S11, B16, 1
B16, Trade, 198.383, 165, S06, B16, 1
B16, Trade, 204.667, 171, S15, B16, 1
B16, Trade, 212.050, 166, S00, B16, 1
B16, Trade, 216.733, 172, S01, B16, 1
B16, Trade, 225.900, 171, S06, B16, 1
B16, Trade, 230.717, 169, S01, B16, 1
B16, Trade, 231.450, 171, S14, B16, 1
B16, Trade, 240.633, 172, S12, B16, 1
B16, Trade, 247.117, 171, S11, B16, 1
B16, Trade, 249.933, 172, S00, B16, 1
B16, Trade, 257.533, 171, S02, B16, 1
B16, Trade, 262.250, 173, S07, B16, 1
B16, Trade, 266.017, 178, S12, B16, 1
B16, Trade, 267.950, 182, S01, B16, 1
B16, Trade, 273.900, 176, S04, B16, 1
B16, Trade, 282.250, 176, S14, B16, 1
B16, Trade, 285.800, 179, S01, B16, 1
B16, Trade, 290.267, 176, S01, B16, 1
B16, Trade, 295.200, 178, S02, B16, 1
B17, 20
B17, Trade, 10.067, 146, S11, B17, 1
B17, Trade, 14.317, 151, S06, B17, 1
B17, Trade, 21.017, 153, S02, B17, 1
B17, Trade, 28.433, 151, S14, B17, 1
B17, Trade, 48.517, 153, S04, B17, 1
B17, Trade, 57.150, 158, S06, B17, 1
B17, Trade, 91.233, 153, S01, B17, 1
B17, Trade, 99.450, 154, B17, S03, 1
B17, Trade, 110.450, 157, S01, B17, 1
B17, Trade, 121.983, 160, S06, B17, 1
B17, Trade, 134.117, 160, S00, B17, 1
B17, Trade, 153.317, 164, S04, B17, 1
B17, Trade, 161.833, 167, S15, B17, 1
B17, Trade, 165.133, 163, S00, B17, 1
B17, Trade, 168.150, 164, S01, B17, 1
B17, Trade, 191.900, 164, S13, B17, 1
B17, Trade, 195.333, 164, S02, B17, 1
B17, Trade, 251.833, 172, S02, B17, 1
B17, Trade, 265.450, 170, S00, B17, 1
B17, Trade, 294.417, 177, S11, B17, 1
B18, 50
B18, Trade, 4.667, 146, B18, S02, 1
B18, Trade, 7.733, 146, S04, B18, 1
B18, Trade, 14.917, 149, S14, B18, 1
B18, Trade, 19.933, 151, B18, S14, 1
B18, Trade, 26.500, 144, S08, B18, 1
B18, Trade, 30.467, 148, B18, S04, 1
B18, Trade, 33.717, 152, B18, S14, 1
B18, Trade, 45.200, 150, S02, B18, 1
B18, Trade, 53.367, 155, S01, B18, 1
B18, Trade, 54.300, 153, S02, B18, 1
B18, Trade, 61.733, 154, S04, B18, 1
B18, Trade, 69.600, 148, S04, B18, 1
B18, Trade, 73.750, 149, S08, B18, 1
B18, Trade, 79.683, 155, S02, B18, 1
B18, Trade, 84.967, 155, B18, S01, 1
B18, Trade, 93.600, 155, B18, S11, 1
B18, Trade, 102.300, 160, S11, B18, 1
B18, Trade, 115.767, 156, B18, S11, 1
B18, Trade, 120.283, 162, B18, S07, 1
B18, Trade, 125.967, 158, S00, B18, 1
B18, Trade, 127.400, 159, B18, S11, 1
B18, Trade, 135.933, 154, B18, S03, 1
B18, Trade, 140.567, 164, B18, S13, 1
B18, Trade, 146.667, 162, S14, B18, 1
B18, Trade, 149.067, 167, B18, S01, 1
B18, Trade, 152.200, 168, B18, S03, 1
B18, Trade, 159.033, 161, B18, S11, 1
B18, Trade, 163.900, 161, B18, S05, 1
B18, Trade, 168.350, 165, S14, B18, 1
B18, Trade, 176.700, 164, S04, B18, 1
B18, Trade, 187.550, 161, B18, S02, 1
B18, Trade, 191.533, 163, S11, B18, 1
B18, Trade, 196.467, 167, S06, B18, 1
B18, Trade, 199.183, 165, B18, S08, 1
B18, Trade, 205.883, 166, B18, S05, 1
B18, Trade, 207.967, 162, S04, B18, 1
B18, Trade, 211.867, 165, S13, B18, 1
B18, Trade, 221.417, 169, S00, B18, 1
B18, Trade, 227.017, 171, B18, S04, 1
B18, Trade, 235.783, 173, B18, S08, 1
B18, Trade, 237.433, 173, S07, B18, 1
B18, Trade, 248.767, 171, B18, S06, 1
B18, Trade, 251.667, 171, S11, B18, 1
B18, Trade, 253.533, 176, B18, S01, 1
B18, Trade, 264.033, 172, B18, S03, 1
B18, Trade, 265.217, 170, S10, B18, 1
B18, Trade, 270.450, 182, S11, B18, 1
B18, Trade, 277.233, 177, S02, B18, 1
B18, Trade, 283.100, 177, B18, S10, 1
B18, Trade, 292.833, 177, B18, S01, 1
B19, 52
B19, Trade, 7.267, 145, B19, S03, 1
B19, Trade, 11.483, 146, S08, B19, 1
B19, Trade, 17.683, 152, B19, S03, 1
B19, Trade, 20.950, 150, B19, S05, 1
B19, Trade, 28.000, 146, S08, B19, 1
B19, Trade, 36.883, 152, B19, S02, 1
B19, Trade, 40.950, 151, S00, B19, 1
B19, Trade, 45.117, 150, S06, B19, 1
B19, Trade, 51.083, 153, S01, B19, 1
B19, Trade, 53.667, 155, S08, B19, 1
B19, Trade, 58.533, 153, B19, S11, 1
B19, Trade, 65.317, 146, B19, S03, 1
B19, Trade, 72.750, 147, B19, S03, 1
B19, Trade, 74.467, 149, B19, S03, 1
B19, Trade, 80.517, 154, B19, S11, 1
B19, Trade, 87.133, 154, S06, B19, 1
B19, Trade, 97.467, 158, B19, S14, 1
B19, Trade, 100.817, 160, S08, B19, 1
B19, Trade, 106.533, 156, B19, S09, 1
B19, Trade, 109.517, 158, S04, B19, 1
B19, Trade, 115.000, 159, S08, B19, 1
B19, Trade, 121.183, 159, S11, B19, 1
B19, Trade, 127.833, 160, S13, B19, 1
B19, Trade, 129.583, 158, B19, S01, 1
B19, Trade, 132.800, 160, S04, B19, 1
B19, Trade, 143.117, 162, B19, S02, 1
B19, Trade, 146.100, 161, S04, B19, 1
B19, Trade, 149.800, 166, B19, S14, 1
B19, Trade, 157.233, 164, B19, S01, 1
B19, Trade, 159.533, 161, B19, S08, 1
B19, Trade, 164.100, 163, S11, B19, 1
B19, Trade, 171.133, 164, B19, S11, 1
B19, Trade, 171.817, 166, S04, B19, 1
B19, Trade, 184.967, 164, S00, B19, 1
B19, Trade, 191.400, 163, S08, B19, 1
B19, Trade, 197.733, 168, S14, B19, 1
B19, Trade, 203.800, 168, B19, S14, 1
B19, Trade, 209.667, 164, S08, B19, 1
B19, Trade, 215.150, 176, B19, S07, 1
B19, Trade, 219.967, 167, S13, B19, 1
B19, Trade, 224.400, 172, B19, S01, 1
B19, Trade, 230.117, 170, B19, S00, 1
B19, Trade, 235.167, 174, B19, S04, 1
B19, Trade, 241.783, 170, B19, S10, 1
B19, Trade, 247.867, 172, B19, S14, 1
B19, Trade, 253.417, 177, B19, S15, 1
B19, Trade, 261.450, 172, S04, B19, 1
B19, Trade, 262.900, 176, S06, B19, 1
B19, Trade, 270.767, 181, S04, B19, 1
B19, Trade, 274.717, 176, B19, S01, 1
B19, Trade, 280.000, 176, B19, S03, 1
B19, Trade, 290.883, 175, S13, B19, 1
B20, 50
B20, Trade, 4.650, 148, S07, B20, 1
B20, Trade, 9.533, 146, B20, S01, 1
B20, Trade, 15.467, 149, S09, B20, 1
B20, Trade, 17.300, 151, S06, B20, 1
B20, Trade, 25.083, 145, B20, S06, 1
B20, Trade, 28.083, 147, S13, B20, 1
B20, Trade, 31.167, 149, B20, S07, 1
B20, Trade, 40.400, 150, S11, B20, 1
B20, Trade, 44.800, 150, B20, S05, 1
B20, Trade, 49.617, 151, B20, S00, 1
B20, Trade, 55.567, 155, B20, S00, 1
B20, Trade, 60.367, 154, B20, S01, 1
B20, Trade, 68.317, 147, S11, B20, 1
B20, Trade, 75.867, 154, S11, B20, 1
B20, Trade, 81.483, 153, B20, S09, 1
B20, Trade, 83.783, 155, B20, S04, 1
B20, Trade, 90.067, 152, B20, S01, 1
B20, Trade, 92.383, 153, S02, B20, 1
B20, Trade, 96.367, 159, S13, B20, 1
B20, Trade, 104.433, 159, B20, S14, 1
B20, Trade, 112.583, 155, B20, S03, 1
B20, Trade, 120.950, 162, B20, S00, 1
B20, Trade, 122.167, 159, B20, S01, 1
B20, Trade, 130.433, 160, S06, B20, 1
B20, Trade, 138.517, 159, B20, S07, 1
B20, Trade, 142.233, 163, B20, S06, 1
B20, Trade, 152.700, 166, B20, S11, 1
B20, Trade, 153.617, 164, B20, S01, 1
B20, Trade, 156.967, 166, B20, S13, 1
B20, Trade, 173.667, 165, B20, S02, 1
B20, Trade, 177.950, 164, S07, B20, 1
B20, Trade, 185.000, 163, B20, S03, 1
B20, Trade, 189.867, 162, S07, B20, 1
B20, Trade, 193.517, 162, S01, B20, 1
B20, Trade, 202.283, 167, S04, B20, 1
B20, Trade, 214.733, 180, B20, S08, 1
B20, Trade, 222.033, 169, S06, B20, 1
