B00, 0
B01, 0
B02, 0
B03, 1
B03, Trade, 1.783, 100, S00, B03, 1
B04, 0
B05, 0
B06, 0
B07, 3
B07, Trade, 57.433, 124, B07, S00, 1
B07, Trade, 123.333, 124, B07, S02, 1
B07, Trade, 206.900, 124, B07, S02, 1
B08, 0
B09, 0
B10, 6
B10, Trade, 86.233, 133, B10, S00, 1
B10, Trade, 123.250, 132, B10, S00, 1
B10, Trade, 136.833, 128, B10, S04, 1
B10, Trade, 174.050, 132, B10, S06, 1
B10, Trade, 189.100, 133, B10, S00, 1
B10, Trade, 206.867, 133, B10, S00, 1
B11, 20
B11, Trade, 15.250, 135, B11, S02, 1
B11, Trade, 23.100, 137, B11, S04, 1
B11, Trade, 26.983, 132, B11, S04, 1
B11, Trade, 42.967, 136, B11, S06, 1
B11, Trade, 56.583, 137, B11, S06, 1
B11, Trade, 73.533, 137, B11, S00, 1
B11, Trade, 85.917, 137, B11, S05, 1
B11, Trade, 89.817, 137, B11, S02, 1
B11, Trade, 104.050, 137, B11, S04, 1
B11, Trade, 126.850, 137, B11, S05, 1
B11, Trade, 134.817, 125, B11, S06, 1
B11, Trade, 142.317, 137, B11, S04, 1
B11, Trade, 149.950, 137, B11, S00, 1
B11, Trade, 188.867, 137, B11, S07, 1
B11, Trade, 190.183, 123, B11, S00, 1
B11, Trade, 208.567, 136, B11, S04, 1
B11, Trade, 224.983, 137, B11, S04, 1
B11, Trade, 231.533, 137, B11, S04, 1
B11, Trade, 239.367, 134, B11, S02, 1
B11, Trade, 248.100, 137, B11, S06, 1
B12, 1
B12, Trade, 6.000, 133, B12, S05, 1
B13, 1
B13, Trade, 267.067, 144, B13, S07, 1
B14, 46
B14, Trade, 9.600, 148, B14, S06, 1
B14, Trade, 11.500, 147, S01, B14, 1
B14, Trade, 22.983, 148, B14, S01, 1
B14, Trade, 27.650, 140, S03, B14, 1
B14, Trade, 41.850, 148, B14, S12, 1
B14, Trade, 51.117, 148, B14, S06, 1
B14, Trade, 56.067, 148, B14, S09, 1
B14, Trade, 58.333, 148, B14, S02, 1
B14, Trade, 61.883, 145, S11, B14, 1
B14, Trade, 80.867, 148, B14, S08, 1
B14, Trade, 82.717, 143, S03, B14, 1
B14, Trade, 86.850, 148, B14, S11, 1
B14, Trade, 98.350, 148, B14, S04, 1
B14, Trade, 101.333, 148, B14, S09, 1
B14, Trade, 122.483, 148, B14, S05, 1
