B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 1
B08, Trade, 43.183, 127, B08, S03, 1
B09, 0
B10, 0
B11, 0
B12, 9
B12, Trade, 54.417, 140, B12, S01, 1
B12, Trade, 119.917, 140, B12, S03, 1
B12, Trade, 162.533, 137, S11, B12, 1
B12, Trade, 182.100, 140, B12, S07, 1
B12, Trade, 235.417, 140, B12, S03, 1
B12, Trade, 257.417, 140, B12, S01, 1
B12, Trade, 274.983, 140, B12, S03, 1
B12, Trade, 286.317, 140, B12, S03, 1
B12, Trade, 292.767, 140, B12, S03, 1
B13, 1
B13, Trade, 122.967, 140, S10, B13, 1
B14, 3
B14, Trade, 59.433, 146, B14, S01, 1
B14, Trade, 161.833, 146, S07, B14, 1
B14, Trade, 184.417, 138, B14, S03, 1
B15, 38
B15, Trade, 12.267, 149, B15, S01, 1
B15, Trade, 18.050, 148, B15, S07, 1
B15, Trade, 31.083, 148, B15, S01, 1
B15, Trade, 33.033, 146, B15, S04, 1
B15, Trade, 39.917, 142, B15, S01, 1
B15, Trade, 41.517, 142, B15, S01, 1
B15, Trade, 49.700, 149, B15, S11, 1
B15, Trade, 68.133, 150, B15, S01, 1
B15, Trade, 74.500, 150, B15, S07, 1
B15, Trade, 77.017, 146, B15, S13, 1
B15, Trade, 92.133, 143, B15, S05, 1
B15, Trade, 98.317, 144, B15, S01, 1
B15, Trade, 104.250, 149, B15, S01, 1
B15, Trade, 111.233, 146, B15, S01, 1
B15, Trade, 117.500, 147, B15, S01, 1
B15, Trade, 124.583, 147, S00, B15, 1
B15, Trade, 135.517, 147, B15, S01, 1
B15, Trade, 138.417, 149, S13, B15, 1
B15, Trade, 146.667, 145, B15, S03, 1
B15, Trade, 154.633, 149, B15, S04, 1
B15, Trade, 160.867, 150, B15, S04, 1
B15, Trade, 171.917, 143, B15, S01, 1
B15, Trade, 181.483, 149, B15, S01, 1
