B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 0
B12, 2
B12, Trade, 124.950, 141, B12, S01, 1
B12, Trade, 162.983, 141, B12, S12, 1
B13, 10
B13, Trade, 6.267, 144, B13, S01, 1
B13, Trade, 107.833, 144, B13, S02, 1
B13, Trade, 124.933, 144, B13, S09, 1
B13, Trade, 162.100, 144, B13, S03, 1
B13, Trade, 217.433, 144, B13, S01, 1
B13, Trade, 228.517, 144, B13, S01, 1
B13, Trade, 242.817, 144, B13, S02, 1
B13, Trade, 269.750, 144, B13, S01, 1
B13, Trade, 276.717, 144, B13, S02, 1
B13, Trade, 286.150, 144, B13, S06, 1
B14, 1
B14, Trade, 129.550, 144, B14, S02, 1
B15, 20
B15, Trade, 37.167, 151, B15, S12, 1
B15, Trade, 94.183, 151, B15, S12, 1
B15, Trade, 108.783, 151, B15, S12, 1
B15, Trade, 123.633, 151, B15, S02, 1
B15, Trade, 132.383, 151, B15, S02, 1
B15, Trade, 143.667, 151, B15, S01, 1
B15, Trade, 160.317, 151, B15, S09, 1
B15, Trade, 174.117, 151, B15, S01, 1
B15, Trade, 198.833, 151, B15, S13, 1
B15, Trade, 213.733, 151, B15, S12, 1
B15, Trade, 224.667, 151, B15, S02, 1
B15, Trade, 245.900, 151, B15, S05, 1
B15, Trade, 256.917, 151, B15, S02, 1
B15, Trade, 263.167, 151, B15, S02, 1
B15, Trade, 270.467, 151, B15, S12, 1
B15, Trade, 272.650, 151, B15, S06, 1
B15, Trade, 284.233, 151, B15, S14, 1
B15, Trade, 285.200, 151, B15, S02, 1
B15, Trade, 291.450, 151, B15, S12, 1
B15, Trade, 299.667, 151, B15, S07, 1
B16, 32
B16, Trade, 6.217, 148, B16, S02, 1
B16, Trade, 21.183, 153, B16, S01, 1
B16, Trade, 25.533, 153, B16, S01, 1
B16, Trade, 33.250, 153, B16, S12, 1
B16, Trade, 49.183, 154, B16, S05, 1
B16, Trade, 76.850, 154, B16, S01, 1
B16, Trade, 91.383, 153, B16, S02, 1
B16, Trade, 95.200, 154, B16, S11, 1
B16, Trade, 103.717, 151, B16, S01, 1
B16, Trade, 116.717, 152, B16, S04, 1
B16, Trade, 119.150, 152, B16, S02, 1
B16, Trade, 129.250, 145, B16, S12, 1
B16, Trade, 136.950, 148, B16, S02, 1
B16, Trade, 142.217, 149, B16, S12, 1
B16, Trade, 145.283, 149, B16, S12, 1
B16, Trade, 153.783, 154, B16, S03, 1
B16, Trade, 160.950, 153, B16, S01, 1
B16, Trade, 169.750, 153, B16, S02, 1
B16, Trade, 198.000, 153, B16, S02, 1
B16, Trade, 210.600, 154, B16, S05, 1
B16, Trade, 224.100, 153, B16, S12, 1
B16, Trade, 226.317, 151, B16, S01, 1
B16, Trade, 243.250, 145, B16, S01, 1
B16, Trade, 251.967, 146, B16, S05, 1
B16, Trade, 256.467, 152, B16, S09, 1
B16, Trade, 268.917, 153, B16, S02, 1
B16, Trade, 275.917, 154, B16, S09, 1
B16, Trade, 279.050, 152, B16, S05, 1
B16, Trade, 290.550, 151, B16, S01, 1
B16, Trade, 293.700, 149, B16, S05, 1
B16, Trade, 295.583, 153, B16, S02, 1
B16, Trade, 298.100, 153, B16, S12, 1
B17, 45
B17, Trade, 2.150, 124, B17, S00, 1
B17, Trade, 7.583, 158, B17, S05, 1
B17, Trade, 20.333, 158, B17, S09, 1
B17, Trade, 23.133, 153, B17, S04, 1
B17, Trade, 30.400, 158, B17, S02, 1
B17, Trade, 34.650, 155, B17, S01, 1
B17, Trade, 41.300, 158, B17, S01, 1
B17, Trade, 47.417, 158, B17, S12, 1
B17, Trade, 55.933, 158, B17, S12, 1
B17, Trade, 73.917, 158, B17, S01, 1
B17, Trade, 78.300, 158, B17, S12, 1
B17, Trade, 85.967, 158, B17, S02, 1
B17, Trade, 89.050, 158, B17, S01, 1
B17, Trade, 100.400, 158, B17, S12, 1
B17, Trade, 106.433, 153, B17, S02, 1
B17, Trade, 111.667, 152, B17, S05, 1
B17, Trade, 122.550, 156, B17, S15, 1
B17, Trade, 127.667, 152, S05, B17, 1
B17, Trade, 136.900, 158, B17, S01, 1
B17, Trade, 142.100, 152, S07, B17, 1
B17, Trade, 146.800, 158, B17, S01, 1
B17, Trade, 149.883, 157, B17, S07, 1
B17, Trade, 155.117, 158, B17, S12, 1
B17, Trade, 160.017, 158, B17, S02, 1
B17, Trade, 167.017, 158, B17, S09, 1
B17, Trade, 169.717, 154, B17, S05, 1
B17, Trade, 181.800, 158, B17, S02, 1
B17, Trade, 183.883, 154, B17, S05, 1
B17, Trade, 192.133, 153, B17, S12, 1
B17, Trade, 197.683, 154, B17, S09, 1
B17, Trade, 202.800, 158, B17, S12, 1
B17, Trade, 216.567, 158, B17, S05, 1
B17, Trade, 220.283, 155, B17, S09, 1
B17, Trade, 226.733, 145, B17, S02, 1
B17, Trade, 237.333, 158, B17, S02, 1
