B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 3
B09, Trade, 66.383, 120, S06, B09, 1
B09, Trade, 74.267, 131, B09, S05, 1
B09, Trade, 218.417, 131, B09, S07, 1
B10, 4
B10, Trade, 264.067, 134, B10, S02, 1
B10, Trade, 265.167, 133, S09, B10, 1
B10, Trade, 285.317, 134, B10, S06, 1
B10, Trade, 296.367, 134, B10, S06, 1
B11, 17
B11, Trade, 25.700, 137, B11, S06, 1
B11, Trade, 64.717, 137, B11, S05, 1
B11, Trade, 87.317, 137, B11, S05, 1
B11, Trade, 102.133, 137, B11, S05, 1
B11, Trade, 122.067, 137, B11, S05, 1
B11, Trade, 137.350, 137, B11, S06, 1
B11, Trade, 154.150, 135, B11, S06, 1
B11, Trade, 163.833, 137, B11, S05, 1
B11, Trade, 195.083, 135, B11, S03, 1
B11, Trade, 212.850, 134, B11, S05, 1
B11, Trade, 239.300, 137, B11, S05, 1
B11, Trade, 248.917, 137, B11, S06, 1
B11, Trade, 254.850, 137, B11, S06, 1
B11, Trade, 261.933, 136, B11, S07, 1
B11, Trade, 285.167, 137, B11, S01, 1
B11, Trade, 294.017, 137, B11, S06, 1
B11, Trade, 296.083, 137, B11, S01, 1
B12, 2
B12, Trade, 3.700, 119, S00, B12, 1
B12, Trade, 264.550, 120, S05, B12, 1
B13, 2
B13, Trade, 73.833, 129, B13, S06, 1
B13, Trade, 102.600, 142, B13, S06, 1
B14, 5
B14, Trade, 2.267, 120, S06, B14, 1
B14, Trade, 10.383, 147, B14, S10, 1
B14, Trade, 27.800, 139, B14, S05, 1
B14, Trade, 154.550, 141, S12, B14, 1
B14, Trade, 271.767, 148, B14, S11, 1
B15, 9
B15, Trade, 4.833, 140, B15, S08, 1
B15, Trade, 107.683, 147, B15, S07, 1
B15, Trade, 119.083, 144, B15, S09, 1
B15, Trade, 125.967, 147, S00, B15, 1
B15, Trade, 137.683, 146, S09, B15, 1
B15, Trade, 179.767, 144, B15, S06, 1
B15, Trade, 195.733, 138, S00, B15, 1
B15, Trade, 283.783, 144, B15, S11, 1
B15, Trade, 299.750, 147, B15, S01, 1
B16, 11
B16, Trade, 5.217, 141, S12, B16, 1
B16, Trade, 10.750, 155, S16, B16, 1
B16, Trade, 65.950, 153, S08, B16, 1
B16, Trade, 72.750, 140, B16, S08, 1
B16, Trade, 115.817, 145, B16, S10, 1
B16, Trade, 162.117, 148, B16, S04, 1
B16, Trade, 250.483, 141, S11, B16, 1
B16, Trade, 255.583, 139, S10, B16, 1
B16, Trade, 267.167, 149, B16, S01, 1
B16, Trade, 284.183, 137, B16, S05, 1
B16, Trade, 291.000, 147, B16, S01, 1
B17, 34
B17, Trade, 6.833, 144, B17, S05, 1
B17, Trade, 19.617, 157, B17, S12, 1
B17, Trade, 25.067, 154, S07, B17, 1
B17, Trade, 41.000, 157, B17, S05, 1
B17, Trade, 46.333, 142, B17, S05, 1
B17, Trade, 49.317, 149, B17, S09, 1
B17, Trade, 58.900, 146, B17, S12, 1
B17, Trade, 68.950, 140, B17, S10, 1
B17, Trade, 78.867, 142, B17, S05, 1
B17, Trade, 85.850, 157, B17, S06, 1
B17, Trade, 94.133, 155, B17, S05, 1
B17, Trade, 102.100, 156, B17, S06, 1
B17, Trade, 105.700, 146, B17, S12, 1
B17, Trade, 121.100, 143, B17, S04, 1
B17, Trade, 132.367, 156, B17, S05, 1
B17, Trade, 143.450, 150, B17, S05, 1
B17, Trade, 147.250, 149, B17, S06, 1
B17, Trade, 161.467, 149, B17, S12, 1
B17, Trade, 168.783, 154, B17, S05, 1
B17, Trade, 179.133, 154, S10, B17, 1
