B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 1
B10, Trade, 4.100, 120, S05, B10, 1
B11, 1
B11, Trade, 2.367, 133, S06, B11, 1
B12, 1
B12, Trade, 253.100, 141, B12, S12, 1
B13, 4
B13, Trade, 249.233, 144, B13, S12, 1
B13, Trade, 265.200, 144, B13, S10, 1
B13, Trade, 270.167, 144, B13, S00, 1
B13, Trade, 283.150, 144, B13, S02, 1
B14, 19
B14, Trade, 4.817, 125, S07, B14, 1
B14, Trade, 20.983, 148, B14, S04, 1
B14, Trade, 28.783, 148, B14, S04, 1
B14, Trade, 50.517, 148, B14, S12, 1
B14, Trade, 52.633, 148, S05, B14, 1
B14, Trade, 59.300, 148, S11, B14, 1
B14, Trade, 67.000, 148, B14, S08, 1
B14, Trade, 72.000, 146, S00, B14, 1
B14, Trade, 95.117, 148, B14, S12, 1
B14, Trade, 237.950, 148, B14, S00, 1
B14, Trade, 241.900, 148, S14, B14, 1
B14, Trade, 248.033, 148, B14, S06, 1
B14, Trade, 263.233, 147, S01, B14, 1
B14, Trade, 271.300, 146, S03, B14, 1
B14, Trade, 275.633, 148, B14, S01, 1
B14, Trade, 282.583, 148, B14, S10, 1
B14, Trade, 286.500, 148, B14, S12, 1
B14, Trade, 291.750, 148, B14, S14, 1
B14, Trade, 295.833, 148, B14, S04, 1
B15, 36
B15, Trade, 7.133, 149, B15, S04, 1
B15, Trade, 14.717, 151, B15, S12, 1
B15, Trade, 16.100, 150, S00, B15, 1
B15, Trade, 27.583, 150, B15, S12, 1
B15, Trade, 42.333, 150, B15, S12, 1
B15, Trade, 49.883, 151, S11, B15, 1
B15, Trade, 56.800, 148, B15, S12, 1
B15, Trade, 62.250, 150, S00, B15, 1
B15, Trade, 66.833, 149, B15, S03, 1
B15, Trade, 69.333, 141, B15, S04, 1
B15, Trade, 76.583, 148, S05, B15, 1
B15, Trade, 93.283, 151, S07, B15, 1
B15, Trade, 105.167, 151, B15, S03, 1
B15, Trade, 111.483, 150, B15, S04, 1
B15, Trade, 121.767, 151, B15, S12, 1
B15, Trade, 133.683, 151, B15, S04, 1
B15, Trade, 136.950, 151, B15, S12, 1
B15, Trade, 143.267, 151, B15, S04, 1
B15, Trade, 152.900, 151, B15, S08, 1
B15, Trade, 156.967, 151, B15, S08, 1
B15, Trade, 160.317, 151, B15, S06, 1
B15, Trade, 166.900, 151, B15, S12, 1
B15, Trade, 167.517, 151, B15, S07, 1
B15, Trade, 225.467, 149, B15, S08, 1
B15, Trade, 234.483, 151, B15, S12, 1
B15, Trade, 241.683, 148, B15, S02, 1
B15, Trade, 243.267, 148, S01, B15, 1
B15, Trade, 252.317, 151, B15, S02, 1
B15, Trade, 252.967, 150, B15, S01, 1
B15, Trade, 259.167, 151, B15, S12, 1
B15, Trade, 268.100, 144, B15, S12, 1
B15, Trade, 269.817, 146, B15, S06, 1
B15, Trade, 281.150, 148, S11, B15, 1
B15, Trade, 282.950, 145, B15, S04, 1
B15, Trade, 292.033, 149, B15, S02, 1
B15, Trade, 295.450, 151, B15, S14, 1
B16, 11
B16, Trade, 242.467, 149, S10, B16, 1
B16, Trade, 245.700, 154, S05, B16, 1
B16, Trade, 251.350, 153, B16, S05, 1
B16, Trade, 255.283, 150, S11, B16, 1
B16, Trade, 260.800, 155, B16, S00, 1
B16, Trade, 263.617, 152, B16, S02, 1
B16, Trade, 268.450, 144, S08, B16, 1
B16, Trade, 273.833, 153, S00, B16, 1
B16, Trade, 280.900, 148, S14, B16, 1
B16, Trade, 286.350, 151, S05, B16, 1
B16, Trade, 290.400, 151, S03, B16, 1
B17, 42
B17, Trade, 3.950, 113, S04, B17, 1
B17, Trade, 8.450, 151, B17, S12, 1
B17, Trade, 14.500, 151, B17, S06, 1
B17, Trade, 24.900, 154, B17, S06, 1
B17, Trade, 27.550, 151, S05, B17, 1
B17, Trade, 32.200, 152, B17, S15, 1
B17, Trade, 37.350, 155, B17, S04, 1
B17, Trade, 44.400, 149, B17, S04, 1
B17, Trade, 50.767, 145, B17, S08, 1
B17, Trade, 54.800, 147, B17, S08, 1
B17, Trade, 63.033, 149, B17, S08, 1
B17, Trade, 66.233, 148, B17, S00, 1
B17, Trade, 88.767, 153, B17, S04, 1
B17, Trade, 92.167, 151, B17, S15, 1
B17, Trade, 111.050, 152, S00, B17, 1
B17, Trade, 114.200, 152, S07, B17, 1
B17, Trade, 129.233, 153, B17, S15, 1
B17, Trade, 131.400, 152, B17, S06, 1
B17, Trade, 141.333, 151, B17, S04, 1
B17, Trade, 155.017, 153, B17, S04, 1
B17, Trade, 159.167, 151, B17, S04, 1
B17, Trade, 167.117, 152, S03, B17, 1
B17, Trade, 173.417, 149, B17, S06, 1
B17, Trade, 181.450, 154, B17, S06, 1
B17, Trade, 186.217, 153, B17, S04, 1
B17, Trade, 188.183, 153, B17, S00, 1
B17, Trade, 200.367, 154, B17, S04, 1
B17, Trade, 205.567, 155, B17, S15, 1
B17, Trade, 218.833, 153, B17, S05, 1
B17, Trade, 223.333, 157, S05, B17, 1
B17, Trade, 235.000, 151, B17, S04, 1
B17, Trade, 241.300, 148, B17, S08, 1
B17, Trade, 245.883, 153, B17, S03, 1
B17, Trade, 248.400, 147, S01, B17, 1
B17, Trade, 255.117, 150, S06, B17, 1
B17, Trade, 262.533, 149, B17, S04, 1
B17, Trade, 264.117, 148, S11, B17, 1
B17, Trade, 270.650, 142, B17, S04, 1
B17, Trade, 277.917, 147, B17, S04, 1
B17, Trade, 279.700, 147, B17, S04, 1
B17, Trade, 287.767, 149, B17, S10, 1
B17, Trade, 294.883, 155, B17, S12, 1
B18, 26
B18, Trade, 5.117, 141, S12, B18, 1
B18, Trade, 18.867, 151, S15, B18, 1
B18, Trade, 23.350, 148, B18, S12, 1
B18, Trade, 33.500, 156, B18, S05, 1
B18, Trade, 44.433, 153, S03, B18, 1
B18, Trade, 77.817, 158, S17, B18, 1
B18, Trade, 81.733, 158, S03, B18, 1
B18, Trade, 92.883, 151, S06, B18, 1
B18, Trade, 106.483, 150, S05, B18, 1
B18, Trade, 113.550, 151, S05, B18, 1
B18, Trade, 125.500, 155, S08, B18, 1
B18, Trade, 136.267, 154, S05, B18, 1
B18, Trade, 165.417, 151, S11, B18, 1
B18, Trade, 173.933, 151, S15, B18, 1
B18, Trade, 175.217, 152, S07, B18, 1
B18, Trade, 187.200, 156, S06, B18, 1
B18, Trade, 203.050, 157, S11, B18, 1
B18, Trade, 211.100, 156, S05, B18, 1
B18, Trade, 218.883, 154, S11, B18, 1
B18, Trade, 221.150, 160, B18, S04, 1
B18, Trade, 239.833, 158, S17, B18, 1
B18, Trade, 251.683, 154, S07, B18, 1
B18, Trade, 258.133, 151, S05, B18, 1
B18, Trade, 285.033, 149, S11, B18, 1
B18, Trade, 291.833, 149, S05, B18, 1
B18, Trade, 299.517, 157, S05, B18, 1
B19, 52
B19, Trade, 9.667, 151, B19, S07, 1
B19, Trade, 12.700, 151, B19, S04, 1
B19, Trade, 20.417, 149, B19, S00, 1
B19, Trade, 23.550, 151, S07, B19, 1
B19, Trade, 30.433, 150, B19, S11, 1
B19, Trade, 32.917, 152, B19, S12, 1
B19, Trade, 36.867, 156, B19, S06, 1
B19, Trade, 46.317, 152, S06, B19, 1
B19, Trade, 52.383, 147, S07, B19, 1
B19, Trade, 60.567, 149, B19, S12, 1
B19, Trade, 65.633, 149, B19, S06, 1
B19, Trade, 74.283, 146, B19, S04, 1
B19, Trade, 82.367, 160, B19, S08, 1
B19, Trade, 91.917, 152, B19, S11, 1
B19, Trade, 101.567, 152, B19, S06, 1
