B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 0
B12, 0
B13, 0
B14, 3
B14, Trade, 31.633, 148, B14, S04, 1
B14, Trade, 124.017, 148, B14, S04, 1
B14, Trade, 149.500, 148, B14, S13, 1
B15, 1
B15, Trade, 299.083, 151, B15, S11, 1
B16, 11
B16, Trade, 242.850, 155, B16, S01, 1
B16, Trade, 246.600, 155, B16, S11, 1
B16, Trade, 249.483, 155, B16, S07, 1
B16, Trade, 263.833, 155, B16, S08, 1
B16, Trade, 266.717, 155, B16, S01, 1
B16, Trade, 268.200, 155, B16, S04, 1
B16, Trade, 272.350, 155, S10, B16, 1
B16, Trade, 279.700, 155, B16, S10, 1
B16, Trade, 287.217, 155, B16, S12, 1
B16, Trade, 290.900, 155, B16, S01, 1
B16, Trade, 299.050, 155, B16, S01, 1
B17, 50
B17, Trade, 6.150, 158, B17, S02, 1
B17, Trade, 9.600, 158, B17, S06, 1
B17, Trade, 17.983, 156, S13, B17, 1
B17, Trade, 21.417, 158, S17, B17, 1
B17, Trade, 21.900, 158, S02, B17, 1
B17, Trade, 28.633, 158, B17, S10, 1
B17, Trade, 34.350, 154, S07, B17, 1
B17, Trade, 43.233, 158, B17, S07, 1
B17, Trade, 58.483, 158, B17, S03, 1
B17, Trade, 61.433, 158, B17, S09, 1
B17, Trade, 63.567, 158, B17, S06, 1
B17, Trade, 70.717, 158, B17, S02, 1
B17, Trade, 76.650, 158, B17, S10, 1
B17, Trade, 83.833, 158, B17, S01, 1
B17, Trade, 95.017, 158, B17, S01, 1
B17, Trade, 96.350, 158, B17, S02, 1
B17, Trade, 98.700, 158, B17, S01, 1
B17, Trade, 102.700, 158, S07, B17, 1
B17, Trade, 109.300, 158, S02, B17, 1
B17, Trade, 123.167, 158, B17, S12, 1
B17, Trade, 128.250, 158, B17, S12, 1
B17, Trade, 133.767, 158, B17, S10, 1
B17, Trade, 140.417, 158, B17, S01, 1
B17, Trade, 144.017, 158, S10, B17, 1
B17, Trade, 149.950, 157, S06, B17, 1
B17, Trade, 156.300, 158, S17, B17, 1
B17, Trade, 164.617, 153, S07, B17, 1
B17, Trade, 170.367, 158, B17, S17, 1
B17, Trade, 173.850, 158, B17, S01, 1
B17, Trade, 180.783, 158, B17, S12, 1
