B00, 0
B01, 0
B02, 0
B03, 1
B03, Trade, 153.583, 110, B03, S03, 1
B04, 0
B05, 0
B06, 1
B06, Trade, 71.567, 119, B06, S00, 1
B07, 0
B08, 0
B09, 1
B09, Trade, 131.350, 121, B09, S00, 1
B10, 2
B10, Trade, 226.383, 124, B10, S00, 1
B10, Trade, 278.967, 124, B10, S02, 1
B11, 2
B11, Trade, 35.667, 131, B11, S00, 1
B11, Trade, 71.200, 130, B11, S03, 1
B12, 1
B12, Trade, 280.200, 137, B12, S03, 1
B13, 6
B13, Trade, 89.483, 140, B13, S03, 1
B13, Trade, 99.750, 144, B13, S00, 1
B13, Trade, 131.533, 135, S09, B13, 1
B13, Trade, 165.050, 141, S06, B13, 1
B13, Trade, 190.983, 143, B13, S03, 1
B13, Trade, 264.383, 132, B13, S00, 1
B14, 6
B14, Trade, 20.617, 146, B14, S10, 1
B14, Trade, 61.000, 142, B14, S00, 1
B14, Trade, 85.950, 144, S11, B14, 1
B14, Trade, 227.750, 132, S07, B14, 1
B14, Trade, 233.767, 145, S08, B14, 1
B14, Trade, 246.767, 139, B14, S04, 1
B15, 13
B15, Trade, 51.533, 150, S12, B15, 1
B15, Trade, 62.967, 146, S07, B15, 1
B15, Trade, 80.633, 142, S12, B15, 1
B15, Trade, 89.667, 147, S08, B15, 1
B15, Trade, 95.900, 149, B15, S01, 1
B15, Trade, 113.133, 150, B15, S00, 1
B15, Trade, 121.783, 151, B15, S03, 1
B15, Trade, 132.000, 143, B15, S04, 1
B15, Trade, 157.033, 145, B15, S10, 1
B15, Trade, 167.133, 148, S12, B15, 1
B15, Trade, 196.467, 145, S12, B15, 1
B15, Trade, 211.117, 150, B15, S00, 1
B15, Trade, 241.883, 130, B15, S00, 1
B16, 12
B16, Trade, 244.200, 153, S08, B16, 1
B16, Trade, 245.967, 150, S10, B16, 1
B16, Trade, 248.050, 150, S14, B16, 1
B16, Trade, 256.350, 155, B16, S00, 1
B16, Trade, 259.800, 148, B16, S00, 1
B16, Trade, 266.267, 154, S12, B16, 1
B16, Trade, 271.200, 155, B16, S00, 1
B16, Trade, 276.200, 155, B16, S08, 1
B16, Trade, 278.500, 151, S15, B16, 1
B16, Trade, 282.450, 155, B16, S01, 1
B16, Trade, 291.517, 155, B16, S10, 1
B16, Trade, 294.800, 144, S13, B16, 1
B17, 12
B17, Trade, 244.083, 151, B17, S05, 1
B17, Trade, 249.200, 151, S15, B17, 1
