B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 2
B06, Trade, 6.067, 119, B06, S00, 1
B06, Trade, 195.050, 119, B06, S00, 1
B07, 1
B07, Trade, 194.783, 124, B07, S07, 1
B08, 0
B09, 5
B09, Trade, 3.517, 126, B09, S06, 1
B09, Trade, 46.700, 130, B09, S07, 1
B09, Trade, 51.433, 128, B09, S00, 1
B09, Trade, 91.450, 130, B09, S06, 1
B09, Trade, 288.400, 130, B09, S07, 1
B10, 20
B10, Trade, 13.233, 132, B10, S07, 1
B10, Trade, 22.167, 134, B10, S07, 1
B10, Trade, 34.067, 134, B10, S06, 1
B10, Trade, 49.467, 125, B10, S00, 1
B10, Trade, 58.683, 134, B10, S06, 1
B10, Trade, 91.383, 134, B10, S04, 1
B10, Trade, 94.600, 134, B10, S00, 1
B10, Trade, 97.033, 131, B10, S06, 1
B10, Trade, 105.600, 134, B10, S07, 1
B10, Trade, 107.583, 130, B10, S07, 1
B10, Trade, 129.683, 134, B10, S07, 1
B10, Trade, 133.450, 134, B10, S07, 1
B10, Trade, 140.133, 134, B10, S06, 1
B10, Trade, 163.717, 134, B10, S06, 1
B10, Trade, 207.700, 134, B10, S00, 1
B10, Trade, 213.167, 132, B10, S00, 1
B10, Trade, 221.800, 134, B10, S00, 1
B10, Trade, 232.617, 134, B10, S04, 1
B10, Trade, 263.600, 134, B10, S07, 1
B10, Trade, 287.933, 134, B10, S04, 1
B11, 4
B11, Trade, 246.533, 137, B11, S10, 1
B11, Trade, 271.000, 137, B11, S07, 1
B11, Trade, 286.533, 137, B11, S10, 1
B11, Trade, 294.350, 137, B11, S06, 1
B12, 7
B12, Trade, 242.100, 141, B12, S00, 1
B12, Trade, 252.333, 141, B12, S07, 1
B12, Trade, 270.633, 141, B12, S00, 1
B12, Trade, 277.733, 141, B12, S06, 1
B12, Trade, 286.083, 141, B12, S00, 1
B12, Trade, 289.717, 141, B12, S03, 1
B12, Trade, 295.183, 141, S02, B12, 1
B13, 3
B13, Trade, 13.200, 140, S01, B13, 1
B13, Trade, 24.717, 138, B13, S00, 1
B13, Trade, 217.400, 139, B13, S00, 1
B14, 1
B14, Trade, 48.933, 131, B14, S07, 1
B15, 13
B15, Trade, 9.317, 149, B15, S07, 1
B15, Trade, 57.250, 143, B15, S00, 1
B15, Trade, 80.217, 144, B15, S07, 1
B15, Trade, 88.533, 137, B15, S07, 1
B15, Trade, 93.217, 145, B15, S04, 1
B15, Trade, 113.600, 145, B15, S00, 1
B15, Trade, 130.767, 142, S09, B15, 1
B15, Trade, 164.217, 148, B15, S02, 1
B15, Trade, 188.717, 151, B15, S06, 1
B15, Trade, 201.700, 148, B15, S07, 1
