B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 1
B07, Trade, 2.950, 124, B07, S01, 1
B08, 0
B09, 1
B09, Trade, 5.100, 131, B09, S02, 1
B10, 4
B10, Trade, 2.600, 127, S08, B10, 1
B10, Trade, 42.917, 134, B10, S07, 1
B10, Trade, 55.100, 134, B10, S02, 1
B10, Trade, 94.567, 134, B10, S07, 1
B11, 3
B11, Trade, 53.133, 136, B11, S03, 1
B11, Trade, 85.933, 136, B11, S07, 1
B11, Trade, 222.600, 136, B11, S07, 1
B12, 0
B13, 31
B13, Trade, 2.017, 124, S07, B13, 1
B13, Trade, 17.867, 144, B13, S10, 1
B13, Trade, 27.783, 144, B13, S02, 1
B13, Trade, 38.567, 144, B13, S03, 1
B13, Trade, 48.600, 144, B13, S02, 1
B13, Trade, 54.117, 144, S13, B13, 1
B13, Trade, 58.417, 144, S13, B13, 1
B13, Trade, 63.033, 144, S01, B13, 1
B13, Trade, 85.617, 144, B13, S13, 1
B13, Trade, 91.333, 144, B13, S11, 1
B13, Trade, 97.583, 144, S13, B13, 1
B13, Trade, 118.533, 144, B13, S12, 1
B13, Trade, 121.667, 144, B13, S00, 1
B13, Trade, 135.000, 144, B13, S02, 1
B13, Trade, 142.333, 144, B13, S13, 1
B13, Trade, 157.533, 144, B13, S06, 1
B13, Trade, 161.800, 144, B13, S13, 1
B13, Trade, 167.533, 144, S13, B13, 1
B13, Trade, 179.017, 144, B13, S02, 1
B13, Trade, 197.667, 144, B13, S07, 1
B13, Trade, 204.517, 144, B13, S03, 1
B13, Trade, 209.167, 144, B13, S03, 1
B13, Trade, 212.733, 144, B13, S07, 1
B13, Trade, 221.350, 144, B13, S13, 1
B13, Trade, 224.983, 144, B13, S03, 1
B13, Trade, 236.167, 144, B13, S03, 1
B13, Trade, 252.417, 144, B13, S11, 1
B13, Trade, 258.517, 144, B13, S02, 1
B13, Trade, 262.917, 144, S13, B13, 1
B13, Trade, 271.017, 144, B13, S13, 1
B13, Trade, 285.067, 144, B13, S07, 1
B14, 4
B14, Trade, 52.000, 147, S05, B14, 1
B14, Trade, 61.800, 144, S05, B14, 1
B14, Trade, 224.083, 144, S13, B14, 1
B14, Trade, 260.117, 147, S01, B14, 1
B15, 46
B15, Trade, 10.000, 151, B15, S03, 1
B15, Trade, 17.683, 145, B15, S13, 1
B15, Trade, 24.183, 151, B15, S13, 1
B15, Trade, 30.350, 147, S05, B15, 1
B15, Trade, 34.733, 150, B15, S03, 1
B15, Trade, 41.983, 151, S02, B15, 1
B15, Trade, 51.883, 146, B15, S08, 1
B15, Trade, 60.433, 142, B15, S08, 1
B15, Trade, 66.117, 145, S01, B15, 1
B15, Trade, 72.850, 147, B15, S03, 1
B15, Trade, 76.883, 148, B15, S06, 1
B15, Trade, 85.150, 151, B15, S07, 1
B15, Trade, 89.483, 147, B15, S06, 1
B15, Trade, 92.667, 149, B15, S02, 1
B15, Trade, 98.283, 146, S00, B15, 1
B15, Trade, 102.883, 140, B15, S07, 1
B15, Trade, 110.717, 149, B15, S07, 1
B15, Trade, 114.117, 146, S08, B15, 1
B15, Trade, 121.783, 145, S01, B15, 1
B15, Trade, 130.583, 149, B15, S03, 1
B15, Trade, 138.933, 146, B15, S06, 1
B15, Trade, 144.383, 148, S01, B15, 1
B15, Trade, 151.317, 149, B15, S06, 1
B15, Trade, 153.117, 150, S01, B15, 1
B15, Trade, 158.317, 145, B15, S03, 1
B15, Trade, 171.467, 148, B15, S01, 1
B15, Trade, 175.883, 149, S00, B15, 1
B15, Trade, 181.883, 148, B15, S13, 1
B15, Trade, 183.450, 148, S01, B15, 1
B15, Trade, 193.733, 150, B15, S13, 1
B15, Trade, 201.267, 151, B15, S02, 1
B15, Trade, 207.267, 148, B15, S13, 1
B15, Trade, 212.183, 147, S12, B15, 1
B15, Trade, 218.067, 144, B15, S05, 1
B15, Trade, 221.117, 147, B15, S07, 1
B15, Trade, 228.867, 151, B15, S13, 1
B15, Trade, 234.250, 151, B15, S12, 1
B15, Trade, 240.583, 150, B15, S01, 1
B15, Trade, 247.017, 151, B15, S06, 1
B15, Trade, 254.783, 145, B15, S09, 1
B15, Trade, 260.883, 146, B15, S02, 1
B15, Trade, 270.617, 146, B15, S02, 1
B15, Trade, 274.933, 146, B15, S11, 1
B15, Trade, 284.850, 151, B15, S00, 1
B15, Trade, 288.767, 151, B15, S09, 1
B15, Trade, 296.550, 151, B15, S07, 1
B16, 1
B16, Trade, 38.000, 147, B16, S00, 1
B17, 11
B17, Trade, 242.383, 150, B17, S03, 1
B17, Trade, 246.700, 158, B17, S15, 1
B17, Trade, 249.250, 151, S14, B17, 1
B17, Trade, 255.167, 146, S05, B17, 1
B17, Trade, 261.083, 148, B17, S08, 1
B17, Trade, 264.300, 150, B17, S05, 1
B17, Trade, 271.950, 149, S05, B17, 1
B17, Trade, 282.233, 158, B17, S06, 1
B17, Trade, 286.350, 151, S15, B17, 1
B17, Trade, 291.367, 158, B17, S03, 1
B17, Trade, 295.967, 158, B17, S01, 1
B18, 40
B18, Trade, 2.417, 120, B18, S03, 1
B18, Trade, 10.967, 155, B18, S07, 1
B18, Trade, 16.417, 152, B18, S07, 1
B18, Trade, 21.150, 149, B18, S03, 1
B18, Trade, 28.150, 148, B18, S07, 1
B18, Trade, 36.150, 148, B18, S07, 1
B18, Trade, 42.317, 148, B18, S13, 1
B18, Trade, 52.433, 145, B18, S04, 1
B18, Trade, 61.733, 140, B18, S07, 1
B18, Trade, 84.217, 154, B18, S03, 1
B18, Trade, 87.383, 148, B18, S02, 1
B18, Trade, 95.833, 143, B18, S03, 1
B18, Trade, 100.667, 144, B18, S03, 1
B18, Trade, 104.233, 143, B18, S04, 1
B18, Trade, 113.117, 147, B18, S13, 1
B18, Trade, 115.417, 145, B18, S06, 1
B18, Trade, 125.150, 144, B18, S03, 1
B18, Trade, 131.933, 148, B18, S13, 1
B18, Trade, 139.083, 145, B18, S03, 1
B18, Trade, 149.683, 146, B18, S13, 1
B18, Trade, 154.683, 147, B18, S11, 1
B18, Trade, 162.483, 143, B18, S07, 1
B18, Trade, 174.133, 144, B18, S13, 1
B18, Trade, 186.250, 149, B18, S13, 1
B18, Trade, 190.100, 150, S00, B18, 1
B18, Trade, 192.317, 149, B18, S07, 1
B18, Trade, 197.317, 149, B18, S03, 1
B18, Trade, 208.767, 146, B18, S13, 1
B18, Trade, 221.133, 145, B18, S03, 1
B18, Trade, 223.617, 143, B18, S08, 1
B18, Trade, 238.233, 146, S08, B18, 1
B18, Trade, 247.450, 155, B18, S07, 1
B18, Trade, 256.467, 145, B18, S07, 1
B18, Trade, 263.583, 143, S01, B18, 1
B18, Trade, 267.833, 156, B18, S06, 1
B18, Trade, 269.833, 154, B18, S09, 1
B18, Trade, 280.083, 152, B18, S15, 1
B18, Trade, 286.800, 148, B18, S02, 1
B18, Trade, 291.583, 153, B18, S13, 1
B18, Trade, 294.517, 152, B18, S13, 1
B19, 23
B19, Trade, 13.767, 149, B19, S03, 1
B19, Trade, 22.217, 154, B19, S15, 1
B19, Trade, 30.500, 144, B19, S02, 1
B19, Trade, 49.233, 145, S01, B19, 1
B19, Trade, 67.567, 147, S01, B19, 1
B19, Trade, 79.733, 156, B19, S05, 1
B19, Trade, 91.150, 151, S15, B19, 1
B19, Trade, 106.150, 150, S12, B19, 1
B19, Trade, 117.033, 149, S00, B19, 1
B19, Trade, 128.067, 151, S15, B19, 1
B19, Trade, 134.717, 150, S05, B19, 1
B19, Trade, 149.833, 154, B19, S05, 1
B19, Trade, 161.500, 151, S01, B19, 1
B19, Trade, 166.050, 149, B19, S01, 1
B19, Trade, 185.717, 154, B19, S03, 1
B19, Trade, 191.050, 151, S05, B19, 1
B19, Trade, 208.217, 151, S15, B19, 1
B19, Trade, 216.083, 144, B19, S00, 1
B19, Trade, 224.950, 146, S01, B19, 1
B19, Trade, 249.917, 148, B19, S13, 1
B19, Trade, 263.617, 155, S16, B19, 1
B19, Trade, 274.617, 150, S01, B19, 1
B19, Trade, 296.417, 158, B19, S03, 1
B20, 56
B20, Trade, 4.383, 144, S13, B20, 1
B20, Trade, 12.350, 157, S05, B20, 1
B20, Trade, 20.167, 151, S15, B20, 1
B20, Trade, 24.567, 158, S01, B20, 1
B20, Trade, 26.867, 159, S01, B20, 1
B20, Trade, 35.400, 151, S05, B20, 1
B20, Trade, 38.900, 148, S05, B20, 1
B20, Trade, 44.150, 145, S05, B20, 1
B20, Trade, 47.783, 146, S00, B20, 1
B20, Trade, 53.167, 148, S00, B20, 1
B20, Trade, 58.750, 155, S10, B20, 1
B20, Trade, 65.167, 144, S05, B20, 1
B20, Trade, 75.017, 158, S17, B20, 1
B20, Trade, 76.233, 153, S01, B20, 1
B20, Trade, 87.200, 157, S08, B20, 1
B20, Trade, 89.317, 154, S08, B20, 1
B20, Trade, 91.567, 158, S17, B20, 1
B20, Trade, 100.483, 149, S08, B20, 1
B20, Trade, 104.733, 144, S13, B20, 1
B20, Trade, 109.650, 149, S00, B20, 1
B20, Trade, 115.250, 148, S05, B20, 1
B20, Trade, 118.767, 149, S08, B20, 1
B20, Trade, 124.817, 144, S13, B20, 1
B20, Trade, 126.983, 148, S08, B20, 1
B20, Trade, 133.267, 150, S00, B20, 1
B20, Trade, 136.983, 151, S14, B20, 1
B20, Trade, 142.000, 149, S01, B20, 1
B20, Trade, 147.983, 149, S01, B20, 1
B20, Trade, 155.467, 157, S08, B20, 1
B20, Trade, 161.200, 147, S05, B20, 1
B20, Trade, 164.533, 148, S08, B20, 1
B20, Trade, 170.517, 147, S00, B20, 1
B20, Trade, 172.100, 148, S08, B20, 1
B20, Trade, 181.367, 148, S00, B20, 1
B20, Trade, 185.550, 163, S00, B20, 1
B20, Trade, 189.967, 151, S15, B20, 1
B20, Trade, 196.283, 150, S08, B20, 1
B20, Trade, 197.883, 150, S05, B20, 1
B20, Trade, 202.667, 152, S08, B20, 1
B20, Trade, 212.200, 148, S00, B20, 1
B20, Trade, 219.383, 146, S08, B20, 1
B20, Trade, 221.317, 151, S05, B20, 1
B20, Trade, 228.933, 164, S14, B20, 1
B20, Trade, 235.317, 155, S08, B20, 1
B20, Trade, 240.750, 154, S00, B20, 1
B20, Trade, 244.333, 164, S18, B20, 1
B20, Trade, 247.383, 157, S09, B20, 1
B20, Trade, 254.400, 147, S01, B20, 1
B20, Trade, 260.667, 151, S15, B20, 1
B20, Trade, 265.450, 165, S19, B20, 1
B20, Trade, 268.750, 156, S01, B20, 1
B20, Trade, 275.367, 152, S05, B20, 1
B20, Trade, 279.700, 156, S12, B20, 1
B20, Trade, 283.950, 157, S01, B20, 1
B20, Trade, 288.083, 155, S16, B20, 1
B20, Trade, 297.733, 159, S08, B20, 1
B21, 44
B21, Trade, 8.650, 157, B21, S05, 1
B21, Trade, 9.783, 153, B21, S14, 1
B21, Trade, 12.333, 155, B21, S04, 1
B21, Trade, 24.967, 151, B21, S03, 1
B21, Trade, 35.867, 149, B21, S13, 1
B21, Trade, 38.383, 146, B21, S13, 1
B21, Trade, 49.783, 143, B21, S02, 1
B21, Trade, 56.533, 138, B21, S08, 1
B21, Trade, 63.583, 139, B21, S03, 1
B21, Trade, 70.267, 146, B21, S12, 1
B21, Trade, 77.550, 148, B21, S03, 1
B21, Trade, 83.767, 157, B21, S11, 1
B21, Trade, 85.317, 145, S06, B21, 1
B21, Trade, 88.167, 146, B21, S02, 1
B21, Trade, 98.917, 145, B21, S08, 1
B21, Trade, 111.500, 148, B21, S03, 1
B21, Trade, 124.250, 144, B21, S07, 1
B21, Trade, 129.083, 148, B21, S07, 1
B21, Trade, 134.000, 148, B21, S02, 1
B21, Trade, 138.100, 145, B21, S07, 1
B21, Trade, 147.600, 147, B21, S00, 1
B21, Trade, 155.683, 145, B21, S13, 1
B21, Trade, 163.017, 142, B21, S02, 1
B21, Trade, 166.717, 148, B21, S13, 1
B21, Trade, 171.883, 145, B21, S03, 1
B21, Trade, 177.400, 146, B21, S04, 1
B21, Trade, 185.767, 151, B21, S15, 1
B21, Trade, 197.583, 148, B21, S02, 1
B21, Trade, 198.733, 146, B21, S06, 1
B21, Trade, 208.433, 149, B21, S07, 1
B21, Trade, 226.833, 150, B21, S07, 1
B21, Trade, 232.100, 154, B21, S15, 1
B21, Trade, 237.017, 144, B21, S13, 1
B21, Trade, 241.317, 152, B21, S11, 1
B21, Trade, 245.433, 160, B21, S03, 1
B21, Trade, 252.333, 149, B21, S13, 1
B21, Trade, 253.583, 146, S12, B21, 1
B21, Trade, 261.317, 146, B21, S03, 1
B21, Trade, 266.683, 155, B21, S03, 1
B21, Trade, 270.250, 153, B21, S03, 1
B21, Trade, 276.217, 147, B21, S06, 1
B21, Trade, 279.267, 153, B21, S13, 1
B21, Trade, 291.917, 151, S15, B21, 1
B21, Trade, 297.350, 150, B21, S09, 1
B22, 39
B22, Trade, 5.200, 158, S17, B22, 1
B22, Trade, 9.250, 169, B22, S15, 1
B22, Trade, 16.233, 157, B22, S01, 1
B22, Trade, 20.417, 158, S17, B22, 1
B22, Trade, 30.067, 139, S04, B22, 1
B22, Trade, 32.500, 150, S00, B22, 1
B22, Trade, 41.500, 155, S08, B22, 1
B22, Trade, 46.117, 151, S15, B22, 1
B22, Trade, 49.333, 146, S05, B22, 1
B22, Trade, 52.017, 151, S15, B22, 1
B22, Trade, 58.633, 151, S15, B22, 1
B22, Trade, 63.817, 144, S13, B22, 1
B22, Trade, 72.950, 146, B22, S07, 1
B22, Trade, 74.883, 153, S12, B22, 1
B22, Trade, 81.983, 159, S01, B22, 1
B22, Trade, 90.583, 150, S05, B22, 1
B22, Trade, 92.917, 151, S15, B22, 1
B22, Trade, 105.083, 145, S00, B22, 1
B22, Trade, 131.233, 150, S05, B22, 1
B22, Trade, 132.117, 150, S01, B22, 1
B22, Trade, 147.033, 147, B22, S08, 1
B22, Trade, 152.233, 150, S00, B22, 1
B22, Trade, 178.817, 145, S08, B22, 1
B22, Trade, 183.517, 149, S10, B22, 1
B22, Trade, 198.450, 153, S01, B22, 1
B22, Trade, 204.450, 150, S00, B22, 1
B22, Trade, 211.183, 149, S04, B22, 1
B22, Trade, 215.917, 145, S01, B22, 1
B22, Trade, 219.917, 151, S14, B22, 1
B22, Trade, 225.767, 158, S17, B22, 1
B22, Trade, 231.383, 155, S00, B22, 1
B22, Trade, 234.967, 153, S00, B22, 1
B22, Trade, 239.750, 151, S15, B22, 1
B22, Trade, 244.850, 164, S05, B22, 1
B22, Trade, 248.200, 154, B22, S00, 1
B22, Trade, 262.233, 146, S00, B22, 1
B22, Trade, 275.017, 151, B22, S09, 1
B22, Trade, 293.617, 153, S08, B22, 1
B22, Trade, 297.233, 151, B22, S07, 1
B23, 12
B23, Trade, 241.083, 153, B23, S09, 1
B23, Trade, 246.033, 158, B23, S13, 1
B23, Trade, 249.700, 155, S01, B23, 1
B23, Trade, 253.867, 144, B23, S06, 1
B23, Trade, 259.933, 146, S00, B23, 1
B23, Trade, 266.783, 159, B23, S16, 1
B23, Trade, 270.783, 151, S14, B23, 1
B23, Trade, 275.883, 155, S16, B23, 1
B23, Trade, 279.850, 158, S17, B23, 1
B23, Trade, 285.017, 155, S05, B23, 1
B23, Trade, 289.950, 162, S05, B23, 1
B23, Trade, 295.167, 158, S17, B23, 1
B24, 53
B24, Trade, 8.467, 159, B24, S01, 1
B24, Trade, 9.833, 152, B24, S12, 1
B24, Trade, 13.700, 151, B24, S02, 1
B24, Trade, 15.933, 151, B24, S13, 1
B24, Trade, 23.617, 155, B24, S00, 1
B24, Trade, 30.400, 146, B24, S13, 1
B24, Trade, 34.933, 150, S08, B24, 1
B24, Trade, 41.517, 152, B24, S03, 1
B24, Trade, 45.900, 145, B24, S08, 1
B24, Trade, 51.500, 145, B24, S03, 1
B24, Trade, 60.667, 142, B24, S02, 1
B24, Trade, 68.050, 146, B24, S03, 1
B24, Trade, 69.383, 147, B24, S08, 1
B24, Trade, 74.350, 148, S00, B24, 1
B24, Trade, 78.967, 157, B24, S13, 1
B24, Trade, 81.783, 157, B24, S02, 1
B24, Trade, 94.150, 139, B24, S11, 1
B24, Trade, 99.317, 144, S05, B24, 1
B24, Trade, 108.650, 149, B24, S05, 1
B24, Trade, 112.950, 149, S00, B24, 1
B24, Trade, 120.483, 146, B24, S03, 1
B24, Trade, 124.233, 145, B24, S02, 1
B24, Trade, 128.417, 147, B24, S13, 1
B24, Trade, 140.817, 145, B24, S02, 1
B24, Trade, 145.400, 149, B24, S03, 1
B24, Trade, 151.800, 146, B24, S07, 1
B24, Trade, 154.250, 150, B24, S03, 1
B24, Trade, 161.667, 145, B24, S07, 1
B24, Trade, 165.850, 150, B24, S05, 1
B24, Trade, 173.533, 148, B24, S07, 1
B24, Trade, 175.900, 148, B24, S01, 1
B24, Trade, 181.150, 148, B24, S10, 1
B24, Trade, 183.717, 147, B24, S03, 1
B24, Trade, 197.233, 150, B24, S00, 1
B24, Trade, 199.000, 148, B24, S13, 1
B24, Trade, 206.017, 148, B24, S07, 1
B24, Trade, 207.667, 151, S05, B24, 1
B24, Trade, 216.600, 145, B24, S02, 1
B24, Trade, 219.317, 144, B24, S00, 1
B24, Trade, 229.933, 151, B24, S15, 1
B24, Trade, 231.800, 156, S05, B24, 1
B24, Trade, 236.000, 147, B24, S07, 1
B24, Trade, 239.617, 147, B24, S07, 1
B24, Trade, 248.617, 143, B24, S03, 1
B24, Trade, 252.200, 151, B24, S15, 1
B24, Trade, 261.917, 144, B24, S09, 1
B24, Trade, 266.083, 157, B24, S15, 1
B24, Trade, 272.250, 147, S08, B24, 1
B24, Trade, 277.800, 155, B24, S16, 1
B24, Trade, 281.483, 153, B24, S14, 1
B24, Trade, 283.800, 153, B24, S03, 1
B24, Trade, 292.683, 154, S00, B24, 1
B24, Trade, 296.950, 152, B24, S14, 1
B25, 53
B25, Trade, 7.283, 147, B25, S10, 1
B25, Trade, 10.433, 155, B25, S13, 1
B25, Trade, 10.667, 156, B25, S06, 1
B25, Trade, 21.083, 150, B25, S04, 1
B25, Trade, 24.000, 156, S05, B25, 1
B25, Trade, 26.917, 145, B25, S03, 1
B25, Trade, 35.633, 150, B25, S01, 1
B25, Trade, 42.033, 151, S15, B25, 1
B25, Trade, 49.933, 144, S13, B25, 1
B25, Trade, 55.733, 139, B25, S01, 1
B25, Trade, 61.700, 141, S04, B25, 1
B25, Trade, 67.383, 147, B25, S13, 1
B25, Trade, 73.483, 147, B25, S04, 1
