B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 1
B05, Trade, 0.683, 103, S01, B05, 1
B06, 0
B07, 0
B08, 0
B09, 0
B10, 8
B10, Trade, 58.850, 134, B10, S10, 1
B10, Trade, 119.200, 134, B10, S10, 1
B10, Trade, 154.333, 134, B10, S10, 1
B10, Trade, 196.800, 134, B10, S05, 1
B10, Trade, 220.550, 134, B10, S03, 1
B10, Trade, 224.700, 134, B10, S08, 1
B10, Trade, 251.283, 134, B10, S03, 1
B10, Trade, 284.650, 134, B10, S02, 1
B11, 3
B11, Trade, 266.650, 137, B11, S09, 1
B11, Trade, 285.483, 137, B11, S08, 1
B11, Trade, 294.800, 137, B11, S01, 1
B12, 4
B12, Trade, 164.300, 138, B12, S08, 1
B12, Trade, 218.783, 137, S11, B12, 1
B12, Trade, 224.300, 134, S10, B12, 1
B12, Trade, 267.033, 134, B12, S08, 1
B13, 1
B13, Trade, 89.517, 144, S04, B13, 1
B14, 36
B14, Trade, 6.500, 148, B14, S05, 1
B14, Trade, 18.733, 148, B14, S13, 1
B14, Trade, 38.750, 148, B14, S08, 1
B14, Trade, 40.750, 148, B14, S10, 1
B14, Trade, 48.667, 148, B14, S01, 1
B14, Trade, 58.250, 148, B14, S03, 1
B14, Trade, 58.600, 148, B14, S13, 1
B14, Trade, 65.617, 144, S13, B14, 1
B14, Trade, 74.283, 148, B14, S09, 1
B14, Trade, 84.433, 137, S11, B14, 1
B14, Trade, 88.750, 137, S11, B14, 1
B14, Trade, 107.350, 148, B14, S11, 1
B14, Trade, 109.733, 148, B14, S11, 1
B14, Trade, 118.333, 148, B14, S08, 1
B14, Trade, 134.733, 148, B14, S01, 1
B14, Trade, 149.267, 148, B14, S10, 1
B14, Trade, 155.650, 148, B14, S08, 1
B14, Trade, 160.667, 148, S04, B14, 1
B14, Trade, 171.450, 148, B14, S05, 1
B14, Trade, 185.317, 148, B14, S11, 1
B14, Trade, 196.500, 148, B14, S08, 1
B14, Trade, 205.150, 148, B14, S10, 1
B14, Trade, 211.383, 148, S04, B14, 1
B14, Trade, 217.300, 148, B14, S10, 1
B14, Trade, 230.000, 148, B14, S11, 1
B14, Trade, 243.167, 148, B14, S11, 1
B14, Trade, 244.967, 145, S00, B14, 1
B14, Trade, 249.000, 148, B14, S12, 1
