B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 2
B05, Trade, 123.300, 190, S21, B05, 1
B05, Trade, 183.733, 317, B05, S20, 1
B06, 0
B07, 0
B08, 1
B08, Trade, 183.417, 327, B08, S22, 1
B09, 0
B10, 0
B11, 1
B11, Trade, 126.283, 337, B11, S01, 1
B12, 7
B12, Trade, 121.750, 178, S16, B12, 1
B12, Trade, 137.283, 340, B12, S00, 1
B12, Trade, 173.133, 340, B12, S01, 1
B12, Trade, 183.333, 340, B12, S13, 1
B12, Trade, 262.850, 166, B12, S01, 1
B12, Trade, 276.683, 167, B12, S01, 1
B12, Trade, 294.783, 169, B12, S02, 1
B13, 15
B13, Trade, 5.217, 144, B13, S04, 1
B13, Trade, 46.517, 146, B13, S00, 1
B13, Trade, 126.250, 344, B13, S00, 1
B13, Trade, 136.100, 344, B13, S01, 1
B13, Trade, 145.667, 344, B13, S08, 1
B13, Trade, 161.050, 344, B13, S05, 1
B13, Trade, 172.600, 344, B13, S13, 1
B13, Trade, 183.183, 344, B13, S09, 1
B13, Trade, 221.167, 166, B13, S13, 1
B13, Trade, 254.850, 169, B13, S05, 1
B13, Trade, 256.867, 168, B13, S01, 1
B13, Trade, 264.650, 170, S13, B13, 1
B13, Trade, 276.017, 171, B13, S00, 1
B13, Trade, 279.050, 166, B13, S01, 1
B13, Trade, 286.433, 172, B13, S10, 1
B14, 23
B14, Trade, 4.817, 148, B14, S13, 1
B14, Trade, 12.450, 149, B14, S05, 1
B14, Trade, 48.300, 146, B14, S01, 1
B14, Trade, 51.983, 152, B14, S01, 1
B14, Trade, 86.867, 156, B14, S05, 1
B14, Trade, 128.133, 348, B14, S08, 1
B14, Trade, 133.100, 345, B14, S05, 1
B14, Trade, 142.217, 348, B14, S05, 1
B14, Trade, 144.133, 348, B14, S12, 1
B14, Trade, 158.633, 348, B14, S13, 1
B14, Trade, 170.083, 347, B14, S12, 1
B14, Trade, 182.567, 348, B14, S05, 1
B14, Trade, 209.850, 168, B14, S08, 1
B14, Trade, 237.150, 171, B14, S07, 1
B14, Trade, 244.900, 172, B14, S02, 1
B14, Trade, 252.100, 173, B14, S03, 1
B14, Trade, 254.333, 173, B14, S00, 1
B14, Trade, 258.883, 169, B14, S02, 1
B14, Trade, 265.983, 170, B14, S00, 1
B14, Trade, 270.483, 175, B14, S13, 1
B14, Trade, 285.333, 176, B14, S02, 1
B14, Trade, 290.450, 177, B14, S00, 1
B14, Trade, 294.367, 177, B14, S03, 1
B15, 41
B15, Trade, 4.033, 151, B15, S00, 1
B15, Trade, 12.317, 152, B15, S13, 1
B15, Trade, 17.483, 152, B15, S13, 1
B15, Trade, 19.350, 153, B15, S09, 1
B15, Trade, 26.600, 153, B15, S00, 1
B15, Trade, 44.333, 155, B15, S13, 1
B15, Trade, 50.667, 151, S11, B15, 1
B15, Trade, 59.617, 157, B15, S00, 1
B15, Trade, 66.000, 157, B15, S00, 1
B15, Trade, 86.350, 160, B15, S00, 1
B15, Trade, 102.700, 161, B15, S08, 1
B15, Trade, 104.933, 161, B15, S11, 1
B15, Trade, 107.383, 162, B15, S01, 1
B15, Trade, 114.233, 162, B15, S05, 1
B15, Trade, 118.433, 163, B15, S00, 1
B15, Trade, 122.767, 171, S14, B15, 1
B15, Trade, 131.883, 351, B15, S13, 1
B15, Trade, 133.883, 351, B15, S00, 1
B15, Trade, 137.050, 351, B15, S01, 1
B15, Trade, 147.350, 351, B15, S14, 1
B15, Trade, 155.467, 351, B15, S01, 1
B15, Trade, 159.683, 351, B15, S08, 1
B15, Trade, 164.783, 349, S06, B15, 1
B15, Trade, 174.283, 351, B15, S05, 1
B15, Trade, 181.367, 351, B15, S08, 1
B15, Trade, 191.617, 170, B15, S00, 1
B15, Trade, 193.783, 170, B15, S00, 1
B15, Trade, 207.883, 171, B15, S01, 1
B15, Trade, 220.250, 173, B15, S09, 1
B15, Trade, 230.450, 174, B15, S09, 1
B15, Trade, 236.417, 175, B15, S00, 1
B15, Trade, 240.750, 175, B15, S13, 1
B15, Trade, 253.850, 176, B15, S13, 1
B15, Trade, 260.017, 174, S05, B15, 1
B15, Trade, 265.067, 174, S10, B15, 1
B15, Trade, 275.583, 178, B15, S02, 1
B15, Trade, 281.450, 165, S02, B15, 1
B15, Trade, 283.800, 178, S08, B15, 1
B15, Trade, 292.350, 180, B15, S01, 1
B15, Trade, 296.900, 181, B15, S09, 1
B15, Trade, 298.950, 181, B15, S10, 1
B16, 42
B16, Trade, 6.833, 151, B16, S04, 1
B16, Trade, 8.900, 155, B16, S01, 1
B16, Trade, 13.900, 150, B16, S00, 1
B16, Trade, 22.433, 155, B16, S08, 1
B16, Trade, 24.867, 155, B16, S12, 1
B16, Trade, 31.167, 156, B16, S12, 1
B16, Trade, 35.383, 155, B16, S13, 1
B16, Trade, 42.967, 157, B16, S00, 1
B16, Trade, 44.183, 157, S11, B16, 1
B16, Trade, 58.650, 159, B16, S12, 1
B16, Trade, 63.933, 159, B16, S01, 1
B16, Trade, 78.100, 161, B16, S00, 1
B16, Trade, 83.633, 161, B16, S08, 1
B16, Trade, 91.783, 159, B16, S01, 1
B16, Trade, 98.783, 162, B16, S05, 1
B16, Trade, 112.183, 164, B16, S00, 1
B16, Trade, 116.350, 162, B16, S13, 1
B16, Trade, 128.883, 346, B16, S12, 1
B16, Trade, 145.067, 345, B16, S09, 1
B16, Trade, 152.050, 351, B16, S00, 1
B16, Trade, 157.867, 352, B16, S12, 1
B16, Trade, 164.533, 344, S13, B16, 1
B16, Trade, 167.083, 349, B16, S01, 1
B16, Trade, 179.267, 354, B16, S13, 1
B16, Trade, 193.683, 169, B16, S01, 1
B16, Trade, 206.283, 172, B16, S13, 1
B16, Trade, 216.817, 175, B16, S13, 1
B16, Trade, 218.517, 175, B16, S05, 1
B16, Trade, 224.933, 173, B16, S13, 1
B16, Trade, 227.617, 176, B16, S07, 1
B16, Trade, 236.000, 176, B16, S01, 1
B16, Trade, 240.200, 175, B16, S09, 1
B16, Trade, 244.950, 173, S03, B16, 1
B16, Trade, 248.050, 173, B16, S00, 1
B16, Trade, 254.300, 175, B16, S05, 1
B16, Trade, 256.617, 169, S10, B16, 1
B16, Trade, 265.733, 173, B16, S05, 1
B16, Trade, 272.433, 176, B16, S13, 1
B16, Trade, 283.550, 180, B16, S06, 1
B16, Trade, 284.867, 178, B16, S01, 1
B16, Trade, 287.950, 177, B16, S02, 1
B16, Trade, 295.667, 169, B16, S10, 1
B17, 5
