B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 1
B08, Trade, 123.083, 208, S28, B08, 1
B09, 0
B10, 0
B11, 5
B11, Trade, 125.200, 316, B11, S03, 1
B11, Trade, 183.217, 337, B11, S12, 1
B11, Trade, 224.933, 159, B11, S07, 1
B11, Trade, 257.917, 162, B11, S07, 1
B11, Trade, 290.050, 163, B11, S05, 1
B12, 6
B12, Trade, 69.500, 148, B12, S09, 1
B12, Trade, 124.800, 315, S01, B12, 1
B12, Trade, 128.550, 336, S09, B12, 1
B12, Trade, 169.567, 341, B12, S05, 1
B12, Trade, 182.900, 341, B12, S26, 1
B12, Trade, 290.567, 170, B12, S07, 1
B13, 0
B14, 26
B14, Trade, 3.617, 147, S03, B14, 1
B14, Trade, 5.650, 143, S09, B14, 1
B14, Trade, 69.700, 151, S13, B14, 1
B14, Trade, 71.583, 155, B14, S05, 1
B14, Trade, 93.817, 157, B14, S07, 1
B14, Trade, 96.417, 157, B14, S07, 1
B14, Trade, 103.217, 158, B14, S05, 1
B14, Trade, 112.817, 159, B14, S02, 1
B14, Trade, 120.733, 158, S13, B14, 1
B14, Trade, 122.183, 185, S20, B14, 1
B14, Trade, 131.000, 347, S01, B14, 1
B14, Trade, 133.817, 348, B14, S13, 1
B14, Trade, 142.467, 348, B14, S12, 1
B14, Trade, 149.017, 348, B14, S02, 1
B14, Trade, 155.067, 348, B14, S11, 1
B14, Trade, 160.350, 343, S12, B14, 1
B14, Trade, 166.867, 348, B14, S07, 1
B14, Trade, 171.817, 343, S06, B14, 1
B14, Trade, 180.600, 348, B14, S00, 1
B14, Trade, 224.283, 170, B14, S05, 1
B14, Trade, 257.900, 174, B14, S04, 1
B14, Trade, 262.900, 174, B14, S05, 1
B14, Trade, 279.217, 176, B14, S00, 1
B14, Trade, 286.517, 176, B14, S07, 1
B14, Trade, 288.800, 177, B14, S02, 1
B14, Trade, 298.283, 178, B14, S04, 1
