B00, 0
B01, 0
B02, 1
B02, Trade, 183.267, 306, B02, S17, 1
B03, 0
B04, 1
B04, Trade, 183.250, 313, B04, S25, 1
B05, 0
B06, 2
B06, Trade, 124.017, 201, S26, B06, 1
B06, Trade, 183.350, 303, B06, S10, 1
B07, 1
B07, Trade, 123.183, 184, S21, B07, 1
B08, 0
B09, 1
B09, Trade, 121.467, 158, S06, B09, 1
B10, 5
B10, Trade, 17.467, 135, B10, S03, 1
B10, Trade, 58.800, 138, B10, S08, 1
B10, Trade, 73.683, 140, B10, S07, 1
B10, Trade, 105.717, 143, B10, S03, 1
B10, Trade, 182.900, 331, B10, S09, 1
B11, 16
B11, Trade, 13.950, 137, B11, S05, 1
B11, Trade, 16.633, 137, B11, S08, 1
B11, Trade, 26.150, 137, B11, S03, 1
B11, Trade, 42.400, 137, B11, S00, 1
B11, Trade, 45.667, 139, B11, S07, 1
B11, Trade, 49.683, 141, B11, S08, 1
B11, Trade, 73.400, 143, B11, S08, 1
B11, Trade, 99.317, 146, B11, S03, 1
B11, Trade, 105.600, 145, B11, S10, 1
B11, Trade, 123.383, 187, S22, B11, 1
B11, Trade, 130.667, 335, B11, S10, 1
B11, Trade, 139.567, 327, S08, B11, 1
B11, Trade, 158.817, 336, B11, S03, 1
B11, Trade, 182.750, 333, B11, S21, 1
B11, Trade, 199.767, 155, B11, S08, 1
B11, Trade, 222.117, 158, B11, S03, 1
B12, 24
B12, Trade, 4.617, 140, B12, S10, 1
B12, Trade, 11.550, 141, B12, S03, 1
B12, Trade, 16.400, 137, B12, S04, 1
B12, Trade, 26.100, 139, B12, S10, 1
B12, Trade, 41.633, 143, B12, S08, 1
B12, Trade, 45.567, 140, B12, S04, 1
B12, Trade, 55.567, 145, B12, S04, 1
B12, Trade, 79.050, 148, B12, S03, 1
B12, Trade, 98.683, 149, B12, S10, 1
B12, Trade, 115.583, 151, B12, S08, 1
B12, Trade, 121.133, 152, B12, S10, 1
B12, Trade, 124.200, 327, S08, B12, 1
B12, Trade, 130.350, 340, B12, S00, 1
B12, Trade, 135.500, 339, B12, S03, 1
B12, Trade, 139.283, 326, S02, B12, 1
B12, Trade, 151.683, 339, B12, S07, 1
B12, Trade, 169.850, 339, B12, S03, 1
B12, Trade, 174.467, 338, B12, S10, 1
B12, Trade, 182.450, 339, B12, S23, 1
B12, Trade, 196.333, 159, B12, S04, 1
B12, Trade, 220.900, 162, B12, S03, 1
B12, Trade, 238.683, 163, B12, S03, 1
B12, Trade, 258.333, 164, B12, S03, 1
B12, Trade, 291.250, 169, B12, S01, 1
B13, 3
B13, Trade, 1.267, 130, B13, S00, 1
B13, Trade, 130.583, 337, B13, S03, 1
B13, Trade, 256.950, 168, B13, S03, 1
B14, 48
B14, Trade, 14.150, 137, B14, S08, 1
B14, Trade, 19.850, 141, S09, B14, 1
B14, Trade, 23.333, 140, S06, B14, 1
B14, Trade, 25.900, 140, B14, S00, 1
B14, Trade, 37.117, 143, B14, S08, 1
B14, Trade, 39.367, 149, B14, S04, 1
B14, Trade, 48.717, 143, B14, S05, 1
B14, Trade, 55.850, 143, B14, S10, 1
B14, Trade, 61.333, 152, B14, S10, 1
B14, Trade, 66.750, 152, B14, S07, 1
B14, Trade, 68.383, 153, B14, S10, 1
B14, Trade, 76.350, 150, B14, S10, 1
B14, Trade, 80.483, 149, B14, S08, 1
B14, Trade, 81.833, 149, B14, S08, 1
B14, Trade, 87.750, 154, B14, S08, 1
B14, Trade, 101.917, 150, B14, S07, 1
B14, Trade, 103.750, 158, B14, S08, 1
B14, Trade, 110.917, 157, B14, S10, 1
B14, Trade, 114.650, 158, B14, S08, 1
B14, Trade, 119.217, 154, B14, S00, 1
B14, Trade, 127.733, 344, B14, S05, 1
B14, Trade, 134.017, 348, B14, S04, 1
B14, Trade, 141.850, 333, B14, S08, 1
B14, Trade, 149.283, 340, B14, S00, 1
B14, Trade, 153.417, 334, B14, S08, 1
B14, Trade, 158.100, 336, B14, S08, 1
B14, Trade, 162.983, 348, B14, S05, 1
B14, Trade, 164.850, 348, B14, S06, 1
