B00, 0
B01, 0
B02, 0
B03, 1
B03, Trade, 184.600, 309, B03, S03, 1
B04, 0
B05, 2
B05, Trade, 122.700, 180, S20, B05, 1
B05, Trade, 184.217, 315, B05, S13, 1
B06, 1
B06, Trade, 124.517, 285, B06, S17, 1
B07, 1
B07, Trade, 123.667, 194, S24, B07, 1
B08, 1
B08, Trade, 122.750, 184, S21, B08, 1
B09, 2
B09, Trade, 130.250, 324, B09, S03, 1
B09, Trade, 183.350, 331, B09, S07, 1
B10, 5
B10, Trade, 31.633, 136, B10, S03, 1
B10, Trade, 127.333, 333, B10, S00, 1
B10, Trade, 157.217, 332, B10, S06, 1
B10, Trade, 164.117, 333, B10, S01, 1
B10, Trade, 182.317, 332, B10, S25, 1
B11, 7
B11, Trade, 91.167, 143, B11, S03, 1
B11, Trade, 126.933, 335, B11, S03, 1
B11, Trade, 163.500, 337, B11, S06, 1
B11, Trade, 175.867, 337, B11, S10, 1
B11, Trade, 181.817, 337, B11, S06, 1
B11, Trade, 225.300, 159, B11, S03, 1
B11, Trade, 294.467, 166, B11, S02, 1
B12, 1
B12, Trade, 169.367, 341, B12, S01, 1
B13, 31
B13, Trade, 12.783, 145, B13, S06, 1
B13, Trade, 44.783, 148, B13, S01, 1
B13, Trade, 50.367, 149, B13, S03, 1
B13, Trade, 60.883, 150, B13, S10, 1
B13, Trade, 66.083, 149, S00, B13, 1
B13, Trade, 84.717, 152, B13, S07, 1
B13, Trade, 89.683, 153, B13, S06, 1
B13, Trade, 97.500, 153, B13, S06, 1
B13, Trade, 98.617, 154, B13, S03, 1
B13, Trade, 123.333, 163, S07, B13, 1
B13, Trade, 134.283, 344, B13, S09, 1
B13, Trade, 134.750, 344, B13, S01, 1
B13, Trade, 148.317, 344, B13, S03, 1
B13, Trade, 151.967, 344, B13, S00, 1
B13, Trade, 161.933, 344, B13, S03, 1
B13, Trade, 166.583, 344, B13, S00, 1
B13, Trade, 172.783, 344, B13, S06, 1
B13, Trade, 175.767, 344, B13, S03, 1
B13, Trade, 179.367, 344, B13, S03, 1
B13, Trade, 205.083, 164, B13, S06, 1
B13, Trade, 221.250, 166, B13, S03, 1
B13, Trade, 225.200, 166, B13, S06, 1
