B00, 0
B01, 0
B02, 0
B03, 0
B04, 2
B04, Trade, 123.467, 217, S07, B04, 1
B04, Trade, 183.483, 313, B04, S17, 1
B05, 0
B06, 0
B07, 2
B07, Trade, 124.017, 253, S14, B07, 1
B07, Trade, 183.350, 324, B07, S06, 1
B08, 1
B08, Trade, 124.750, 315, S04, B08, 1
B09, 3
B09, Trade, 110.583, 141, B09, S05, 1
B09, Trade, 125.167, 327, S08, B09, 1
B09, Trade, 182.333, 330, B09, S16, 1
B10, 13
B10, Trade, 6.883, 134, B10, S00, 1
B10, Trade, 11.083, 135, B10, S10, 1
B10, Trade, 62.450, 138, B10, S00, 1
B10, Trade, 82.483, 142, B10, S10, 1
B10, Trade, 125.867, 333, B10, S03, 1
B10, Trade, 131.150, 334, B10, S07, 1
B10, Trade, 142.950, 334, B10, S05, 1
B10, Trade, 147.317, 333, B10, S02, 1
B10, Trade, 165.317, 334, B10, S10, 1
B10, Trade, 181.183, 334, B10, S19, 1
B10, Trade, 216.750, 156, B10, S05, 1
B10, Trade, 236.083, 157, B10, S05, 1
B10, Trade, 256.783, 160, B10, S00, 1
B11, 2
B11, Trade, 124.350, 300, S00, B11, 1
B11, Trade, 288.850, 162, B11, S01, 1
B12, 2
B12, Trade, 273.900, 168, B12, S00, 1
B12, Trade, 287.417, 170, B12, S10, 1
B13, 1
B13, Trade, 122.550, 177, S19, B13, 1
B14, 36
B14, Trade, 9.400, 141, S02, B14, 1
B14, Trade, 19.050, 146, B14, S10, 1
B14, Trade, 38.983, 149, B14, S00, 1
B14, Trade, 49.733, 152, B14, S10, 1
B14, Trade, 60.250, 152, B14, S10, 1
B14, Trade, 62.550, 140, S10, B14, 1
B14, Trade, 71.033, 150, B14, S07, 1
B14, Trade, 76.467, 154, B14, S10, 1
B14, Trade, 80.767, 153, S09, B14, 1
B14, Trade, 94.633, 155, B14, S05, 1
B14, Trade, 109.633, 155, B14, S12, 1
B14, Trade, 116.650, 151, B14, S00, 1
B14, Trade, 122.617, 184, S21, B14, 1
B14, Trade, 134.600, 345, S08, B14, 1
B14, Trade, 142.267, 345, B14, S07, 1
B14, Trade, 142.917, 337, B14, S00, 1
B14, Trade, 157.550, 337, B14, S08, 1
B14, Trade, 163.333, 341, B14, S11, 1
B14, Trade, 175.617, 339, B14, S05, 1
B14, Trade, 179.267, 336, B14, S00, 1
B14, Trade, 192.217, 166, B14, S10, 1
B14, Trade, 196.750, 164, B14, S05, 1
B14, Trade, 201.517, 162, B14, S00, 1
B14, Trade, 207.783, 164, B14, S11, 1
B14, Trade, 214.433, 168, B14, S07, 1
B14, Trade, 216.917, 156, S10, B14, 1
B14, Trade, 229.517, 169, B14, S00, 1
B14, Trade, 234.867, 168, B14, S06, 1
B14, Trade, 244.150, 167, B14, S06, 1
B14, Trade, 249.133, 170, B14, S10, 1
B14, Trade, 256.083, 170, B14, S00, 1
B14, Trade, 263.000, 172, B14, S10, 1
B14, Trade, 271.183, 174, B14, S06, 1
B14, Trade, 283.733, 174, B14, S06, 1
B14, Trade, 287.267, 176, B14, S13, 1
B14, Trade, 294.200, 174, B14, S06, 1
B15, 55
B15, Trade, 1.183, 134, S10, B15, 1
B15, Trade, 7.783, 152, B15, S11, 1
B15, Trade, 12.033, 143, S04, B15, 1
B15, Trade, 19.650, 150, S04, B15, 1
B15, Trade, 24.950, 149, S03, B15, 1
B15, Trade, 26.850, 150, S09, B15, 1
B15, Trade, 32.650, 152, S13, B15, 1
B15, Trade, 40.450, 151, S08, B15, 1
B15, Trade, 45.250, 155, B15, S07, 1
B15, Trade, 51.683, 155, S09, B15, 1
B15, Trade, 56.967, 157, S04, B15, 1
B15, Trade, 65.983, 155, S08, B15, 1
B15, Trade, 69.717, 158, B15, S14, 1
B15, Trade, 74.650, 158, B15, S04, 1
B15, Trade, 76.683, 159, B15, S05, 1
B15, Trade, 85.067, 159, S15, B15, 1
B15, Trade, 88.633, 158, S02, B15, 1
B15, Trade, 93.383, 156, S11, B15, 1
B15, Trade, 97.050, 160, S14, B15, 1
B15, Trade, 108.417, 162, B15, S00, 1
B15, Trade, 114.100, 154, S08, B15, 1
B15, Trade, 121.450, 155, S04, B15, 1
B15, Trade, 126.967, 339, S03, B15, 1
B15, Trade, 130.950, 339, S02, B15, 1
B15, Trade, 136.650, 351, B15, S04, 1
B15, Trade, 140.167, 348, S08, B15, 1
B15, Trade, 144.667, 349, S03, B15, 1
B15, Trade, 150.217, 335, S03, B15, 1
B15, Trade, 155.633, 339, S11, B15, 1
B15, Trade, 159.967, 351, B15, S04, 1
B15, Trade, 165.300, 341, S09, B15, 1
B15, Trade, 168.050, 343, S09, B15, 1
B15, Trade, 172.633, 346, S04, B15, 1
B15, Trade, 179.217, 345, S03, B15, 1
B15, Trade, 191.067, 170, B15, S14, 1
B15, Trade, 194.500, 170, B15, S11, 1
B15, Trade, 200.700, 171, S15, B15, 1
B15, Trade, 204.650, 165, S11, B15, 1
B15, Trade, 211.217, 172, B15, S10, 1
B15, Trade, 216.650, 170, S11, B15, 1
B15, Trade, 225.467, 173, B15, S03, 1
B15, Trade, 230.567, 172, S04, B15, 1
B15, Trade, 233.550, 171, S02, B15, 1
B15, Trade, 237.867, 169, S09, B15, 1
B15, Trade, 242.333, 171, S03, B15, 1
B15, Trade, 249.050, 176, B15, S01, 1
B15, Trade, 258.400, 176, S03, B15, 1
B15, Trade, 262.533, 177, B15, S11, 1
B15, Trade, 265.233, 176, S03, B15, 1
B15, Trade, 268.767, 178, B15, S00, 1
B15, Trade, 276.383, 172, S03, B15, 1
B15, Trade, 277.717, 178, S15, B15, 1
B15, Trade, 286.517, 180, B15, S00, 1
B15, Trade, 293.983, 180, B15, S13, 1
B15, Trade, 295.500, 180, B15, S05, 1
B16, 2
B16, Trade, 85.950, 157, B16, S04, 1
B16, Trade, 195.600, 166, S02, B16, 1
B17, 7
B17, Trade, 29.967, 146, S05, B17, 1
B17, Trade, 62.983, 140, S09, B17, 1
B17, Trade, 122.100, 170, S17, B17, 1
B17, Trade, 171.267, 345, S08, B17, 1
B17, Trade, 229.533, 173, S15, B17, 1
B17, Trade, 257.967, 175, S09, B17, 1
B17, Trade, 272.167, 171, B17, S01, 1
B18, 39
B18, Trade, 11.783, 136, B18, S07, 1
B18, Trade, 28.533, 145, B18, S00, 1
B18, Trade, 39.833, 148, B18, S10, 1
B18, Trade, 48.867, 153, S11, B18, 1
B18, Trade, 53.067, 149, B18, S00, 1
B18, Trade, 59.350, 152, B18, S00, 1
B18, Trade, 64.550, 141, S04, B18, 1
B18, Trade, 72.083, 149, B18, S06, 1
B18, Trade, 78.450, 156, B18, S10, 1
B18, Trade, 88.100, 157, B18, S00, 1
B18, Trade, 99.250, 154, B18, S06, 1
B18, Trade, 105.417, 156, B18, S08, 1
B18, Trade, 108.983, 158, B18, S05, 1
B18, Trade, 117.383, 153, B18, S05, 1
B18, Trade, 127.817, 337, B18, S05, 1
B18, Trade, 130.750, 336, B18, S06, 1
B18, Trade, 137.217, 340, B18, S00, 1
B18, Trade, 145.483, 336, B18, S10, 1
B18, Trade, 160.900, 338, B18, S10, 1
B18, Trade, 170.783, 340, B18, S10, 1
B18, Trade, 178.100, 337, B18, S07, 1
B18, Trade, 181.250, 334, B18, S07, 1
B18, Trade, 192.117, 168, B18, S06, 1
B18, Trade, 195.750, 166, S09, B18, 1
