B00, 0
B01, 1
B01, Trade, 183.333, 303, B01, S16, 1
B02, 1
B02, Trade, 183.150, 306, B02, S23, 1
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 2
B09, Trade, 124.350, 320, S06, B09, 1
B09, Trade, 183.117, 330, B09, S07, 1
B10, 3
B10, Trade, 125.533, 334, B10, S07, 1
B10, Trade, 222.517, 156, B10, S04, 1
B10, Trade, 288.533, 163, B10, S09, 1
B11, 4
B11, Trade, 243.683, 161, B11, S09, 1
B11, Trade, 275.233, 164, B11, S03, 1
B11, Trade, 287.300, 165, B11, S01, 1
B11, Trade, 295.083, 166, B11, S03, 1
B12, 9
B12, Trade, 242.933, 165, B12, S11, 1
B12, Trade, 244.883, 164, S07, B12, 1
B12, Trade, 261.583, 167, B12, S12, 1
B12, Trade, 264.550, 166, S02, B12, 1
B12, Trade, 274.750, 168, B12, S09, 1
B12, Trade, 283.267, 169, B12, S09, 1
B12, Trade, 286.183, 168, S07, B12, 1
B12, Trade, 287.950, 166, S11, B12, 1
B12, Trade, 297.267, 171, S12, B12, 1
B13, 34
B13, Trade, 2.650, 144, S13, B13, 1
B13, Trade, 13.033, 145, B13, S09, 1
B13, Trade, 33.233, 147, S13, B13, 1
B13, Trade, 41.717, 148, B13, S13, 1
B13, Trade, 57.767, 149, B13, S09, 1
B13, Trade, 63.233, 150, B13, S09, 1
B13, Trade, 74.867, 151, B13, S09, 1
B13, Trade, 81.367, 152, B13, S13, 1
B13, Trade, 125.067, 330, S05, B13, 1
B13, Trade, 128.683, 328, S05, B13, 1
B13, Trade, 149.683, 344, B13, S09, 1
B13, Trade, 151.600, 342, S00, B13, 1
B13, Trade, 161.350, 344, B13, S09, 1
B13, Trade, 165.217, 341, S12, B13, 1
B13, Trade, 166.433, 342, S07, B13, 1
B13, Trade, 195.117, 163, B13, S04, 1
B13, Trade, 197.833, 164, B13, S12, 1
B13, Trade, 201.333, 164, B13, S09, 1
B13, Trade, 206.867, 165, B13, S09, 1
B13, Trade, 218.750, 166, B13, S12, 1
B13, Trade, 228.400, 166, B13, S05, 1
B13, Trade, 229.167, 166, S10, B13, 1
B13, Trade, 241.317, 168, B13, S04, 1
B13, Trade, 243.450, 167, S06, B13, 1
B13, Trade, 250.950, 169, B13, S13, 1
B13, Trade, 258.617, 170, B13, S03, 1
B13, Trade, 262.600, 170, B13, S07, 1
