B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 1
B06, Trade, 122.133, 179, S02, B06, 1
B07, 2
B07, Trade, 164.717, 323, B07, S05, 1
B07, Trade, 182.650, 323, B07, S23, 1
B08, 0
B09, 1
B09, Trade, 46.950, 135, B09, S00, 1
B10, 1
B10, Trade, 121.567, 167, S16, B10, 1
B11, 0
B12, 0
B13, 17
B13, Trade, 5.650, 143, B13, S12, 1
B13, Trade, 23.350, 145, B13, S03, 1
B13, Trade, 33.750, 146, B13, S00, 1
B13, Trade, 46.167, 147, B13, S08, 1
B13, Trade, 66.917, 150, B13, S00, 1
B13, Trade, 108.467, 153, B13, S08, 1
B13, Trade, 119.333, 153, S12, B13, 1
B13, Trade, 120.067, 153, B13, S08, 1
B13, Trade, 146.717, 343, B13, S12, 1
B13, Trade, 151.133, 341, B13, S03, 1
B13, Trade, 163.000, 339, B13, S03, 1
B13, Trade, 200.383, 162, B13, S03, 1
B13, Trade, 209.033, 163, B13, S12, 1
B13, Trade, 215.550, 164, B13, S00, 1
B13, Trade, 227.400, 165, B13, S00, 1
B13, Trade, 227.667, 164, S12, B13, 1
B13, Trade, 239.450, 166, B13, S03, 1
B14, 37
B14, Trade, 8.883, 147, B14, S02, 1
B14, Trade, 22.333, 150, B14, S08, 1
B14, Trade, 26.217, 150, S02, B14, 1
B14, Trade, 32.950, 148, S02, B14, 1
B14, Trade, 50.767, 153, B14, S14, 1
B14, Trade, 55.883, 153, B14, S12, 1
B14, Trade, 64.800, 154, B14, S03, 1
B14, Trade, 71.567, 147, B14, S00, 1
B14, Trade, 77.783, 151, B14, S07, 1
B14, Trade, 80.500, 149, B14, S12, 1
B14, Trade, 83.033, 156, B14, S08, 1
B14, Trade, 92.750, 157, B14, S03, 1
B14, Trade, 105.050, 158, B14, S05, 1
B14, Trade, 106.633, 156, S01, B14, 1
B14, Trade, 114.767, 153, B14, S12, 1
B14, Trade, 127.367, 347, B14, S00, 1
B14, Trade, 132.167, 348, B14, S12, 1
B14, Trade, 137.817, 348, B14, S14, 1
B14, Trade, 149.533, 345, S06, B14, 1
B14, Trade, 153.283, 333, B14, S08, 1
