B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 1
B07, Trade, 45.433, 118, B07, S04, 1
B08, 0
B09, 1
B09, Trade, 276.417, 126, S07, B09, 1
B10, 0
B11, 0
B12, 4
B12, Trade, 5.717, 126, B12, S04, 1
B12, Trade, 124.500, 139, B12, S07, 1
B12, Trade, 143.117, 131, S08, B12, 1
B12, Trade, 243.867, 131, B12, S04, 1
B13, 0
B14, 2
B14, Trade, 44.367, 135, B14, S02, 1
B14, Trade, 156.917, 141, S08, B14, 1
B15, 2
B15, Trade, 101.133, 127, B15, S04, 1
B15, Trade, 238.833, 132, B15, S07, 1
B16, 9
B16, Trade, 42.567, 137, B16, S01, 1
B16, Trade, 99.150, 128, B16, S07, 1
B16, Trade, 123.783, 139, B16, S04, 1
B16, Trade, 136.983, 131, S07, B16, 1
B16, Trade, 144.067, 131, B16, S07, 1
B16, Trade, 151.300, 143, B16, S04, 1
B16, Trade, 167.500, 139, S07, B16, 1
B16, Trade, 230.083, 146, B16, S12, 1
B16, Trade, 281.767, 139, B16, S04, 1
B17, 9
B17, Trade, 16.233, 122, B17, S04, 1
B17, Trade, 34.967, 137, B17, S05, 1
B17, Trade, 56.767, 132, B17, S01, 1
B17, Trade, 61.500, 136, B17, S04, 1
B17, Trade, 71.000, 132, B17, S04, 1
B17, Trade, 97.883, 131, B17, S04, 1
B17, Trade, 232.833, 144, B17, S01, 1
B17, Trade, 253.600, 149, B17, S04, 1
B17, Trade, 292.867, 143, B17, S04, 1
B18, 18
B18, Trade, 5.167, 124, S07, B18, 1
B18, Trade, 29.717, 149, B18, S07, 1
B18, Trade, 48.500, 154, B18, S08, 1
B18, Trade, 56.383, 159, B18, S06, 1
B18, Trade, 68.967, 137, B18, S01, 1
B18, Trade, 117.517, 151, B18, S04, 1
B18, Trade, 124.033, 144, B18, S03, 1
B18, Trade, 129.817, 158, B18, S02, 1
B18, Trade, 153.500, 153, B18, S08, 1
B18, Trade, 170.150, 128, S01, B18, 1
B18, Trade, 173.933, 158, S06, B18, 1
B18, Trade, 191.450, 155, B18, S04, 1
B18, Trade, 197.783, 146, S12, B18, 1
B18, Trade, 214.217, 130, B18, S07, 1
B18, Trade, 258.017, 144, B18, S04, 1
B18, Trade, 268.233, 113, S04, B18, 1
B18, Trade, 287.883, 159, B18, S07, 1
B18, Trade, 292.767, 143, B18, S02, 1
B19, 13
B19, Trade, 25.550, 133, B19, S04, 1
B19, Trade, 43.400, 150, S05, B19, 1
B19, Trade, 85.533, 162, B19, S16, 1
B19, Trade, 116.083, 158, B19, S16, 1
B19, Trade, 176.383, 149, B19, S04, 1
B19, Trade, 209.117, 159, B19, S06, 1
B19, Trade, 233.300, 159, S16, B19, 1
B19, Trade, 238.317, 163, S10, B19, 1
B19, Trade, 246.050, 155, S05, B19, 1
B19, Trade, 247.117, 153, S07, B19, 1
B19, Trade, 267.150, 145, S12, B19, 1
B19, Trade, 278.300, 155, S16, B19, 1
B19, Trade, 289.533, 142, B19, S12, 1
B20, 8
B20, Trade, 16.967, 147, B20, S06, 1
B20, Trade, 76.850, 161, S00, B20, 1
B20, Trade, 109.317, 149, B20, S02, 1
B20, Trade, 190.800, 154, S12, B20, 1
B20, Trade, 206.833, 157, B20, S13, 1
B20, Trade, 254.817, 158, B20, S11, 1
B20, Trade, 257.917, 166, B20, S08, 1
B20, Trade, 298.667, 134, B20, S04, 1
B21, 37
B21, Trade, 13.167, 147, B21, S06, 1
B21, Trade, 28.833, 156, B21, S12, 1
B21, Trade, 35.717, 156, B21, S11, 1
B21, Trade, 45.200, 141, B21, S07, 1
B21, Trade, 71.100, 137, S07, B21, 1
B21, Trade, 77.200, 167, B21, S16, 1
B21, Trade, 86.617, 165, S19, B21, 1
B21, Trade, 92.167, 172, B21, S07, 1
B21, Trade, 101.350, 158, S16, B21, 1
B21, Trade, 110.633, 130, S07, B21, 1
B21, Trade, 115.567, 169, S19, B21, 1
B21, Trade, 116.317, 123, S05, B21, 1
B21, Trade, 130.850, 136, S07, B21, 1
B21, Trade, 136.600, 149, S00, B21, 1
B21, Trade, 142.233, 148, S01, B21, 1
B21, Trade, 148.300, 154, B21, S12, 1
B21, Trade, 152.817, 170, B21, S07, 1
B21, Trade, 159.983, 169, B21, S14, 1
B21, Trade, 166.250, 168, B21, S04, 1
B21, Trade, 171.400, 163, B21, S07, 1
B21, Trade, 180.867, 160, S16, B21, 1
B21, Trade, 181.367, 142, S00, B21, 1
B21, Trade, 197.333, 143, B21, S04, 1
B21, Trade, 208.333, 166, B21, S08, 1
B21, Trade, 211.917, 140, B21, S10, 1
B21, Trade, 216.800, 149, B21, S07, 1
B21, Trade, 223.433, 150, S05, B21, 1
B21, Trade, 233.167, 133, B21, S04, 1
B21, Trade, 237.350, 159, B21, S06, 1
B21, Trade, 242.717, 157, S11, B21, 1
B21, Trade, 250.550, 166, B21, S04, 1
B21, Trade, 253.200, 164, B21, S06, 1
B21, Trade, 258.667, 162, B21, S02, 1
B21, Trade, 263.767, 155, B21, S04, 1
B21, Trade, 266.483, 161, B21, S14, 1
B21, Trade, 283.017, 159, B21, S11, 1
B21, Trade, 293.067, 161, S00, B21, 1
B22, 50
B22, Trade, 6.867, 135, B22, S06, 1
B22, Trade, 10.683, 170, B22, S07, 1
B22, Trade, 16.783, 151, B22, S07, 1
B22, Trade, 20.650, 134, S04, B22, 1
B22, Trade, 32.450, 141, S01, B22, 1
B22, Trade, 37.017, 161, B22, S04, 1
B22, Trade, 40.433, 125, S04, B22, 1
B22, Trade, 55.500, 116, S04, B22, 1
B22, Trade, 60.567, 166, B22, S02, 1
B22, Trade, 66.217, 171, B22, S16, 1
B22, Trade, 74.883, 143, S00, B22, 1
B22, Trade, 77.233, 159, B22, S07, 1
B22, Trade, 81.267, 155, S07, B22, 1
B22, Trade, 86.533, 143, B22, S04, 1
B22, Trade, 97.833, 159, S14, B22, 1
B22, Trade, 103.333, 150, S14, B22, 1
B22, Trade, 106.583, 169, B22, S08, 1
B22, Trade, 111.833, 127, S07, B22, 1
B22, Trade, 116.017, 162, B22, S07, 1
B22, Trade, 122.000, 170, S10, B22, 1
B22, Trade, 128.283, 167, B22, S04, 1
B22, Trade, 134.167, 157, S11, B22, 1
B22, Trade, 141.150, 150, S11, B22, 1
B22, Trade, 146.250, 146, S07, B22, 1
B22, Trade, 160.233, 152, B22, S01, 1
B22, Trade, 162.183, 164, S16, B22, 1
B22, Trade, 168.100, 132, S06, B22, 1
B22, Trade, 177.250, 160, S15, B22, 1
B22, Trade, 181.017, 156, S16, B22, 1
B22, Trade, 188.550, 159, B22, S01, 1
B22, Trade, 196.167, 161, S16, B22, 1
B22, Trade, 202.617, 155, B22, S16, 1
B22, Trade, 209.750, 138, B22, S04, 1
B22, Trade, 211.317, 170, B22, S19, 1
B22, Trade, 220.783, 156, B22, S05, 1
B22, Trade, 225.000, 149, B22, S08, 1
B22, Trade, 229.767, 173, B22, S07, 1
B22, Trade, 238.150, 152, B22, S01, 1
B22, Trade, 243.800, 173, B22, S07, 1
B22, Trade, 249.133, 173, B22, S15, 1
B22, Trade, 252.667, 158, S16, B22, 1
B22, Trade, 260.967, 173, B22, S06, 1
B22, Trade, 263.900, 140, B22, S08, 1
B22, Trade, 268.683, 119, S00, B22, 1
B22, Trade, 271.950, 159, B22, S04, 1
B22, Trade, 280.117, 148, B22, S12, 1
B22, Trade, 281.900, 157, S16, B22, 1
B22, Trade, 290.250, 158, B22, S10, 1
B22, Trade, 292.483, 154, S15, B22, 1
B22, Trade, 299.367, 157, S07, B22, 1
B23, 27
B23, Trade, 5.833, 140, S10, B23, 1
B23, Trade, 11.450, 161, B23, S16, 1
B23, Trade, 21.317, 152, B23, S08, 1
B23, Trade, 33.383, 167, S06, B23, 1
B23, Trade, 37.883, 144, S07, B23, 1
B23, Trade, 51.883, 155, S16, B23, 1
B23, Trade, 61.883, 154, S07, B23, 1
B23, Trade, 81.350, 159, S00, B23, 1
B23, Trade, 97.200, 156, B23, S06, 1
B23, Trade, 111.033, 155, S16, B23, 1
B23, Trade, 128.433, 162, B23, S07, 1
B23, Trade, 144.100, 160, S00, B23, 1
B23, Trade, 146.317, 152, S04, B23, 1
B23, Trade, 157.850, 165, B23, S19, 1
B23, Trade, 160.933, 177, B23, S12, 1
B23, Trade, 174.817, 155, B23, S01, 1
B23, Trade, 188.400, 164, S00, B23, 1
B23, Trade, 191.683, 161, S16, B23, 1
B23, Trade, 206.467, 147, S12, B23, 1
B23, Trade, 211.783, 155, B23, S08, 1
B23, Trade, 219.217, 162, S00, B23, 1
B23, Trade, 221.333, 135, B23, S04, 1
B23, Trade, 237.900, 158, B23, S02, 1
B23, Trade, 241.733, 164, B23, S03, 1
B23, Trade, 248.150, 164, S00, B23, 1
B23, Trade, 253.033, 163, S00, B23, 1
B23, Trade, 289.450, 158, S16, B23, 1
B24, 35
B24, Trade, 5.733, 130, S02, B24, 1
B24, Trade, 10.417, 172, S14, B24, 1
B24, Trade, 17.933, 152, S11, B24, 1
B24, Trade, 32.800, 166, S19, B24, 1
B24, Trade, 49.300, 158, S06, B24, 1
B24, Trade, 51.650, 166, S19, B24, 1
B24, Trade, 57.917, 156, S15, B24, 1
B24, Trade, 65.233, 156, B24, S16, 1
B24, Trade, 66.583, 170, S20, B24, 1
B24, Trade, 72.200, 147, B24, S01, 1
B24, Trade, 76.150, 164, B24, S06, 1
B24, Trade, 90.100, 162, B24, S02, 1
B24, Trade, 95.850, 177, B24, S05, 1
B24, Trade, 101.417, 165, S19, B24, 1
B24, Trade, 107.050, 144, B24, S04, 1
B24, Trade, 112.000, 144, S04, B24, 1
B24, Trade, 128.117, 172, B24, S05, 1
B24, Trade, 131.083, 144, B24, S01, 1
B24, Trade, 149.300, 158, B24, S01, 1
B24, Trade, 151.433, 155, S16, B24, 1
B24, Trade, 162.750, 169, S11, B24, 1
B24, Trade, 172.850, 156, S16, B24, 1
B24, Trade, 180.783, 147, B24, S08, 1
B24, Trade, 191.983, 155, B24, S07, 1
B24, Trade, 202.250, 161, B24, S07, 1
B24, Trade, 207.483, 166, S07, B24, 1
B24, Trade, 215.000, 156, S16, B24, 1
B24, Trade, 221.833, 140, S07, B24, 1
B24, Trade, 238.583, 168, B24, S16, 1
B24, Trade, 250.633, 168, S19, B24, 1
B24, Trade, 256.183, 148, S05, B24, 1
B24, Trade, 262.750, 176, S20, B24, 1
B24, Trade, 273.750, 165, S19, B24, 1
B24, Trade, 290.583, 161, S00, B24, 1
B24, Trade, 292.800, 157, S16, B24, 1
B25, 45
B25, Trade, 7.883, 146, S00, B25, 1
B25, Trade, 10.383, 140, B25, S02, 1
B25, Trade, 16.150, 133, S02, B25, 1
B25, Trade, 20.517, 150, S02, B25, 1
B25, Trade, 31.567, 172, S08, B25, 1
B25, Trade, 41.133, 150, B25, S08, 1
B25, Trade, 45.950, 160, S16, B25, 1
B25, Trade, 54.083, 170, B25, S02, 1
B25, Trade, 66.567, 162, B25, S04, 1
B25, Trade, 71.900, 158, S16, B25, 1
B25, Trade, 75.583, 163, S08, B25, 1
B25, Trade, 81.817, 148, S04, B25, 1
B25, Trade, 90.517, 146, B25, S12, 1
B25, Trade, 106.717, 180, S03, B25, 1
B25, Trade, 111.367, 125, S00, B25, 1
B25, Trade, 124.450, 172, S11, B25, 1
B25, Trade, 126.333, 181, S20, B25, 1
B25, Trade, 131.267, 181, B25, S15, 1
B25, Trade, 139.917, 161, B25, S02, 1
B25, Trade, 144.783, 159, S05, B25, 1
B25, Trade, 146.917, 167, S14, B25, 1
B25, Trade, 151.683, 166, S19, B25, 1
B25, Trade, 156.267, 155, S16, B25, 1
B25, Trade, 161.667, 151, B25, S07, 1
B25, Trade, 168.883, 134, S08, B25, 1
B25, Trade, 171.733, 179, B25, S20, 1
B25, Trade, 179.217, 166, S02, B25, 1
B25, Trade, 187.567, 159, S16, B25, 1
B25, Trade, 192.200, 171, S00, B25, 1
B25, Trade, 198.433, 152, S08, B25, 1
B25, Trade, 203.100, 137, S04, B25, 1
B25, Trade, 213.500, 151, B25, S04, 1
B25, Trade, 219.000, 157, S16, B25, 1
B25, Trade, 223.283, 166, S10, B25, 1
B25, Trade, 226.917, 140, S01, B25, 1
B25, Trade, 236.017, 158, S00, B25, 1
B25, Trade, 237.083, 155, B25, S04, 1
B25, Trade, 247.183, 158, S16, B25, 1
B25, Trade, 259.850, 166, B25, S07, 1
B25, Trade, 264.733, 159, S12, B25, 1
B25, Trade, 266.967, 133, S02, B25, 1
B25, Trade, 274.700, 157, S05, B25, 1
B25, Trade, 278.767, 178, S20, B25, 1
B25, Trade, 287.300, 169, S15, B25, 1
B25, Trade, 297.900, 140, S01, B25, 1
B26, 27
B26, Trade, 7.750, 142, S05, B26, 1
B26, Trade, 18.983, 157, S00, B26, 1
B26, Trade, 21.033, 162, B26, S16, 1
B26, Trade, 27.450, 148, S03, B26, 1
B26, Trade, 30.400, 135, B26, S07, 1
B26, Trade, 58.783, 161, S00, B26, 1
B26, Trade, 60.483, 155, B26, S14, 1
B26, Trade, 66.833, 150, S14, B26, 1
B26, Trade, 72.017, 163, S02, B26, 1
B26, Trade, 86.967, 161, B26, S10, 1
B26, Trade, 100.200, 157, S16, B26, 1
B26, Trade, 107.983, 168, B26, S16, 1
B26, Trade, 116.133, 179, B26, S02, 1
B26, Trade, 122.783, 160, B26, S15, 1
B26, Trade, 133.350, 163, B26, S04, 1
B26, Trade, 137.617, 153, B26, S04, 1
B26, Trade, 149.033, 168, S20, B26, 1
B26, Trade, 172.050, 156, B26, S04, 1
B26, Trade, 177.683, 151, B26, S07, 1
B26, Trade, 192.450, 141, B26, S02, 1
B26, Trade, 198.567, 141, B26, S07, 1
B26, Trade, 211.567, 149, B26, S11, 1
B26, Trade, 245.467, 135, S02, B26, 1
B26, Trade, 269.483, 134, B26, S01, 1
B26, Trade, 273.683, 145, S03, B26, 1
B26, Trade, 282.000, 135, B26, S07, 1
B26, Trade, 286.717, 130, S04, B26, 1
B27, 57
B27, Trade, 5.483, 128, S08, B27, 1
B27, Trade, 10.133, 176, B27, S04, 1
B27, Trade, 15.333, 190, B27, S01, 1
B27, Trade, 22.417, 166, S19, B27, 1
B27, Trade, 28.083, 177, S02, B27, 1
B27, Trade, 30.500, 157, S16, B27, 1
B27, Trade, 36.017, 142, S08, B27, 1
B27, Trade, 41.517, 176, B27, S15, 1
B27, Trade, 47.517, 155, S15, B27, 1
B27, Trade, 51.483, 135, S07, B27, 1
B27, Trade, 56.167, 174, S07, B27, 1
B27, Trade, 61.283, 150, B27, S08, 1
B27, Trade, 66.150, 162, B27, S07, 1
B27, Trade, 70.967, 161, S12, B27, 1
B27, Trade, 76.367, 156, S04, B27, 1
B27, Trade, 80.800, 156, S16, B27, 1
B27, Trade, 85.967, 166, B27, S07, 1
B27, Trade, 90.933, 190, B27, S06, 1
B27, Trade, 96.083, 157, B27, S08, 1
B27, Trade, 103.100, 149, B27, S08, 1
B27, Trade, 106.250, 173, S11, B27, 1
B27, Trade, 112.217, 166, S15, B27, 1
B27, Trade, 116.800, 136, S06, B27, 1
B27, Trade, 121.267, 156, S16, B27, 1
B27, Trade, 128.967, 188, B27, S15, 1
B27, Trade, 132.883, 164, B27, S08, 1
B27, Trade, 139.300, 137, S06, B27, 1
B27, Trade, 142.417, 159, S16, B27, 1
B27, Trade, 147.750, 157, S16, B27, 1
B27, Trade, 156.017, 127, S07, B27, 1
B27, Trade, 164.167, 182, S00, B27, 1
B27, Trade, 166.467, 172, S19, B27, 1
B27, Trade, 171.033, 144, B27, S08, 1
B27, Trade, 181.983, 166, B27, S04, 1
B27, Trade, 186.100, 179, B27, S07, 1
B27, Trade, 193.667, 164, S12, B27, 1
B27, Trade, 198.300, 151, S06, B27, 1
B27, Trade, 202.050, 193, B27, S08, 1
B27, Trade, 208.750, 157, S11, B27, 1
B27, Trade, 211.850, 175, S15, B27, 1
B27, Trade, 216.117, 168, S19, B27, 1
B27, Trade, 223.567, 171, S20, B27, 1
B27, Trade, 226.283, 115, S04, B27, 1
B27, Trade, 231.467, 190, B27, S07, 1
B27, Trade, 238.800, 170, S08, B27, 1
B27, Trade, 241.283, 155, S16, B27, 1
B27, Trade, 247.283, 150, S06, B27, 1
B27, Trade, 254.417, 160, S01, B27, 1
B27, Trade, 256.883, 159, S16, B27, 1
B27, Trade, 263.433, 167, B27, S03, 1
B27, Trade, 267.417, 126, S07, B27, 1
B27, Trade, 271.467, 168, S20, B27, 1
B27, Trade, 278.750, 160, S00, B27, 1
B27, Trade, 284.350, 155, B27, S02, 1
B27, Trade, 287.950, 168, S19, B27, 1
B27, Trade, 291.467, 191, B27, S19, 1
B27, Trade, 298.717, 173, S05, B27, 1
B28, 37
B28, Trade, 5.783, 147, S09, B28, 1
B28, Trade, 20.333, 135, S07, B28, 1
B28, Trade, 25.200, 188, B28, S19, 1
B28, Trade, 31.150, 133, B28, S04, 1
B28, Trade, 41.183, 170, S00, B28, 1
B28, Trade, 50.917, 154, S04, B28, 1
B28, Trade, 57.600, 155, S16, B28, 1
B28, Trade, 63.967, 163, S00, B28, 1
B28, Trade, 68.567, 149, B28, S11, 1
B28, Trade, 76.200, 152, B28, S03, 1
B28, Trade, 91.783, 155, S16, B28, 1
B28, Trade, 96.567, 159, S15, B28, 1
B28, Trade, 100.933, 143, B28, S07, 1
B28, Trade, 109.867, 154, S15, B28, 1
B28, Trade, 126.517, 173, B28, S19, 1
B28, Trade, 137.883, 156, S16, B28, 1
B28, Trade, 142.667, 129, B28, S04, 1
B28, Trade, 149.517, 151, B28, S02, 1
B28, Trade, 155.250, 183, S00, B28, 1
B28, Trade, 161.217, 169, S04, B28, 1
B28, Trade, 169.300, 142, S00, B28, 1
B28, Trade, 175.150, 153, B28, S02, 1
B28, Trade, 181.350, 137, S07, B28, 1
B28, Trade, 196.500, 134, S01, B28, 1
B28, Trade, 203.717, 159, S02, B28, 1
B28, Trade, 209.500, 151, S02, B28, 1
B28, Trade, 212.567, 182, S03, B28, 1
B28, Trade, 225.167, 165, S19, B28, 1
B28, Trade, 237.950, 162, S11, B28, 1
B28, Trade, 244.717, 142, S06, B28, 1
B28, Trade, 251.333, 192, B28, S03, 1
B28, Trade, 261.650, 156, S16, B28, 1
B28, Trade, 266.983, 179, S06, B28, 1
B28, Trade, 275.900, 143, B28, S07, 1
B28, Trade, 284.083, 183, B28, S19, 1
B28, Trade, 295.850, 156, B28, S06, 1
