B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 0
B12, 0
B13, 1
B13, Trade, 236.267, 125, S04, B13, 1
B14, 0
B15, 9
B15, Trade, 6.317, 151, B15, S02, 1
B15, Trade, 22.683, 151, B15, S00, 1
B15, Trade, 77.150, 148, B15, S00, 1
B15, Trade, 95.183, 151, B15, S00, 1
B15, Trade, 110.500, 151, B15, S02, 1
B15, Trade, 155.433, 151, B15, S09, 1
B15, Trade, 183.350, 151, B15, S10, 1
B15, Trade, 235.500, 151, B15, S00, 1
B15, Trade, 249.950, 151, B15, S03, 1
B16, 0
B17, 0
B18, 19
B18, Trade, 5.833, 162, B18, S17, 1
B18, Trade, 44.100, 156, B18, S15, 1
B18, Trade, 68.733, 162, B18, S08, 1
B18, Trade, 76.483, 148, B18, S02, 1
B18, Trade, 90.817, 156, S12, B18, 1
B18, Trade, 105.617, 154, B18, S01, 1
B18, Trade, 108.917, 162, B18, S06, 1
B18, Trade, 114.833, 157, B18, S03, 1
B18, Trade, 134.617, 152, B18, S10, 1
B18, Trade, 136.767, 129, S00, B18, 1
B18, Trade, 153.267, 156, B18, S00, 1
B18, Trade, 164.250, 158, B18, S04, 1
B18, Trade, 171.467, 161, B18, S02, 1
B18, Trade, 176.700, 159, B18, S13, 1
B18, Trade, 182.833, 162, B18, S13, 1
B18, Trade, 187.483, 157, B18, S00, 1
B18, Trade, 205.467, 161, B18, S12, 1
B18, Trade, 226.300, 157, B18, S04, 1
B18, Trade, 251.533, 138, B18, S04, 1
B19, 22
B19, Trade, 6.367, 150, B19, S10, 1
B19, Trade, 42.800, 162, B19, S02, 1
B19, Trade, 58.717, 163, B19, S01, 1
B19, Trade, 74.483, 162, B19, S06, 1
B19, Trade, 77.233, 146, B19, S10, 1
B19, Trade, 85.000, 163, B19, S10, 1
B19, Trade, 93.433, 163, B19, S04, 1
B19, Trade, 99.917, 163, B19, S03, 1
B19, Trade, 105.083, 163, B19, S11, 1
B19, Trade, 108.783, 163, B19, S01, 1
B19, Trade, 114.533, 161, B19, S14, 1
B19, Trade, 117.750, 163, B19, S10, 1
B19, Trade, 129.817, 162, B19, S02, 1
B19, Trade, 134.300, 162, B19, S02, 1
B19, Trade, 145.600, 163, B19, S02, 1
B19, Trade, 189.583, 152, B19, S02, 1
B19, Trade, 210.033, 160, B19, S10, 1
B19, Trade, 215.683, 162, B19, S12, 1
B19, Trade, 235.667, 150, B19, S08, 1
B19, Trade, 249.100, 162, B19, S17, 1
B19, Trade, 255.900, 162, B19, S08, 1
B19, Trade, 299.600, 163, B19, S10, 1
B20, 47
B20, Trade, 5.800, 163, S06, B20, 1
B20, Trade, 13.667, 164, B20, S12, 1
B20, Trade, 17.367, 165, B20, S13, 1
B20, Trade, 21.783, 168, B20, S04, 1
B20, Trade, 40.833, 168, B20, S01, 1
B20, Trade, 48.333, 165, B20, S09, 1
B20, Trade, 53.017, 166, B20, S02, 1
B20, Trade, 58.683, 168, B20, S12, 1
B20, Trade, 63.767, 168, B20, S04, 1
B20, Trade, 67.967, 167, B20, S12, 1
B20, Trade, 73.317, 167, B20, S00, 1
B20, Trade, 75.650, 161, B20, S01, 1
B20, Trade, 84.533, 168, B20, S04, 1
B20, Trade, 92.083, 168, B20, S17, 1
B20, Trade, 96.217, 164, S15, B20, 1
B20, Trade, 101.217, 163, B20, S02, 1
B20, Trade, 108.617, 164, B20, S10, 1
B20, Trade, 113.867, 168, B20, S04, 1
B20, Trade, 120.150, 167, B20, S02, 1
B20, Trade, 123.983, 168, B20, S02, 1
B20, Trade, 128.767, 165, S04, B20, 1
B20, Trade, 133.933, 168, B20, S04, 1
B20, Trade, 136.017, 163, B20, S05, 1
B20, Trade, 145.317, 167, B20, S10, 1
B20, Trade, 149.350, 167, B20, S11, 1
B20, Trade, 152.117, 158, B20, S02, 1
B20, Trade, 162.050, 165, S17, B20, 1
B20, Trade, 176.450, 164, B20, S12, 1
B20, Trade, 181.883, 162, S11, B20, 1
B20, Trade, 186.517, 159, S17, B20, 1
B20, Trade, 192.933, 168, B20, S01, 1
B20, Trade, 196.500, 139, S10, B20, 1
B20, Trade, 202.050, 167, B20, S02, 1
B20, Trade, 206.500, 166, B20, S02, 1
B20, Trade, 211.733, 159, S05, B20, 1
B20, Trade, 216.250, 166, B20, S02, 1
B20, Trade, 222.500, 165, B20, S04, 1
B20, Trade, 229.850, 168, B20, S02, 1
B20, Trade, 231.983, 167, B20, S02, 1
B20, Trade, 241.400, 166, B20, S10, 1
B20, Trade, 248.533, 164, B20, S00, 1
B20, Trade, 255.033, 167, B20, S00, 1
B20, Trade, 261.033, 167, B20, S01, 1
B20, Trade, 263.533, 168, B20, S14, 1
B20, Trade, 279.550, 166, B20, S12, 1
B20, Trade, 282.067, 164, B20, S04, 1
B20, Trade, 292.733, 167, B20, S12, 1
B21, 52
B21, Trade, 13.250, 172, B21, S17, 1
B21, Trade, 16.700, 169, B21, S12, 1
B21, Trade, 21.100, 152, B21, S12, 1
B21, Trade, 28.233, 172, B21, S17, 1
B21, Trade, 31.167, 169, B21, S14, 1
B21, Trade, 37.550, 172, B21, S00, 1
B21, Trade, 42.050, 172, B21, S00, 1
B21, Trade, 48.183, 172, B21, S00, 1
B21, Trade, 53.300, 165, B21, S09, 1
B21, Trade, 57.267, 172, B21, S02, 1
B21, Trade, 61.067, 172, B21, S12, 1
B21, Trade, 67.150, 172, B21, S00, 1
B21, Trade, 72.533, 172, B21, S01, 1
B21, Trade, 82.850, 172, B21, S17, 1
B21, Trade, 92.267, 156, B21, S02, 1
B21, Trade, 97.183, 163, B21, S12, 1
B21, Trade, 103.000, 164, B21, S04, 1
B21, Trade, 108.350, 172, B21, S07, 1
B21, Trade, 111.550, 172, B21, S02, 1
B21, Trade, 117.133, 172, B21, S00, 1
B21, Trade, 122.783, 172, B21, S00, 1
B21, Trade, 127.217, 164, B21, S00, 1
B21, Trade, 131.400, 171, B21, S15, 1
