B00, 0
B01, 0
B02, 0
B03, 0
B04, 2
B04, Trade, 101.250, 113, B04, S00, 1
B04, Trade, 130.817, 111, B04, S01, 1
B05, 0
B06, 0
B07, 1
B07, Trade, 30.700, 116, B07, S00, 1
B08, 1
B08, Trade, 15.117, 106, S00, B08, 1
B09, 4
B09, Trade, 28.150, 131, B09, S05, 1
B09, Trade, 42.783, 127, B09, S01, 1
B09, Trade, 105.700, 116, S00, B09, 1
B09, Trade, 191.267, 119, S03, B09, 1
B10, 0
B11, 3
B11, Trade, 26.250, 134, B11, S03, 1
B11, Trade, 151.483, 129, S05, B11, 1
B11, Trade, 208.817, 134, B11, S01, 1
B12, 3
B12, Trade, 35.650, 121, S04, B12, 1
B12, Trade, 173.183, 130, S00, B12, 1
B12, Trade, 212.317, 133, B12, S00, 1
B13, 9
B13, Trade, 65.650, 129, B13, S00, 1
B13, Trade, 101.367, 131, B13, S05, 1
B13, Trade, 117.133, 135, B13, S00, 1
B13, Trade, 165.367, 138, S04, B13, 1
B13, Trade, 173.933, 143, B13, S03, 1
B13, Trade, 191.167, 138, B13, S00, 1
B13, Trade, 221.350, 125, B13, S01, 1
B13, Trade, 237.633, 138, B13, S03, 1
B13, Trade, 281.517, 105, S00, B13, 1
B14, 8
B14, Trade, 72.900, 141, B14, S01, 1
B14, Trade, 86.750, 133, S05, B14, 1
B14, Trade, 91.617, 147, B14, S00, 1
B14, Trade, 112.783, 146, B14, S01, 1
B14, Trade, 182.650, 148, B14, S01, 1
B14, Trade, 261.917, 113, B14, S00, 1
B14, Trade, 276.217, 143, B14, S07, 1
B14, Trade, 288.100, 141, B14, S05, 1
B15, 1
B15, Trade, 238.433, 144, B15, S05, 1
B16, 8
B16, Trade, 57.833, 141, B16, S03, 1
B16, Trade, 84.433, 152, B16, S02, 1
B16, Trade, 105.333, 155, B16, S02, 1
B16, Trade, 111.067, 133, B16, S00, 1
B16, Trade, 151.100, 155, B16, S01, 1
B16, Trade, 201.800, 152, S03, B16, 1
B16, Trade, 237.150, 138, B16, S00, 1
B16, Trade, 293.550, 150, B16, S01, 1
B17, 1
B17, Trade, 297.100, 118, B17, S00, 1
B18, 9
B18, Trade, 70.883, 148, B18, S02, 1
B18, Trade, 123.183, 144, S01, B18, 1
B18, Trade, 130.550, 153, B18, S15, 1
B18, Trade, 132.850, 147, B18, S05, 1
B18, Trade, 165.833, 150, S08, B18, 1
B18, Trade, 196.733, 150, B18, S03, 1
B18, Trade, 213.517, 155, B18, S07, 1
B18, Trade, 228.717, 146, B18, S01, 1
B18, Trade, 282.183, 122, S05, B18, 1
B19, 34
B19, Trade, 17.783, 157, B19, S15, 1
B19, Trade, 23.300, 152, B19, S12, 1
B19, Trade, 32.850, 149, B19, S05, 1
B19, Trade, 36.683, 143, B19, S00, 1
B19, Trade, 41.950, 139, B19, S00, 1
B19, Trade, 49.983, 139, B19, S04, 1
B19, Trade, 54.283, 151, B19, S08, 1
B19, Trade, 69.117, 147, B19, S05, 1
B19, Trade, 72.833, 146, B19, S04, 1
B19, Trade, 81.733, 150, B19, S05, 1
B19, Trade, 90.267, 140, B19, S04, 1
B19, Trade, 100.033, 159, B19, S07, 1
B19, Trade, 107.817, 152, B19, S02, 1
B19, Trade, 115.083, 152, B19, S07, 1
B19, Trade, 119.467, 133, B19, S04, 1
B19, Trade, 125.333, 160, B19, S07, 1
B19, Trade, 129.467, 162, B19, S01, 1
B19, Trade, 138.567, 161, B19, S03, 1
B19, Trade, 150.417, 162, B19, S07, 1
B19, Trade, 152.017, 122, B19, S03, 1
B19, Trade, 160.833, 157, B19, S05, 1
B19, Trade, 163.117, 157, B19, S14, 1
B19, Trade, 175.467, 150, B19, S14, 1
B19, Trade, 178.533, 158, B19, S07, 1
B19, Trade, 182.833, 146, B19, S05, 1
B19, Trade, 190.500, 158, B19, S07, 1
B19, Trade, 197.233, 145, B19, S05, 1
B19, Trade, 202.833, 149, B19, S01, 1
