B00, 0
B01, 0
B02, 0
B03, 2
B03, Trade, 70.483, 107, S00, B03, 1
B03, Trade, 281.783, 109, B03, S00, 1
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 1
B09, Trade, 145.950, 116, B09, S03, 1
B10, 0
B11, 0
B12, 2
B12, Trade, 172.667, 140, B12, S02, 1
B12, Trade, 240.550, 135, B12, S00, 1
B13, 1
B13, Trade, 186.050, 131, B13, S05, 1
B14, 7
B14, Trade, 7.267, 140, B14, S10, 1
B14, Trade, 12.183, 143, B14, S10, 1
B14, Trade, 15.600, 135, S07, B14, 1
B14, Trade, 53.067, 140, B14, S03, 1
B14, Trade, 108.283, 146, B14, S00, 1
B14, Trade, 291.933, 137, B14, S05, 1
B14, Trade, 297.150, 148, B14, S05, 1
B15, 0
B16, 10
B16, Trade, 16.900, 152, B16, S10, 1
B16, Trade, 29.283, 150, B16, S00, 1
B16, Trade, 96.000, 130, S00, B16, 1
B16, Trade, 102.417, 154, B16, S05, 1
B16, Trade, 196.567, 153, B16, S00, 1
B16, Trade, 212.767, 139, B16, S00, 1
B16, Trade, 225.267, 137, B16, S00, 1
B16, Trade, 254.183, 150, B16, S03, 1
B16, Trade, 272.550, 153, S06, B16, 1
B16, Trade, 293.183, 154, B16, S00, 1
B17, 10
B17, Trade, 6.500, 146, B17, S03, 1
B17, Trade, 56.583, 149, B17, S10, 1
B17, Trade, 81.050, 144, B17, S10, 1
B17, Trade, 89.683, 150, B17, S00, 1
B17, Trade, 107.633, 158, B17, S05, 1
B17, Trade, 125.050, 135, B17, S00, 1
B17, Trade, 191.217, 149, S05, B17, 1
B17, Trade, 211.950, 148, B17, S05, 1
B17, Trade, 256.500, 119, S00, B17, 1
B17, Trade, 283.583, 151, S04, B17, 1
B18, 10
B18, Trade, 17.400, 147, B18, S11, 1
B18, Trade, 31.433, 140, B18, S10, 1
B18, Trade, 42.650, 150, B18, S00, 1
B18, Trade, 57.850, 156, B18, S05, 1
B18, Trade, 77.617, 151, B18, S00, 1
B18, Trade, 147.467, 138, B18, S00, 1
B18, Trade, 151.833, 155, B18, S05, 1
B18, Trade, 157.683, 149, B18, S10, 1
B18, Trade, 231.683, 157, B18, S10, 1
B18, Trade, 245.750, 150, B18, S11, 1
B19, 4
B19, Trade, 25.967, 141, B19, S05, 1
B19, Trade, 47.400, 151, S05, B19, 1
B19, Trade, 232.300, 137, B19, S00, 1
B19, Trade, 283.500, 149, B19, S03, 1
B20, 14
B20, Trade, 27.367, 157, B20, S10, 1
B20, Trade, 41.117, 150, S02, B20, 1
B20, Trade, 49.317, 165, S02, B20, 1
B20, Trade, 51.750, 153, B20, S05, 1
B20, Trade, 96.700, 153, B20, S03, 1
B20, Trade, 102.150, 151, B20, S03, 1
B20, Trade, 109.217, 142, B20, S02, 1
B20, Trade, 116.017, 138, S05, B20, 1
B20, Trade, 147.067, 137, B20, S05, 1
B20, Trade, 151.000, 115, S00, B20, 1
B20, Trade, 169.833, 154, S12, B20, 1
B20, Trade, 175.583, 147, S03, B20, 1
B20, Trade, 215.517, 152, B20, S03, 1
B20, Trade, 226.850, 147, B20, S00, 1
B21, 17
B21, Trade, 5.967, 172, B21, S21, 1
B21, Trade, 22.117, 165, B21, S09, 1
B21, Trade, 27.267, 170, S06, B21, 1
B21, Trade, 40.600, 122, B21, S03, 1
B21, Trade, 46.883, 160, B21, S00, 1
B21, Trade, 91.750, 131, S03, B21, 1
