B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 10
B11, Trade, 5.300, 110, S00, B11, 1
B11, Trade, 10.533, 136, B11, S10, 1
B11, Trade, 40.400, 136, B11, S00, 1
B11, Trade, 104.600, 136, B11, S05, 1
B11, Trade, 144.033, 137, B11, S06, 1
B11, Trade, 166.067, 133, B11, S00, 1
B11, Trade, 176.900, 136, B11, S00, 1
B11, Trade, 196.800, 134, B11, S02, 1
B11, Trade, 233.783, 135, B11, S05, 1
B11, Trade, 291.800, 137, B11, S05, 1
B12, 3
B12, Trade, 90.967, 132, B12, S06, 1
B12, Trade, 170.867, 138, B12, S10, 1
B12, Trade, 246.800, 139, S01, B12, 1
B13, 8
B13, Trade, 8.150, 138, B13, S05, 1
B13, Trade, 122.900, 137, B13, S02, 1
B13, Trade, 143.783, 140, B13, S02, 1
B13, Trade, 188.383, 140, B13, S06, 1
B13, Trade, 194.333, 140, B13, S00, 1
B13, Trade, 224.383, 138, B13, S03, 1
B13, Trade, 230.417, 140, B13, S10, 1
B13, Trade, 255.333, 140, B13, S10, 1
B14, 20
B14, Trade, 6.383, 131, B14, S02, 1
B14, Trade, 12.633, 141, B14, S06, 1
B14, Trade, 24.133, 143, B14, S01, 1
B14, Trade, 28.683, 145, B14, S10, 1
B14, Trade, 47.500, 148, B14, S03, 1
B14, Trade, 57.200, 145, B14, S02, 1
B14, Trade, 89.200, 145, S08, B14, 1
B14, Trade, 95.800, 127, S03, B14, 1
B14, Trade, 116.350, 148, B14, S02, 1
B14, Trade, 135.533, 146, B14, S06, 1
B14, Trade, 136.567, 148, B14, S02, 1
B14, Trade, 143.033, 148, B14, S04, 1
B14, Trade, 158.250, 147, S07, B14, 1
B14, Trade, 174.200, 139, S00, B14, 1
B14, Trade, 187.983, 146, B14, S12, 1
B14, Trade, 191.683, 140, B14, S02, 1
B14, Trade, 202.017, 143, B14, S08, 1
B14, Trade, 218.633, 146, B14, S10, 1
B14, Trade, 230.317, 145, B14, S00, 1
B14, Trade, 258.350, 148, B14, S05, 1
B15, 9
B15, Trade, 45.017, 141, S01, B15, 1
B15, Trade, 122.833, 144, S04, B15, 1
B15, Trade, 135.133, 146, S00, B15, 1
B15, Trade, 137.067, 146, B15, S03, 1
B15, Trade, 149.933, 141, B15, S06, 1
B15, Trade, 189.017, 151, B15, S04, 1
B15, Trade, 225.050, 144, B15, S00, 1
B15, Trade, 247.200, 149, B15, S00, 1
B15, Trade, 279.600, 146, B15, S00, 1
B16, 5
B16, Trade, 9.933, 142, B16, S03, 1
B16, Trade, 21.367, 149, B16, S04, 1
B16, Trade, 89.667, 141, B16, S04, 1
B16, Trade, 126.000, 142, B16, S03, 1
B16, Trade, 166.400, 135, S04, B16, 1
B17, 3
B17, Trade, 45.783, 133, B17, S02, 1
B17, Trade, 233.583, 141, B17, S03, 1
B17, Trade, 280.217, 143, B17, S03, 1
B18, 28
B18, Trade, 5.500, 124, S01, B18, 1
B18, Trade, 29.367, 157, B18, S01, 1
B18, Trade, 34.300, 151, B18, S05, 1
B18, Trade, 37.517, 161, B18, S10, 1
B18, Trade, 42.900, 159, B18, S13, 1
B18, Trade, 50.950, 149, S12, B18, 1
B18, Trade, 58.750, 151, B18, S07, 1
B18, Trade, 63.983, 150, B18, S00, 1
B18, Trade, 74.217, 147, S01, B18, 1
B18, Trade, 75.800, 150, B18, S00, 1
B18, Trade, 85.900, 157, B18, S00, 1
B18, Trade, 100.483, 154, S10, B18, 1
B18, Trade, 118.200, 148, B18, S10, 1
B18, Trade, 131.967, 160, B18, S14, 1
B18, Trade, 137.200, 155, B18, S10, 1
B18, Trade, 142.783, 156, B18, S07, 1
B18, Trade, 156.517, 155, B18, S03, 1
B18, Trade, 168.883, 155, B18, S02, 1
B18, Trade, 174.833, 155, B18, S04, 1
B18, Trade, 191.633, 154, B18, S06, 1
B18, Trade, 211.000, 154, B18, S10, 1
B18, Trade, 215.850, 161, B18, S02, 1
B18, Trade, 217.967, 147, S06, B18, 1
B18, Trade, 227.567, 138, B18, S07, 1
B18, Trade, 236.067, 145, B18, S04, 1
B18, Trade, 262.867, 146, B18, S02, 1
B18, Trade, 277.183, 157, S15, B18, 1
B18, Trade, 285.733, 153, S07, B18, 1
B19, 5
B19, Trade, 58.433, 152, B19, S03, 1
B19, Trade, 195.867, 136, B19, S01, 1
B19, Trade, 197.083, 142, B19, S10, 1
B19, Trade, 204.150, 153, B19, S03, 1
B19, Trade, 254.350, 156, B19, S06, 1
B20, 59
B20, Trade, 5.400, 122, S06, B20, 1
B20, Trade, 11.267, 158, S15, B20, 1
B20, Trade, 15.783, 154, S10, B20, 1
B20, Trade, 20.950, 167, B20, S14, 1
B20, Trade, 27.833, 168, B20, S00, 1
B20, Trade, 31.017, 166, B20, S06, 1
B20, Trade, 37.383, 164, B20, S00, 1
B20, Trade, 40.800, 163, S12, B20, 1
B20, Trade, 45.533, 160, S10, B20, 1
B20, Trade, 53.550, 161, S06, B20, 1
B20, Trade, 55.500, 163, S00, B20, 1
B20, Trade, 61.033, 165, S01, B20, 1
