B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 10
B11, Trade, 30.900, 136, B11, S04, 1
B11, Trade, 53.950, 136, B11, S03, 1
B11, Trade, 87.717, 136, B11, S02, 1
B11, Trade, 106.733, 134, B11, S05, 1
B11, Trade, 124.717, 136, B11, S05, 1
B11, Trade, 222.550, 137, B11, S01, 1
B11, Trade, 229.200, 136, B11, S09, 1
B11, Trade, 237.017, 136, B11, S04, 1
B11, Trade, 246.450, 126, S01, B11, 1
B11, Trade, 261.617, 135, B11, S03, 1
B12, 2
B12, Trade, 15.100, 137, B12, S04, 1
B12, Trade, 167.233, 135, B12, S02, 1
B13, 0
B14, 3
B14, Trade, 70.750, 133, B14, S03, 1
B14, Trade, 221.983, 141, B14, S02, 1
B14, Trade, 230.067, 134, B14, S01, 1
B15, 2
B15, Trade, 15.067, 113, S02, B15, 1
B15, Trade, 222.450, 139, B15, S04, 1
B16, 2
B16, Trade, 249.550, 137, B16, S05, 1
B16, Trade, 267.800, 143, B16, S04, 1
B17, 22
B17, Trade, 10.417, 149, B17, S02, 1
B17, Trade, 20.283, 149, B17, S09, 1
B17, Trade, 42.433, 157, B17, S08, 1
B17, Trade, 48.150, 143, B17, S04, 1
B17, Trade, 63.000, 155, B17, S00, 1
B17, Trade, 67.350, 156, B17, S08, 1
B17, Trade, 76.550, 142, S00, B17, 1
B17, Trade, 87.300, 149, B17, S03, 1
B17, Trade, 97.400, 154, B17, S09, 1
B17, Trade, 102.700, 153, B17, S08, 1
B17, Trade, 117.017, 145, S03, B17, 1
B17, Trade, 123.300, 157, B17, S04, 1
B17, Trade, 133.000, 155, B17, S01, 1
B17, Trade, 143.300, 156, B17, S00, 1
B17, Trade, 152.600, 155, S08, B17, 1
B17, Trade, 177.500, 156, B17, S09, 1
B17, Trade, 191.367, 149, B17, S08, 1
B17, Trade, 210.400, 152, B17, S00, 1
B17, Trade, 248.433, 153, B17, S04, 1
B17, Trade, 260.367, 152, S03, B17, 1
B17, Trade, 266.383, 153, S14, B17, 1
B17, Trade, 282.500, 155, B17, S09, 1
B18, 22
B18, Trade, 23.700, 150, B18, S04, 1
B18, Trade, 31.517, 147, B18, S06, 1
B18, Trade, 48.383, 144, B18, S02, 1
B18, Trade, 52.083, 158, B18, S00, 1
B18, Trade, 61.300, 143, B18, S04, 1
B18, Trade, 76.100, 145, B18, S09, 1
B18, Trade, 98.383, 155, S04, B18, 1
B18, Trade, 123.133, 156, B18, S06, 1
B18, Trade, 128.117, 152, B18, S14, 1
B18, Trade, 152.267, 160, B18, S03, 1
B18, Trade, 166.700, 142, S01, B18, 1
B18, Trade, 172.167, 149, B18, S01, 1
B18, Trade, 176.550, 162, B18, S01, 1
B18, Trade, 182.333, 162, B18, S11, 1
B18, Trade, 188.200, 156, B18, S09, 1
B18, Trade, 207.433, 148, B18, S11, 1
B18, Trade, 214.933, 147, B18, S05, 1
B18, Trade, 217.583, 160, B18, S01, 1
B18, Trade, 228.317, 162, B18, S00, 1
B18, Trade, 247.683, 158, B18, S06, 1
B18, Trade, 283.183, 135, S02, B18, 1
B18, Trade, 294.867, 156, B18, S07, 1
B19, 48
B19, Trade, 5.350, 156, B19, S04, 1
B19, Trade, 11.767, 162, B19, S01, 1
B19, Trade, 16.550, 161, B19, S09, 1
B19, Trade, 21.500, 153, S00, B19, 1
B19, Trade, 25.483, 131, S02, B19, 1
B19, Trade, 31.383, 118, S03, B19, 1
B19, Trade, 37.700, 161, B19, S03, 1
B19, Trade, 42.050, 165, B19, S02, 1
B19, Trade, 47.200, 154, B19, S14, 1
B19, Trade, 52.217, 164, B19, S06, 1
B19, Trade, 58.483, 162, B19, S11, 1
B19, Trade, 73.483, 147, B19, S00, 1
B19, Trade, 79.700, 143, B19, S03, 1
B19, Trade, 80.817, 137, B19, S02, 1
B19, Trade, 85.700, 160, B19, S04, 1
B19, Trade, 101.983, 154, B19, S01, 1
B19, Trade, 106.067, 135, B19, S02, 1
B19, Trade, 115.583, 161, B19, S06, 1
B19, Trade, 116.450, 145, S11, B19, 1
B19, Trade, 123.967, 159, S12, B19, 1
B19, Trade, 126.283, 161, B19, S02, 1
B19, Trade, 132.250, 144, B19, S09, 1
B19, Trade, 135.967, 115, S02, B19, 1
B19, Trade, 140.867, 148, S02, B19, 1
B19, Trade, 146.500, 159, B19, S02, 1
B19, Trade, 154.417, 160, B19, S14, 1
B19, Trade, 156.000, 152, B19, S04, 1
B19, Trade, 168.000, 157, B19, S00, 1
B19, Trade, 171.067, 135, B19, S02, 1
B19, Trade, 176.917, 160, S15, B19, 1
B19, Trade, 187.600, 157, B19, S04, 1
B19, Trade, 192.050, 164, B19, S09, 1
B19, Trade, 198.167, 151, B19, S04, 1
B19, Trade, 202.050, 147, B19, S08, 1
B19, Trade, 210.883, 150, B19, S08, 1
B19, Trade, 216.367, 124, S02, B19, 1
B19, Trade, 225.183, 160, B19, S11, 1
B19, Trade, 227.167, 162, B19, S15, 1
B19, Trade, 234.300, 164, S03, B19, 1
B19, Trade, 241.317, 159, B19, S04, 1
B19, Trade, 246.683, 117, S02, B19, 1
B19, Trade, 254.450, 156, S15, B19, 1
B19, Trade, 257.650, 165, B19, S04, 1
B19, Trade, 272.900, 160, B19, S06, 1
B19, Trade, 277.517, 151, S01, B19, 1
B19, Trade, 285.850, 163, B19, S08, 1
B19, Trade, 289.550, 161, B19, S14, 1
B19, Trade, 299.167, 165, B19, S04, 1
B20, 20
B20, Trade, 6.717, 160, B20, S02, 1
B20, Trade, 35.550, 156, B20, S02, 1
B20, Trade, 49.433, 143, B20, S03, 1
B20, Trade, 50.900, 126, S02, B20, 1
B20, Trade, 56.417, 160, B20, S02, 1
B20, Trade, 71.700, 168, B20, S01, 1
