B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 1
B06, Trade, 186.017, 114, S00, B06, 1
B07, 0
B08, 0
B09, 0
B10, 4
B10, Trade, 145.917, 133, S07, B10, 1
B10, Trade, 186.333, 133, B10, S01, 1
B10, Trade, 251.417, 125, B10, S00, 1
B10, Trade, 286.583, 116, S00, B10, 1
B11, 1
B11, Trade, 241.500, 136, B11, S06, 1
B12, 7
B12, Trade, 23.967, 138, B12, S01, 1
B12, Trade, 111.050, 140, B12, S06, 1
B12, Trade, 126.317, 128, S07, B12, 1
B12, Trade, 132.000, 132, B12, S00, 1
B12, Trade, 177.167, 139, B12, S05, 1
B12, Trade, 208.983, 137, B12, S05, 1
B12, Trade, 235.533, 136, S08, B12, 1
B13, 5
B13, Trade, 46.800, 142, B13, S00, 1
B13, Trade, 82.567, 136, B13, S09, 1
B13, Trade, 91.217, 127, B13, S06, 1
B13, Trade, 256.667, 136, B13, S01, 1
B13, Trade, 297.033, 131, B13, S06, 1
B14, 5
B14, Trade, 25.517, 140, B14, S06, 1
B14, Trade, 50.917, 138, S09, B14, 1
B14, Trade, 101.017, 136, S01, B14, 1
B14, Trade, 186.050, 137, B14, S08, 1
B14, Trade, 243.117, 147, B14, S01, 1
B15, 2
B15, Trade, 5.650, 130, B15, S01, 1
B15, Trade, 107.733, 144, B15, S07, 1
B16, 3
B16, Trade, 16.067, 151, B16, S00, 1
B16, Trade, 25.483, 151, B16, S01, 1
B16, Trade, 184.117, 146, B16, S07, 1
B17, 44
B17, Trade, 6.850, 148, S04, B17, 1
B17, Trade, 15.033, 147, B17, S00, 1
B17, Trade, 15.400, 141, S05, B17, 1
B17, Trade, 23.450, 155, S05, B17, 1
B17, Trade, 25.750, 153, B17, S03, 1
B17, Trade, 37.033, 150, B17, S06, 1
B17, Trade, 41.750, 139, B17, S01, 1
B17, Trade, 45.583, 153, B17, S06, 1
B17, Trade, 50.583, 156, B17, S06, 1
B17, Trade, 65.650, 141, S01, B17, 1
B17, Trade, 71.950, 149, B17, S01, 1
B17, Trade, 80.233, 155, B17, S14, 1
B17, Trade, 80.683, 144, B17, S06, 1
B17, Trade, 87.633, 157, B17, S09, 1
B17, Trade, 95.783, 142, S06, B17, 1
B17, Trade, 114.983, 151, B17, S00, 1
B17, Trade, 115.800, 151, B17, S01, 1
B17, Trade, 123.933, 144, S08, B17, 1
B17, Trade, 126.450, 128, S06, B17, 1
B17, Trade, 137.067, 156, B17, S06, 1
B17, Trade, 144.833, 158, B17, S09, 1
B17, Trade, 146.000, 155, S01, B17, 1
B17, Trade, 159.383, 158, B17, S01, 1
B17, Trade, 162.533, 151, B17, S07, 1
B17, Trade, 168.133, 157, B17, S07, 1
B17, Trade, 172.933, 154, B17, S04, 1
B17, Trade, 183.433, 157, B17, S09, 1
B17, Trade, 189.650, 158, B17, S05, 1
B17, Trade, 191.633, 149, B17, S01, 1
B17, Trade, 198.033, 156, B17, S08, 1
B17, Trade, 201.917, 153, B17, S06, 1
B17, Trade, 209.033, 149, S09, B17, 1
B17, Trade, 219.150, 156, B17, S02, 1
B17, Trade, 223.700, 157, B17, S01, 1
B17, Trade, 227.900, 148, B17, S05, 1
B17, Trade, 234.183, 148, S13, B17, 1
B17, Trade, 242.767, 149, S07, B17, 1
B17, Trade, 258.217, 158, B17, S05, 1
B17, Trade, 262.050, 143, B17, S06, 1
B17, Trade, 266.533, 153, S06, B17, 1
B17, Trade, 271.467, 149, B17, S05, 1
B17, Trade, 280.383, 154, B17, S08, 1
B17, Trade, 287.083, 154, B17, S01, 1
B17, Trade, 293.600, 150, B17, S00, 1
B18, 20
B18, Trade, 15.817, 162, S08, B18, 1
B18, Trade, 33.667, 162, B18, S09, 1
B18, Trade, 40.567, 137, B18, S06, 1
B18, Trade, 47.117, 153, S11, B18, 1
B18, Trade, 68.050, 150, B18, S00, 1
B18, Trade, 71.467, 152, B18, S05, 1
B18, Trade, 75.917, 143, B18, S01, 1
B18, Trade, 82.100, 162, B18, S14, 1
B18, Trade, 98.117, 149, B18, S05, 1
B18, Trade, 129.067, 138, B18, S00, 1
B18, Trade, 138.650, 160, B18, S01, 1
B18, Trade, 156.400, 153, S14, B18, 1
B18, Trade, 161.883, 152, B18, S09, 1
B18, Trade, 182.450, 151, B18, S13, 1
B18, Trade, 188.833, 160, S07, B18, 1
B18, Trade, 219.267, 155, B18, S09, 1
B18, Trade, 231.783, 157, B18, S00, 1
B18, Trade, 240.683, 158, B18, S09, 1
B18, Trade, 251.717, 142, B18, S06, 1
B18, Trade, 268.433, 160, B18, S00, 1
B19, 25
B19, Trade, 9.150, 161, B19, S11, 1
B19, Trade, 15.000, 158, B19, S13, 1
B19, Trade, 26.583, 135, B19, S00, 1
B19, Trade, 31.183, 149, S13, B19, 1
B19, Trade, 39.267, 157, B19, S16, 1
B19, Trade, 44.917, 152, B19, S05, 1
B19, Trade, 45.833, 149, S14, B19, 1
B19, Trade, 57.117, 161, B19, S06, 1
B19, Trade, 74.117, 165, B19, S07, 1
B19, Trade, 79.817, 161, B19, S03, 1
B19, Trade, 81.650, 156, B19, S01, 1
B19, Trade, 93.017, 159, B19, S05, 1
B19, Trade, 97.183, 145, B19, S09, 1
B19, Trade, 119.233, 153, S14, B19, 1
B19, Trade, 141.517, 152, B19, S06, 1
B19, Trade, 148.617, 163, B19, S00, 1
B19, Trade, 174.083, 158, B19, S00, 1
B19, Trade, 208.550, 165, B19, S04, 1
B19, Trade, 212.950, 161, B19, S05, 1
B19, Trade, 224.733, 157, S05, B19, 1
B19, Trade, 226.533, 165, B19, S01, 1
B19, Trade, 234.750, 152, S07, B19, 1
B19, Trade, 236.533, 144, B19, S03, 1
B19, Trade, 262.417, 156, B19, S07, 1
B19, Trade, 277.633, 161, B19, S16, 1
B20, 16
B20, Trade, 22.733, 161, S16, B20, 1
B20, Trade, 52.833, 167, B20, S13, 1
B20, Trade, 61.817, 164, B20, S01, 1
B20, Trade, 85.700, 130, S05, B20, 1
B20, Trade, 97.083, 165, S13, B20, 1
B20, Trade, 108.200, 143, B20, S00, 1
B20, Trade, 112.467, 155, B20, S01, 1
B20, Trade, 174.933, 166, S05, B20, 1
B20, Trade, 176.050, 166, B20, S00, 1
B20, Trade, 185.567, 144, B20, S00, 1
B20, Trade, 203.300, 163, B20, S08, 1
B20, Trade, 216.983, 163, B20, S00, 1
B20, Trade, 228.800, 166, B20, S16, 1
B20, Trade, 237.150, 166, B20, S05, 1
B20, Trade, 261.733, 164, B20, S00, 1
B20, Trade, 282.650, 160, B20, S07, 1
B21, 18
B21, Trade, 5.867, 121, S06, B21, 1
B21, Trade, 12.933, 148, B21, S01, 1
B21, Trade, 31.800, 154, B21, S01, 1
B21, Trade, 35.550, 159, B21, S01, 1
B21, Trade, 42.467, 159, B21, S08, 1
B21, Trade, 55.717, 154, B21, S07, 1
B21, Trade, 72.483, 160, S09, B21, 1
B21, Trade, 109.133, 167, B21, S13, 1
B21, Trade, 121.233, 164, B21, S05, 1
B21, Trade, 128.217, 166, S05, B21, 1
B21, Trade, 153.600, 165, S11, B21, 1
B21, Trade, 157.350, 161, B21, S05, 1
B21, Trade, 204.900, 161, S14, B21, 1
B21, Trade, 224.333, 146, S07, B21, 1
B21, Trade, 247.783, 153, B21, S07, 1
B21, Trade, 256.883, 144, S07, B21, 1
B21, Trade, 284.867, 164, B21, S04, 1
B21, Trade, 289.117, 165, B21, S05, 1
B22, 53
B22, Trade, 6.383, 146, S05, B22, 1
B22, Trade, 15.233, 135, S06, B22, 1
B22, Trade, 21.717, 164, B22, S00, 1
B22, Trade, 28.417, 151, S08, B22, 1
B22, Trade, 33.033, 175, B22, S03, 1
B22, Trade, 36.167, 161, S07, B22, 1
B22, Trade, 43.333, 174, B22, S00, 1
B22, Trade, 46.233, 139, S01, B22, 1
B22, Trade, 60.250, 171, S16, B22, 1
B22, Trade, 64.450, 170, B22, S16, 1
B22, Trade, 66.050, 163, B22, S09, 1
B22, Trade, 71.217, 170, S06, B22, 1
B22, Trade, 83.683, 158, B22, S13, 1
B22, Trade, 86.467, 168, B22, S13, 1
B22, Trade, 91.417, 165, B22, S00, 1
B22, Trade, 97.450, 142, B22, S01, 1
B22, Trade, 107.317, 173, B22, S16, 1
B22, Trade, 110.717, 152, S07, B22, 1
B22, Trade, 116.983, 168, B22, S09, 1
B22, Trade, 122.367, 141, B22, S01, 1
B22, Trade, 134.033, 170, B22, S19, 1
B22, Trade, 138.317, 169, B22, S14, 1
B22, Trade, 142.333, 171, B22, S01, 1
B22, Trade, 149.067, 173, B22, S08, 1
B22, Trade, 152.483, 158, B22, S05, 1
B22, Trade, 159.367, 174, B22, S00, 1
B22, Trade, 162.950, 145, B22, S06, 1
B22, Trade, 166.633, 170, B22, S01, 1
B22, Trade, 171.400, 167, B22, S01, 1
B22, Trade, 181.217, 168, B22, S06, 1
B22, Trade, 187.433, 151, B22, S09, 1
B22, Trade, 192.533, 173, B22, S09, 1
B22, Trade, 198.967, 164, S16, B22, 1
B22, Trade, 202.817, 165, S13, B22, 1
B22, Trade, 206.817, 173, B22, S01, 1
B22, Trade, 212.850, 161, B22, S16, 1
B22, Trade, 217.950, 151, B22, S05, 1
B22, Trade, 223.967, 157, B22, S06, 1
B22, Trade, 227.750, 166, S14, B22, 1
B22, Trade, 232.033, 158, B22, S01, 1
B22, Trade, 236.817, 171, B22, S01, 1
B22, Trade, 245.917, 158, B22, S05, 1
B22, Trade, 246.983, 174, B22, S05, 1
B22, Trade, 255.567, 170, S17, B22, 1
B22, Trade, 257.500, 175, B22, S08, 1
B22, Trade, 261.983, 163, B22, S08, 1
B22, Trade, 267.117, 162, S16, B22, 1
B22, Trade, 275.917, 161, B22, S16, 1
B22, Trade, 278.900, 146, B22, S01, 1
B22, Trade, 283.633, 163, B22, S00, 1
B22, Trade, 286.717, 135, S07, B22, 1
B22, Trade, 292.383, 171, B22, S06, 1
B22, Trade, 296.867, 158, S14, B22, 1
B23, 53
B23, Trade, 5.033, 168, B23, S13, 1
B23, Trade, 10.233, 178, B23, S06, 1
B23, Trade, 18.600, 148, B23, S01, 1
B23, Trade, 20.500, 171, B23, S03, 1
B23, Trade, 26.033, 140, B23, S05, 1
B23, Trade, 30.300, 161, B23, S06, 1
B23, Trade, 38.667, 174, B23, S09, 1
B23, Trade, 41.450, 148, S07, B23, 1
B23, Trade, 51.600, 138, S07, B23, 1
B23, Trade, 55.667, 163, B23, S05, 1
B23, Trade, 65.817, 122, B23, S06, 1
B23, Trade, 79.417, 177, B23, S13, 1
B23, Trade, 82.700, 157, S00, B23, 1
B23, Trade, 86.167, 161, S14, B23, 1
B23, Trade, 92.983, 174, B23, S14, 1
B23, Trade, 98.183, 149, B23, S00, 1
B23, Trade, 102.483, 166, B23, S06, 1
B23, Trade, 107.000, 178, B23, S06, 1
B23, Trade, 111.567, 174, B23, S05, 1
B23, Trade, 116.600, 174, B23, S13, 1
B23, Trade, 122.167, 167, B23, S00, 1
B23, Trade, 128.150, 174, B23, S09, 1
B23, Trade, 131.167, 161, B23, S05, 1
B23, Trade, 135.900, 109, S00, B23, 1
B23, Trade, 143.417, 157, B23, S05, 1
B23, Trade, 147.383, 174, B23, S06, 1
B23, Trade, 151.783, 176, B23, S06, 1
B23, Trade, 156.850, 174, S21, B23, 1
B23, Trade, 165.633, 151, B23, S00, 1
B23, Trade, 167.183, 153, B23, S05, 1
B23, Trade, 171.833, 142, S06, B23, 1
B23, Trade, 176.450, 167, B23, S01, 1
B23, Trade, 183.267, 168, B23, S14, 1
B23, Trade, 191.767, 143, B23, S06, 1
B23, Trade, 197.867, 161, B23, S03, 1
B23, Trade, 201.100, 145, S10, B23, 1
B23, Trade, 206.183, 154, S14, B23, 1
B23, Trade, 211.467, 157, B23, S09, 1
B23, Trade, 220.767, 174, S16, B23, 1
B23, Trade, 221.650, 163, S14, B23, 1
B23, Trade, 230.000, 168, B23, S06, 1
B23, Trade, 232.117, 169, S14, B23, 1
B23, Trade, 242.867, 177, B23, S00, 1
B23, Trade, 247.150, 158, B23, S01, 1
B23, Trade, 253.067, 178, B23, S07, 1
B23, Trade, 256.833, 133, S06, B23, 1
B23, Trade, 266.567, 154, S01, B23, 1
B23, Trade, 273.183, 142, B23, S01, 1
B23, Trade, 277.550, 175, S00, B23, 1
B23, Trade, 281.783, 166, B23, S05, 1
B23, Trade, 288.333, 172, B23, S04, 1
B23, Trade, 292.717, 161, S07, B23, 1
B23, Trade, 296.883, 163, S05, B23, 1
B24, 13
B24, Trade, 44.183, 152, B24, S04, 1
B24, Trade, 52.550, 137, S05, B24, 1
B24, Trade, 67.083, 155, S13, B24, 1
B24, Trade, 83.100, 139, S05, B24, 1
B24, Trade, 145.783, 169, B24, S03, 1
B24, Trade, 154.600, 151, B24, S13, 1
B24, Trade, 191.483, 156, B24, S05, 1
B24, Trade, 196.317, 149, B24, S06, 1
B24, Trade, 204.817, 150, B24, S09, 1
B24, Trade, 206.350, 138, S00, B24, 1
B24, Trade, 212.200, 167, B24, S06, 1
B24, Trade, 228.033, 168, B24, S00, 1
B24, Trade, 244.117, 170, B24, S09, 1
B25, 33
B25, Trade, 7.983, 170, S15, B25, 1
B25, Trade, 10.800, 154, B25, S05, 1
B25, Trade, 17.117, 163, B25, S09, 1
B25, Trade, 24.850, 160, B25, S09, 1
B25, Trade, 27.950, 144, S13, B25, 1
B25, Trade, 33.117, 146, S02, B25, 1
B25, Trade, 41.900, 174, S17, B25, 1
B25, Trade, 45.617, 155, S16, B25, 1
B25, Trade, 54.633, 167, S16, B25, 1
B25, Trade, 58.133, 174, B25, S13, 1
B25, Trade, 66.700, 158, B25, S07, 1
B25, Trade, 91.200, 178, B25, S17, 1
B25, Trade, 101.133, 171, S00, B25, 1
B25, Trade, 110.917, 164, S02, B25, 1
B25, Trade, 121.150, 178, B25, S09, 1
B25, Trade, 131.533, 165, B25, S09, 1
B25, Trade, 143.183, 167, B25, S00, 1
B25, Trade, 156.200, 147, S06, B25, 1
B25, Trade, 189.033, 165, B25, S06, 1
B25, Trade, 195.767, 156, B25, S07, 1
B25, Trade, 204.400, 154, B25, S07, 1
B25, Trade, 208.017, 174, B25, S12, 1
B25, Trade, 212.067, 158, B25, S01, 1
B25, Trade, 228.733, 183, S12, B25, 1
B25, Trade, 238.033, 149, B25, S06, 1
B25, Trade, 246.917, 186, B25, S06, 1
B25, Trade, 258.467, 172, B25, S09, 1
B25, Trade, 269.183, 155, B25, S05, 1
B25, Trade, 272.783, 147, S06, B25, 1
B25, Trade, 279.483, 158, S14, B25, 1
B25, Trade, 282.167, 143, B25, S01, 1
B25, Trade, 286.450, 183, B25, S06, 1
B25, Trade, 297.733, 163, B25, S09, 1
B26, 28
B26, Trade, 7.250, 165, S14, B26, 1
B26, Trade, 11.417, 160, S09, B26, 1
B26, Trade, 22.283, 157, B26, S06, 1
B26, Trade, 30.583, 153, B26, S00, 1
B26, Trade, 35.800, 183, B26, S00, 1
B26, Trade, 56.633, 165, S11, B26, 1
B26, Trade, 62.100, 141, B26, S05, 1
B26, Trade, 77.967, 167, B26, S09, 1
B26, Trade, 82.650, 152, S07, B26, 1
B26, Trade, 107.900, 148, S14, B26, 1
B26, Trade, 111.333, 184, B26, S08, 1
B26, Trade, 120.667, 158, B26, S00, 1
B26, Trade, 121.850, 179, S14, B26, 1
B26, Trade, 130.417, 186, B26, S16, 1
B26, Trade, 136.817, 161, B26, S16, 1
B26, Trade, 145.700, 174, S12, B26, 1
B26, Trade, 167.100, 173, B26, S06, 1
B26, Trade, 177.850, 174, S09, B26, 1
B26, Trade, 181.300, 178, B26, S01, 1
B26, Trade, 190.983, 161, B26, S04, 1
B26, Trade, 195.500, 164, B26, S00, 1
B26, Trade, 243.567, 160, S16, B26, 1
B26, Trade, 253.333, 171, B26, S01, 1
B26, Trade, 259.867, 158, B26, S00, 1
B26, Trade, 271.150, 180, B26, S09, 1
B26, Trade, 273.633, 145, B26, S00, 1
B26, Trade, 277.950, 162, B26, S09, 1
B26, Trade, 284.617, 173, B26, S14, 1
