B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 1
B09, Trade, 251.283, 126, S02, B09, 1
B10, 0
B11, 0
B12, 0
B13, 3
B13, Trade, 96.917, 139, B13, S04, 1
B13, Trade, 238.083, 135, B13, S02, 1
B13, Trade, 241.783, 139, B13, S04, 1
B14, 2
B14, Trade, 130.983, 127, B14, S02, 1
B14, Trade, 271.400, 126, B14, S04, 1
B15, 4
B15, Trade, 67.500, 137, B15, S04, 1
B15, Trade, 248.900, 138, S10, B15, 1
B15, Trade, 267.333, 143, B15, S03, 1
B15, Trade, 291.767, 145, B15, S04, 1
B16, 1
B16, Trade, 178.200, 151, B16, S06, 1
B17, 36
B17, Trade, 6.300, 158, B17, S03, 1
B17, Trade, 19.900, 150, B17, S07, 1
B17, Trade, 22.833, 158, B17, S07, 1
B17, Trade, 26.283, 158, B17, S04, 1
B17, Trade, 37.817, 148, B17, S04, 1
B17, Trade, 45.933, 157, B17, S02, 1
B17, Trade, 55.750, 140, B17, S04, 1
B17, Trade, 72.883, 150, B17, S06, 1
B17, Trade, 83.067, 152, B17, S07, 1
B17, Trade, 85.717, 127, S02, B17, 1
B17, Trade, 96.900, 142, B17, S02, 1
B17, Trade, 102.167, 155, B17, S02, 1
B17, Trade, 106.217, 158, B17, S07, 1
B17, Trade, 121.683, 148, B17, S04, 1
B17, Trade, 127.483, 156, B17, S10, 1
B17, Trade, 136.550, 151, B17, S02, 1
B17, Trade, 142.117, 158, B17, S06, 1
B17, Trade, 154.550, 148, B17, S01, 1
B17, Trade, 155.917, 106, S02, B17, 1
B17, Trade, 173.017, 156, B17, S06, 1
B17, Trade, 179.550, 152, B17, S01, 1
B17, Trade, 181.733, 137, B17, S02, 1
B17, Trade, 190.700, 158, B17, S01, 1
B17, Trade, 203.567, 151, B17, S03, 1
B17, Trade, 206.667, 137, S02, B17, 1
B17, Trade, 213.883, 143, B17, S04, 1
B17, Trade, 225.217, 154, B17, S13, 1
B17, Trade, 233.500, 154, B17, S10, 1
B17, Trade, 237.983, 140, B17, S10, 1
B17, Trade, 243.650, 153, S07, B17, 1
B17, Trade, 247.883, 144, B17, S02, 1
B17, Trade, 264.500, 150, B17, S01, 1
B17, Trade, 266.850, 156, B17, S04, 1
B17, Trade, 273.600, 158, B17, S03, 1
B17, Trade, 288.150, 157, B17, S04, 1
B17, Trade, 293.617, 158, B17, S01, 1
B18, 4
B18, Trade, 6.467, 134, S01, B18, 1
B18, Trade, 111.117, 155, S07, B18, 1
B18, Trade, 144.567, 160, B18, S04, 1
B18, Trade, 285.250, 156, B18, S04, 1
B19, 3
B19, Trade, 106.467, 153, B19, S03, 1
B19, Trade, 172.750, 161, B19, S04, 1
B19, Trade, 190.367, 151, B19, S03, 1
B20, 30
B20, Trade, 21.017, 167, B20, S12, 1
B20, Trade, 28.100, 150, B20, S02, 1
B20, Trade, 30.817, 167, B20, S02, 1
B20, Trade, 36.383, 164, B20, S02, 1
B20, Trade, 53.817, 152, S04, B20, 1
B20, Trade, 56.500, 152, S13, B20, 1
B20, Trade, 66.117, 158, B20, S06, 1
B20, Trade, 71.483, 156, B20, S02, 1
