B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 1
B10, Trade, 25.467, 127, B10, S01, 1
B11, 0
B12, 1
B12, Trade, 221.483, 123, S00, B12, 1
B13, 9
B13, Trade, 8.767, 143, B13, S05, 1
B13, Trade, 66.183, 125, B13, S04, 1
B13, Trade, 70.633, 131, S09, B13, 1
B13, Trade, 131.167, 140, B13, S00, 1
B13, Trade, 164.700, 125, B13, S00, 1
B13, Trade, 176.083, 136, B13, S00, 1
B13, Trade, 191.200, 130, B13, S01, 1
B13, Trade, 206.383, 114, S01, B13, 1
B13, Trade, 278.267, 143, B13, S09, 1
B14, 0
B15, 1
B15, Trade, 72.317, 137, B15, S01, 1
B16, 6
B16, Trade, 196.150, 108, S00, B16, 1
B16, Trade, 206.517, 134, S03, B16, 1
B16, Trade, 224.933, 143, B16, S01, 1
B16, Trade, 238.983, 154, B16, S00, 1
B16, Trade, 250.833, 153, B16, S04, 1
B16, Trade, 282.083, 148, S00, B16, 1
B17, 0
B18, 13
B18, Trade, 17.167, 158, B18, S13, 1
B18, Trade, 22.867, 143, B18, S01, 1
B18, Trade, 56.417, 159, B18, S00, 1
B18, Trade, 61.217, 158, B18, S01, 1
B18, Trade, 68.817, 158, B18, S01, 1
B18, Trade, 72.233, 150, B18, S13, 1
B18, Trade, 147.683, 154, B18, S01, 1
B18, Trade, 155.250, 152, B18, S00, 1
B18, Trade, 175.567, 160, B18, S05, 1
B18, Trade, 203.433, 154, B18, S13, 1
B18, Trade, 254.567, 152, S09, B18, 1
B18, Trade, 261.617, 154, B18, S00, 1
B18, Trade, 279.217, 149, B18, S12, 1
B19, 39
B19, Trade, 7.833, 150, S10, B19, 1
B19, Trade, 19.467, 155, B19, S08, 1
B19, Trade, 24.533, 153, S02, B19, 1
B19, Trade, 25.383, 151, B19, S00, 1
B19, Trade, 31.033, 165, B19, S01, 1
B19, Trade, 35.767, 103, B19, S00, 1
B19, Trade, 47.983, 163, B19, S01, 1
B19, Trade, 51.917, 163, B19, S09, 1
B19, Trade, 62.717, 162, B19, S09, 1
B19, Trade, 68.800, 160, B19, S11, 1
B19, Trade, 70.550, 135, S02, B19, 1
B19, Trade, 79.817, 157, B19, S12, 1
B19, Trade, 83.450, 159, B19, S14, 1
B19, Trade, 89.483, 164, B19, S04, 1
B19, Trade, 95.750, 106, S00, B19, 1
B19, Trade, 100.900, 163, B19, S00, 1
B19, Trade, 109.450, 160, B19, S01, 1
B19, Trade, 112.550, 147, B19, S12, 1
B19, Trade, 116.317, 150, B19, S00, 1
B19, Trade, 125.867, 158, S17, B19, 1
B19, Trade, 131.333, 151, S13, B19, 1
B19, Trade, 145.383, 140, B19, S10, 1
B19, Trade, 151.133, 163, B19, S17, 1
B19, Trade, 159.883, 161, B19, S13, 1
B19, Trade, 161.817, 157, B19, S04, 1
B19, Trade, 167.167, 147, S00, B19, 1
B19, Trade, 188.833, 165, B19, S01, 1
B19, Trade, 193.633, 164, B19, S00, 1
B19, Trade, 216.033, 152, B19, S11, 1
B19, Trade, 230.600, 164, B19, S04, 1
B19, Trade, 232.033, 160, B19, S16, 1
B19, Trade, 239.083, 159, B19, S01, 1
B19, Trade, 254.233, 150, B19, S01, 1
B19, Trade, 264.000, 154, B19, S12, 1
B19, Trade, 272.017, 155, B19, S04, 1
B19, Trade, 278.300, 139, B19, S04, 1
B19, Trade, 281.667, 165, B19, S01, 1
B19, Trade, 289.683, 159, B19, S04, 1
B19, Trade, 293.317, 162, B19, S17, 1
B20, 27
B20, Trade, 8.467, 162, B20, S09, 1
B20, Trade, 13.050, 167, B20, S07, 1
B20, Trade, 18.250, 154, B20, S05, 1
B20, Trade, 22.783, 149, B20, S04, 1
B20, Trade, 31.000, 167, B20, S00, 1
B20, Trade, 40.183, 165, B20, S12, 1
B20, Trade, 48.933, 160, B20, S04, 1
B20, Trade, 53.267, 160, B20, S06, 1
B20, Trade, 60.033, 158, S06, B20, 1
B20, Trade, 65.933, 128, B20, S00, 1
B20, Trade, 71.100, 168, B20, S04, 1
B20, Trade, 79.383, 164, B20, S13, 1
B20, Trade, 101.800, 137, B20, S04, 1
B20, Trade, 116.067, 155, S11, B20, 1
B20, Trade, 144.383, 168, B20, S14, 1
B20, Trade, 153.867, 167, B20, S05, 1
B20, Trade, 167.533, 151, S09, B20, 1
B20, Trade, 173.733, 161, B20, S15, 1
B20, Trade, 193.900, 160, B20, S12, 1
B20, Trade, 201.833, 160, B20, S02, 1
B20, Trade, 210.033, 167, B20, S09, 1
B20, Trade, 211.467, 136, B20, S00, 1
B20, Trade, 227.050, 156, B20, S02, 1
B20, Trade, 242.400, 163, B20, S12, 1
B20, Trade, 249.683, 161, B20, S02, 1
B20, Trade, 287.300, 167, S16, B20, 1
B20, Trade, 292.667, 166, B20, S13, 1
B21, 5
B21, Trade, 65.633, 158, S09, B21, 1
B21, Trade, 79.933, 150, B21, S02, 1
B21, Trade, 88.567, 149, B21, S00, 1
B21, Trade, 145.983, 132, B21, S00, 1
B21, Trade, 248.833, 145, B21, S00, 1
B22, 21
B22, Trade, 6.683, 162, B22, S07, 1
B22, Trade, 17.150, 164, B22, S01, 1
B22, Trade, 21.717, 172, B22, S00, 1
B22, Trade, 34.650, 163, S12, B22, 1
B22, Trade, 50.367, 141, B22, S00, 1
B22, Trade, 77.600, 175, B22, S00, 1
B22, Trade, 88.483, 165, B22, S12, 1
B22, Trade, 112.083, 156, B22, S01, 1
B22, Trade, 116.367, 144, B22, S01, 1
B22, Trade, 121.133, 150, B22, S00, 1
B22, Trade, 131.883, 169, S17, B22, 1
B22, Trade, 149.217, 171, S15, B22, 1
B22, Trade, 155.783, 155, S12, B22, 1
B22, Trade, 167.767, 163, B22, S01, 1
B22, Trade, 172.200, 171, B22, S04, 1
B22, Trade, 197.483, 172, B22, S02, 1
B22, Trade, 202.533, 151, S09, B22, 1
B22, Trade, 233.017, 171, B22, S04, 1
B22, Trade, 267.767, 167, B22, S00, 1
B22, Trade, 280.550, 137, B22, S01, 1
B22, Trade, 290.767, 171, B22, S05, 1
B23, 47
B23, Trade, 6.733, 147, B23, S01, 1
B23, Trade, 14.350, 150, B23, S05, 1
B23, Trade, 15.700, 175, B23, S16, 1
B23, Trade, 21.817, 167, B23, S13, 1
B23, Trade, 33.433, 147, B23, S08, 1
B23, Trade, 37.583, 169, B23, S17, 1
B23, Trade, 41.917, 164, B23, S00, 1
B23, Trade, 46.950, 175, B23, S07, 1
B23, Trade, 54.750, 170, B23, S12, 1
B23, Trade, 61.967, 177, B23, S00, 1
B23, Trade, 68.567, 169, B23, S10, 1
B23, Trade, 71.700, 167, B23, S00, 1
B23, Trade, 76.300, 170, B23, S10, 1
B23, Trade, 80.533, 166, S01, B23, 1
B23, Trade, 88.000, 162, B23, S01, 1
B23, Trade, 92.583, 175, B23, S00, 1
B23, Trade, 97.150, 161, B23, S09, 1
B23, Trade, 102.700, 156, B23, S01, 1
B23, Trade, 107.933, 170, S15, B23, 1
B23, Trade, 113.450, 169, B23, S11, 1
B23, Trade, 118.533, 175, B23, S05, 1
B23, Trade, 124.717, 170, B23, S02, 1
B23, Trade, 144.317, 178, B23, S01, 1
B23, Trade, 147.000, 177, B23, S02, 1
B23, Trade, 151.983, 179, B23, S04, 1
B23, Trade, 157.250, 179, B23, S17, 1
B23, Trade, 161.550, 164, B23, S12, 1
B23, Trade, 166.367, 164, S07, B23, 1
B23, Trade, 171.300, 176, B23, S00, 1
B23, Trade, 190.483, 170, B23, S02, 1
B23, Trade, 198.550, 172, S15, B23, 1
B23, Trade, 208.467, 168, S15, B23, 1
B23, Trade, 214.817, 177, B23, S04, 1
B23, Trade, 226.533, 174, B23, S01, 1
B23, Trade, 231.400, 164, B23, S00, 1
B23, Trade, 237.917, 171, B23, S13, 1
B23, Trade, 241.650, 164, B23, S00, 1
B23, Trade, 248.033, 170, B23, S13, 1
B23, Trade, 252.650, 149, B23, S00, 1
B23, Trade, 258.650, 160, B23, S10, 1
B23, Trade, 263.900, 171, S01, B23, 1
B23, Trade, 268.217, 166, B23, S12, 1
B23, Trade, 272.683, 159, B23, S11, 1
B23, Trade, 278.567, 173, S03, B23, 1
B23, Trade, 284.217, 168, S16, B23, 1
B23, Trade, 289.617, 171, S12, B23, 1
B23, Trade, 296.833, 174, B23, S01, 1
B24, 29
B24, Trade, 13.100, 169, S16, B24, 1
B24, Trade, 23.650, 182, S23, B24, 1
B24, Trade, 27.050, 154, B24, S12, 1
B24, Trade, 30.867, 180, B24, S04, 1
B24, Trade, 35.700, 114, S01, B24, 1
B24, Trade, 41.383, 172, S05, B24, 1
B24, Trade, 49.283, 173, S17, B24, 1
B24, Trade, 59.450, 173, B24, S12, 1
B24, Trade, 75.017, 164, B24, S12, 1
B24, Trade, 79.583, 179, B24, S08, 1
B24, Trade, 89.917, 163, S07, B24, 1
