B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 2
B05, Trade, 25.533, 111, S02, B05, 1
B05, Trade, 131.217, 110, B05, S00, 1
B06, 0
B07, 0
B08, 0
B09, 0
B10, 1
B10, Trade, 298.283, 126, B10, S03, 1
B11, 18
B11, Trade, 5.833, 132, B11, S06, 1
B11, Trade, 10.800, 120, B11, S00, 1
B11, Trade, 52.650, 133, B11, S04, 1
B11, Trade, 74.283, 137, B11, S05, 1
B11, Trade, 83.733, 136, B11, S05, 1
B11, Trade, 98.767, 134, B11, S00, 1
B11, Trade, 100.900, 130, B11, S06, 1
B11, Trade, 106.217, 131, B11, S06, 1
B11, Trade, 113.617, 130, S05, B11, 1
B11, Trade, 126.033, 118, S02, B11, 1
B11, Trade, 147.600, 126, B11, S05, 1
B11, Trade, 162.750, 130, B11, S06, 1
B11, Trade, 182.600, 136, B11, S03, 1
B11, Trade, 208.617, 137, B11, S02, 1
B11, Trade, 233.017, 134, B11, S05, 1
B11, Trade, 236.583, 106, S02, B11, 1
B11, Trade, 262.633, 136, B11, S09, 1
B11, Trade, 283.217, 126, B11, S03, 1
B12, 11
B12, Trade, 36.983, 140, B12, S05, 1
B12, Trade, 55.800, 135, B12, S04, 1
B12, Trade, 64.117, 134, S04, B12, 1
B12, Trade, 70.050, 135, B12, S00, 1
B12, Trade, 76.983, 134, B12, S04, 1
B12, Trade, 109.883, 129, S05, B12, 1
B12, Trade, 189.633, 134, B12, S04, 1
B12, Trade, 202.250, 135, B12, S02, 1
B12, Trade, 222.200, 139, B12, S02, 1
B12, Trade, 266.717, 128, S02, B12, 1
B12, Trade, 286.583, 137, B12, S02, 1
B13, 2
B13, Trade, 172.967, 138, B13, S09, 1
B13, Trade, 224.633, 133, B13, S03, 1
B14, 2
B14, Trade, 174.300, 139, B14, S01, 1
B14, Trade, 218.950, 139, B14, S04, 1
B15, 10
B15, Trade, 29.300, 146, B15, S03, 1
B15, Trade, 122.550, 141, B15, S05, 1
B15, Trade, 190.233, 128, B15, S00, 1
B15, Trade, 202.567, 136, S08, B15, 1
B15, Trade, 212.550, 142, B15, S00, 1
B15, Trade, 226.433, 100, S00, B15, 1
B15, Trade, 262.600, 138, B15, S03, 1
B15, Trade, 272.917, 137, S09, B15, 1
B15, Trade, 283.417, 128, B15, S02, 1
B15, Trade, 286.433, 126, B15, S00, 1
B16, 14
B16, Trade, 14.033, 152, B16, S01, 1
