,trade,best_bid,best_offer,trader_name0,total_profit0,traders_number0,avg_profit0,trader_name1,total_profit1,traders_number1,avg_profit1,trader_name2,total_profit2,traders_number2,avg_profit2,trader_name3,total_profit3,traders_number3,avg_profit3,trader_name4,total_profit4,traders_number4,avg_profit4,trader_name5,total_profit5,traders_number5,avg_profit5,run_n,k,F
663,300.0,181.0,188.0, GVWY,4802.0,10.0,480.2, PRDE,633.0,10.1,63.3, SHVR,6502.0,10.2,650.2, SNPR,1928.0,10.3,192.8, ZIC,2938.0,10.4,293.8, ZIP,6735.0,10.5,673.5,1,8,0.2
372,300.0,181.0,187.0, GVWY,5274.0,10.0,527.4, PRDE,2072.0,10.1,207.2, SHVR,8998.0,10.2,899.8, SNPR,2057.0,10.3,205.7, ZIC,2552.0,10.4,255.2, ZIP,6074.0,10.5,607.4,1,8,0.4
550,300.0,177.0,201.0, GVWY,6703.0,10.0,670.3, PRDE,4264.0,10.1,426.4, SHVR,4548.0,10.2,454.8, SNPR,812.0,10.3,81.2, ZIC,5306.0,10.4,530.6, ZIP,6971.0,10.5,697.1,1,8,0.6
140,300.0,166.0,187.0, GVWY,12934.0,10.0,1293.4, PRDE,3294.0,10.1,329.4, SHVR,5135.0,10.2,513.5, SNPR,1040.0,10.3,104.0, ZIC,860.0,10.4,86.0, ZIP,7403.0,10.5,740.3,1,8,0.8
611,300.0,172.0,181.0, GVWY,5255.0,10.0,525.5, PRDE,4546.0,10.1,454.6, SHVR,12890.0,10.2,1289.0, SNPR,1834.0,10.3,183.4, ZIC,1534.0,10.4,153.4, ZIP,3605.0,10.5,360.5,1,8,1.1
850,300.0,178.0,189.0, GVWY,4566.0,10.0,456.6, PRDE,4426.0,10.1,442.6, SHVR,6112.0,10.2,611.2, SNPR,2010.0,10.3,201.0, ZIC,5372.0,10.4,537.2, ZIP,2983.0,10.5,298.3,1,8,1.3
742,300.0,174.0,181.0, GVWY,9279.0,10.0,927.9, PRDE,1913.0,10.1,191.3, SHVR,8046.0,10.2,804.6, SNPR,1719.0,10.3,171.9, ZIC,1621.0,10.4,162.1, ZIP,5050.0,10.5,505.0,1,8,1.5
801,300.0,183.0,191.0, GVWY,4339.0,10.0,433.9, PRDE,2109.0,10.1,210.9, SHVR,9380.0,10.2,938.0, SNPR,1798.0,10.3,179.8, ZIC,2559.0,10.4,255.9, ZIP,7305.0,10.5,730.5,1,8,1.7
208,300.0,175.0,185.0, GVWY,2937.0,10.0,293.7, PRDE,4212.0,10.1,421.2, SHVR,9321.0,10.2,932.1, SNPR,2047.0,10.3,204.7, ZIC,1310.0,10.4,131.0, ZIP,6778.0,10.5,677.8,1,8,2.0
674,300.0,178.0,185.0, GVWY,5859.0,10.0,585.9, PRDE,2571.0,10.1,257.1, SHVR,2907.0,10.2,290.7, SNPR,1197.0,10.3,119.7, ZIC,2676.0,10.4,267.6, ZIP,7460.0,10.5,746.0,1,16,0.0
246,300.0,170.0,171.0, GVWY,6704.0,10.0,670.4, PRDE,2800.0,10.1,280.0, SHVR,6294.0,10.2,629.4, SNPR,1678.0,10.3,167.8, ZIC,1149.0,10.4,114.9, ZIP,10137.0,10.5,1013.7,1,16,0.2
765,300.0,169.0,178.0, GVWY,7404.0,10.0,740.4, PRDE,576.0,10.1,57.6, SHVR,9821.0,10.2,982.1, SNPR,877.0,10.3,87.7, ZIC,3108.0,10.4,310.8, ZIP,9852.0,10.5,985.2,1,16,0.4
93,300.0,175.0,183.0, GVWY,6341.0,10.0,634.1, PRDE,3537.0,10.1,353.7, SHVR,4559.0,10.2,455.9, SNPR,327.0,10.3,32.7, ZIC,4070.0,10.4,407.0, ZIP,8181.0,10.5,818.1,1,16,0.6
233,300.0,178.0,190.0, GVWY,7316.0,10.0,731.6, PRDE,2365.0,10.1,236.5, SHVR,4618.0,10.2,461.8, SNPR,1077.0,10.3,107.7, ZIC,1913.0,10.4,191.3, ZIP,11167.0,10.5,1116.7,1,16,0.8
469,300.0,179.0,185.0, GVWY,1830.0,10.0,183.0, PRDE,4918.0,10.1,491.8, SHVR,7395.0,10.2,739.5, SNPR,1522.0,10.3,152.2, ZIC,5034.0,10.4,503.4, ZIP,6193.0,10.5,619.3,1,16,1.1
450,300.0,167.0,178.0, GVWY,10110.0,10.0,1011.0, PRDE,3841.0,10.1,384.1, SHVR,3531.0,10.2,353.1, SNPR,1022.0,10.3,102.2, ZIC,3590.0,10.4,359.0, ZIP,8687.0,10.5,868.7,1,16,1.3
694,300.0,175.0,186.0, GVWY,5139.0,10.0,513.9, PRDE,1688.0,10.1,168.8, SHVR,4682.0,10.2,468.2, SNPR,2656.0,10.3,265.6, ZIC,4249.0,10.4,424.9, ZIP,4565.0,10.5,456.5,1,16,1.5
358,300.0,175.0,181.0, GVWY,6620.0,10.0,662.0, PRDE,3189.0,10.1,318.9, SHVR,6043.0,10.2,604.3, SNPR,623.0,10.3,62.3, ZIC,3610.0,10.4,361.0, ZIP,7813.0,10.5,781.3,1,16,1.7
599,300.0,183.0,198.0, GVWY,4697.0,10.0,469.7, PRDE,3658.0,10.1,365.8, SHVR,9936.0,10.2,993.6, SNPR,1588.0,10.3,158.8, ZIC,2440.0,10.4,244.0, ZIP,4001.0,10.5,400.1,1,16,2.0
829,300.0,185.0,195.0, GVWY,4873.0,10.0,487.3, PRDE,5105.0,10.1,510.5, SHVR,7307.0,10.2,730.7, SNPR,2002.0,10.3,200.2, ZIC,1792.0,10.4,179.2, ZIP,6131.0,10.5,613.1,1,32,0.0
13,300.0,178.0,204.0, GVWY,5220.0,10.0,522.0, PRDE,4752.0,10.1,475.2, SHVR,6462.0,10.2,646.2, SNPR,1198.0,10.3,119.8, ZIC,4499.0,10.4,449.9, ZIP,6446.0,10.5,644.6,1,32,0.2
433,300.0,167.0,174.0, GVWY,10257.0,10.0,1025.7, PRDE,3483.0,10.1,348.3, SHVR,6727.0,10.2,672.7, SNPR,1770.0,10.3,177.0, ZIC,2879.0,10.4,287.9, ZIP,3498.0,10.5,349.8,1,32,0.4
215,300.0,169.0,178.0, GVWY,9638.0,10.0,963.8, PRDE,1956.0,10.1,195.6, SHVR,11543.0,10.2,1154.3, SNPR,1120.0,10.3,112.0, ZIC,1791.0,10.4,179.1, ZIP,2833.0,10.5,283.3,1,32,0.6
640,300.0,181.0,218.0, GVWY,11242.0,10.0,1124.2, PRDE,5135.0,10.1,513.5, SHVR,3365.0,10.2,336.5, SNPR,1268.0,10.3,126.8, ZIC,2384.0,10.4,238.4, ZIP,4220.0,10.5,422.0,1,32,0.8
419,300.0,175.0,191.0, GVWY,5491.0,10.0,549.1, PRDE,1984.0,10.1,198.4, SHVR,5474.0,10.2,547.4, SNPR,2359.0,10.3,235.9, ZIC,2402.0,10.4,240.2, ZIP,6685.0,10.5,668.5,1,32,1.1
295,300.0,178.0,188.0, GVWY,5857.0,10.0,585.7, PRDE,5477.0,10.1,547.7, SHVR,7270.0,10.2,727.0, SNPR,1334.0,10.3,133.4, ZIC,1603.0,10.4,160.3, ZIP,4988.0,10.5,498.8,1,32,1.3
373,300.0,170.0,183.0, GVWY,7600.0,10.0,760.0, PRDE,4388.0,10.1,438.8, SHVR,2498.0,10.2,249.8, SNPR,1013.0,10.3,101.3, ZIC,2464.0,10.4,246.4, ZIP,9930.0,10.5,993.0,1,32,1.5
638,300.0,171.0,181.0, GVWY,2195.0,10.0,219.5, PRDE,8787.0,10.1,878.7, SHVR,4730.0,10.2,473.0, SNPR,452.0,10.3,45.2, ZIC,2554.0,10.4,255.4, ZIP,9546.0,10.5,954.6,1,32,1.7
471,300.0,179.0,188.0, GVWY,2885.0,10.0,288.5, PRDE,2163.0,10.1,216.3, SHVR,8064.0,10.2,806.4, SNPR,786.0,10.3,78.6, ZIC,5778.0,10.4,577.8, ZIP,6721.0,10.5,672.1,1,32,2.0
35,300.0,174.0,189.0, GVWY,2827.0,10.0,282.7, PRDE,103.0,10.1,10.3, SHVR,8360.0,10.2,836.0, SNPR,1767.0,10.3,176.7, ZIC,7829.0,10.4,782.9, ZIP,4657.0,10.5,465.7,1,64,0.0
593,300.0,174.0,181.0, GVWY,7380.0,10.0,738.0, PRDE,2115.0,10.1,211.5, SHVR,6212.0,10.2,621.2, SNPR,1674.0,10.3,167.4, ZIC,3269.0,10.4,326.9, ZIP,5730.0,10.5,573.0,1,64,0.2
313,300.0,188.0,191.0, GVWY,8340.0,10.0,834.0, PRDE,3089.0,10.1,308.9, SHVR,2981.0,10.2,298.1, SNPR,2521.0,10.3,252.1, ZIC,2316.0,10.4,231.6, ZIP,6086.0,10.5,608.6,1,64,0.4
557,300.0,170.0,172.0, GVWY,2090.0,10.0,209.0, PRDE,6627.0,10.1,662.7, SHVR,10105.0,10.2,1010.5, SNPR,2100.0,10.3,210.0, ZIC,1376.0,10.4,137.6, ZIP,5246.0,10.5,524.6,1,64,0.6
454,300.0,178.0,193.0, GVWY,5083.0,10.0,508.3, PRDE,3886.0,10.1,388.6, SHVR,2196.0,10.2,219.6, SNPR,1959.0,10.3,195.9, ZIC,4584.0,10.4,458.4, ZIP,7053.0,10.5,705.3,1,64,0.8
488,300.0,157.0,205.0, GVWY,6518.0,10.0,651.8, PRDE,4714.0,10.1,471.4, SHVR,5372.0,10.2,537.2, SNPR,518.0,10.3,51.8, ZIC,4663.0,10.4,466.3, ZIP,7582.0,10.5,758.2,1,64,1.1
99,300.0,170.0,180.0, GVWY,2910.0,10.0,291.0, PRDE,4295.0,10.1,429.5, SHVR,9211.0,10.2,921.1, SNPR,1583.0,10.3,158.3, ZIC,2127.0,10.4,212.7, ZIP,5397.0,10.5,539.7,1,64,1.3
187,300.0,192.0,198.0, GVWY,12093.0,10.0,1209.3, PRDE,3734.0,10.1,373.4, SHVR,6419.0,10.2,641.9, SNPR,1936.0,10.3,193.6, ZIC,1958.0,10.4,195.8, ZIP,4796.0,10.5,479.6,1,64,1.5
330,300.0,163.0,185.0, GVWY,6461.0,10.0,646.1, PRDE,4996.0,10.1,499.6, SHVR,5606.0,10.2,560.6, SNPR,879.0,10.3,87.9, ZIC,2170.0,10.4,217.0, ZIP,7789.0,10.5,778.9,1,64,1.7
686,300.0,173.0,177.0, GVWY,9488.0,10.0,948.8, PRDE,1365.0,10.1,136.5, SHVR,5568.0,10.2,556.8, SNPR,555.0,10.3,55.5, ZIC,4828.0,10.4,482.8, ZIP,8080.0,10.5,808.0,1,64,2.0
772,300.0,181.0,203.0, GVWY,6250.0,10.0,625.0, PRDE,4040.0,10.1,404.0, SHVR,8174.0,10.2,817.4, SNPR,1140.0,10.3,114.0, ZIC,2105.0,10.4,210.5, ZIP,7180.0,10.5,718.0,1,128,0.0
138,300.0,167.0,184.0, GVWY,11046.0,10.0,1104.6, PRDE,4301.0,10.1,430.1, SHVR,3056.0,10.2,305.6, SNPR,1016.0,10.3,101.6, ZIC,2639.0,10.4,263.9, ZIP,3896.0,10.5,389.6,1,128,0.2
509,300.0,176.0,177.0, GVWY,2551.0,10.0,255.1, PRDE,2419.0,10.1,241.9, SHVR,11550.0,10.2,1155.0, SNPR,1506.0,10.3,150.6, ZIC,3555.0,10.4,355.5, ZIP,7258.0,10.5,725.8,1,128,0.4
734,300.0,166.0,185.0, GVWY,8271.0,10.0,827.1, PRDE,3705.0,10.1,370.5, SHVR,5291.0,10.2,529.1, SNPR,1214.0,10.3,121.4, ZIC,2774.0,10.4,277.4, ZIP,7251.0,10.5,725.1,1,128,0.6
458,300.0,166.0,190.0, GVWY,6815.0,10.0,681.5, PRDE,4535.0,10.1,453.5, SHVR,4534.0,10.2,453.4, SNPR,724.0,10.3,72.4, ZIC,5426.0,10.4,542.6, ZIP,10349.0,10.5,1034.9,1,128,0.8
837,300.0,171.0,195.0, GVWY,4072.0,10.0,407.2, PRDE,4164.0,10.1,416.4, SHVR,7815.0,10.2,781.5, SNPR,2118.0,10.3,211.8, ZIC,3254.0,10.4,325.4, ZIP,4066.0,10.5,406.6,1,128,1.1
617,300.0,184.0,188.0, GVWY,2195.0,10.0,219.5, PRDE,6068.0,10.1,606.8, SHVR,11016.0,10.2,1101.6, SNPR,1154.0,10.3,115.4, ZIC,4659.0,10.4,465.9, ZIP,4315.0,10.5,431.5,1,128,1.3
100,300.0,170.0,190.0, GVWY,8223.0,10.0,822.3, PRDE,4039.0,10.1,403.9, SHVR,7211.0,10.2,721.1, SNPR,870.0,10.3,87.0, ZIC,2004.0,10.4,200.4, ZIP,8272.0,10.5,827.2,1,128,1.5
211,300.0,186.0,192.0, GVWY,10186.0,10.0,1018.6, PRDE,7444.0,10.1,744.4, SHVR,11200.0,10.2,1120.0, SNPR,1110.0,10.3,111.0, ZIC,543.0,10.4,54.3, ZIP,1834.0,10.5,183.4,1,128,1.7
423,300.0,168.0,176.0, GVWY,2960.0,10.0,296.0, PRDE,3841.0,10.1,384.1, SHVR,9132.0,10.2,913.2, SNPR,1885.0,10.3,188.5, ZIC,3209.0,10.4,320.9, ZIP,7104.0,10.5,710.4,1,128,2.0
91,300.0,169.0,171.0, GVWY,7894.0,10.0,789.4, PRDE,3909.0,10.1,390.9, SHVR,5827.0,10.2,582.7, SNPR,1199.0,10.3,119.9, ZIC,3721.0,10.4,372.1, ZIP,4537.0,10.5,453.7,1,256,0.0
575,300.0,178.0,184.0, GVWY,7898.0,10.0,789.8, PRDE,2068.0,10.1,206.8, SHVR,8122.0,10.2,812.2, SNPR,1074.0,10.3,107.4, ZIC,2290.0,10.4,229.0, ZIP,6831.0,10.5,683.1,1,256,0.2
428,300.0,181.0,184.0, GVWY,6458.0,10.0,645.8, PRDE,3594.0,10.1,359.4, SHVR,3461.0,10.2,346.1, SNPR,1408.0,10.3,140.8, ZIC,3843.0,10.4,384.3, ZIP,6972.0,10.5,697.2,1,256,0.4
828,300.0,175.0,183.0, GVWY,6422.0,10.0,642.2, PRDE,2137.0,10.1,213.7, SHVR,9226.0,10.2,922.6, SNPR,1661.0,10.3,166.1, ZIC,3411.0,10.4,341.1, ZIP,3457.0,10.5,345.7,1,256,0.6
574,300.0,172.0,181.0, GVWY,2359.0,10.0,235.9, PRDE,4410.0,10.1,441.0, SHVR,7452.0,10.2,745.2, SNPR,1860.0,10.3,186.0, ZIC,2914.0,10.4,291.4, ZIP,7693.0,10.5,769.3,1,256,0.8
238,300.0,188.0,191.0, GVWY,4526.0,10.0,452.6, PRDE,2138.0,10.1,213.8, SHVR,6082.0,10.2,608.2, SNPR,1431.0,10.3,143.1, ZIC,4637.0,10.4,463.7, ZIP,4378.0,10.5,437.8,1,256,1.1
230,300.0,164.0,171.0, GVWY,3692.0,10.0,369.2, PRDE,5207.0,10.1,520.7, SHVR,4817.0,10.2,481.7, SNPR,2280.0,10.3,228.0, ZIC,3876.0,10.4,387.6, ZIP,3436.0,10.5,343.6,1,256,1.3
654,300.0,167.0,195.0, GVWY,8771.0,10.0,877.1, PRDE,7164.0,10.1,716.4, SHVR,3305.0,10.2,330.5, SNPR,1615.0,10.3,161.5, ZIC,1953.0,10.4,195.3, ZIP,4284.0,10.5,428.4,1,256,1.5
851,300.0,178.0,192.0, GVWY,6420.0,10.0,642.0, PRDE,676.0,10.1,67.6, SHVR,6728.0,10.2,672.8, SNPR,1397.0,10.3,139.7, ZIC,3559.0,10.4,355.9, ZIP,10601.0,10.5,1060.1,1,256,1.7
644,300.0,180.0,189.0, GVWY,3943.0,10.0,394.3, PRDE,4178.0,10.1,417.8, SHVR,8231.0,10.2,823.1, SNPR,1510.0,10.3,151.0, ZIC,4728.0,10.4,472.8, ZIP,4677.0,10.5,467.7,1,256,2.0
190,300.0,171.0,188.0, GVWY,4253.0,10.0,425.3, PRDE,3459.0,10.1,345.9, SHVR,4334.0,10.2,433.4, SNPR,1838.0,10.3,183.8, ZIC,5990.0,10.4,599.0, ZIP,6610.0,10.5,661.0,1,512,0.0
290,300.0,181.0,188.0, GVWY,11082.0,10.0,1108.2, PRDE,2892.0,10.1,289.2, SHVR,6029.0,10.2,602.9, SNPR,1130.0,10.3,113.0, ZIC,5615.0,10.4,561.5, ZIP,999.0,10.5,99.9,1,512,0.2
242,300.0,171.0,198.0, GVWY,5454.0,10.0,545.4, PRDE,6063.0,10.1,606.3, SHVR,9417.0,10.2,941.7, SNPR,1128.0,10.3,112.8, ZIC,1020.0,10.4,102.0, ZIP,8337.0,10.5,833.7,1,512,0.4
268,300.0,181.0,185.0, GVWY,5544.0,10.0,554.4, PRDE,2724.0,10.1,272.4, SHVR,7559.0,10.2,755.9, SNPR,1440.0,10.3,144.0, ZIC,3948.0,10.4,394.8, ZIP,4060.0,10.5,406.0,1,512,0.6
304,300.0,176.0,179.0, GVWY,9988.0,10.0,998.8, PRDE,3590.0,10.1,359.0, SHVR,7085.0,10.2,708.5, SNPR,1644.0,10.3,164.4, ZIC,328.0,10.4,32.8, ZIP,7249.0,10.5,724.9,1,512,0.8
870,300.0,178.0,182.0, GVWY,6115.0,10.0,611.5, PRDE,6622.0,10.1,662.2, SHVR,5791.0,10.2,579.1, SNPR,1824.0,10.3,182.4, ZIC,3901.0,10.4,390.1, ZIP,3037.0,10.5,303.7,1,512,1.1
451,300.0,184.0,196.0, GVWY,4416.0,10.0,441.6, PRDE,3952.0,10.1,395.2, SHVR,8958.0,10.2,895.8, SNPR,1396.0,10.3,139.6, ZIC,2878.0,10.4,287.8, ZIP,4564.0,10.5,456.4,1,512,1.3
487,300.0,180.0,192.0, GVWY,6129.0,10.0,612.9, PRDE,2505.0,10.1,250.5, SHVR,7017.0,10.2,701.7, SNPR,927.0,10.3,92.7, ZIC,3464.0,10.4,346.4, ZIP,6930.0,10.5,693.0,1,512,1.5
859,300.0,174.0,178.0, GVWY,5161.0,10.0,516.1, PRDE,3979.0,10.1,397.9, SHVR,9377.0,10.2,937.7, SNPR,1606.0,10.3,160.6, ZIC,3707.0,10.4,370.7, ZIP,3925.0,10.5,392.5,1,512,1.7
881,300.0,173.0,174.0, GVWY,6284.0,10.0,628.4, PRDE,2444.0,10.1,244.4, SHVR,3025.0,10.2,302.5, SNPR,1724.0,10.3,172.4, ZIC,4049.0,10.4,404.9, ZIP,5937.0,10.5,593.7,1,512,2.0
173,300.0,172.0,179.0, GVWY,3060.0,10.0,306.0, PRDE,5729.0,10.1,572.9, SHVR,7142.0,10.2,714.2, SNPR,1178.0,10.3,117.8, ZIC,2311.0,10.4,231.1, ZIP,6636.0,10.5,663.6,1,1024,0.0
496,300.0,179.0,182.0, GVWY,8315.0,10.0,831.5, PRDE,5182.0,10.1,518.2, SHVR,5580.0,10.2,558.0, SNPR,275.0,10.3,27.5, ZIC,2447.0,10.4,244.7, ZIP,10904.0,10.5,1090.4,1,1024,0.2
170,300.0,179.0,183.0, GVWY,7492.0,10.0,749.2, PRDE,4133.0,10.1,413.3, SHVR,8456.0,10.2,845.6, SNPR,935.0,10.3,93.5, ZIC,657.0,10.4,65.7, ZIP,6693.0,10.5,669.3,1,1024,0.4
328,300.0,177.0,192.0, GVWY,11242.0,10.0,1124.2, PRDE,2344.0,10.1,234.4, SHVR,2783.0,10.2,278.3, SNPR,1190.0,10.3,119.0, ZIC,4413.0,10.4,441.3, ZIP,5577.0,10.5,557.7,1,1024,0.6
108,300.0,177.0,185.0, GVWY,10716.0,10.0,1071.6, PRDE,1233.0,10.1,123.3, SHVR,7500.0,10.2,750.0, SNPR,1624.0,10.3,162.4, ZIC,2501.0,10.4,250.1, ZIP,5269.0,10.5,526.9,1,1024,0.8
351,300.0,174.0,190.0, GVWY,9387.0,10.0,938.7, PRDE,2089.0,10.1,208.9, SHVR,7655.0,10.2,765.5, SNPR,1337.0,10.3,133.7, ZIC,2277.0,10.4,227.7, ZIP,4586.0,10.5,458.6,1,1024,1.1
799,300.0,173.0,182.0, GVWY,6550.0,10.0,655.0, PRDE,2971.0,10.1,297.1, SHVR,4668.0,10.2,466.8, SNPR,1196.0,10.3,119.6, ZIC,3878.0,10.4,387.8, ZIP,7744.0,10.5,774.4,1,1024,1.3
272,300.0,184.0,189.0, GVWY,4382.0,10.0,438.2, PRDE,898.0,10.1,89.8, SHVR,10150.0,10.2,1015.0, SNPR,1814.0,10.3,181.4, ZIC,2426.0,10.4,242.6, ZIP,8310.0,10.5,831.0,1,1024,1.5
456,300.0,181.0,191.0, GVWY,7274.0,10.0,727.4, PRDE,1624.0,10.1,162.4, SHVR,5650.0,10.2,565.0, SNPR,1382.0,10.3,138.2, ZIC,2704.0,10.4,270.4, ZIP,6846.0,10.5,684.6,1,1024,1.7
408,300.0,172.0,190.0, GVWY,11372.0,10.0,1137.2, PRDE,2840.0,10.1,284.0, SHVR,5845.0,10.2,584.5, SNPR,1759.0,10.3,175.9, ZIC,991.0,10.4,99.1, ZIP,3142.0,10.5,314.2,1,1024,2.0
854,300.0,170.0,198.0, GVWY,7162.0,10.0,716.2, PRDE,4438.0,10.1,443.8, SHVR,2765.0,10.2,276.5, SNPR,1219.0,10.3,121.9, ZIC,3278.0,10.4,327.8, ZIP,7907.0,10.5,790.7,2,4,0.0
764,300.0,171.0,195.0, GVWY,8602.0,10.0,860.2, PRDE,2599.0,10.1,259.9, SHVR,6388.0,10.2,638.8, SNPR,885.0,10.3,88.5, ZIC,1451.0,10.4,145.1, ZIP,7944.0,10.5,794.4,2,4,0.2
590,300.0,192.0,200.0, GVWY,7003.0,10.0,700.3, PRDE,2496.0,10.1,249.6, SHVR,4758.0,10.2,475.8, SNPR,888.0,10.3,88.8, ZIC,4488.0,10.4,448.8, ZIP,8630.0,10.5,863.0,2,4,0.4
432,300.0,179.0,184.0, GVWY,5866.0,10.0,586.6, PRDE,3173.0,10.1,317.3, SHVR,8047.0,10.2,804.7, SNPR,1630.0,10.3,163.0, ZIC,4384.0,10.4,438.4, ZIP,4791.0,10.5,479.1,2,4,0.6
636,300.0,161.0,192.0, GVWY,9227.0,10.0,922.7, PRDE,2148.0,10.1,214.8, SHVR,4056.0,10.2,405.6, SNPR,2088.0,10.3,208.8, ZIC,2927.0,10.4,292.7, ZIP,7610.0,10.5,761.0,2,4,0.8
513,300.0,176.0,194.0, GVWY,6317.0,10.0,631.7, PRDE,6800.0,10.1,680.0, SHVR,7574.0,10.2,757.4, SNPR,1241.0,10.3,124.1, ZIC,1804.0,10.4,180.4, ZIP,4035.0,10.5,403.5,2,4,1.1
30,300.0,167.0,185.0, GVWY,7513.0,10.0,751.3, PRDE,3324.0,10.1,332.4, SHVR,2466.0,10.2,246.6, SNPR,1566.0,10.3,156.6, ZIC,5425.0,10.4,542.5, ZIP,5280.0,10.5,528.0,2,4,1.3
306,300.0,189.0,201.0, GVWY,5749.0,10.0,574.9, PRDE,3160.0,10.1,316.0, SHVR,7125.0,10.2,712.5, SNPR,1659.0,10.3,165.9, ZIC,4026.0,10.4,402.6, ZIP,7380.0,10.5,738.0,2,4,1.5
699,300.0,167.0,174.0, GVWY,3852.0,10.0,385.2, PRDE,5220.0,10.1,522.0, SHVR,11356.0,10.2,1135.6, SNPR,1110.0,10.3,111.0, ZIC,581.0,10.4,58.1, ZIP,6625.0,10.5,662.5,2,4,1.7
37,300.0,179.0,183.0, GVWY,2718.0,10.0,271.8, PRDE,2711.0,10.1,271.1, SHVR,11957.0,10.2,1195.7, SNPR,1995.0,10.3,199.5, ZIC,1844.0,10.4,184.4, ZIP,4823.0,10.5,482.3,2,4,2.0
69,300.0,174.0,185.0, GVWY,7823.0,10.0,782.3, PRDE,2439.0,10.1,243.9, SHVR,9088.0,10.2,908.8, SNPR,1165.0,10.3,116.5, ZIC,2448.0,10.4,244.8, ZIP,6852.0,10.5,685.2,2,8,0.0
92,300.0,185.0,192.0, GVWY,8097.0,10.0,809.7, PRDE,639.0,10.1,63.9, SHVR,10168.0,10.2,1016.8, SNPR,1636.0,10.3,163.6, ZIC,3748.0,10.4,374.8, ZIP,3904.0,10.5,390.4,2,8,0.2
323,300.0,167.0,181.0, GVWY,11376.0,10.0,1137.6, PRDE,3476.0,10.1,347.6, SHVR,6755.0,10.2,675.5, SNPR,811.0,10.3,81.1, ZIC,2631.0,10.4,263.1, ZIP,5214.0,10.5,521.4,2,8,0.4
147,300.0,178.0,181.0, GVWY,3785.0,10.0,378.5, PRDE,4682.0,10.1,468.2, SHVR,8427.0,10.2,842.7, SNPR,1149.0,10.3,114.9, ZIC,2125.0,10.4,212.5, ZIP,6653.0,10.5,665.3,2,8,0.6
639,300.0,182.0,212.0, GVWY,6777.0,10.0,677.7, PRDE,3001.0,10.1,300.1, SHVR,3971.0,10.2,397.1, SNPR,2828.0,10.3,282.8, ZIC,2297.0,10.4,229.7, ZIP,6982.0,10.5,698.2,2,8,0.8
174,300.0,164.0,188.0, GVWY,6548.0,10.0,654.8, PRDE,705.0,10.1,70.5, SHVR,8982.0,10.2,898.2, SNPR,1644.0,10.3,164.4, ZIC,3923.0,10.4,392.3, ZIP,5473.0,10.5,547.3,2,8,1.1
136,300.0,165.0,194.0, GVWY,2797.0,10.0,279.7, PRDE,2387.0,10.1,238.7, SHVR,8533.0,10.2,853.3, SNPR,2093.0,10.3,209.3, ZIC,3346.0,10.4,334.6, ZIP,4963.0,10.5,496.3,2,8,1.3
151,300.0,192.0,197.0, GVWY,6850.0,10.0,685.0, PRDE,3133.0,10.1,313.3, SHVR,9558.0,10.2,955.8, SNPR,1518.0,10.3,151.8, ZIC,1266.0,10.4,126.6, ZIP,6232.0,10.5,623.2,2,8,1.5
400,300.0,168.0,179.0, GVWY,10293.0,10.0,1029.3, PRDE,1644.0,10.1,164.4, SHVR,5824.0,10.2,582.4, SNPR,1333.0,10.3,133.3, ZIC,4596.0,10.4,459.6, ZIP,3520.0,10.5,352.0,2,8,1.7
676,300.0,164.0,171.0, GVWY,4172.0,10.0,417.2, PRDE,4304.0,10.1,430.4, SHVR,4463.0,10.2,446.3, SNPR,1652.0,10.3,165.2, ZIC,4675.0,10.4,467.5, ZIP,6189.0,10.5,618.9,2,8,2.0
79,300.0,167.0,209.0, GVWY,6623.0,10.0,662.3, PRDE,3153.0,10.1,315.3, SHVR,1423.0,10.2,142.3, SNPR,2460.0,10.3,246.0, ZIC,1695.0,10.4,169.5, ZIP,9356.0,10.5,935.6,2,16,0.0
858,300.0,181.0,193.0, GVWY,6679.0,10.0,667.9, PRDE,3562.0,10.1,356.2, SHVR,3870.0,10.2,387.0, SNPR,2044.0,10.3,204.4, ZIC,2196.0,10.4,219.6, ZIP,5068.0,10.5,506.8,2,16,0.2
9,300.0,176.0,181.0, GVWY,4689.0,10.0,468.9, PRDE,3731.0,10.1,373.1, SHVR,8629.0,10.2,862.9, SNPR,2373.0,10.3,237.3, ZIC,415.0,10.4,41.5, ZIP,4423.0,10.5,442.3,2,16,0.4
39,300.0,171.0,194.0, GVWY,6891.0,10.0,689.1, PRDE,2744.0,10.1,274.4, SHVR,6269.0,10.2,626.9, SNPR,1401.0,10.3,140.1, ZIC,3690.0,10.4,369.0, ZIP,4642.0,10.5,464.2,2,16,0.6
63,300.0,181.0,183.0, GVWY,6472.0,10.0,647.2, PRDE,2477.0,10.1,247.7, SHVR,6905.0,10.2,690.5, SNPR,1528.0,10.3,152.8, ZIC,3398.0,10.4,339.8, ZIP,5499.0,10.5,549.9,2,16,0.8
123,300.0,167.0,175.0, GVWY,9384.0,10.0,938.4, PRDE,2459.0,10.1,245.9, SHVR,2551.0,10.2,255.1, SNPR,1552.0,10.3,155.2, ZIC,2109.0,10.4,210.9, ZIP,8283.0,10.5,828.3,2,16,1.1
164,300.0,174.0,185.0, GVWY,6327.0,10.0,632.7, PRDE,4766.0,10.1,476.6, SHVR,4506.0,10.2,450.6, SNPR,1459.0,10.3,145.9, ZIC,2537.0,10.4,253.7, ZIP,5181.0,10.5,518.1,2,16,1.3
