B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 0
B12, 0
B13, 3
B13, Trade, 140.950, 142, B13, S01, 1
B13, Trade, 215.217, 144, B13, S09, 1
B13, Trade, 287.583, 134, B13, S02, 1
B14, 22
B14, Trade, 5.467, 113, S03, B14, 1
B14, Trade, 17.000, 143, S07, B14, 1
B14, Trade, 29.800, 147, B14, S02, 1
B14, Trade, 30.350, 144, B14, S01, 1
B14, Trade, 36.717, 145, B14, S02, 1
B14, Trade, 46.033, 148, B14, S12, 1
B14, Trade, 62.350, 147, B14, S02, 1
B14, Trade, 124.167, 146, B14, S09, 1
B14, Trade, 130.133, 148, B14, S03, 1
B14, Trade, 134.583, 148, B14, S11, 1
B14, Trade, 153.017, 148, B14, S12, 1
B14, Trade, 168.217, 144, B14, S02, 1
B14, Trade, 172.117, 146, B14, S09, 1
B14, Trade, 194.883, 147, B14, S04, 1
B14, Trade, 201.367, 148, B14, S01, 1
B14, Trade, 209.000, 148, B14, S02, 1
B14, Trade, 226.800, 142, B14, S03, 1
B14, Trade, 231.767, 148, B14, S02, 1
B14, Trade, 241.733, 145, B14, S02, 1
B14, Trade, 270.567, 146, B14, S02, 1
B14, Trade, 289.900, 148, B14, S11, 1
B14, Trade, 297.667, 145, B14, S02, 1
B15, 0
B16, 2
B16, Trade, 131.317, 144, B16, S09, 1
B16, Trade, 217.467, 133, B16, S02, 1
B17, 11
B17, Trade, 5.917, 128, B17, S02, 1
B17, Trade, 35.033, 148, B17, S00, 1
B17, Trade, 68.350, 154, B17, S12, 1
B17, Trade, 80.967, 138, B17, S01, 1
B17, Trade, 116.250, 153, S11, B17, 1
B17, Trade, 151.367, 157, B17, S03, 1
B17, Trade, 181.900, 151, B17, S02, 1
B17, Trade, 226.050, 150, B17, S10, 1
B17, Trade, 246.467, 141, S12, B17, 1
B17, Trade, 263.100, 153, B17, S03, 1
B17, Trade, 295.167, 153, B17, S02, 1
B18, 9
B18, Trade, 11.317, 146, B18, S01, 1
B18, Trade, 28.600, 155, S15, B18, 1
B18, Trade, 46.617, 159, B18, S09, 1
B18, Trade, 64.267, 154, B18, S12, 1
B18, Trade, 84.067, 153, S15, B18, 1
B18, Trade, 186.517, 160, B18, S01, 1
B18, Trade, 213.450, 150, B18, S11, 1
B18, Trade, 257.700, 162, B18, S02, 1
B18, Trade, 297.217, 157, B18, S15, 1
B19, 16
B19, Trade, 12.200, 158, S15, B19, 1
B19, Trade, 19.800, 156, B19, S02, 1
B19, Trade, 21.617, 163, B19, S01, 1
