B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 2
B06, Trade, 90.683, 117, S02, B06, 1
B06, Trade, 131.017, 110, S01, B06, 1
B07, 0
B08, 0
B09, 0
B10, 3
B10, Trade, 80.900, 132, B10, S07, 1
B10, Trade, 113.550, 133, B10, S04, 1
B10, Trade, 240.033, 132, B10, S07, 1
B11, 5
B11, Trade, 57.467, 137, B11, S02, 1
B11, Trade, 60.733, 135, B11, S01, 1
B11, Trade, 90.750, 137, S09, B11, 1
B11, Trade, 243.650, 131, S08, B11, 1
B11, Trade, 290.950, 127, S03, B11, 1
B12, 0
B13, 3
B13, Trade, 136.583, 124, S07, B13, 1
B13, Trade, 164.983, 132, S08, B13, 1
B13, Trade, 293.900, 143, B13, S03, 1
B14, 3
B14, Trade, 175.850, 126, B14, S07, 1
B14, Trade, 222.217, 133, B14, S07, 1
B14, Trade, 232.950, 140, B14, S08, 1
B15, 16
B15, Trade, 19.417, 145, B15, S09, 1
B15, Trade, 48.267, 144, B15, S11, 1
B15, Trade, 55.017, 143, B15, S02, 1
B15, Trade, 55.900, 135, B15, S09, 1
B15, Trade, 66.600, 149, B15, S04, 1
B15, Trade, 73.567, 127, S00, B15, 1
B15, Trade, 102.500, 132, B15, S02, 1
B15, Trade, 111.417, 138, B15, S09, 1
B15, Trade, 147.650, 137, B15, S07, 1
B15, Trade, 183.900, 146, B15, S09, 1
B15, Trade, 187.317, 134, S09, B15, 1
B15, Trade, 199.683, 149, B15, S04, 1
B15, Trade, 218.167, 142, B15, S06, 1
B15, Trade, 249.000, 146, B15, S10, 1
B15, Trade, 260.067, 139, B15, S04, 1
B15, Trade, 285.417, 151, B15, S10, 1
B16, 26
B16, Trade, 21.550, 135, B16, S09, 1
B16, Trade, 25.633, 136, S09, B16, 1
B16, Trade, 30.617, 148, B16, S04, 1
B16, Trade, 44.967, 151, B16, S07, 1
B16, Trade, 46.117, 127, S08, B16, 1
B16, Trade, 53.383, 150, B16, S05, 1
B16, Trade, 60.850, 135, B16, S09, 1
B16, Trade, 65.583, 147, B16, S02, 1
B16, Trade, 72.083, 132, B16, S02, 1
B16, Trade, 84.983, 144, S08, B16, 1
