B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 1
B07, Trade, 161.017, 115, S04, B07, 1
B08, 0
B09, 0
B10, 0
B11, 0
B12, 0
B13, 4
B13, Trade, 117.733, 136, S07, B13, 1
B13, Trade, 136.667, 127, S04, B13, 1
B13, Trade, 141.117, 141, S10, B13, 1
B13, Trade, 160.650, 140, B13, S02, 1
B14, 1
B14, Trade, 58.800, 138, B14, S04, 1
B15, 3
B15, Trade, 7.833, 141, B15, S07, 1
B15, Trade, 102.900, 129, B15, S02, 1
B15, Trade, 206.483, 131, B15, S04, 1
B16, 14
B16, Trade, 8.983, 138, B16, S02, 1
B16, Trade, 18.250, 142, S10, B16, 1
B16, Trade, 23.150, 138, S04, B16, 1
B16, Trade, 30.233, 126, S04, B16, 1
B16, Trade, 46.383, 145, B16, S07, 1
B16, Trade, 74.800, 135, B16, S05, 1
B16, Trade, 80.917, 136, B16, S05, 1
B16, Trade, 115.567, 152, S15, B16, 1
B16, Trade, 129.967, 147, B16, S04, 1
B16, Trade, 134.767, 151, B16, S02, 1
B16, Trade, 156.200, 154, B16, S10, 1
B16, Trade, 281.083, 155, B16, S07, 1
B16, Trade, 284.350, 153, B16, S04, 1
B16, Trade, 296.950, 152, B16, S05, 1
B17, 5
B17, Trade, 16.967, 126, B17, S02, 1
B17, Trade, 67.350, 147, B17, S01, 1
B17, Trade, 88.700, 151, S05, B17, 1
B17, Trade, 131.167, 114, S04, B17, 1
B17, Trade, 263.633, 138, B17, S01, 1
B18, 20
B18, Trade, 11.700, 152, B18, S01, 1
B18, Trade, 47.117, 133, B18, S04, 1
B18, Trade, 52.233, 138, B18, S05, 1
B18, Trade, 58.433, 144, B18, S10, 1
B18, Trade, 68.100, 141, B18, S10, 1
B18, Trade, 77.350, 149, B18, S01, 1
B18, Trade, 86.317, 152, B18, S10, 1
B18, Trade, 97.117, 142, B18, S10, 1
B18, Trade, 102.083, 132, B18, S04, 1
B18, Trade, 118.733, 145, B18, S01, 1
B18, Trade, 150.450, 152, B18, S01, 1
B18, Trade, 174.433, 144, B18, S05, 1
B18, Trade, 180.700, 144, B18, S01, 1
B18, Trade, 186.983, 138, B18, S04, 1
B18, Trade, 199.733, 142, B18, S02, 1
B18, Trade, 239.183, 140, B18, S02, 1
B18, Trade, 249.900, 144, B18, S01, 1
B18, Trade, 265.883, 151, B18, S02, 1
B18, Trade, 284.517, 142, B18, S01, 1
B18, Trade, 292.600, 151, B18, S05, 1
B19, 52
B19, Trade, 7.500, 154, S04, B19, 1
B19, Trade, 11.400, 161, B19, S05, 1
B19, Trade, 15.450, 128, S05, B19, 1
B19, Trade, 21.383, 139, S10, B19, 1
B19, Trade, 25.917, 165, B19, S10, 1
B19, Trade, 31.317, 143, S10, B19, 1
B19, Trade, 42.100, 162, B19, S05, 1
B19, Trade, 45.500, 156, S02, B19, 1
B19, Trade, 52.800, 165, B19, S10, 1
B19, Trade, 55.917, 160, B19, S02, 1
B19, Trade, 61.950, 156, S14, B19, 1
B19, Trade, 65.417, 121, S04, B19, 1
B19, Trade, 70.700, 154, B19, S04, 1
B19, Trade, 81.350, 142, S04, B19, 1
B19, Trade, 87.450, 164, B19, S01, 1
B19, Trade, 94.350, 161, S01, B19, 1
B19, Trade, 97.817, 159, S15, B19, 1
B19, Trade, 102.433, 161, S15, B19, 1
B19, Trade, 106.000, 158, B19, S10, 1
B19, Trade, 113.967, 148, B19, S07, 1
B19, Trade, 115.850, 163, S17, B19, 1
B19, Trade, 122.033, 156, B19, S10, 1
B19, Trade, 128.300, 158, S07, B19, 1
B19, Trade, 131.267, 143, S10, B19, 1
B19, Trade, 138.933, 160, S15, B19, 1
B19, Trade, 141.300, 164, B19, S04, 1
B19, Trade, 147.600, 152, B19, S04, 1
B19, Trade, 152.400, 161, B19, S07, 1
B19, Trade, 159.467, 153, B19, S01, 1
B19, Trade, 166.900, 161, S14, B19, 1
B19, Trade, 171.833, 151, B19, S07, 1
B19, Trade, 180.400, 149, B19, S04, 1
B19, Trade, 183.050, 164, B19, S01, 1
B19, Trade, 199.267, 150, B19, S04, 1
B19, Trade, 212.100, 143, S05, B19, 1
B19, Trade, 216.817, 153, B19, S10, 1
B19, Trade, 224.300, 165, B19, S01, 1
B19, Trade, 227.683, 160, B19, S05, 1
B19, Trade, 234.017, 158, S00, B19, 1
B19, Trade, 236.883, 157, S15, B19, 1
B19, Trade, 243.367, 156, B19, S10, 1
B19, Trade, 248.250, 160, S09, B19, 1
B19, Trade, 254.383, 158, S05, B19, 1
B19, Trade, 256.967, 156, B19, S04, 1
B19, Trade, 262.567, 149, B19, S10, 1
B19, Trade, 269.583, 154, B19, S04, 1
B19, Trade, 275.733, 165, B19, S05, 1
B19, Trade, 276.867, 131, S04, B19, 1
B19, Trade, 282.383, 154, S15, B19, 1
B19, Trade, 287.750, 164, B19, S05, 1
B19, Trade, 294.933, 160, B19, S15, 1
B19, Trade, 299.283, 151, B19, S02, 1
B20, 3
B20, Trade, 189.533, 154, B20, S02, 1
B20, Trade, 192.867, 150, S10, B20, 1
B20, Trade, 261.967, 157, B20, S05, 1
B21, 8
B21, Trade, 48.217, 137, S10, B21, 1
B21, Trade, 123.500, 154, B21, S04, 1
B21, Trade, 141.767, 161, S17, B21, 1
B21, Trade, 148.867, 162, B21, S15, 1
B21, Trade, 169.283, 154, S10, B21, 1
B21, Trade, 205.700, 162, B21, S07, 1
B21, Trade, 211.383, 158, B21, S04, 1
B21, Trade, 236.000, 164, S18, B21, 1
B22, 13
B22, Trade, 6.000, 136, B22, S05, 1
B22, Trade, 26.200, 153, B22, S04, 1
B22, Trade, 34.900, 136, B22, S07, 1
B22, Trade, 69.317, 150, B22, S02, 1
B22, Trade, 77.383, 143, B22, S04, 1
B22, Trade, 96.817, 149, B22, S05, 1
B22, Trade, 113.500, 123, B22, S01, 1
B22, Trade, 153.500, 143, B22, S10, 1
B22, Trade, 164.517, 163, B22, S02, 1
B22, Trade, 183.150, 147, B22, S04, 1
B22, Trade, 224.400, 148, B22, S04, 1
B22, Trade, 245.167, 165, B22, S17, 1
B22, Trade, 287.800, 155, B22, S04, 1
B23, 27
B23, Trade, 5.317, 156, S16, B23, 1
B23, Trade, 10.633, 139, B23, S04, 1
B23, Trade, 25.533, 164, B23, S02, 1
B23, Trade, 30.667, 131, S01, B23, 1
B23, Trade, 83.817, 164, S18, B23, 1
B23, Trade, 95.783, 123, S04, B23, 1
B23, Trade, 100.967, 171, S14, B23, 1
B23, Trade, 107.383, 153, B23, S01, 1
B23, Trade, 118.633, 154, B23, S10, 1
B23, Trade, 145.383, 168, S00, B23, 1
B23, Trade, 154.150, 167, S00, B23, 1
B23, Trade, 157.300, 159, S00, B23, 1
B23, Trade, 171.567, 152, B23, S04, 1
B23, Trade, 188.483, 150, B23, S10, 1
B23, Trade, 203.383, 152, B23, S01, 1
B23, Trade, 209.183, 147, S01, B23, 1
B23, Trade, 211.633, 169, B23, S10, 1
B23, Trade, 216.650, 177, B23, S17, 1
B23, Trade, 222.250, 134, S10, B23, 1
B23, Trade, 230.583, 162, S00, B23, 1
B23, Trade, 248.600, 157, B23, S04, 1
B23, Trade, 265.667, 167, B23, S19, 1
B23, Trade, 272.050, 178, B23, S17, 1
B23, Trade, 277.083, 146, S00, B23, 1
B23, Trade, 291.300, 157, S15, B23, 1
B23, Trade, 295.817, 156, S14, B23, 1
B23, Trade, 297.100, 174, B23, S01, 1
B24, 32
B24, Trade, 14.617, 143, S08, B24, 1
B24, Trade, 15.567, 178, B24, S14, 1
B24, Trade, 23.917, 142, S02, B24, 1
B24, Trade, 35.700, 163, B24, S04, 1
B24, Trade, 52.600, 166, S02, B24, 1
B24, Trade, 63.733, 161, B24, S04, 1
B24, Trade, 86.233, 171, B24, S17, 1
B24, Trade, 93.400, 153, B24, S04, 1
B24, Trade, 97.217, 160, S00, B24, 1
B24, Trade, 112.383, 127, B24, S04, 1
B24, Trade, 115.917, 171, B24, S15, 1
B24, Trade, 122.133, 156, B24, S01, 1
B24, Trade, 137.883, 164, S18, B24, 1
B24, Trade, 144.917, 154, S15, B24, 1
B24, Trade, 147.750, 163, B24, S07, 1
B24, Trade, 153.617, 156, S13, B24, 1
B24, Trade, 161.367, 130, S00, B24, 1
B24, Trade, 166.217, 115, S04, B24, 1
B24, Trade, 176.583, 169, S05, B24, 1
B24, Trade, 188.983, 167, B24, S05, 1
B24, Trade, 202.800, 157, B24, S10, 1
B24, Trade, 206.400, 156, B24, S15, 1
B24, Trade, 217.633, 161, S14, B24, 1
B24, Trade, 223.133, 173, S03, B24, 1
B24, Trade, 231.300, 149, S14, B24, 1
B24, Trade, 239.683, 167, S18, B24, 1
B24, Trade, 249.067, 165, S18, B24, 1
B24, Trade, 257.450, 172, B24, S10, 1
B24, Trade, 262.917, 157, B24, S04, 1
B24, Trade, 267.167, 156, S07, B24, 1
B24, Trade, 271.750, 157, B24, S10, 1
B24, Trade, 285.767, 177, S00, B24, 1
B25, 57
B25, Trade, 13.183, 161, S17, B25, 1
B25, Trade, 15.483, 160, S15, B25, 1
B25, Trade, 20.950, 165, S06, B25, 1
B25, Trade, 26.683, 147, B25, S07, 1
B25, Trade, 30.817, 138, S00, B25, 1
B25, Trade, 36.000, 139, S10, B25, 1
B25, Trade, 42.000, 180, B25, S04, 1
B25, Trade, 46.200, 159, S12, B25, 1
B25, Trade, 50.833, 175, B25, S17, 1
B25, Trade, 55.783, 164, S18, B25, 1
B25, Trade, 61.200, 171, S10, B25, 1
B25, Trade, 68.867, 165, S15, B25, 1
B25, Trade, 72.417, 166, S19, B25, 1
B25, Trade, 77.967, 134, B25, S02, 1
B25, Trade, 81.917, 139, S10, B25, 1
B25, Trade, 87.033, 166, S19, B25, 1
B25, Trade, 92.300, 180, B25, S15, 1
B25, Trade, 95.817, 164, S18, B25, 1
B25, Trade, 101.533, 146, S05, B25, 1
B25, Trade, 105.867, 181, B25, S19, 1
B25, Trade, 110.800, 150, S10, B25, 1
B25, Trade, 117.033, 169, S18, B25, 1
B25, Trade, 121.100, 176, S05, B25, 1
B25, Trade, 129.700, 155, B25, S05, 1
B25, Trade, 131.867, 156, S15, B25, 1
B25, Trade, 136.383, 119, S01, B25, 1
B25, Trade, 141.667, 172, B25, S06, 1
B25, Trade, 146.117, 185, B25, S10, 1
B25, Trade, 151.250, 186, B25, S04, 1
B25, Trade, 157.767, 163, S17, B25, 1
B25, Trade, 161.950, 140, S10, B25, 1
B25, Trade, 169.867, 157, S05, B25, 1
B25, Trade, 171.417, 171, S17, B25, 1
B25, Trade, 177.550, 180, B25, S07, 1
B25, Trade, 183.300, 166, S18, B25, 1
B25, Trade, 188.500, 167, S17, B25, 1
B25, Trade, 191.917, 173, S02, B25, 1
B25, Trade, 196.533, 171, B25, S01, 1
B25, Trade, 203.683, 160, S15, B25, 1
B25, Trade, 209.417, 164, S18, B25, 1
B25, Trade, 211.517, 170, S20, B25, 1
B25, Trade, 221.033, 170, S15, B25, 1
B25, Trade, 221.867, 163, S17, B25, 1
B25, Trade, 226.750, 184, B25, S19, 1
B25, Trade, 232.000, 180, B25, S04, 1
B25, Trade, 236.383, 152, S10, B25, 1
B25, Trade, 244.417, 166, S18, B25, 1
B25, Trade, 247.317, 163, B25, S05, 1
B25, Trade, 252.000, 137, S04, B25, 1
B25, Trade, 256.383, 167, S01, B25, 1
B25, Trade, 266.683, 156, S14, B25, 1
B25, Trade, 274.633, 171, B25, S01, 1
B25, Trade, 279.417, 164, S18, B25, 1
B25, Trade, 281.650, 175, S19, B25, 1
B25, Trade, 287.367, 173, B25, S20, 1
B25, Trade, 292.150, 185, B25, S10, 1
B25, Trade, 299.550, 171, S00, B25, 1
B26, 23
B26, Trade, 5.950, 144, B26, S08, 1
B26, Trade, 21.733, 167, S18, B26, 1
B26, Trade, 26.083, 161, S05, B26, 1
B26, Trade, 43.467, 161, S17, B26, 1
B26, Trade, 55.550, 129, S05, B26, 1
B26, Trade, 63.017, 157, B26, S02, 1
B26, Trade, 70.817, 148, B26, S10, 1
B26, Trade, 87.633, 142, B26, S04, 1
B26, Trade, 93.500, 143, B26, S10, 1
B26, Trade, 173.617, 152, B26, S10, 1
B26, Trade, 175.983, 167, S10, B26, 1
B26, Trade, 208.083, 137, B26, S05, 1
B26, Trade, 219.050, 183, B26, S07, 1
B26, Trade, 223.017, 156, B26, S02, 1
B26, Trade, 227.300, 173, S17, B26, 1
B26, Trade, 235.700, 150, S01, B26, 1
B26, Trade, 249.667, 171, S02, B26, 1
B26, Trade, 252.300, 151, S00, B26, 1
B26, Trade, 259.283, 138, B26, S02, 1
B26, Trade, 264.350, 159, B26, S15, 1
B26, Trade, 269.500, 180, B26, S10, 1
B26, Trade, 284.817, 165, S18, B26, 1
B26, Trade, 298.133, 159, B26, S15, 1
B27, 20
B27, Trade, 9.783, 156, S01, B27, 1
B27, Trade, 15.433, 119, S04, B27, 1
B27, Trade, 54.967, 176, S18, B27, 1
B27, Trade, 59.600, 170, S17, B27, 1
B27, Trade, 97.050, 155, S14, B27, 1
B27, Trade, 119.200, 158, S08, B27, 1
B27, Trade, 127.867, 163, B27, S10, 1
B27, Trade, 131.467, 171, S01, B27, 1
B27, Trade, 139.517, 165, S17, B27, 1
B27, Trade, 159.933, 162, B27, S04, 1
B27, Trade, 190.750, 165, S19, B27, 1
B27, Trade, 201.850, 156, S05, B27, 1
B27, Trade, 207.417, 135, S10, B27, 1
B27, Trade, 223.233, 157, S15, B27, 1
B27, Trade, 237.167, 163, B27, S17, 1
B27, Trade, 259.600, 151, S12, B27, 1
B27, Trade, 264.250, 171, S00, B27, 1
B27, Trade, 269.167, 172, S17, B27, 1
B27, Trade, 279.033, 161, B27, S10, 1
B27, Trade, 282.133, 160, S05, B27, 1
B28, 29
B28, Trade, 8.450, 161, S15, B28, 1
B28, Trade, 14.467, 136, B28, S07, 1
B28, Trade, 32.400, 165, S18, B28, 1
B28, Trade, 43.317, 158, S10, B28, 1
B28, Trade, 51.833, 164, B28, S04, 1
B28, Trade, 89.067, 149, B28, S07, 1
B28, Trade, 98.583, 168, S07, B28, 1
B28, Trade, 103.700, 142, B28, S07, 1
B28, Trade, 109.117, 128, S05, B28, 1
B28, Trade, 112.750, 174, B28, S17, 1
B28, Trade, 120.167, 139, B28, S04, 1
B28, Trade, 122.933, 157, B28, S02, 1
B28, Trade, 126.250, 134, B28, S01, 1
B28, Trade, 133.700, 159, S17, B28, 1
B28, Trade, 137.550, 153, S10, B28, 1
B28, Trade, 142.667, 150, B28, S05, 1
B28, Trade, 154.483, 159, S17, B28, 1
B28, Trade, 164.033, 169, B28, S15, 1
B28, Trade, 174.200, 148, B28, S01, 1
B28, Trade, 178.417, 169, B28, S15, 1
B28, Trade, 183.717, 178, S17, B28, 1
B28, Trade, 193.583, 151, S14, B28, 1
B28, Trade, 201.417, 136, S02, B28, 1
B28, Trade, 208.400, 159, S17, B28, 1
B28, Trade, 216.783, 175, B28, S01, 1
B28, Trade, 224.317, 162, B28, S07, 1
B28, Trade, 233.950, 145, S10, B28, 1
B28, Trade, 250.150, 169, S15, B28, 1
B28, Trade, 284.000, 163, S10, B28, 1
B29, 21
B29, Trade, 6.333, 135, S10, B29, 1
B29, Trade, 32.300, 162, B29, S17, 1
B29, Trade, 38.283, 164, B29, S02, 1
B29, Trade, 69.167, 162, B29, S17, 1
B29, Trade, 73.300, 157, B29, S01, 1
B29, Trade, 86.867, 151, B29, S08, 1
B29, Trade, 101.600, 143, S10, B29, 1
B29, Trade, 123.867, 165, S17, B29, 1
B29, Trade, 138.350, 161, B29, S07, 1
B29, Trade, 155.350, 175, S18, B29, 1
B29, Trade, 159.400, 158, S05, B29, 1
B29, Trade, 162.550, 166, S17, B29, 1
B29, Trade, 185.750, 140, B29, S05, 1
B29, Trade, 197.183, 160, B29, S10, 1
B29, Trade, 207.717, 150, S00, B29, 1
B29, Trade, 214.933, 158, S17, B29, 1
B29, Trade, 217.367, 163, B29, S04, 1
B29, Trade, 242.533, 160, B29, S07, 1
B29, Trade, 264.000, 165, S18, B29, 1
B29, Trade, 293.150, 148, B29, S02, 1
B29, Trade, 299.200, 159, S06, B29, 1
S00, 14
S00, Trade, 30.817, 138, S00, B25, 1
S00, Trade, 97.217, 160, S00, B24, 1
S00, Trade, 145.383, 168, S00, B23, 1
S00, Trade, 154.150, 167, S00, B23, 1
S00, Trade, 157.300, 159, S00, B23, 1
S00, Trade, 161.367, 130, S00, B24, 1
S00, Trade, 207.717, 150, S00, B29, 1
S00, Trade, 230.583, 162, S00, B23, 1
S00, Trade, 234.017, 158, S00, B19, 1
S00, Trade, 252.300, 151, S00, B26, 1
S00, Trade, 264.250, 171, S00, B27, 1
