B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 1
B07, Trade, 171.733, 112, B07, S00, 1
B08, 0
B09, 0
B10, 0
B11, 1
B11, Trade, 61.317, 128, B11, S05, 1
B12, 1
B12, Trade, 15.767, 133, B12, S05, 1
B13, 12
B13, Trade, 41.717, 132, S09, B13, 1
B13, Trade, 46.033, 137, S11, B13, 1
B13, Trade, 96.150, 143, B13, S05, 1
B13, Trade, 130.400, 137, B13, S07, 1
B13, Trade, 165.900, 144, B13, S00, 1
B13, Trade, 174.217, 138, B13, S09, 1
B13, Trade, 196.100, 144, B13, S09, 1
B13, Trade, 222.133, 140, B13, S05, 1
B13, Trade, 248.683, 135, B13, S03, 1
B13, Trade, 259.400, 131, S07, B13, 1
B13, Trade, 275.300, 137, B13, S02, 1
B13, Trade, 294.383, 144, B13, S10, 1
B14, 8
B14, Trade, 5.217, 132, S09, B14, 1
B14, Trade, 13.083, 146, S13, B14, 1
B14, Trade, 37.050, 139, B14, S00, 1
B14, Trade, 43.900, 138, S10, B14, 1
B14, Trade, 81.517, 141, B14, S00, 1
B14, Trade, 96.833, 131, B14, S04, 1
B14, Trade, 118.567, 136, S10, B14, 1
B14, Trade, 185.717, 146, B14, S04, 1
B15, 1
B15, Trade, 121.183, 133, B15, S05, 1
B16, 55
B16, Trade, 7.217, 150, B16, S11, 1
B16, Trade, 12.300, 154, B16, S05, 1
B16, Trade, 15.900, 151, B16, S13, 1
B16, Trade, 22.783, 155, B16, S00, 1
B16, Trade, 25.833, 143, B16, S04, 1
B16, Trade, 32.883, 139, B16, S00, 1
B16, Trade, 35.950, 155, B16, S11, 1
B16, Trade, 41.933, 128, S07, B16, 1
B16, Trade, 47.133, 155, B16, S00, 1
B16, Trade, 51.217, 154, B16, S13, 1
B16, Trade, 55.633, 155, B16, S05, 1
B16, Trade, 68.200, 155, B16, S03, 1
B16, Trade, 76.400, 149, B16, S09, 1
B16, Trade, 80.967, 155, B16, S10, 1
B16, Trade, 87.367, 155, B16, S10, 1
B16, Trade, 91.917, 154, B16, S10, 1
B16, Trade, 96.100, 144, S13, B16, 1
B16, Trade, 102.417, 151, B16, S05, 1
B16, Trade, 105.967, 152, S13, B16, 1
B16, Trade, 111.983, 152, B16, S03, 1
B16, Trade, 116.017, 135, S04, B16, 1
B16, Trade, 123.183, 154, B16, S07, 1
B16, Trade, 126.217, 134, S09, B16, 1
B16, Trade, 131.050, 155, B16, S13, 1
B16, Trade, 136.533, 155, B16, S03, 1
B16, Trade, 145.217, 155, B16, S00, 1
B16, Trade, 150.383, 148, B16, S05, 1
B16, Trade, 151.783, 155, B16, S03, 1
B16, Trade, 156.483, 138, S11, B16, 1
B16, Trade, 161.317, 135, B16, S07, 1
B16, Trade, 168.083, 151, B16, S05, 1
B16, Trade, 171.650, 155, B16, S10, 1
B16, Trade, 178.400, 153, B16, S10, 1
B16, Trade, 181.567, 144, S13, B16, 1
B16, Trade, 196.800, 136, B16, S07, 1
B16, Trade, 204.950, 148, B16, S05, 1
B16, Trade, 210.600, 146, B16, S00, 1
B16, Trade, 215.150, 155, B16, S00, 1
B16, Trade, 217.133, 155, B16, S11, 1
B16, Trade, 225.783, 149, B16, S00, 1
B16, Trade, 228.850, 149, B16, S08, 1
B16, Trade, 232.100, 143, B16, S11, 1
B16, Trade, 237.217, 149, B16, S13, 1
B16, Trade, 242.717, 149, B16, S00, 1
B16, Trade, 248.267, 153, B16, S11, 1
B16, Trade, 256.100, 152, B16, S04, 1
B16, Trade, 256.567, 151, B16, S13, 1
B16, Trade, 265.917, 150, B16, S03, 1
B16, Trade, 268.067, 153, B16, S13, 1
B16, Trade, 271.783, 151, B16, S11, 1
B16, Trade, 279.367, 149, B16, S11, 1
B16, Trade, 281.550, 155, B16, S11, 1
B16, Trade, 288.217, 148, B16, S13, 1
B16, Trade, 294.567, 139, S11, B16, 1
B16, Trade, 298.250, 154, B16, S04, 1
B17, 22
B17, Trade, 7.883, 132, S05, B17, 1
B17, Trade, 10.267, 132, S09, B17, 1
B17, Trade, 19.083, 146, B17, S07, 1
B17, Trade, 36.067, 141, B17, S09, 1
B17, Trade, 66.550, 141, B17, S11, 1
B17, Trade, 76.200, 149, B17, S00, 1
B17, Trade, 107.150, 129, S00, B17, 1
B17, Trade, 116.050, 153, B17, S08, 1
B17, Trade, 124.483, 154, B17, S03, 1
B17, Trade, 137.533, 135, B17, S10, 1
B17, Trade, 146.750, 145, B17, S09, 1
B17, Trade, 151.633, 142, B17, S07, 1
B17, Trade, 162.083, 137, S11, B17, 1
B17, Trade, 169.933, 149, B17, S00, 1
B17, Trade, 179.567, 144, B17, S00, 1
B17, Trade, 207.333, 153, S03, B17, 1
B17, Trade, 214.517, 158, B17, S06, 1
B17, Trade, 230.217, 142, B17, S03, 1
B17, Trade, 253.617, 158, B17, S03, 1
B17, Trade, 281.200, 155, B17, S03, 1
B17, Trade, 283.967, 148, S10, B17, 1
B17, Trade, 286.700, 131, B17, S07, 1
B18, 49
B18, Trade, 6.167, 152, S10, B18, 1
B18, Trade, 14.300, 159, B18, S00, 1
B18, Trade, 22.117, 155, S02, B18, 1
B18, Trade, 25.567, 157, B18, S11, 1
B18, Trade, 32.817, 147, B18, S09, 1
B18, Trade, 37.500, 134, B18, S03, 1
B18, Trade, 43.217, 116, B18, S00, 1
B18, Trade, 45.733, 161, B18, S05, 1
B18, Trade, 55.367, 128, S07, B18, 1
B18, Trade, 65.967, 158, B18, S09, 1
B18, Trade, 71.983, 161, B18, S09, 1
B18, Trade, 77.083, 146, B18, S11, 1
B18, Trade, 82.467, 148, S13, B18, 1
B18, Trade, 86.950, 160, B18, S11, 1
B18, Trade, 91.067, 137, S09, B18, 1
B18, Trade, 101.200, 154, B18, S13, 1
B18, Trade, 107.200, 161, S17, B18, 1
B18, Trade, 111.200, 155, B18, S13, 1
B18, Trade, 116.317, 130, S05, B18, 1
B18, Trade, 121.433, 158, B18, S00, 1
B18, Trade, 128.017, 158, B18, S00, 1
B18, Trade, 135.950, 157, B18, S00, 1
B18, Trade, 143.217, 162, B18, S07, 1
B18, Trade, 149.183, 162, B18, S10, 1
B18, Trade, 156.517, 110, S00, B18, 1
B18, Trade, 161.583, 126, B18, S05, 1
B18, Trade, 169.117, 161, S02, B18, 1
B18, Trade, 171.700, 151, B18, S05, 1
B18, Trade, 180.050, 141, B18, S05, 1
B18, Trade, 186.333, 128, S05, B18, 1
B18, Trade, 191.217, 156, B18, S11, 1
B18, Trade, 197.417, 151, B18, S05, 1
B18, Trade, 202.833, 160, S16, B18, 1
B18, Trade, 206.833, 146, S13, B18, 1
B18, Trade, 211.333, 131, S09, B18, 1
B18, Trade, 227.300, 160, B18, S05, 1
B18, Trade, 231.950, 154, S15, B18, 1
B18, Trade, 240.867, 159, B18, S10, 1
B18, Trade, 242.917, 152, S09, B18, 1
B18, Trade, 247.533, 157, B18, S05, 1
B18, Trade, 253.033, 152, B18, S09, 1
B18, Trade, 256.717, 156, S05, B18, 1
B18, Trade, 263.183, 158, B18, S07, 1
B18, Trade, 268.100, 141, B18, S09, 1
B18, Trade, 274.233, 155, B18, S13, 1
B18, Trade, 277.317, 157, B18, S05, 1
B18, Trade, 283.417, 142, B18, S00, 1
B18, Trade, 294.233, 145, B18, S05, 1
B18, Trade, 297.000, 147, B18, S13, 1
B19, 59
B19, Trade, 5.750, 159, S12, B19, 1
B19, Trade, 11.433, 165, B19, S11, 1
B19, Trade, 15.633, 163, B19, S09, 1
B19, Trade, 20.433, 163, B19, S05, 1
B19, Trade, 25.300, 144, S09, B19, 1
B19, Trade, 32.650, 165, B19, S13, 1
B19, Trade, 36.367, 155, S10, B19, 1
B19, Trade, 40.917, 144, S13, B19, 1
B19, Trade, 46.200, 165, B19, S13, 1
B19, Trade, 51.767, 164, B19, S09, 1
B19, Trade, 57.017, 156, S03, B19, 1
B19, Trade, 60.817, 163, B19, S11, 1
B19, Trade, 67.633, 162, B19, S01, 1
B19, Trade, 71.517, 165, B19, S00, 1
B19, Trade, 75.850, 162, B19, S13, 1
B19, Trade, 81.367, 151, S06, B19, 1
B19, Trade, 88.583, 164, B19, S00, 1
B19, Trade, 90.733, 157, S11, B19, 1
B19, Trade, 95.700, 162, B19, S09, 1
B19, Trade, 101.117, 163, B19, S09, 1
B19, Trade, 106.250, 162, S05, B19, 1
B19, Trade, 111.683, 165, B19, S05, 1
B19, Trade, 115.850, 134, S09, B19, 1
B19, Trade, 121.067, 165, B19, S11, 1
B19, Trade, 126.283, 144, S11, B19, 1
B19, Trade, 131.600, 161, B19, S10, 1
B19, Trade, 136.250, 163, B19, S05, 1
B19, Trade, 142.717, 164, B19, S09, 1
B19, Trade, 146.667, 161, B19, S07, 1
B19, Trade, 154.517, 163, B19, S13, 1
B19, Trade, 157.700, 146, S13, B19, 1
B19, Trade, 161.500, 163, S08, B19, 1
B19, Trade, 166.400, 144, S13, B19, 1
B19, Trade, 171.217, 144, S13, B19, 1
B19, Trade, 176.567, 165, B19, S13, 1
B19, Trade, 181.600, 157, S02, B19, 1
B19, Trade, 190.383, 158, B19, S13, 1
B19, Trade, 191.417, 163, S03, B19, 1
B19, Trade, 196.700, 164, B19, S13, 1
B19, Trade, 202.967, 155, B19, S13, 1
B19, Trade, 207.483, 165, S14, B19, 1
B19, Trade, 212.617, 163, B19, S11, 1
B19, Trade, 216.900, 165, B19, S05, 1
B19, Trade, 221.700, 144, S13, B19, 1
B19, Trade, 226.883, 148, S13, B19, 1
B19, Trade, 232.917, 164, B19, S08, 1
B19, Trade, 236.600, 160, B19, S05, 1
B19, Trade, 241.783, 134, S07, B19, 1
B19, Trade, 246.850, 164, B19, S13, 1
B19, Trade, 251.800, 151, S13, B19, 1
B19, Trade, 257.300, 164, B19, S03, 1
B19, Trade, 262.417, 165, B19, S11, 1
B19, Trade, 267.783, 157, B19, S11, 1
B19, Trade, 273.033, 164, B19, S00, 1
B19, Trade, 277.050, 165, B19, S13, 1
B19, Trade, 281.850, 162, B19, S13, 1
B19, Trade, 287.667, 164, B19, S03, 1
B19, Trade, 294.000, 165, B19, S01, 1
B19, Trade, 297.300, 164, B19, S09, 1
B20, 27
B20, Trade, 12.017, 168, B20, S01, 1
B20, Trade, 24.750, 167, B20, S10, 1
B20, Trade, 32.733, 155, B20, S04, 1
B20, Trade, 49.083, 161, B20, S04, 1
B20, Trade, 57.133, 136, B20, S09, 1
B20, Trade, 85.883, 138, S05, B20, 1
B20, Trade, 103.050, 151, B20, S03, 1
B20, Trade, 109.917, 139, S09, B20, 1
B20, Trade, 116.400, 149, B20, S03, 1
B20, Trade, 120.783, 165, B20, S09, 1
B20, Trade, 128.717, 166, B20, S05, 1
B20, Trade, 135.300, 161, B20, S00, 1
B20, Trade, 147.200, 166, B20, S00, 1
B20, Trade, 151.683, 160, B20, S00, 1
B20, Trade, 159.233, 142, B20, S07, 1
B20, Trade, 161.133, 158, B20, S13, 1
B20, Trade, 176.633, 163, B20, S09, 1
B20, Trade, 187.050, 137, S11, B20, 1
B20, Trade, 208.250, 157, B20, S15, 1
B20, Trade, 217.933, 143, S09, B20, 1
B20, Trade, 222.383, 159, S04, B20, 1
B20, Trade, 229.250, 149, B20, S02, 1
B20, Trade, 251.700, 134, B20, S05, 1
B20, Trade, 269.850, 165, S14, B20, 1
B20, Trade, 274.717, 162, S18, B20, 1
B20, Trade, 294.050, 161, B20, S06, 1
B20, Trade, 297.717, 149, B20, S03, 1
B21, 9
B21, Trade, 33.167, 139, S11, B21, 1
B21, Trade, 50.467, 138, S00, B21, 1
B21, Trade, 83.117, 138, B21, S09, 1
B21, Trade, 92.333, 138, B21, S05, 1
B21, Trade, 117.000, 132, S07, B21, 1
B21, Trade, 198.933, 155, B21, S10, 1
B21, Trade, 204.000, 155, B21, S00, 1
B21, Trade, 222.250, 143, B21, S11, 1
B21, Trade, 287.767, 151, B21, S11, 1
B22, 18
B22, Trade, 9.500, 152, B22, S00, 1
B22, Trade, 16.500, 165, B22, S19, 1
B22, Trade, 27.350, 131, S00, B22, 1
B22, Trade, 56.517, 152, B22, S13, 1
B22, Trade, 60.617, 138, B22, S00, 1
B22, Trade, 70.050, 143, S00, B22, 1
B22, Trade, 114.183, 164, B22, S11, 1
B22, Trade, 132.633, 152, B22, S11, 1
B22, Trade, 137.583, 137, S11, B22, 1
B22, Trade, 159.550, 162, S10, B22, 1
B22, Trade, 169.867, 159, B22, S04, 1
B22, Trade, 189.017, 166, B22, S10, 1
B22, Trade, 197.667, 151, B22, S11, 1
B22, Trade, 214.983, 165, B22, S02, 1
B22, Trade, 217.333, 146, B22, S00, 1
B22, Trade, 228.400, 143, S11, B22, 1
B22, Trade, 258.317, 131, B22, S01, 1
B22, Trade, 275.600, 133, B22, S05, 1
B23, 21
B23, Trade, 5.083, 132, S06, B23, 1
B23, Trade, 14.867, 156, B23, S03, 1
B23, Trade, 28.133, 151, B23, S03, 1
B23, Trade, 38.750, 164, S14, B23, 1
B23, Trade, 50.017, 154, B23, S10, 1
B23, Trade, 57.217, 132, B23, S00, 1
B23, Trade, 92.983, 139, B23, S00, 1
B23, Trade, 138.400, 174, S18, B23, 1
B23, Trade, 160.000, 134, S04, B23, 1
B23, Trade, 166.650, 151, S07, B23, 1
B23, Trade, 177.933, 163, B23, S11, 1
B23, Trade, 210.150, 164, B23, S07, 1
B23, Trade, 212.683, 145, B23, S05, 1
B23, Trade, 231.633, 148, S13, B23, 1
B23, Trade, 237.783, 141, S11, B23, 1
B23, Trade, 243.383, 152, B23, S02, 1
B23, Trade, 258.300, 136, B23, S00, 1
B23, Trade, 265.317, 156, B23, S04, 1
B23, Trade, 280.333, 130, B23, S02, 1
B23, Trade, 281.833, 167, S19, B23, 1
B23, Trade, 287.500, 156, B23, S00, 1
B24, 53
B24, Trade, 6.633, 160, B24, S08, 1
B24, Trade, 14.683, 165, S19, B24, 1
B24, Trade, 18.700, 178, S18, B24, 1
B24, Trade, 20.267, 182, B24, S11, 1
B24, Trade, 26.683, 159, B24, S02, 1
B24, Trade, 33.433, 162, S12, B24, 1
B24, Trade, 42.033, 134, S05, B24, 1
B24, Trade, 49.650, 166, B24, S07, 1
B24, Trade, 52.033, 172, B24, S19, 1
B24, Trade, 55.517, 138, S11, B24, 1
B24, Trade, 61.000, 144, S13, B24, 1
B24, Trade, 66.850, 154, B24, S07, 1
B24, Trade, 73.217, 172, S20, B24, 1
B24, Trade, 76.667, 167, S19, B24, 1
B24, Trade, 81.467, 157, B24, S11, 1
B24, Trade, 87.550, 167, S19, B24, 1
B24, Trade, 93.100, 158, B24, S04, 1
B24, Trade, 96.433, 147, B24, S11, 1
B24, Trade, 104.050, 160, B24, S04, 1
B24, Trade, 107.517, 149, B24, S07, 1
B24, Trade, 114.333, 166, S15, B24, 1
B24, Trade, 117.150, 137, S11, B24, 1
B24, Trade, 121.683, 167, S19, B24, 1
B24, Trade, 127.117, 165, B24, S13, 1
B24, Trade, 133.767, 166, S19, B24, 1
B24, Trade, 138.283, 164, S09, B24, 1
B24, Trade, 141.150, 164, B24, S11, 1
B24, Trade, 148.250, 163, S18, B24, 1
B24, Trade, 152.067, 175, S19, B24, 1
B24, Trade, 156.883, 140, S05, B24, 1
B24, Trade, 165.600, 162, B24, S04, 1
B24, Trade, 166.950, 155, B24, S11, 1
B24, Trade, 172.717, 161, B24, S11, 1
B24, Trade, 179.550, 165, S19, B24, 1
B24, Trade, 184.167, 169, B24, S12, 1
B24, Trade, 191.733, 174, B24, S13, 1
B24, Trade, 196.933, 151, S03, B24, 1
B24, Trade, 202.900, 156, B24, S09, 1
B24, Trade, 210.383, 165, S19, B24, 1
B24, Trade, 213.683, 169, B24, S18, 1
B24, Trade, 216.633, 164, B24, S13, 1
B24, Trade, 222.550, 168, S19, B24, 1
B24, Trade, 230.733, 150, S01, B24, 1
B24, Trade, 231.333, 182, B24, S00, 1
B24, Trade, 242.067, 165, S14, B24, 1
B24, Trade, 249.250, 169, S19, B24, 1
B24, Trade, 258.867, 138, S11, B24, 1
B24, Trade, 261.467, 133, S09, B24, 1
B24, Trade, 273.167, 152, B24, S09, 1
B24, Trade, 283.167, 160, B24, S09, 1
B24, Trade, 286.450, 169, B24, S05, 1
B24, Trade, 293.900, 173, B24, S07, 1
B24, Trade, 298.483, 172, S19, B24, 1
B25, 32
B25, Trade, 34.317, 175, B25, S16, 1
B25, Trade, 39.900, 154, S02, B25, 1
B25, Trade, 40.567, 138, S11, B25, 1
B25, Trade, 51.133, 179, B25, S04, 1
B25, Trade, 56.450, 158, S15, B25, 1
B25, Trade, 62.700, 166, S15, B25, 1
B25, Trade, 67.033, 146, S10, B25, 1
B25, Trade, 73.817, 175, B25, S01, 1
B25, Trade, 77.067, 171, S14, B25, 1
