B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 0
B12, 3
B12, Trade, 5.200, 128, S08, B12, 1
B12, Trade, 55.717, 140, B12, S07, 1
B12, Trade, 288.817, 139, B12, S07, 1
B13, 0
B14, 1
B14, Trade, 213.150, 144, B14, S07, 1
B15, 2
B15, Trade, 13.417, 148, B15, S06, 1
B15, Trade, 170.783, 147, B15, S00, 1
B16, 1
B16, Trade, 220.217, 153, B16, S13, 1
B17, 3
B17, Trade, 5.617, 123, S00, B17, 1
B17, Trade, 105.167, 138, B17, S07, 1
B17, Trade, 157.933, 129, B17, S07, 1
B18, 7
B18, Trade, 12.600, 146, S07, B18, 1
B18, Trade, 69.000, 141, S06, B18, 1
B18, Trade, 86.000, 150, S05, B18, 1
B18, Trade, 203.400, 150, B18, S06, 1
B18, Trade, 212.683, 146, S13, B18, 1
B18, Trade, 252.733, 148, B18, S13, 1
B18, Trade, 289.217, 142, B18, S01, 1
B19, 2
B19, Trade, 8.700, 148, S13, B19, 1
B19, Trade, 298.383, 138, S06, B19, 1
B20, 20
B20, Trade, 12.800, 157, S15, B20, 1
B20, Trade, 21.733, 140, B20, S01, 1
B20, Trade, 34.083, 158, S13, B20, 1
B20, Trade, 38.767, 164, B20, S07, 1
B20, Trade, 52.250, 162, S13, B20, 1
B20, Trade, 72.600, 153, B20, S13, 1
B20, Trade, 82.783, 163, S15, B20, 1
B20, Trade, 94.517, 158, B20, S07, 1
B20, Trade, 99.717, 162, B20, S04, 1
B20, Trade, 109.133, 164, B20, S07, 1
B20, Trade, 139.217, 162, S00, B20, 1
B20, Trade, 149.467, 159, S16, B20, 1
B20, Trade, 180.183, 165, B20, S17, 1
B20, Trade, 184.067, 156, B20, S06, 1
B20, Trade, 191.350, 149, S13, B20, 1
B20, Trade, 202.450, 164, B20, S03, 1
B20, Trade, 226.967, 154, B20, S07, 1
B20, Trade, 231.767, 146, B20, S05, 1
B20, Trade, 238.383, 150, B20, S06, 1
B20, Trade, 278.183, 164, S03, B20, 1
B21, 17
B21, Trade, 29.133, 153, S04, B21, 1
B21, Trade, 38.533, 169, B21, S13, 1
B21, Trade, 44.533, 172, S21, B21, 1
B21, Trade, 46.583, 146, S08, B21, 1
B21, Trade, 51.467, 154, B21, S06, 1
B21, Trade, 63.367, 157, S16, B21, 1
B21, Trade, 106.867, 163, B21, S13, 1
B21, Trade, 131.433, 154, B21, S05, 1
B21, Trade, 137.083, 154, B21, S13, 1
B21, Trade, 142.650, 148, B21, S00, 1
B21, Trade, 153.050, 157, S13, B21, 1
B21, Trade, 160.200, 157, S10, B21, 1
B21, Trade, 167.317, 160, B21, S17, 1
B21, Trade, 183.300, 165, B21, S13, 1
B21, Trade, 196.317, 152, B21, S01, 1
B21, Trade, 216.450, 139, S07, B21, 1
B21, Trade, 231.283, 156, B21, S07, 1
B22, 9
B22, Trade, 7.750, 172, B22, S16, 1
B22, Trade, 27.233, 153, B22, S03, 1
B22, Trade, 53.333, 158, B22, S00, 1
B22, Trade, 74.550, 141, B22, S00, 1
B22, Trade, 117.133, 174, B22, S07, 1
B22, Trade, 148.283, 161, B22, S00, 1
B22, Trade, 179.283, 145, B22, S06, 1
B22, Trade, 273.483, 156, B22, S07, 1
B22, Trade, 290.067, 150, S13, B22, 1
B23, 32
B23, Trade, 14.433, 143, B23, S03, 1
B23, Trade, 15.767, 167, B23, S06, 1
B23, Trade, 31.817, 147, S11, B23, 1
B23, Trade, 40.700, 175, B23, S07, 1
B23, Trade, 46.800, 157, S07, B23, 1
B23, Trade, 51.067, 165, S16, B23, 1
B23, Trade, 61.567, 160, S13, B23, 1
B23, Trade, 72.817, 148, B23, S01, 1
B23, Trade, 85.367, 170, B23, S16, 1
B23, Trade, 92.050, 179, B23, S05, 1
B23, Trade, 98.933, 164, S16, B23, 1
B23, Trade, 102.650, 169, S18, B23, 1
B23, Trade, 112.317, 169, S18, B23, 1
B23, Trade, 116.617, 177, B23, S06, 1
B23, Trade, 121.467, 156, S13, B23, 1
B23, Trade, 134.500, 170, S15, B23, 1
B23, Trade, 141.533, 159, B23, S07, 1
B23, Trade, 162.567, 170, S13, B23, 1
B23, Trade, 170.267, 169, S09, B23, 1
B23, Trade, 173.083, 173, S20, B23, 1
B23, Trade, 183.483, 176, B23, S00, 1
B23, Trade, 186.517, 172, S21, B23, 1
B23, Trade, 194.733, 177, B23, S01, 1
B23, Trade, 199.700, 164, S07, B23, 1
B23, Trade, 203.133, 170, B23, S13, 1
B23, Trade, 221.400, 167, S17, B23, 1
B23, Trade, 250.133, 159, B23, S11, 1
B23, Trade, 254.500, 168, B23, S06, 1
B23, Trade, 265.000, 163, B23, S05, 1
B23, Trade, 281.933, 147, B23, S07, 1
B23, Trade, 287.650, 164, S16, B23, 1
B23, Trade, 298.883, 159, S15, B23, 1
B24, 48
B24, Trade, 7.600, 157, S15, B24, 1
B24, Trade, 10.967, 170, B24, S17, 1
B24, Trade, 15.333, 181, B24, S11, 1
B24, Trade, 21.217, 169, S17, B24, 1
B24, Trade, 28.267, 162, S06, B24, 1
B24, Trade, 33.367, 158, S15, B24, 1
