,trade,best_bid,best_offer,trader_name,total_profit,traders_number,avg_profit,run_n,k,F
288,300.0,149.0,163.0, PRDE,24321.0,60.0,405.35,5,64,2.0
534,300.0,144.0,173.0, PRDE,18535.0,60.0,308.916667,5,128,0.0
82,300.0,175.0,203.0, PRDE,19894.0,60.0,331.566667,5,128,0.2
823,300.0,169.0,199.0, PRDE,21118.0,60.0,351.966667,5,128,0.4
86,300.0,160.0,174.0, PRDE,22853.0,60.0,380.883333,5,128,0.6
812,300.0,156.0,162.0, PRDE,16002.0,60.0,266.7,5,128,0.8
217,300.0,144.0,191.0, PRDE,20216.0,60.0,336.933333,5,128,1.1
504,300.0,143.0,198.0, PRDE,25573.0,60.0,426.216667,5,128,1.3
889,300.0,158.0,162.0, PRDE,23016.0,60.0,383.6,5,128,1.5
234,300.0,151.0,168.0, PRDE,23474.0,60.0,391.233333,5,128,1.7
104,300.0,136.0,145.0, PRDE,18669.0,60.0,311.15,5,128,2.0
389,300.0,140.0,181.0, PRDE,19944.0,60.0,332.4,5,256,0.0
593,300.0,137.0,164.0, PRDE,23277.0,60.0,387.95,5,256,0.2
334,300.0,135.0,169.0, PRDE,20414.0,60.0,340.233333,5,256,0.4
212,300.0,151.0,199.0, PRDE,23962.0,60.0,399.366667,5,256,0.6
164,300.0,163.0,170.0, PRDE,24711.0,60.0,411.85,5,256,0.8
834,300.0,143.0,166.0, PRDE,21621.0,60.0,360.35,5,256,1.1
765,300.0,138.0,146.0, PRDE,22669.0,60.0,377.816667,5,256,1.3
497,300.0,162.0,171.0, PRDE,19983.0,60.0,333.05,5,256,1.5
144,300.0,163.0,181.0, PRDE,19567.0,60.0,326.116667,5,256,1.7
731,300.0,129.0,151.0, PRDE,20080.0,60.0,334.666667,5,256,2.0
140,300.0,138.0,175.0, PRDE,20743.0,60.0,345.716667,5,512,0.0
756,300.0,169.0,188.0, PRDE,17610.0,60.0,293.5,5,512,0.2
94,300.0,139.0,176.0, PRDE,18336.0,60.0,305.6,5,512,0.4
776,300.0,128.0,183.0, PRDE,18122.0,60.0,302.033333,5,512,0.6
681,300.0,133.0,165.0, PRDE,23508.0,60.0,391.8,5,512,0.8
120,300.0,144.0,176.0, PRDE,22392.0,60.0,373.2,5,512,1.1
241,300.0,154.0,212.0, PRDE,23972.0,60.0,399.533333,5,512,1.3
660,300.0,191.0,199.0, PRDE,17055.0,60.0,284.25,5,512,1.5
613,300.0,139.0,179.0, PRDE,18733.0,60.0,312.216667,5,512,1.7
603,300.0,143.0,147.0, PRDE,18193.0,60.0,303.216667,5,512,2.0
230,300.0,145.0,171.0, PRDE,19331.0,60.0,322.183333,5,1024,0.0
441,300.0,150.0,176.0, PRDE,18353.0,60.0,305.883333,5,1024,0.2
367,300.0,150.0,164.0, PRDE,17128.0,60.0,285.466667,5,1024,0.4
80,300.0,169.0,173.0, PRDE,19188.0,60.0,319.8,5,1024,0.6
579,300.0,127.0,128.0, PRDE,24491.0,60.0,408.183333,5,1024,0.8
385,300.0,142.0,182.0, PRDE,23268.0,60.0,387.8,5,1024,1.1
107,300.0,132.0,178.0, PRDE,21977.0,60.0,366.283333,5,1024,1.3
820,300.0,152.0,167.0, PRDE,25174.0,60.0,419.566667,5,1024,1.5
100,300.0,142.0,154.0, PRDE,17808.0,60.0,296.8,5,1024,1.7
349,300.0,169.0,177.0, PRDE,15643.0,60.0,260.716667,5,1024,2.0
620,300.0,165.0,181.0, PRDE,19310.0,60.0,321.833333,6,4,0.0
326,300.0,157.0,165.0, PRDE,17349.0,60.0,289.15,6,4,0.2
460,300.0,142.0,161.0, PRDE,17553.0,60.0,292.55,6,4,0.4
753,300.0,143.0,167.0, PRDE,15982.0,60.0,266.366667,6,4,0.6
488,300.0,156.0,157.0, PRDE,22194.0,60.0,369.9,6,4,0.8
132,300.0,149.0,184.0, PRDE,19962.0,60.0,332.7,6,4,1.1
475,300.0,167.0,184.0, PRDE,19562.0,60.0,326.033333,6,4,1.3
205,300.0,145.0,168.0, PRDE,22447.0,60.0,374.116667,6,4,1.5
281,300.0,158.0,176.0, PRDE,18248.0,60.0,304.133333,6,4,1.7
532,300.0,155.0,185.0, PRDE,22368.0,60.0,372.8,6,4,2.0
99,300.0,137.0,195.0, PRDE,22081.0,60.0,368.016667,6,8,0.0
813,300.0,140.0,150.0, PRDE,18829.0,60.0,313.816667,6,8,0.2
293,300.0,151.0,170.0, PRDE,20104.0,60.0,335.066667,6,8,0.4
135,300.0,140.0,176.0, PRDE,20213.0,60.0,336.883333,6,8,0.6
160,300.0,124.0,172.0, PRDE,18932.0,60.0,315.533333,6,8,0.8
706,300.0,159.0,179.0, PRDE,17269.0,60.0,287.816667,6,8,1.1
841,300.0,136.0,179.0, PRDE,15783.0,60.0,263.05,6,8,1.3
359,300.0,148.0,175.0, PRDE,17202.0,60.0,286.7,6,8,1.5
324,300.0,131.0,159.0, PRDE,18287.0,60.0,304.783333,6,8,1.7
599,300.0,130.0,166.0, PRDE,19793.0,60.0,329.883333,6,8,2.0
698,300.0,131.0,188.0, PRDE,17932.0,60.0,298.866667,6,16,0.0
499,300.0,137.0,198.0, PRDE,27113.0,60.0,451.883333,6,16,0.2
262,300.0,161.0,173.0, PRDE,20030.0,60.0,333.833333,6,16,0.4
265,300.0,155.0,190.0, PRDE,18879.0,60.0,314.65,6,16,0.6
832,300.0,124.0,182.0, PRDE,22404.0,60.0,373.4,6,16,0.8
211,300.0,153.0,179.0, PRDE,18612.0,60.0,310.2,6,16,1.1
61,300.0,113.0,170.0, PRDE,21102.0,60.0,351.7,6,16,1.3
165,300.0,171.0,175.0, PRDE,20983.0,60.0,349.716667,6,16,1.5
16,300.0,151.0,179.0, PRDE,20548.0,60.0,342.466667,6,16,1.7
864,300.0,168.0,174.0, PRDE,23318.0,60.0,388.633333,6,16,2.0
766,300.0,140.0,167.0, PRDE,20278.0,60.0,337.966667,6,32,0.0
608,300.0,151.0,174.0, PRDE,23419.0,60.0,390.316667,6,32,0.2
496,300.0,134.0,162.0, PRDE,20958.0,60.0,349.3,6,32,0.4
423,300.0,141.0,159.0, PRDE,17420.0,60.0,290.333333,6,32,0.6
65,300.0,131.0,195.0, PRDE,21028.0,60.0,350.466667,6,32,0.8
862,300.0,155.0,171.0, PRDE,16057.0,60.0,267.616667,6,32,1.1
35,300.0,138.0,165.0, PRDE,15981.0,60.0,266.35,6,32,1.3
612,300.0,166.0,168.0, PRDE,23940.0,60.0,399.0,6,32,1.5
352,300.0,148.0,158.0, PRDE,19076.0,60.0,317.933333,6,32,1.7
337,300.0,154.0,155.0, PRDE,20922.0,60.0,348.7,6,32,2.0
675,300.0,139.0,172.0, PRDE,20711.0,60.0,345.183333,6,64,0.0
455,300.0,142.0,183.0, PRDE,24066.0,60.0,401.1,6,64,0.2
855,300.0,132.0,172.0, PRDE,23079.0,60.0,384.65,6,64,0.4
777,300.0,169.0,191.0, PRDE,17062.0,60.0,284.366667,6,64,0.6
587,300.0,132.0,155.0, PRDE,21239.0,60.0,353.983333,6,64,0.8
392,300.0,160.0,161.0, PRDE,22782.0,60.0,379.7,6,64,1.1
128,300.0,170.0,171.0, PRDE,21352.0,60.0,355.866667,6,64,1.3
514,300.0,174.0,183.0, PRDE,18885.0,60.0,314.75,6,64,1.5
476,300.0,151.0,181.0, PRDE,19888.0,60.0,331.466667,6,64,1.7
235,300.0,148.0,187.0, PRDE,21348.0,60.0,355.8,6,64,2.0
623,300.0,132.0,168.0, PRDE,24605.0,60.0,410.083333,6,128,0.0
486,300.0,134.0,189.0, PRDE,24259.0,60.0,404.316667,6,128,0.2
771,300.0,155.0,175.0, PRDE,21578.0,60.0,359.633333,6,128,0.4
415,300.0,161.0,162.0, PRDE,18588.0,60.0,309.8,6,128,0.6
803,300.0,140.0,149.0, PRDE,22134.0,60.0,368.9,6,128,0.8
710,300.0,147.0,174.0, PRDE,21510.0,60.0,358.5,6,128,1.1
101,300.0,141.0,182.0, PRDE,23860.0,60.0,397.666667,6,128,1.3
343,300.0,159.0,172.0, PRDE,19534.0,60.0,325.566667,6,128,1.5
395,300.0,170.0,207.0, PRDE,22790.0,60.0,379.833333,6,128,1.7
50,300.0,144.0,154.0, PRDE,19589.0,60.0,326.483333,6,128,2.0
365,300.0,147.0,165.0, PRDE,18478.0,60.0,307.966667,6,256,0.0
702,300.0,148.0,167.0, PRDE,21595.0,60.0,359.916667,6,256,0.2
691,300.0,142.0,168.0, PRDE,25044.0,60.0,417.4,6,256,0.4
700,300.0,130.0,172.0, PRDE,25024.0,60.0,417.066667,6,256,0.6
597,300.0,156.0,188.0, PRDE,15613.0,60.0,260.216667,6,256,0.8
883,300.0,160.0,161.0, PRDE,23324.0,60.0,388.733333,6,256,1.1
814,300.0,137.0,192.0, PRDE,21352.0,60.0,355.866667,6,256,1.3
526,300.0,130.0,182.0, PRDE,17209.0,60.0,286.816667,6,256,1.5
3,300.0,154.0,175.0, PRDE,16021.0,60.0,267.016667,6,256,1.7
97,300.0,151.0,172.0, PRDE,17758.0,60.0,295.966667,6,256,2.0
114,300.0,141.0,162.0, PRDE,14741.0,60.0,245.683333,6,512,0.0
308,300.0,156.0,160.0, PRDE,23520.0,60.0,392.0,6,512,0.2
161,300.0,144.0,153.0, PRDE,20073.0,60.0,334.55,6,512,0.4
173,300.0,168.0,179.0, PRDE,23672.0,60.0,394.533333,6,512,0.6
614,300.0,162.0,193.0, PRDE,17823.0,60.0,297.05,6,512,0.8
191,300.0,145.0,169.0, PRDE,20852.0,60.0,347.533333,6,512,1.1
75,300.0,148.0,197.0, PRDE,23580.0,60.0,393.0,6,512,1.3
350,300.0,141.0,171.0, PRDE,24907.0,60.0,415.116667,6,512,1.5
769,300.0,158.0,175.0, PRDE,14806.0,60.0,246.766667,6,512,1.7
518,300.0,137.0,187.0, PRDE,15665.0,60.0,261.083333,6,512,2.0
758,300.0,176.0,210.0, PRDE,23468.0,60.0,391.133333,6,1024,0.0
185,300.0,140.0,191.0, PRDE,21697.0,60.0,361.616667,6,1024,0.2
115,300.0,144.0,169.0, PRDE,23160.0,60.0,386.0,6,1024,0.4
9,300.0,159.0,206.0, PRDE,23072.0,60.0,384.533333,6,1024,0.6
664,300.0,161.0,169.0, PRDE,21192.0,60.0,353.2,6,1024,0.8
207,300.0,144.0,183.0, PRDE,16975.0,60.0,282.916667,6,1024,1.1
611,300.0,140.0,145.0, PRDE,19289.0,60.0,321.483333,6,1024,1.3
538,300.0,153.0,203.0, PRDE,17233.0,60.0,287.216667,6,1024,1.5
131,300.0,161.0,176.0, PRDE,23299.0,60.0,388.316667,6,1024,1.7
301,300.0,142.0,153.0, PRDE,21740.0,60.0,362.333333,6,1024,2.0
300,300.0,156.0,180.0, PRDE,23786.0,60.0,396.433333,7,4,0.0
69,300.0,154.0,200.0, PRDE,18877.0,60.0,314.616667,7,4,0.2
827,300.0,141.0,189.0, PRDE,17394.0,60.0,289.9,7,4,0.4
451,300.0,152.0,184.0, PRDE,16990.0,60.0,283.166667,7,4,0.6
782,300.0,169.0,186.0, PRDE,20454.0,60.0,340.9,7,4,0.8
243,300.0,126.0,157.0, PRDE,23525.0,60.0,392.083333,7,4,1.1
653,300.0,144.0,202.0, PRDE,17456.0,60.0,290.933333,7,4,1.3
411,300.0,136.0,175.0, PRDE,16502.0,60.0,275.033333,7,4,1.5
804,300.0,143.0,162.0, PRDE,12234.0,60.0,203.9,7,4,1.7
464,300.0,146.0,160.0, PRDE,19637.0,60.0,327.283333,7,4,2.0
407,300.0,147.0,169.0, PRDE,22590.0,60.0,376.5,7,8,0.0
495,300.0,165.0,182.0, PRDE,19764.0,60.0,329.4,7,8,0.2
869,300.0,164.0,200.0, PRDE,23251.0,60.0,387.516667,7,8,0.4
555,300.0,124.0,181.0, PRDE,27226.0,60.0,453.766667,7,8,0.6
708,300.0,166.0,202.0, PRDE,16457.0,60.0,274.283333,7,8,0.8
815,300.0,141.0,168.0, PRDE,20499.0,60.0,341.65,7,8,1.1
251,300.0,143.0,202.0, PRDE,15379.0,60.0,256.316667,7,8,1.3
51,300.0,150.0,199.0, PRDE,18412.0,60.0,306.866667,7,8,1.5
462,300.0,141.0,174.0, PRDE,15431.0,60.0,257.183333,7,8,1.7
25,300.0,141.0,176.0, PRDE,18231.0,60.0,303.85,7,8,2.0
106,300.0,151.0,173.0, PRDE,23242.0,60.0,387.366667,7,16,0.0
371,300.0,150.0,155.0, PRDE,20098.0,60.0,334.966667,7,16,0.2
882,300.0,148.0,160.0, PRDE,21146.0,60.0,352.433333,7,16,0.4
252,300.0,154.0,187.0, PRDE,23424.0,60.0,390.4,7,16,0.6
310,300.0,151.0,167.0, PRDE,19077.0,60.0,317.95,7,16,0.8
546,300.0,177.0,181.0, PRDE,24967.0,60.0,416.116667,7,16,1.1
454,300.0,157.0,179.0, PRDE,19478.0,60.0,324.633333,7,16,1.3
370,300.0,173.0,187.0, PRDE,21213.0,60.0,353.55,7,16,1.5
96,300.0,145.0,158.0, PRDE,17071.0,60.0,284.516667,7,16,1.7
824,300.0,139.0,167.0, PRDE,19696.0,60.0,328.266667,7,16,2.0
266,300.0,148.0,158.0, PRDE,18762.0,60.0,312.7,7,32,0.0
421,300.0,137.0,166.0, PRDE,18874.0,60.0,314.566667,7,32,0.2
761,300.0,138.0,167.0, PRDE,19270.0,60.0,321.166667,7,32,0.4
733,300.0,164.0,175.0, PRDE,20088.0,60.0,334.8,7,32,0.6
127,300.0,158.0,177.0, PRDE,20889.0,60.0,348.15,7,32,0.8
677,300.0,153.0,168.0, PRDE,16392.0,60.0,273.2,7,32,1.1
873,300.0,174.0,190.0, PRDE,15507.0,60.0,258.45,7,32,1.3
795,300.0,151.0,175.0, PRDE,26109.0,60.0,435.15,7,32,1.5
770,300.0,135.0,192.0, PRDE,20460.0,60.0,341.0,7,32,1.7
216,300.0,154.0,189.0, PRDE,20923.0,60.0,348.716667,7,32,2.0
319,300.0,149.0,158.0, PRDE,17907.0,60.0,298.45,7,64,0.0
320,300.0,175.0,202.0, PRDE,20289.0,60.0,338.15,7,64,0.2
775,300.0,133.0,149.0, PRDE,16406.0,60.0,273.433333,7,64,0.4
472,300.0,138.0,173.0, PRDE,25862.0,60.0,431.033333,7,64,0.6
757,300.0,169.0,175.0, PRDE,18508.0,60.0,308.466667,7,64,0.8
78,300.0,156.0,195.0, PRDE,20173.0,60.0,336.216667,7,64,1.1
272,300.0,140.0,171.0, PRDE,20579.0,60.0,342.983333,7,64,1.3
123,300.0,158.0,163.0, PRDE,16493.0,60.0,274.883333,7,64,1.5
311,300.0,143.0,166.0, PRDE,22878.0,60.0,381.3,7,64,1.7
506,300.0,133.0,169.0, PRDE,18111.0,60.0,301.85,7,64,2.0
98,300.0,154.0,201.0, PRDE,20812.0,60.0,346.866667,7,128,0.0
335,300.0,153.0,171.0, PRDE,20399.0,60.0,339.983333,7,128,0.2
354,300.0,138.0,174.0, PRDE,20191.0,60.0,336.516667,7,128,0.4
452,300.0,144.0,165.0, PRDE,17516.0,60.0,291.933333,7,128,0.6
747,300.0,139.0,182.0, PRDE,24003.0,60.0,400.05,7,128,0.8
849,300.0,180.0,194.0, PRDE,21366.0,60.0,356.1,7,128,1.1
640,300.0,152.0,168.0, PRDE,19444.0,60.0,324.066667,7,128,1.3
29,300.0,150.0,172.0, PRDE,22851.0,60.0,380.85,7,128,1.5
601,300.0,149.0,156.0, PRDE,19189.0,60.0,319.816667,7,128,1.7
19,300.0,159.0,177.0, PRDE,23241.0,60.0,387.35,7,128,2.0
366,300.0,147.0,172.0, PRDE,21479.0,60.0,357.983333,7,256,0.0
418,300.0,147.0,198.0, PRDE,20347.0,60.0,339.116667,7,256,0.2
317,300.0,149.0,182.0, PRDE,18674.0,60.0,311.233333,7,256,0.4
673,300.0,157.0,159.0, PRDE,27793.0,60.0,463.216667,7,256,0.6
605,300.0,135.0,189.0, PRDE,23312.0,60.0,388.533333,7,256,0.8
226,300.0,147.0,209.0, PRDE,20143.0,60.0,335.716667,7,256,1.1
369,300.0,179.0,183.0, PRDE,23515.0,60.0,391.916667,7,256,1.3
639,300.0,136.0,157.0, PRDE,26292.0,60.0,438.2,7,256,1.5
713,300.0,157.0,164.0, PRDE,19167.0,60.0,319.45,7,256,1.7
886,300.0,147.0,176.0, PRDE,18865.0,60.0,314.416667,7,256,2.0
197,300.0,129.0,159.0, PRDE,23092.0,60.0,384.866667,7,512,0.0
755,300.0,150.0,157.0, PRDE,21517.0,60.0,358.616667,7,512,0.2
539,300.0,147.0,172.0, PRDE,25386.0,60.0,423.1,7,512,0.4
427,300.0,150.0,158.0, PRDE,22789.0,60.0,379.816667,7,512,0.6
543,300.0,150.0,155.0, PRDE,23144.0,60.0,385.733333,7,512,0.8
192,300.0,136.0,158.0, PRDE,25767.0,60.0,429.45,7,512,1.1
178,300.0,154.0,176.0, PRDE,18871.0,60.0,314.516667,7,512,1.3
430,300.0,141.0,157.0, PRDE,20691.0,60.0,344.85,7,512,1.5
525,300.0,154.0,196.0, PRDE,20557.0,60.0,342.616667,7,512,1.7
396,300.0,147.0,178.0, PRDE,16363.0,60.0,272.716667,7,512,2.0
699,300.0,156.0,174.0, PRDE,24266.0,60.0,404.433333,7,1024,0.0
868,300.0,153.0,166.0, PRDE,23343.0,60.0,389.05,7,1024,0.2
887,300.0,145.0,189.0, PRDE,20576.0,60.0,342.933333,7,1024,0.4
30,300.0,169.0,186.0, PRDE,16033.0,60.0,267.216667,7,1024,0.6
570,300.0,140.0,144.0, PRDE,20676.0,60.0,344.6,7,1024,0.8
44,300.0,148.0,166.0, PRDE,23671.0,60.0,394.516667,7,1024,1.1
783,300.0,134.0,201.0, PRDE,16268.0,60.0,271.133333,7,1024,1.3
890,300.0,146.0,166.0, PRDE,21219.0,60.0,353.65,7,1024,1.5
8,300.0,165.0,213.0, PRDE,17725.0,60.0,295.416667,7,1024,1.7
72,300.0,143.0,188.0, PRDE,17816.0,60.0,296.933333,7,1024,2.0
377,300.0,153.0,184.0, PRDE,19894.0,60.0,331.566667,8,4,0.0
885,300.0,154.0,166.0, PRDE,21165.0,60.0,352.75,8,4,0.2
477,300.0,175.0,200.0, PRDE,18232.0,60.0,303.866667,8,4,0.4
348,300.0,152.0,193.0, PRDE,22900.0,60.0,381.666667,8,4,0.6
118,300.0,153.0,180.0, PRDE,18393.0,60.0,306.55,8,4,0.8
1,300.0,146.0,174.0, PRDE,23264.0,60.0,387.733333,8,4,1.1
193,300.0,145.0,156.0, PRDE,22673.0,60.0,377.883333,8,4,1.3
137,300.0,164.0,190.0, PRDE,19818.0,60.0,330.3,8,4,1.5
899,300.0,165.0,173.0, PRDE,19105.0,60.0,318.416667,8,4,1.7
450,300.0,144.0,163.0, PRDE,16420.0,60.0,273.666667,8,4,2.0
403,300.0,160.0,165.0, PRDE,19555.0,60.0,325.916667,8,8,0.0
723,300.0,155.0,162.0, PRDE,18479.0,60.0,307.983333,8,8,0.2
321,300.0,164.0,213.0, PRDE,18982.0,60.0,316.366667,8,8,0.4
463,300.0,154.0,177.0, PRDE,23658.0,60.0,394.3,8,8,0.6
836,300.0,143.0,163.0, PRDE,22613.0,60.0,376.883333,8,8,0.8
894,300.0,156.0,166.0, PRDE,22793.0,60.0,379.883333,8,8,1.1
800,300.0,148.0,169.0, PRDE,20138.0,60.0,335.633333,8,8,1.3
701,300.0,148.0,179.0, PRDE,18361.0,60.0,306.016667,8,8,1.5
355,300.0,146.0,183.0, PRDE,17755.0,60.0,295.916667,8,8,1.7
498,300.0,146.0,176.0, PRDE,15053.0,60.0,250.883333,8,8,2.0
283,300.0,134.0,163.0, PRDE,20146.0,60.0,335.766667,8,16,0.0
18,300.0,165.0,183.0, PRDE,11410.0,60.0,190.166667,8,16,0.2
6,300.0,142.0,167.0, PRDE,17695.0,60.0,294.916667,8,16,0.4
105,300.0,153.0,183.0, PRDE,17043.0,60.0,284.05,8,16,0.6
468,300.0,136.0,184.0, PRDE,20987.0,60.0,349.783333,8,16,0.8
139,300.0,144.0,181.0, PRDE,20429.0,60.0,340.483333,8,16,1.1
751,300.0,168.0,169.0, PRDE,22745.0,60.0,379.083333,8,16,1.3
870,300.0,127.0,156.0, PRDE,19840.0,60.0,330.666667,8,16,1.5
31,300.0,147.0,171.0, PRDE,19309.0,60.0,321.816667,8,16,1.7
661,300.0,156.0,178.0, PRDE,16905.0,60.0,281.75,8,16,2.0
436,300.0,168.0,200.0, PRDE,15990.0,60.0,266.5,8,32,0.0
634,300.0,151.0,194.0, PRDE,19828.0,60.0,330.466667,8,32,0.2
690,300.0,142.0,160.0, PRDE,24292.0,60.0,404.866667,8,32,0.4
268,300.0,136.0,170.0, PRDE,18570.0,60.0,309.5,8,32,0.6
150,300.0,154.0,162.0, PRDE,20885.0,60.0,348.083333,8,32,0.8
259,300.0,162.0,174.0, PRDE,23517.0,60.0,391.95,8,32,1.1
250,300.0,159.0,178.0, PRDE,18923.0,60.0,315.383333,8,32,1.3
573,300.0,153.0,181.0, PRDE,19463.0,60.0,324.383333,8,32,1.5
712,300.0,156.0,187.0, PRDE,18488.0,60.0,308.133333,8,32,1.7
458,300.0,136.0,144.0, PRDE,19975.0,60.0,332.916667,8,32,2.0
575,300.0,148.0,168.0, PRDE,18843.0,60.0,314.05,8,64,0.0
149,300.0,140.0,144.0, PRDE,16552.0,60.0,275.866667,8,64,0.2
595,300.0,149.0,155.0, PRDE,19451.0,60.0,324.183333,8,64,0.4
176,300.0,147.0,183.0, PRDE,21199.0,60.0,353.316667,8,64,0.6
741,300.0,154.0,180.0, PRDE,24381.0,60.0,406.35,8,64,0.8
471,300.0,151.0,185.0, PRDE,27154.0,60.0,452.566667,8,64,1.1
773,300.0,137.0,152.0, PRDE,19362.0,60.0,322.7,8,64,1.3
244,300.0,149.0,176.0, PRDE,23612.0,60.0,393.533333,8,64,1.5
15,300.0,134.0,183.0, PRDE,18405.0,60.0,306.75,8,64,1.7
156,300.0,121.0,147.0, PRDE,21442.0,60.0,357.366667,8,64,2.0
111,300.0,143.0,193.0, PRDE,18846.0,60.0,314.1,8,128,0.0
393,300.0,145.0,158.0, PRDE,20521.0,60.0,342.016667,8,128,0.2
485,300.0,174.0,185.0, PRDE,18247.0,60.0,304.116667,8,128,0.4
632,300.0,167.0,187.0, PRDE,24293.0,60.0,404.883333,8,128,0.6
38,300.0,170.0,187.0, PRDE,23289.0,60.0,388.15,8,128,0.8
228,300.0,139.0,151.0, PRDE,15755.0,60.0,262.583333,8,128,1.1
854,300.0,143.0,195.0, PRDE,12498.0,60.0,208.3,8,128,1.3
420,300.0,167.0,187.0, PRDE,15512.0,60.0,258.533333,8,128,1.5
269,300.0,160.0,187.0, PRDE,19001.0,60.0,316.683333,8,128,1.7
724,300.0,129.0,165.0, PRDE,17941.0,60.0,299.016667,8,128,2.0
606,300.0,149.0,160.0, PRDE,18543.0,60.0,309.05,8,256,0.0
52,300.0,160.0,198.0, PRDE,16950.0,60.0,282.5,8,256,0.2
728,300.0,143.0,188.0, PRDE,19888.0,60.0,331.466667,8,256,0.4
668,300.0,167.0,185.0, PRDE,21637.0,60.0,360.616667,8,256,0.6
819,300.0,133.0,195.0, PRDE,22374.0,60.0,372.9,8,256,0.8
76,300.0,149.0,171.0, PRDE,21612.0,60.0,360.2,8,256,1.1
679,300.0,137.0,193.0, PRDE,17799.0,60.0,296.65,8,256,1.3
238,300.0,137.0,171.0, PRDE,18029.0,60.0,300.483333,8,256,1.5
843,300.0,152.0,176.0, PRDE,15348.0,60.0,255.8,8,256,1.7
199,300.0,146.0,173.0, PRDE,22769.0,60.0,379.483333,8,256,2.0
550,300.0,167.0,177.0, PRDE,23711.0,60.0,395.183333,8,512,0.0
442,300.0,125.0,164.0, PRDE,24725.0,60.0,412.083333,8,512,0.2
825,300.0,140.0,174.0, PRDE,19650.0,60.0,327.5,8,512,0.4
816,300.0,144.0,180.0, PRDE,23555.0,60.0,392.583333,8,512,0.6
866,300.0,143.0,181.0, PRDE,15727.0,60.0,262.116667,8,512,0.8
26,300.0,153.0,191.0, PRDE,16020.0,60.0,267.0,8,512,1.1
540,300.0,142.0,178.0, PRDE,21534.0,60.0,358.9,8,512,1.3
4,300.0,149.0,182.0, PRDE,18345.0,60.0,305.75,8,512,1.5
594,300.0,121.0,169.0, PRDE,18348.0,60.0,305.8,8,512,1.7
590,300.0,127.0,160.0, PRDE,16471.0,60.0,274.516667,8,512,2.0
801,300.0,136.0,186.0, PRDE,21349.0,60.0,355.816667,8,1024,0.0
345,300.0,155.0,230.0, PRDE,21758.0,60.0,362.633333,8,1024,0.2
340,300.0,165.0,168.0, PRDE,22951.0,60.0,382.516667,8,1024,0.4
394,300.0,160.0,190.0, PRDE,18297.0,60.0,304.95,8,1024,0.6
895,300.0,136.0,185.0, PRDE,19649.0,60.0,327.483333,8,1024,0.8
425,300.0,140.0,174.0, PRDE,25122.0,60.0,418.7,8,1024,1.1
109,300.0,144.0,172.0, PRDE,18398.0,60.0,306.633333,8,1024,1.3
591,300.0,142.0,185.0, PRDE,20062.0,60.0,334.366667,8,1024,1.5
596,300.0,170.0,175.0, PRDE,19004.0,60.0,316.733333,8,1024,1.7
204,300.0,179.0,186.0, PRDE,18641.0,60.0,310.683333,8,1024,2.0
73,300.0,152.0,193.0, PRDE,18953.0,60.0,315.883333,9,4,0.0
900,300.0,152.0,158.0, PRDE,18450.0,60.0,307.5,9,4,0.2
602,300.0,183.0,185.0, PRDE,17366.0,60.0,289.433333,9,4,0.4
179,300.0,148.0,191.0, PRDE,20914.0,60.0,348.566667,9,4,0.6
66,300.0,139.0,171.0, PRDE,20393.0,60.0,339.883333,9,4,0.8
687,300.0,137.0,163.0, PRDE,18958.0,60.0,315.966667,9,4,1.1
13,300.0,153.0,154.0, PRDE,16540.0,60.0,275.666667,9,4,1.3
188,300.0,140.0,151.0, PRDE,19446.0,60.0,324.1,9,4,1.5
376,300.0,144.0,160.0, PRDE,23435.0,60.0,390.583333,9,4,1.7
487,300.0,162.0,173.0, PRDE,20309.0,60.0,338.483333,9,4,2.0
557,300.0,134.0,161.0, PRDE,21900.0,60.0,365.0,9,8,0.0
714,300.0,156.0,186.0, PRDE,21678.0,60.0,361.3,9,8,0.2
489,300.0,153.0,185.0, PRDE,18036.0,60.0,300.6,9,8,0.4
402,300.0,167.0,194.0, PRDE,23743.0,60.0,395.716667,9,8,0.6
548,300.0,157.0,159.0, PRDE,20524.0,60.0,342.066667,9,8,0.8
172,300.0,171.0,197.0, PRDE,19895.0,60.0,331.583333,9,8,1.1
727,300.0,150.0,165.0, PRDE,17436.0,60.0,290.6,9,8,1.3
372,300.0,154.0,190.0, PRDE,23012.0,60.0,383.533333,9,8,1.5
799,300.0,127.0,174.0, PRDE,19016.0,60.0,316.933333,9,8,1.7
245,300.0,164.0,201.0, PRDE,21676.0,60.0,361.266667,9,8,2.0
102,300.0,177.0,184.0, PRDE,16767.0,60.0,279.45,9,16,0.0
636,300.0,144.0,166.0, PRDE,16896.0,60.0,281.6,9,16,0.2
500,300.0,152.0,156.0, PRDE,20532.0,60.0,342.2,9,16,0.4
793,300.0,143.0,170.0, PRDE,20729.0,60.0,345.483333,9,16,0.6
357,300.0,145.0,173.0, PRDE,19782.0,60.0,329.7,9,16,0.8
437,300.0,153.0,199.0, PRDE,15227.0,60.0,253.783333,9,16,1.1
400,300.0,159.0,172.0, PRDE,21882.0,60.0,364.7,9,16,1.3
227,300.0,157.0,174.0, PRDE,19587.0,60.0,326.45,9,16,1.5
121,300.0,132.0,142.0, PRDE,17292.0,60.0,288.2,9,16,1.7
273,300.0,152.0,167.0, PRDE,19018.0,60.0,316.966667,9,16,2.0
649,300.0,133.0,178.0, PRDE,21396.0,60.0,356.6,9,32,0.0
