B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 1
B11, Trade, 281.733, 111, S03, B11, 1
B12, 2
B12, Trade, 161.783, 135, B12, S04, 1
B12, Trade, 171.050, 125, S02, B12, 1
B13, 6
B13, Trade, 119.367, 141, B13, S02, 1
B13, Trade, 136.600, 129, B13, S03, 1
B13, Trade, 152.600, 136, S06, B13, 1
B13, Trade, 166.133, 123, S03, B13, 1
B13, Trade, 210.050, 142, S08, B13, 1
B13, Trade, 227.567, 131, B13, S01, 1
B14, 12
B14, Trade, 10.150, 122, S03, B14, 1
B14, Trade, 20.200, 117, B14, S03, 1
B14, Trade, 61.150, 147, B14, S04, 1
B14, Trade, 90.817, 133, B14, S03, 1
B14, Trade, 100.900, 134, S04, B14, 1
B14, Trade, 119.517, 139, B14, S03, 1
B14, Trade, 144.533, 141, B14, S03, 1
B14, Trade, 214.550, 146, B14, S03, 1
B14, Trade, 231.683, 126, S03, B14, 1
B14, Trade, 247.717, 135, S10, B14, 1
B14, Trade, 277.900, 135, S10, B14, 1
B14, Trade, 291.700, 147, B14, S03, 1
B15, 13
B15, Trade, 35.583, 146, B15, S03, 1
B15, Trade, 40.600, 142, B15, S03, 1
B15, Trade, 45.533, 148, B15, S03, 1
B15, Trade, 115.633, 147, B15, S07, 1
B15, Trade, 133.200, 146, B15, S07, 1
B15, Trade, 152.083, 142, B15, S03, 1
B15, Trade, 158.833, 151, B15, S04, 1
B15, Trade, 177.600, 133, B15, S04, 1
B15, Trade, 186.950, 151, B15, S03, 1
B15, Trade, 221.450, 116, S03, B15, 1
B15, Trade, 247.383, 150, B15, S04, 1
B15, Trade, 262.200, 146, B15, S10, 1
B15, Trade, 271.700, 140, B15, S03, 1
B16, 4
B16, Trade, 6.150, 136, B16, S03, 1
B16, Trade, 83.150, 149, B16, S07, 1
B16, Trade, 106.817, 139, S10, B16, 1
B16, Trade, 124.583, 150, B16, S02, 1
B17, 1
B17, Trade, 70.767, 146, B17, S01, 1
B18, 20
B18, Trade, 8.367, 154, B18, S08, 1
B18, Trade, 27.183, 160, B18, S14, 1
B18, Trade, 39.117, 161, B18, S04, 1
B18, Trade, 48.183, 147, B18, S07, 1
B18, Trade, 56.383, 153, B18, S14, 1
B18, Trade, 92.000, 139, B18, S06, 1
B18, Trade, 99.017, 159, S08, B18, 1
B18, Trade, 110.967, 112, S03, B18, 1
B18, Trade, 128.033, 153, B18, S10, 1
B18, Trade, 135.033, 162, B18, S02, 1
B18, Trade, 137.317, 161, S14, B18, 1
B18, Trade, 144.917, 161, B18, S04, 1
B18, Trade, 176.317, 145, S06, B18, 1
B18, Trade, 192.600, 157, B18, S10, 1
B18, Trade, 200.517, 156, B18, S15, 1
B18, Trade, 237.300, 158, B18, S03, 1
B18, Trade, 243.467, 162, B18, S06, 1
B18, Trade, 251.700, 158, B18, S14, 1
B18, Trade, 276.200, 155, B18, S04, 1
B18, Trade, 277.233, 146, B18, S03, 1
B19, 7
B19, Trade, 21.183, 147, B19, S04, 1
B19, Trade, 26.717, 144, B19, S03, 1
B19, Trade, 99.700, 145, B19, S10, 1
B19, Trade, 107.717, 138, B19, S03, 1
B19, Trade, 194.550, 152, B19, S04, 1
B19, Trade, 261.650, 140, B19, S03, 1
B19, Trade, 291.967, 132, B19, S04, 1
B20, 34
B20, Trade, 12.283, 158, B20, S02, 1
B20, Trade, 18.800, 148, B20, S03, 1
B20, Trade, 20.783, 155, B20, S02, 1
B20, Trade, 25.433, 167, S19, B20, 1
B20, Trade, 32.333, 158, S01, B20, 1
B20, Trade, 35.767, 158, S14, B20, 1
B20, Trade, 40.933, 155, S00, B20, 1
B20, Trade, 56.983, 139, B20, S10, 1
B20, Trade, 60.700, 115, S03, B20, 1
B20, Trade, 67.683, 162, B20, S03, 1
B20, Trade, 71.517, 168, B20, S03, 1
B20, Trade, 80.667, 148, S14, B20, 1
B20, Trade, 91.867, 159, B20, S14, 1
B20, Trade, 104.600, 155, S07, B20, 1
B20, Trade, 111.967, 159, S05, B20, 1
B20, Trade, 123.167, 164, B20, S03, 1
B20, Trade, 135.517, 165, B20, S11, 1
B20, Trade, 143.200, 167, S19, B20, 1
B20, Trade, 146.700, 137, S02, B20, 1
B20, Trade, 167.433, 157, B20, S10, 1
B20, Trade, 181.717, 161, B20, S10, 1
B20, Trade, 193.150, 155, B20, S07, 1
B20, Trade, 200.200, 167, B20, S06, 1
B20, Trade, 202.683, 162, B20, S07, 1
B20, Trade, 206.700, 160, B20, S14, 1
B20, Trade, 218.900, 141, B20, S04, 1
