B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 9
B08, Trade, 20.783, 127, B08, S00, 1
B08, Trade, 25.917, 126, B08, S00, 1
B08, Trade, 30.417, 121, S04, B08, 1
B08, Trade, 42.617, 127, B08, S05, 1
B08, Trade, 128.617, 126, B08, S06, 1
B08, Trade, 184.600, 125, B08, S01, 1
B08, Trade, 191.133, 121, B08, S03, 1
B08, Trade, 276.667, 125, B08, S06, 1
B08, Trade, 287.067, 124, B08, S06, 1
B09, 6
B09, Trade, 25.817, 130, B09, S06, 1
B09, Trade, 42.133, 130, B09, S06, 1
B09, Trade, 95.750, 129, B09, S03, 1
B09, Trade, 125.950, 116, B09, S01, 1
B09, Trade, 238.350, 129, S06, B09, 1
B09, Trade, 254.000, 129, B09, S00, 1
B10, 0
B11, 0
B12, 2
B12, Trade, 104.233, 135, B12, S08, 1
B12, Trade, 106.300, 139, B12, S01, 1
B13, 5
B13, Trade, 16.783, 133, B13, S06, 1
B13, Trade, 146.200, 130, B13, S00, 1
B13, Trade, 153.050, 143, B13, S01, 1
B13, Trade, 158.117, 143, B13, S03, 1
B13, Trade, 299.933, 142, B13, S01, 1
B14, 15
B14, Trade, 15.567, 124, B14, S01, 1
B14, Trade, 47.667, 147, B14, S13, 1
B14, Trade, 59.250, 140, B14, S01, 1
B14, Trade, 66.333, 144, B14, S06, 1
B14, Trade, 76.400, 148, B14, S12, 1
B14, Trade, 84.383, 145, B14, S05, 1
B14, Trade, 125.733, 148, B14, S04, 1
B14, Trade, 126.267, 147, S13, B14, 1
B14, Trade, 141.483, 147, B14, S01, 1
B14, Trade, 150.217, 144, B14, S06, 1
B14, Trade, 177.017, 140, B14, S04, 1
B14, Trade, 196.333, 143, B14, S01, 1
B14, Trade, 215.817, 137, B14, S04, 1
B14, Trade, 217.300, 144, S12, B14, 1
B14, Trade, 267.217, 148, B14, S04, 1
B15, 4
B15, Trade, 20.250, 137, B15, S06, 1
B15, Trade, 36.317, 132, S03, B15, 1
B15, Trade, 108.283, 139, B15, S06, 1
B15, Trade, 114.500, 148, B15, S03, 1
B16, 32
B16, Trade, 8.683, 153, B16, S12, 1
B16, Trade, 16.517, 145, S04, B16, 1
B16, Trade, 31.883, 155, B16, S01, 1
B16, Trade, 45.717, 149, B16, S01, 1
B16, Trade, 53.633, 152, B16, S04, 1
B16, Trade, 70.333, 148, B16, S04, 1
B16, Trade, 71.000, 149, B16, S06, 1
B16, Trade, 93.700, 147, B16, S00, 1
B16, Trade, 126.967, 147, S02, B16, 1
B16, Trade, 134.683, 155, B16, S06, 1
B16, Trade, 136.967, 155, B16, S06, 1
B16, Trade, 147.933, 132, S01, B16, 1
B16, Trade, 161.600, 151, B16, S06, 1
B16, Trade, 177.433, 139, B16, S01, 1
B16, Trade, 186.983, 150, B16, S00, 1
B16, Trade, 198.700, 153, B16, S04, 1
B16, Trade, 204.000, 150, S01, B16, 1
B16, Trade, 209.517, 147, B16, S01, 1
B16, Trade, 213.967, 147, S05, B16, 1
B16, Trade, 220.867, 135, B16, S01, 1
B16, Trade, 226.033, 153, B16, S05, 1
B16, Trade, 226.317, 142, B16, S02, 1
B16, Trade, 235.383, 137, B16, S00, 1
B16, Trade, 245.783, 141, B16, S03, 1
B16, Trade, 247.850, 154, B16, S00, 1
B16, Trade, 257.017, 135, B16, S01, 1
B16, Trade, 262.650, 150, B16, S08, 1
B16, Trade, 269.317, 148, S08, B16, 1
B16, Trade, 278.800, 142, B16, S02, 1
