B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 1
B11, Trade, 187.417, 129, B11, S00, 1
B12, 0
B13, 2
B13, Trade, 28.817, 136, B13, S05, 1
B13, Trade, 65.433, 137, B13, S00, 1
B14, 6
B14, Trade, 5.333, 147, B14, S04, 1
B14, Trade, 13.167, 148, B14, S00, 1
B14, Trade, 24.200, 137, B14, S03, 1
B14, Trade, 52.900, 144, B14, S00, 1
B14, Trade, 142.983, 138, B14, S08, 1
B14, Trade, 160.800, 148, B14, S10, 1
B15, 2
B15, Trade, 98.733, 145, B15, S04, 1
B15, Trade, 234.550, 149, B15, S04, 1
B16, 1
B16, Trade, 73.417, 150, B16, S00, 1
B17, 2
B17, Trade, 235.733, 150, B17, S03, 1
B17, Trade, 237.100, 148, B17, S08, 1
B18, 28
B18, Trade, 7.050, 147, B18, S08, 1
B18, Trade, 11.883, 152, B18, S09, 1
B18, Trade, 15.700, 150, B18, S00, 1
B18, Trade, 22.850, 161, B18, S09, 1
B18, Trade, 26.033, 160, B18, S12, 1
B18, Trade, 35.033, 162, B18, S03, 1
B18, Trade, 35.900, 155, S15, B18, 1
B18, Trade, 40.300, 154, B18, S03, 1
B18, Trade, 49.300, 159, B18, S12, 1
B18, Trade, 54.133, 161, B18, S16, 1
B18, Trade, 65.300, 151, B18, S00, 1
B18, Trade, 81.317, 153, B18, S06, 1
B18, Trade, 89.683, 161, B18, S09, 1
B18, Trade, 114.100, 157, B18, S02, 1
B18, Trade, 118.533, 156, B18, S01, 1
B18, Trade, 126.383, 140, B18, S00, 1
B18, Trade, 135.133, 152, B18, S01, 1
B18, Trade, 140.200, 161, B18, S08, 1
B18, Trade, 153.783, 136, B18, S00, 1
B18, Trade, 158.900, 149, B18, S04, 1
B18, Trade, 168.800, 155, B18, S01, 1
B18, Trade, 195.200, 156, S04, B18, 1
B18, Trade, 198.250, 160, B18, S08, 1
B18, Trade, 204.833, 150, B18, S10, 1
B18, Trade, 212.550, 144, B18, S08, 1
B18, Trade, 239.150, 162, B18, S13, 1
B18, Trade, 255.817, 158, B18, S00, 1
B18, Trade, 291.000, 157, B18, S05, 1
B19, 2
B19, Trade, 55.817, 157, B19, S07, 1
B19, Trade, 72.050, 140, B19, S03, 1
B20, 12
B20, Trade, 54.850, 143, S09, B20, 1
B20, Trade, 71.900, 147, B20, S09, 1
B20, Trade, 83.183, 156, B20, S00, 1
B20, Trade, 99.450, 166, B20, S15, 1
B20, Trade, 131.300, 145, B20, S00, 1
B20, Trade, 172.750, 160, B20, S00, 1
B20, Trade, 184.500, 160, B20, S16, 1
B20, Trade, 186.967, 161, S17, B20, 1
B20, Trade, 205.350, 137, S03, B20, 1
B20, Trade, 223.533, 155, S08, B20, 1
B20, Trade, 250.000, 164, S00, B20, 1
B20, Trade, 297.000, 154, B20, S13, 1
B21, 55
B21, Trade, 5.417, 140, S11, B21, 1
B21, Trade, 11.467, 170, B21, S15, 1
B21, Trade, 18.850, 166, S15, B21, 1
B21, Trade, 22.800, 172, S17, B21, 1
B21, Trade, 26.817, 171, B21, S17, 1
B21, Trade, 31.967, 171, B21, S16, 1
B21, Trade, 37.433, 172, B21, S13, 1
B21, Trade, 41.367, 172, B21, S17, 1
B21, Trade, 46.867, 157, B21, S03, 1
B21, Trade, 52.417, 168, B21, S07, 1
B21, Trade, 57.533, 162, B21, S00, 1
B21, Trade, 63.100, 166, B21, S04, 1
B21, Trade, 65.700, 155, S16, B21, 1
B21, Trade, 73.200, 161, S16, B21, 1
B21, Trade, 84.100, 171, B21, S13, 1
B21, Trade, 88.367, 172, B21, S08, 1
B21, Trade, 92.683, 170, B21, S01, 1
B21, Trade, 97.567, 171, B21, S16, 1
B21, Trade, 100.650, 167, B21, S08, 1
B21, Trade, 110.183, 171, B21, S14, 1
B21, Trade, 112.950, 164, B21, S16, 1
