B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 3
B10, Trade, 5.500, 123, B10, S05, 1
B10, Trade, 141.300, 128, B10, S05, 1
B10, Trade, 148.267, 132, B10, S01, 1
B11, 0
B12, 3
B12, Trade, 72.633, 138, B12, S03, 1
B12, Trade, 219.250, 141, B12, S07, 1
B12, Trade, 253.250, 140, B12, S05, 1
B13, 4
B13, Trade, 123.400, 141, B13, S06, 1
B13, Trade, 223.733, 143, B13, S11, 1
B13, Trade, 239.850, 144, B13, S01, 1
B13, Trade, 246.700, 136, S07, B13, 1
B14, 1
B14, Trade, 220.250, 141, S10, B14, 1
B15, 1
B15, Trade, 165.833, 139, B15, S03, 1
B16, 5
B16, Trade, 100.400, 145, B16, S06, 1
B16, Trade, 140.417, 155, B16, S07, 1
B16, Trade, 201.500, 139, B16, S05, 1
B16, Trade, 258.683, 140, S02, B16, 1
B16, Trade, 292.617, 152, B16, S09, 1
B17, 0
B18, 20
B18, Trade, 18.733, 161, B18, S01, 1
B18, Trade, 23.167, 157, B18, S03, 1
B18, Trade, 26.400, 161, S14, B18, 1
B18, Trade, 37.383, 154, S11, B18, 1
B18, Trade, 44.433, 158, S09, B18, 1
B18, Trade, 46.050, 153, B18, S06, 1
B18, Trade, 50.650, 162, B18, S04, 1
B18, Trade, 86.200, 150, B18, S08, 1
B18, Trade, 101.433, 142, B18, S03, 1
B18, Trade, 118.833, 160, S04, B18, 1
B18, Trade, 134.567, 157, B18, S12, 1
B18, Trade, 164.150, 154, B18, S05, 1
B18, Trade, 184.300, 148, B18, S07, 1
B18, Trade, 213.050, 158, B18, S11, 1
B18, Trade, 222.167, 155, B18, S08, 1
B18, Trade, 226.383, 148, S12, B18, 1
B18, Trade, 242.350, 155, B18, S12, 1
B18, Trade, 250.550, 149, S06, B18, 1
B18, Trade, 288.017, 136, S08, B18, 1
B18, Trade, 294.900, 144, B18, S05, 1
B19, 6
B19, Trade, 56.900, 134, B19, S07, 1
B19, Trade, 187.583, 151, B19, S05, 1
B19, Trade, 234.717, 154, B19, S04, 1
B19, Trade, 249.950, 147, B19, S11, 1
B19, Trade, 264.717, 157, B19, S16, 1
