B00, 0
B01, 0
B02, 0
B03, 0
B04, 2
B04, Trade, 20.150, 108, S01, B04, 1
B04, Trade, 226.167, 113, B04, S01, 1
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 0
B12, 1
B12, Trade, 5.333, 124, B12, S02, 1
B13, 9
B13, Trade, 5.083, 120, S06, B13, 1
B13, Trade, 35.433, 140, S06, B13, 1
B13, Trade, 50.850, 142, B13, S06, 1
B13, Trade, 100.800, 143, S08, B13, 1
B13, Trade, 180.850, 142, B13, S07, 1
B13, Trade, 274.117, 143, B13, S06, 1
B13, Trade, 280.400, 138, B13, S02, 1
B13, Trade, 281.817, 143, B13, S04, 1
B13, Trade, 290.817, 143, B13, S01, 1
B14, 0
B15, 3
B15, Trade, 66.083, 148, S01, B15, 1
B15, Trade, 87.367, 149, B15, S02, 1
B15, Trade, 240.817, 145, B15, S10, 1
B16, 0
B17, 5
B17, Trade, 49.700, 155, B17, S07, 1
B17, Trade, 112.267, 145, B17, S07, 1
B17, Trade, 175.317, 158, B17, S08, 1
B17, Trade, 274.800, 151, S09, B17, 1
B17, Trade, 296.867, 125, S02, B17, 1
B18, 33
B18, Trade, 18.300, 159, B18, S03, 1
B18, Trade, 28.650, 135, B18, S01, 1
B18, Trade, 30.283, 138, B18, S01, 1
B18, Trade, 35.617, 142, S02, B18, 1
B18, Trade, 45.083, 151, B18, S02, 1
B18, Trade, 47.500, 155, B18, S01, 1
B18, Trade, 53.217, 153, B18, S01, 1
B18, Trade, 57.067, 156, B18, S01, 1
B18, Trade, 62.250, 150, B18, S02, 1
B18, Trade, 74.300, 159, B18, S00, 1
B18, Trade, 82.417, 153, B18, S01, 1
B18, Trade, 85.600, 132, S01, B18, 1
B18, Trade, 105.883, 159, B18, S08, 1
B18, Trade, 124.717, 151, B18, S01, 1
B18, Trade, 137.883, 159, B18, S01, 1
B18, Trade, 143.917, 161, B18, S08, 1
B18, Trade, 151.883, 159, B18, S00, 1
B18, Trade, 171.067, 156, B18, S01, 1
B18, Trade, 179.983, 159, B18, S03, 1
B18, Trade, 192.433, 150, B18, S01, 1
B18, Trade, 197.967, 154, B18, S08, 1
B18, Trade, 201.383, 157, B18, S02, 1
B18, Trade, 208.517, 155, B18, S07, 1
B18, Trade, 216.200, 153, B18, S08, 1
B18, Trade, 233.383, 157, B18, S01, 1
B18, Trade, 239.617, 158, B18, S06, 1
B18, Trade, 252.467, 159, B18, S02, 1
B18, Trade, 259.867, 162, B18, S07, 1
B18, Trade, 262.417, 157, B18, S02, 1
B18, Trade, 272.300, 141, S01, B18, 1
B18, Trade, 283.067, 146, B18, S01, 1
B18, Trade, 293.550, 157, B18, S10, 1
B18, Trade, 299.667, 160, B18, S01, 1
B19, 0
B20, 3
B20, Trade, 70.067, 163, B20, S09, 1
B20, Trade, 130.867, 133, S02, B20, 1
B20, Trade, 170.800, 159, B20, S06, 1
B21, 5
B21, Trade, 5.300, 126, B21, S01, 1
B21, Trade, 57.333, 147, B21, S02, 1
B21, Trade, 82.883, 154, S08, B21, 1
B21, Trade, 107.300, 134, B21, S03, 1
B21, Trade, 221.283, 130, S01, B21, 1
B22, 4
B22, Trade, 19.367, 148, B22, S10, 1
B22, Trade, 43.083, 162, B22, S01, 1
B22, Trade, 159.350, 154, S10, B22, 1
B22, Trade, 251.867, 156, B22, S00, 1
B23, 31
B23, Trade, 10.983, 177, B23, S11, 1
B23, Trade, 22.917, 170, B23, S10, 1
B23, Trade, 26.400, 164, B23, S10, 1
B23, Trade, 48.850, 172, B23, S06, 1
B23, Trade, 54.550, 150, B23, S00, 1
B23, Trade, 65.500, 140, S02, B23, 1
B23, Trade, 70.500, 110, S01, B23, 1
B23, Trade, 80.933, 163, B23, S02, 1
B23, Trade, 92.783, 178, B23, S03, 1
B23, Trade, 105.517, 174, B23, S07, 1
B23, Trade, 116.867, 173, B23, S02, 1
B23, Trade, 123.617, 170, B23, S10, 1
B23, Trade, 130.000, 177, B23, S01, 1
B23, Trade, 135.317, 173, B23, S11, 1
B23, Trade, 139.250, 163, S15, B23, 1
B23, Trade, 143.633, 179, B23, S09, 1
B23, Trade, 150.450, 174, B23, S09, 1
B23, Trade, 153.233, 175, B23, S08, 1
B23, Trade, 170.450, 176, B23, S00, 1
B23, Trade, 176.817, 176, B23, S06, 1
B23, Trade, 182.633, 179, B23, S08, 1
B23, Trade, 188.950, 173, B23, S08, 1
B23, Trade, 206.750, 175, B23, S10, 1
B23, Trade, 236.633, 161, B23, S02, 1
B23, Trade, 243.583, 172, B23, S02, 1
B23, Trade, 250.050, 179, B23, S10, 1
B23, Trade, 259.567, 170, B23, S02, 1
B23, Trade, 272.133, 153, B23, S02, 1
B23, Trade, 282.967, 163, S10, B23, 1
B23, Trade, 294.500, 153, B23, S02, 1
B23, Trade, 297.000, 138, S05, B23, 1
B24, 40
B24, Trade, 5.950, 159, S07, B24, 1
B24, Trade, 10.233, 156, B24, S10, 1
B24, Trade, 17.350, 159, B24, S01, 1
B24, Trade, 22.867, 173, B24, S02, 1
B24, Trade, 28.017, 160, B24, S06, 1
B24, Trade, 40.967, 161, S09, B24, 1
B24, Trade, 56.500, 167, S05, B24, 1
B24, Trade, 63.983, 171, B24, S11, 1
B24, Trade, 69.367, 176, B24, S06, 1
B24, Trade, 74.150, 182, B24, S07, 1
B24, Trade, 77.817, 168, B24, S00, 1
B24, Trade, 85.217, 162, S05, B24, 1
B24, Trade, 90.083, 167, B24, S10, 1
B24, Trade, 95.333, 181, B24, S15, 1
B24, Trade, 104.483, 178, B24, S00, 1
B24, Trade, 106.200, 131, B24, S02, 1
B24, Trade, 110.983, 180, B24, S02, 1
B24, Trade, 120.933, 111, S02, B24, 1
B24, Trade, 125.833, 121, S02, B24, 1
B24, Trade, 141.017, 177, B24, S04, 1
B24, Trade, 152.100, 158, B24, S02, 1
B24, Trade, 156.100, 133, B24, S01, 1
B24, Trade, 160.917, 117, S02, B24, 1
B24, Trade, 167.117, 142, S07, B24, 1
B24, Trade, 176.083, 158, B24, S02, 1
B24, Trade, 183.467, 179, B24, S01, 1
B24, Trade, 188.900, 181, S04, B24, 1
B24, Trade, 193.067, 165, S05, B24, 1
B24, Trade, 198.967, 175, B24, S01, 1
B24, Trade, 213.033, 160, B24, S10, 1
B24, Trade, 219.717, 176, B24, S02, 1
B24, Trade, 221.233, 110, S00, B24, 1
B24, Trade, 226.200, 149, S10, B24, 1
B24, Trade, 232.833, 180, B24, S09, 1
B24, Trade, 237.250, 177, S03, B24, 1
B24, Trade, 251.450, 144, S07, B24, 1
B24, Trade, 275.517, 152, S04, B24, 1
B24, Trade, 277.567, 164, B24, S01, 1
B24, Trade, 289.733, 171, B24, S10, 1
B24, Trade, 292.283, 177, B24, S01, 1
B25, 58
B25, Trade, 5.850, 165, S08, B25, 1
B25, Trade, 10.117, 183, B25, S02, 1
B25, Trade, 15.217, 108, S02, B25, 1
B25, Trade, 22.133, 182, B25, S06, 1
B25, Trade, 25.933, 181, B25, S02, 1
B25, Trade, 30.850, 185, S02, B25, 1
B25, Trade, 35.467, 179, S13, B25, 1
B25, Trade, 40.433, 182, B25, S10, 1
B25, Trade, 47.417, 184, B25, S23, 1
B25, Trade, 52.733, 177, B25, S03, 1
B25, Trade, 58.250, 185, B25, S00, 1
B25, Trade, 61.917, 184, B25, S00, 1
B25, Trade, 66.783, 161, S03, B25, 1
B25, Trade, 72.400, 184, B25, S03, 1
B25, Trade, 76.133, 184, B25, S02, 1
B25, Trade, 82.133, 154, S07, B25, 1
B25, Trade, 85.683, 163, S12, B25, 1
B25, Trade, 91.267, 186, B25, S01, 1
B25, Trade, 97.800, 180, B25, S01, 1
B25, Trade, 103.183, 183, B25, S09, 1
B25, Trade, 105.817, 180, S05, B25, 1
B25, Trade, 111.900, 184, B25, S06, 1
B25, Trade, 120.383, 186, B25, S17, 1
B25, Trade, 123.033, 180, S20, B25, 1
B25, Trade, 126.617, 185, B25, S08, 1
B25, Trade, 135.183, 175, B25, S18, 1
B25, Trade, 136.217, 182, B25, S16, 1
B25, Trade, 141.333, 180, B25, S02, 1
B25, Trade, 147.050, 186, B25, S02, 1
B25, Trade, 151.200, 182, B25, S06, 1
B25, Trade, 156.950, 184, B25, S02, 1
B25, Trade, 162.317, 185, B25, S08, 1
B25, Trade, 166.517, 180, B25, S10, 1
B25, Trade, 172.067, 181, B25, S02, 1
B25, Trade, 176.283, 186, B25, S21, 1
B25, Trade, 181.200, 184, B25, S10, 1
B25, Trade, 186.733, 179, B25, S01, 1
B25, Trade, 192.717, 153, S08, B25, 1
B25, Trade, 199.817, 173, S06, B25, 1
B25, Trade, 202.283, 186, B25, S01, 1
B25, Trade, 206.350, 181, B25, S01, 1
B25, Trade, 212.267, 179, B25, S03, 1
B25, Trade, 218.533, 183, B25, S11, 1
B25, Trade, 221.567, 176, S06, B25, 1
B25, Trade, 229.217, 185, B25, S21, 1
B25, Trade, 231.600, 179, B25, S02, 1
B25, Trade, 236.467, 183, B25, S01, 1
B25, Trade, 241.650, 181, B25, S08, 1
B25, Trade, 246.950, 184, B25, S02, 1
B25, Trade, 252.867, 185, B25, S08, 1
B25, Trade, 258.083, 171, B25, S08, 1
B25, Trade, 268.483, 166, S11, B25, 1
B25, Trade, 273.950, 181, B25, S08, 1
B25, Trade, 276.717, 138, S08, B25, 1
B25, Trade, 281.717, 144, S02, B25, 1
B25, Trade, 286.783, 171, B25, S02, 1
B25, Trade, 292.383, 172, S14, B25, 1
B25, Trade, 299.717, 176, S15, B25, 1
B26, 35
B26, Trade, 6.267, 156, B26, S10, 1
B26, Trade, 16.167, 176, S00, B26, 1
B26, Trade, 26.917, 166, S08, B26, 1
B26, Trade, 30.883, 175, B26, S08, 1
B26, Trade, 53.133, 174, B26, S02, 1
B26, Trade, 58.567, 188, B26, S07, 1
B26, Trade, 61.367, 178, S08, B26, 1
B26, Trade, 70.917, 177, B26, S02, 1
B26, Trade, 76.917, 159, B26, S01, 1
B26, Trade, 84.983, 150, S06, B26, 1
B26, Trade, 89.967, 176, S20, B26, 1
B26, Trade, 91.433, 179, B26, S02, 1
B26, Trade, 99.667, 150, B26, S02, 1
B26, Trade, 112.183, 168, B26, S10, 1
B26, Trade, 116.033, 186, B26, S08, 1
B26, Trade, 131.650, 186, B26, S01, 1
B26, Trade, 138.017, 152, B26, S02, 1
B26, Trade, 145.000, 153, B26, S01, 1
B26, Trade, 147.683, 176, B26, S06, 1
B26, Trade, 161.217, 149, S01, B26, 1
B26, Trade, 184.800, 161, B26, S02, 1
B26, Trade, 198.733, 175, B26, S09, 1
B26, Trade, 206.633, 168, B26, S02, 1
B26, Trade, 214.483, 185, B26, S06, 1
B26, Trade, 227.733, 183, B26, S02, 1
B26, Trade, 235.783, 160, S07, B26, 1
B26, Trade, 239.433, 159, S12, B26, 1
B26, Trade, 250.083, 174, B26, S08, 1
B26, Trade, 251.567, 132, S01, B26, 1
B26, Trade, 257.050, 187, S23, B26, 1
B26, Trade, 262.950, 153, B26, S01, 1
B26, Trade, 267.383, 180, B26, S01, 1
B26, Trade, 278.333, 183, S11, B26, 1
B26, Trade, 283.967, 176, S07, B26, 1
B26, Trade, 288.950, 177, S17, B26, 1
B27, 10
B27, Trade, 36.317, 183, S22, B27, 1
B27, Trade, 44.517, 164, B27, S06, 1
B27, Trade, 82.983, 164, S09, B27, 1
B27, Trade, 108.600, 176, B27, S06, 1
B27, Trade, 123.850, 153, B27, S08, 1
B27, Trade, 127.583, 174, B27, S07, 1
B27, Trade, 175.300, 185, S24, B27, 1
B27, Trade, 179.750, 157, B27, S01, 1
B27, Trade, 216.283, 139, S01, B27, 1
B27, Trade, 234.000, 169, B27, S08, 1
B28, 52
B28, Trade, 5.200, 183, B28, S11, 1
B28, Trade, 12.883, 174, S06, B28, 1
B28, Trade, 15.500, 134, S08, B28, 1
B28, Trade, 20.467, 154, S03, B28, 1
B28, Trade, 29.383, 165, S07, B28, 1
B28, Trade, 35.933, 182, S08, B28, 1
B28, Trade, 44.833, 153, B28, S08, 1
B28, Trade, 45.367, 146, S02, B28, 1
B28, Trade, 50.717, 136, B28, S08, 1
B28, Trade, 55.817, 155, S08, B28, 1
B28, Trade, 62.050, 171, B28, S17, 1
B28, Trade, 68.767, 178, B28, S22, 1
B28, Trade, 73.567, 175, S09, B28, 1
B28, Trade, 76.567, 174, S06, B28, 1
B28, Trade, 81.217, 176, S21, B28, 1
B28, Trade, 87.017, 168, S05, B28, 1
B28, Trade, 93.800, 172, S09, B28, 1
B28, Trade, 99.150, 185, B28, S23, 1
B28, Trade, 102.883, 183, B28, S02, 1
B28, Trade, 105.733, 170, S07, B28, 1
B28, Trade, 117.283, 194, S01, B28, 1
B28, Trade, 121.883, 175, B28, S00, 1
B28, Trade, 134.767, 183, B28, S07, 1
B28, Trade, 136.733, 186, B28, S06, 1
