B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 1
B08, Trade, 286.850, 126, S00, B08, 1
B09, 6
B09, Trade, 5.750, 127, B09, S04, 1
B09, Trade, 25.367, 125, B09, S02, 1
B09, Trade, 35.583, 129, B09, S07, 1
B09, Trade, 125.933, 129, S04, B09, 1
B09, Trade, 263.100, 129, B09, S04, 1
B09, Trade, 292.983, 129, B09, S00, 1
B10, 0
B11, 1
B11, Trade, 135.300, 135, B11, S05, 1
B12, 4
B12, Trade, 35.250, 135, B12, S04, 1
B12, Trade, 55.167, 134, B12, S05, 1
B12, Trade, 105.567, 138, B12, S00, 1
B12, Trade, 186.450, 131, S02, B12, 1
B13, 5
B13, Trade, 54.067, 131, B13, S07, 1
B13, Trade, 120.300, 130, B13, S05, 1
B13, Trade, 123.533, 133, B13, S02, 1
B13, Trade, 177.967, 130, B13, S07, 1
B13, Trade, 192.133, 132, B13, S07, 1
B14, 24
B14, Trade, 6.983, 127, S02, B14, 1
B14, Trade, 15.633, 144, S00, B14, 1
B14, Trade, 24.817, 142, B14, S03, 1
B14, Trade, 29.033, 139, B14, S04, 1
B14, Trade, 34.250, 144, B14, S04, 1
B14, Trade, 50.517, 136, B14, S00, 1
B14, Trade, 65.517, 119, S02, B14, 1
B14, Trade, 107.683, 146, B14, S02, 1
B14, Trade, 113.333, 141, B14, S01, 1
B14, Trade, 119.633, 143, B14, S01, 1
B14, Trade, 123.433, 145, B14, S05, 1
B14, Trade, 136.617, 143, B14, S04, 1
B14, Trade, 142.217, 146, B14, S07, 1
B14, Trade, 153.583, 144, B14, S11, 1
B14, Trade, 159.950, 144, B14, S05, 1
B14, Trade, 171.517, 129, B14, S04, 1
B14, Trade, 188.917, 140, B14, S03, 1
B14, Trade, 191.867, 143, B14, S11, 1
B14, Trade, 214.750, 143, B14, S07, 1
B14, Trade, 226.617, 145, B14, S13, 1
B14, Trade, 257.250, 146, B14, S07, 1
B14, Trade, 269.333, 137, B14, S05, 1
B14, Trade, 271.600, 137, B14, S00, 1
B14, Trade, 281.517, 130, B14, S07, 1
B15, 1
B15, Trade, 135.583, 131, B15, S02, 1
B16, 1
B16, Trade, 27.667, 135, S09, B16, 1
B17, 7
B17, Trade, 9.967, 140, B17, S05, 1
B17, Trade, 27.817, 133, B17, S05, 1
B17, Trade, 124.783, 140, S11, B17, 1
B17, Trade, 134.833, 142, B17, S07, 1
B17, Trade, 177.817, 136, B17, S00, 1
B17, Trade, 245.900, 136, B17, S01, 1
B17, Trade, 289.667, 142, B17, S04, 1
B18, 30
B18, Trade, 8.183, 152, B18, S09, 1
B18, Trade, 15.717, 141, B18, S04, 1
B18, Trade, 33.400, 152, B18, S11, 1
B18, Trade, 40.817, 157, B18, S05, 1
B18, Trade, 47.383, 162, S07, B18, 1
B18, Trade, 57.067, 145, B18, S07, 1
B18, Trade, 70.017, 149, S13, B18, 1
B18, Trade, 81.683, 143, B18, S09, 1
B18, Trade, 87.867, 145, B18, S00, 1
B18, Trade, 107.517, 152, S09, B18, 1
B18, Trade, 131.717, 143, B18, S01, 1
B18, Trade, 140.017, 148, S13, B18, 1
B18, Trade, 145.400, 145, B18, S03, 1
B18, Trade, 149.600, 162, B18, S05, 1
B18, Trade, 152.333, 153, B18, S02, 1
B18, Trade, 174.100, 158, B18, S12, 1
B18, Trade, 181.867, 155, B18, S13, 1
B18, Trade, 189.617, 159, S05, B18, 1
B18, Trade, 191.150, 147, B18, S00, 1
B18, Trade, 212.967, 146, B18, S11, 1
B18, Trade, 217.717, 160, B18, S07, 1
B18, Trade, 225.150, 160, S00, B18, 1
B18, Trade, 231.017, 156, S10, B18, 1
B18, Trade, 231.600, 156, B18, S07, 1
B18, Trade, 240.300, 149, S05, B18, 1
B18, Trade, 244.100, 156, B18, S13, 1
B18, Trade, 252.667, 154, S07, B18, 1
B18, Trade, 265.583, 151, B18, S01, 1
B18, Trade, 274.350, 150, B18, S12, 1
B18, Trade, 294.400, 156, B18, S05, 1
B19, 23
B19, Trade, 7.533, 157, S16, B19, 1
B19, Trade, 25.233, 164, B19, S13, 1
B19, Trade, 31.683, 156, S12, B19, 1
B19, Trade, 38.833, 135, S00, B19, 1
B19, Trade, 43.817, 148, S12, B19, 1
B19, Trade, 57.033, 148, B19, S00, 1
B19, Trade, 73.633, 162, B19, S04, 1
B19, Trade, 82.833, 150, S04, B19, 1
B19, Trade, 93.017, 151, S07, B19, 1
B19, Trade, 99.617, 157, S14, B19, 1
B19, Trade, 102.833, 161, B19, S01, 1
B19, Trade, 116.800, 151, S07, B19, 1
B19, Trade, 126.633, 159, B19, S11, 1
B19, Trade, 156.900, 149, B19, S02, 1
B19, Trade, 174.417, 150, B19, S05, 1
B19, Trade, 182.517, 165, B19, S01, 1
B19, Trade, 191.933, 138, B19, S01, 1
B19, Trade, 196.067, 151, S13, B19, 1
B19, Trade, 209.700, 140, S02, B19, 1
B19, Trade, 219.633, 149, S09, B19, 1
B19, Trade, 225.283, 164, B19, S13, 1
B19, Trade, 234.083, 158, B19, S05, 1
B19, Trade, 275.917, 152, B19, S04, 1
B20, 22
B20, Trade, 9.233, 157, S11, B20, 1
B20, Trade, 22.517, 162, B20, S07, 1
B20, Trade, 40.567, 156, B20, S03, 1
B20, Trade, 56.250, 158, B20, S05, 1
B20, Trade, 86.467, 148, S09, B20, 1
B20, Trade, 99.367, 145, B20, S07, 1
B20, Trade, 117.117, 147, S12, B20, 1
B20, Trade, 129.067, 161, B20, S05, 1
B20, Trade, 146.567, 157, B20, S13, 1
B20, Trade, 162.450, 157, B20, S07, 1
B20, Trade, 188.733, 157, S13, B20, 1
B20, Trade, 193.967, 139, S09, B20, 1
B20, Trade, 200.933, 158, B20, S11, 1
B20, Trade, 210.167, 156, B20, S00, 1
B20, Trade, 212.000, 121, B20, S04, 1
B20, Trade, 237.367, 156, B20, S13, 1
B20, Trade, 245.500, 143, B20, S03, 1
B20, Trade, 262.100, 147, S13, B20, 1
B20, Trade, 276.017, 145, B20, S03, 1
B20, Trade, 277.717, 151, S13, B20, 1
B20, Trade, 288.833, 147, S13, B20, 1
B20, Trade, 298.067, 155, B20, S11, 1
B21, 27
B21, Trade, 6.717, 133, B21, S07, 1
B21, Trade, 12.883, 162, S13, B21, 1
