,trade,best_bid,best_offer,trader_name0,total_profit0,traders_number0,avg_profit0,trader_name1,total_profit1,traders_number1,avg_profit1,trader_name2,total_profit2,traders_number2,avg_profit2,trader_name3,total_profit3,traders_number3,avg_profit3,trader_name4,total_profit4,traders_number4,avg_profit4,trader_name5,total_profit5,traders_number5,avg_profit5,run_n,k,F
645,300.0,179.0,183.0, GVWY,3381.0,10.0,338.1, PRDE,2531.0,10.1,253.1, SHVR,11251.0,10.2,1125.1, SNPR,790.0,10.3,79.0, ZIC,2399.0,10.4,239.9, ZIP,7021.0,10.5,702.1,1,4,1.3
471,300.0,174.0,206.0, GVWY,7184.0,10.0,718.4, PRDE,4478.0,10.1,447.8, SHVR,7486.0,10.2,748.6, SNPR,1355.0,10.3,135.5, ZIC,4274.0,10.4,427.4, ZIP,6193.0,10.5,619.3,1,4,1.5
418,300.0,171.0,190.0, GVWY,8923.0,10.0,892.3, PRDE,2188.0,10.1,218.8, SHVR,6202.0,10.2,620.2, SNPR,2004.0,10.3,200.4, ZIC,2807.0,10.4,280.7, ZIP,6877.0,10.5,687.7,1,4,1.7
876,300.0,179.0,180.0, GVWY,6192.0,10.0,619.2, PRDE,4420.0,10.1,442.0, SHVR,7525.0,10.2,752.5, SNPR,1525.0,10.3,152.5, ZIC,3696.0,10.4,369.6, ZIP,7297.0,10.5,729.7,1,4,2.0
337,300.0,174.0,175.0, GVWY,6948.0,10.0,694.8, PRDE,3782.0,10.1,378.2, SHVR,8740.0,10.2,874.0, SNPR,882.0,10.3,88.2, ZIC,3834.0,10.4,383.4, ZIP,3825.0,10.5,382.5,1,8,0.0
134,300.0,175.0,189.0, GVWY,6596.0,10.0,659.6, PRDE,1549.0,10.1,154.9, SHVR,7033.0,10.2,703.3, SNPR,505.0,10.3,50.5, ZIC,6806.0,10.4,680.6, ZIP,9753.0,10.5,975.3,1,8,0.2
221,300.0,164.0,186.0, GVWY,5516.0,10.0,551.6, PRDE,2488.0,10.1,248.8, SHVR,7983.0,10.2,798.3, SNPR,861.0,10.3,86.1, ZIC,4559.0,10.4,455.9, ZIP,9448.0,10.5,944.8,1,8,0.4
399,300.0,176.0,184.0, GVWY,6706.0,10.0,670.6, PRDE,2922.0,10.1,292.2, SHVR,6352.0,10.2,635.2, SNPR,553.0,10.3,55.3, ZIC,5771.0,10.4,577.1, ZIP,7089.0,10.5,708.9,1,8,0.6
212,300.0,178.0,185.0, GVWY,1026.0,10.0,102.6, PRDE,4923.0,10.1,492.3, SHVR,6658.0,10.2,665.8, SNPR,1197.0,10.3,119.7, ZIC,4621.0,10.4,462.1, ZIP,6362.0,10.5,636.2,1,8,0.8
619,300.0,181.0,198.0, GVWY,6660.0,10.0,666.0, PRDE,3273.0,10.1,327.3, SHVR,8545.0,10.2,854.5, SNPR,2310.0,10.3,231.0, ZIC,1727.0,10.4,172.7, ZIP,5063.0,10.5,506.3,1,8,1.1
391,300.0,162.0,175.0, GVWY,8989.0,10.0,898.9, PRDE,5648.0,10.1,564.8, SHVR,11373.0,10.2,1137.3, SNPR,726.0,10.3,72.6, ZIC,1426.0,10.4,142.6, ZIP,5452.0,10.5,545.2,1,8,1.3
148,300.0,179.0,187.0, GVWY,5439.0,10.0,543.9, PRDE,2983.0,10.1,298.3, SHVR,7548.0,10.2,754.8, SNPR,1102.0,10.3,110.2, ZIC,3679.0,10.4,367.9, ZIP,8363.0,10.5,836.3,1,8,1.5
898,300.0,171.0,179.0, GVWY,2776.0,10.0,277.6, PRDE,5077.0,10.1,507.7, SHVR,5824.0,10.2,582.4, SNPR,1580.0,10.3,158.0, ZIC,3840.0,10.4,384.0, ZIP,4799.0,10.5,479.9,1,8,1.7
273,300.0,169.0,173.0, GVWY,7132.0,10.0,713.2, PRDE,6288.0,10.1,628.8, SHVR,5140.0,10.2,514.0, SNPR,1375.0,10.3,137.5, ZIC,3214.0,10.4,321.4, ZIP,6575.0,10.5,657.5,1,8,2.0
6,300.0,181.0,182.0, GVWY,2602.0,10.0,260.2, PRDE,2756.0,10.1,275.6, SHVR,7589.0,10.2,758.9, SNPR,2744.0,10.3,274.4, ZIC,4175.0,10.4,417.5, ZIP,6734.0,10.5,673.4,1,16,0.0
214,300.0,169.0,185.0, GVWY,5190.0,10.0,519.0, PRDE,6573.0,10.1,657.3, SHVR,6942.0,10.2,694.2, SNPR,998.0,10.3,99.8, ZIC,3310.0,10.4,331.0, ZIP,4354.0,10.5,435.4,1,16,0.2
822,300.0,164.0,200.0, GVWY,9554.0,10.0,955.4, PRDE,724.0,10.1,72.4, SHVR,9907.0,10.2,990.7, SNPR,1680.0,10.3,168.0, ZIC,3434.0,10.4,343.4, ZIP,4615.0,10.5,461.5,1,16,0.4
62,300.0,177.0,187.0, GVWY,10351.0,10.0,1035.1, PRDE,1088.0,10.1,108.8, SHVR,3979.0,10.2,397.9, SNPR,1362.0,10.3,136.2, ZIC,3924.0,10.4,392.4, ZIP,8046.0,10.5,804.6,1,16,0.6
283,300.0,163.0,190.0, GVWY,7619.0,10.0,761.9, PRDE,5810.0,10.1,581.0, SHVR,7914.0,10.2,791.4, SNPR,557.0,10.3,55.7, ZIC,4551.0,10.4,455.1, ZIP,4062.0,10.5,406.2,1,16,0.8
1,300.0,174.0,187.0, GVWY,7173.0,10.0,717.3, PRDE,3716.0,10.1,371.6, SHVR,5223.0,10.2,522.3, SNPR,2052.0,10.3,205.2, ZIC,4022.0,10.4,402.2, ZIP,5710.0,10.5,571.0,1,16,1.1
545,300.0,179.0,181.0, GVWY,5429.0,10.0,542.9, PRDE,2281.0,10.1,228.1, SHVR,8199.0,10.2,819.9, SNPR,1937.0,10.3,193.7, ZIC,4034.0,10.4,403.4, ZIP,6767.0,10.5,676.7,1,16,1.3
35,300.0,185.0,198.0, GVWY,4874.0,10.0,487.4, PRDE,4480.0,10.1,448.0, SHVR,9649.0,10.2,964.9, SNPR,1367.0,10.3,136.7, ZIC,3856.0,10.4,385.6, ZIP,5046.0,10.5,504.6,1,16,1.5
130,300.0,176.0,180.0, GVWY,3660.0,10.0,366.0, PRDE,1777.0,10.1,177.7, SHVR,13081.0,10.2,1308.1, SNPR,1534.0,10.3,153.4, ZIC,4643.0,10.4,464.3, ZIP,4347.0,10.5,434.7,1,16,1.7
107,300.0,179.0,188.0, GVWY,11401.0,10.0,1140.1, PRDE,2040.0,10.1,204.0, SHVR,5782.0,10.2,578.2, SNPR,1178.0,10.3,117.8, ZIC,4366.0,10.4,436.6, ZIP,5940.0,10.5,594.0,1,16,2.0
341,300.0,177.0,185.0, GVWY,4016.0,10.0,401.6, PRDE,879.0,10.1,87.9, SHVR,861.0,10.2,86.1, SNPR,3292.0,10.3,329.2, ZIC,4107.0,10.4,410.7, ZIP,8560.0,10.5,856.0,1,32,0.0
570,300.0,185.0,189.0, GVWY,7166.0,10.0,716.6, PRDE,2068.0,10.1,206.8, SHVR,6882.0,10.2,688.2, SNPR,1548.0,10.3,154.8, ZIC,3438.0,10.4,343.8, ZIP,9010.0,10.5,901.0,1,32,0.2
843,300.0,169.0,197.0, GVWY,8025.0,10.0,802.5, PRDE,3561.0,10.1,356.1, SHVR,4123.0,10.2,412.3, SNPR,1055.0,10.3,105.5, ZIC,4527.0,10.4,452.7, ZIP,7411.0,10.5,741.1,1,32,0.4
624,300.0,178.0,190.0, GVWY,6733.0,10.0,673.3, PRDE,2746.0,10.1,274.6, SHVR,6762.0,10.2,676.2, SNPR,1743.0,10.3,174.3, ZIC,3823.0,10.4,382.3, ZIP,7175.0,10.5,717.5,1,32,0.6
153,300.0,177.0,195.0, GVWY,7169.0,10.0,716.9, PRDE,4557.0,10.1,455.7, SHVR,13490.0,10.2,1349.0, SNPR,943.0,10.3,94.3, ZIC,2336.0,10.4,233.6, ZIP,3651.0,10.5,365.1,1,32,0.8
528,300.0,166.0,171.0, GVWY,8856.0,10.0,885.6, PRDE,1501.0,10.1,150.1, SHVR,7987.0,10.2,798.7, SNPR,1096.0,10.3,109.6, ZIC,5393.0,10.4,539.3, ZIP,5035.0,10.5,503.5,1,32,1.1
676,300.0,167.0,178.0, GVWY,6616.0,10.0,661.6, PRDE,2776.0,10.1,277.6, SHVR,6446.0,10.2,644.6, SNPR,1831.0,10.3,183.1, ZIC,2740.0,10.4,274.0, ZIP,7521.0,10.5,752.1,1,32,1.3
622,300.0,181.0,187.0, GVWY,4963.0,10.0,496.3, PRDE,5062.0,10.1,506.2, SHVR,6116.0,10.2,611.6, SNPR,2662.0,10.3,266.2, ZIC,1853.0,10.4,185.3, ZIP,7086.0,10.5,708.6,1,32,1.5
747,300.0,182.0,194.0, GVWY,3024.0,10.0,302.4, PRDE,4592.0,10.1,459.2, SHVR,4633.0,10.2,463.3, SNPR,1728.0,10.3,172.8, ZIC,5342.0,10.4,534.2, ZIP,5367.0,10.5,536.7,1,32,1.7
492,300.0,182.0,185.0, GVWY,5771.0,10.0,577.1, PRDE,2702.0,10.1,270.2, SHVR,8278.0,10.2,827.8, SNPR,1188.0,10.3,118.8, ZIC,5711.0,10.4,571.1, ZIP,6525.0,10.5,652.5,1,32,2.0
631,300.0,168.0,179.0, GVWY,3896.0,10.0,389.6, PRDE,7109.0,10.1,710.9, SHVR,7148.0,10.2,714.8, SNPR,1576.0,10.3,157.6, ZIC,3134.0,10.4,313.4, ZIP,3183.0,10.5,318.3,1,64,0.0
731,300.0,192.0,197.0, GVWY,8760.0,10.0,876.0, PRDE,3016.0,10.1,301.6, SHVR,7151.0,10.2,715.1, SNPR,1569.0,10.3,156.9, ZIC,2007.0,10.4,200.7, ZIP,7836.0,10.5,783.6,1,64,0.2
444,300.0,181.0,197.0, GVWY,9627.0,10.0,962.7, PRDE,1427.0,10.1,142.7, SHVR,4265.0,10.2,426.5, SNPR,1939.0,10.3,193.9, ZIC,2618.0,10.4,261.8, ZIP,8755.0,10.5,875.5,1,64,0.4
26,300.0,173.0,183.0, GVWY,9187.0,10.0,918.7, PRDE,3880.0,10.1,388.0, SHVR,5287.0,10.2,528.7, SNPR,1453.0,10.3,145.3, ZIC,3465.0,10.4,346.5, ZIP,5641.0,10.5,564.1,1,64,0.6
284,300.0,161.0,195.0, GVWY,8238.0,10.0,823.8, PRDE,4281.0,10.1,428.1, SHVR,4081.0,10.2,408.1, SNPR,1221.0,10.3,122.1, ZIC,3218.0,10.4,321.8, ZIP,4371.0,10.5,437.1,1,64,0.8
837,300.0,179.0,180.0, GVWY,7413.0,10.0,741.3, PRDE,4574.0,10.1,457.4, SHVR,8488.0,10.2,848.8, SNPR,1960.0,10.3,196.0, ZIC,1687.0,10.4,168.7, ZIP,5334.0,10.5,533.4,1,64,1.1
38,300.0,169.0,174.0, GVWY,6108.0,10.0,610.8, PRDE,1520.0,10.1,152.0, SHVR,7185.0,10.2,718.5, SNPR,2018.0,10.3,201.8, ZIC,5193.0,10.4,519.3, ZIP,6107.0,10.5,610.7,1,64,1.3
569,300.0,183.0,198.0, GVWY,7674.0,10.0,767.4, PRDE,3977.0,10.1,397.7, SHVR,8397.0,10.2,839.7, SNPR,474.0,10.3,47.4, ZIC,2976.0,10.4,297.6, ZIP,9423.0,10.5,942.3,1,64,1.5
269,300.0,175.0,185.0, GVWY,7842.0,10.0,784.2, PRDE,3398.0,10.1,339.8, SHVR,6799.0,10.2,679.9, SNPR,1401.0,10.3,140.1, ZIC,2002.0,10.4,200.2, ZIP,6350.0,10.5,635.0,1,64,1.7
243,300.0,184.0,197.0, GVWY,4900.0,10.0,490.0, PRDE,6804.0,10.1,680.4, SHVR,2201.0,10.2,220.1, SNPR,2383.0,10.3,238.3, ZIC,3535.0,10.4,353.5, ZIP,6242.0,10.5,624.2,1,64,2.0
869,300.0,156.0,178.0, GVWY,1888.0,10.0,188.8, PRDE,6882.0,10.1,688.2, SHVR,10582.0,10.2,1058.2, SNPR,1929.0,10.3,192.9, ZIC,2181.0,10.4,218.1, ZIP,5638.0,10.5,563.8,1,128,0.0
871,300.0,185.0,191.0, GVWY,5840.0,10.0,584.0, PRDE,3590.0,10.1,359.0, SHVR,8948.0,10.2,894.8, SNPR,1998.0,10.3,199.8, ZIC,2043.0,10.4,204.3, ZIP,5682.0,10.5,568.2,1,128,0.2
632,300.0,178.0,182.0, GVWY,9376.0,10.0,937.6, PRDE,4008.0,10.1,400.8, SHVR,5282.0,10.2,528.2, SNPR,1689.0,10.3,168.9, ZIC,4465.0,10.4,446.5, ZIP,5480.0,10.5,548.0,1,128,0.4
718,300.0,175.0,196.0, GVWY,9316.0,10.0,931.6, PRDE,2515.0,10.1,251.5, SHVR,6251.0,10.2,625.1, SNPR,1694.0,10.3,169.4, ZIC,4031.0,10.4,403.1, ZIP,3254.0,10.5,325.4,1,128,0.6
87,300.0,182.0,192.0, GVWY,3078.0,10.0,307.8, PRDE,2234.0,10.1,223.4, SHVR,2142.0,10.2,214.2, SNPR,1659.0,10.3,165.9, ZIC,5738.0,10.4,573.8, ZIP,9556.0,10.5,955.6,1,128,0.8
216,300.0,172.0,179.0, GVWY,8145.0,10.0,814.5, PRDE,1469.0,10.1,146.9, SHVR,5336.0,10.2,533.6, SNPR,1104.0,10.3,110.4, ZIC,5464.0,10.4,546.4, ZIP,7569.0,10.5,756.9,1,128,1.1
292,300.0,167.0,181.0, GVWY,9371.0,10.0,937.1, PRDE,2631.0,10.1,263.1, SHVR,6422.0,10.2,642.2, SNPR,1346.0,10.3,134.6, ZIC,3816.0,10.4,381.6, ZIP,8573.0,10.5,857.3,1,128,1.3
847,300.0,177.0,195.0, GVWY,10321.0,10.0,1032.1, PRDE,1988.0,10.1,198.8, SHVR,5320.0,10.2,532.0, SNPR,1357.0,10.3,135.7, ZIC,3733.0,10.4,373.3, ZIP,7509.0,10.5,750.9,1,128,1.5
472,300.0,198.0,205.0, GVWY,5667.0,10.0,566.7, PRDE,4513.0,10.1,451.3, SHVR,7189.0,10.2,718.9, SNPR,476.0,10.3,47.6, ZIC,4602.0,10.4,460.2, ZIP,5664.0,10.5,566.4,1,128,1.7
365,300.0,191.0,198.0, GVWY,5770.0,10.0,577.0, PRDE,5779.0,10.1,577.9, SHVR,8458.0,10.2,845.8, SNPR,2016.0,10.3,201.6, ZIC,4115.0,10.4,411.5, ZIP,1488.0,10.5,148.8,1,128,2.0
451,300.0,173.0,183.0, GVWY,5498.0,10.0,549.8, PRDE,3596.0,10.1,359.6, SHVR,7986.0,10.2,798.6, SNPR,1251.0,10.3,125.1, ZIC,5310.0,10.4,531.0, ZIP,6317.0,10.5,631.7,1,256,0.0
66,300.0,184.0,195.0, GVWY,7305.0,10.0,730.5, PRDE,5795.0,10.1,579.5, SHVR,8470.0,10.2,847.0, SNPR,1776.0,10.3,177.6, ZIC,3390.0,10.4,339.0, ZIP,3447.0,10.5,344.7,1,256,0.2
508,300.0,175.0,178.0, GVWY,5387.0,10.0,538.7, PRDE,4456.0,10.1,445.6, SHVR,5690.0,10.2,569.0, SNPR,773.0,10.3,77.3, ZIC,4090.0,10.4,409.0, ZIP,8387.0,10.5,838.7,1,256,0.4
797,300.0,162.0,194.0, GVWY,5608.0,10.0,560.8, PRDE,1693.0,10.1,169.3, SHVR,4811.0,10.2,481.1, SNPR,2339.0,10.3,233.9, ZIC,3656.0,10.4,365.6, ZIP,5987.0,10.5,598.7,1,256,0.6
839,300.0,178.0,184.0, GVWY,7819.0,10.0,781.9, PRDE,2628.0,10.1,262.8, SHVR,10292.0,10.2,1029.2, SNPR,1208.0,10.3,120.8, ZIC,3624.0,10.4,362.4, ZIP,5558.0,10.5,555.8,1,256,0.8
218,300.0,157.0,178.0, GVWY,7070.0,10.0,707.0, PRDE,1437.0,10.1,143.7, SHVR,3406.0,10.2,340.6, SNPR,1845.0,10.3,184.5, ZIC,7667.0,10.4,766.7, ZIP,3611.0,10.5,361.1,1,256,1.1
734,300.0,173.0,178.0, GVWY,8774.0,10.0,877.4, PRDE,2734.0,10.1,273.4, SHVR,6775.0,10.2,677.5, SNPR,1226.0,10.3,122.6, ZIC,2748.0,10.4,274.8, ZIP,7192.0,10.5,719.2,1,256,1.3
563,300.0,165.0,174.0, GVWY,11174.0,10.0,1117.4, PRDE,3297.0,10.1,329.7, SHVR,4314.0,10.2,431.4, SNPR,1164.0,10.3,116.4, ZIC,2506.0,10.4,250.6, ZIP,9008.0,10.5,900.8,1,256,1.5
162,300.0,167.0,189.0, GVWY,5156.0,10.0,515.6, PRDE,2812.0,10.1,281.2, SHVR,5392.0,10.2,539.2, SNPR,1013.0,10.3,101.3, ZIC,6209.0,10.4,620.9, ZIP,5762.0,10.5,576.2,1,256,1.7
123,300.0,171.0,185.0, GVWY,5540.0,10.0,554.0, PRDE,4336.0,10.1,433.6, SHVR,7711.0,10.2,771.1, SNPR,1335.0,10.3,133.5, ZIC,3224.0,10.4,322.4, ZIP,6681.0,10.5,668.1,1,256,2.0
455,300.0,170.0,186.0, GVWY,7409.0,10.0,740.9, PRDE,1717.0,10.1,171.7, SHVR,7367.0,10.2,736.7, SNPR,2492.0,10.3,249.2, ZIC,3173.0,10.4,317.3, ZIP,5234.0,10.5,523.4,1,512,0.0
2,300.0,176.0,185.0, GVWY,9286.0,10.0,928.6, PRDE,4293.0,10.1,429.3, SHVR,8031.0,10.2,803.1, SNPR,1845.0,10.3,184.5, ZIC,2916.0,10.4,291.6, ZIP,4656.0,10.5,465.6,1,512,0.2
544,300.0,178.0,184.0, GVWY,8747.0,10.0,874.7, PRDE,3843.0,10.1,384.3, SHVR,7335.0,10.2,733.5, SNPR,989.0,10.3,98.9, ZIC,4021.0,10.4,402.1, ZIP,3927.0,10.5,392.7,1,512,0.4
317,300.0,177.0,195.0, GVWY,7977.0,10.0,797.7, PRDE,2593.0,10.1,259.3, SHVR,7834.0,10.2,783.4, SNPR,2056.0,10.3,205.6, ZIC,2439.0,10.4,243.9, ZIP,5157.0,10.5,515.7,1,512,0.6
336,300.0,169.0,181.0, GVWY,6303.0,10.0,630.3, PRDE,4548.0,10.1,454.8, SHVR,5077.0,10.2,507.7, SNPR,694.0,10.3,69.4, ZIC,5909.0,10.4,590.9, ZIP,5526.0,10.5,552.6,1,512,0.8
330,300.0,185.0,194.0, GVWY,4532.0,10.0,453.2, PRDE,2196.0,10.1,219.6, SHVR,12859.0,10.2,1285.9, SNPR,1782.0,10.3,178.2, ZIC,3536.0,10.4,353.6, ZIP,2643.0,10.5,264.3,1,512,1.1
281,300.0,182.0,198.0, GVWY,6683.0,10.0,668.3, PRDE,3064.0,10.1,306.4, SHVR,4544.0,10.2,454.4, SNPR,1989.0,10.3,198.9, ZIC,2467.0,10.4,246.7, ZIP,7738.0,10.5,773.8,1,512,1.3
310,300.0,172.0,190.0, GVWY,5707.0,10.0,570.7, PRDE,4055.0,10.1,405.5, SHVR,6852.0,10.2,685.2, SNPR,1834.0,10.3,183.4, ZIC,3196.0,10.4,319.6, ZIP,6847.0,10.5,684.7,1,512,1.5
278,300.0,171.0,181.0, GVWY,8319.0,10.0,831.9, PRDE,3356.0,10.1,335.6, SHVR,5797.0,10.2,579.7, SNPR,1389.0,10.3,138.9, ZIC,5039.0,10.4,503.9, ZIP,4299.0,10.5,429.9,1,512,1.7
79,300.0,171.0,195.0, GVWY,6593.0,10.0,659.3, PRDE,1752.0,10.1,175.2, SHVR,5764.0,10.2,576.4, SNPR,1292.0,10.3,129.2, ZIC,5231.0,10.4,523.1, ZIP,7014.0,10.5,701.4,1,512,2.0
296,300.0,165.0,185.0, GVWY,5989.0,10.0,598.9, PRDE,1996.0,10.1,199.6, SHVR,9195.0,10.2,919.5, SNPR,2155.0,10.3,215.5, ZIC,3827.0,10.4,382.7, ZIP,4925.0,10.5,492.5,1,1024,0.0
311,300.0,171.0,184.0, GVWY,9062.0,10.0,906.2, PRDE,4037.0,10.1,403.7, SHVR,4586.0,10.2,458.6, SNPR,1806.0,10.3,180.6, ZIC,2522.0,10.4,252.2, ZIP,8231.0,10.5,823.1,1,1024,0.2
599,300.0,175.0,195.0, GVWY,6326.0,10.0,632.6, PRDE,1983.0,10.1,198.3, SHVR,4750.0,10.2,475.0, SNPR,2570.0,10.3,257.0, ZIC,3217.0,10.4,321.7, ZIP,6423.0,10.5,642.3,1,1024,0.4
266,300.0,172.0,173.0, GVWY,7798.0,10.0,779.8, PRDE,3816.0,10.1,381.6, SHVR,7203.0,10.2,720.3, SNPR,2623.0,10.3,262.3, ZIC,2790.0,10.4,279.0, ZIP,4006.0,10.5,400.6,1,1024,0.6
116,300.0,164.0,175.0, GVWY,5063.0,10.0,506.3, PRDE,1317.0,10.1,131.7, SHVR,8064.0,10.2,806.4, SNPR,1304.0,10.3,130.4, ZIC,7382.0,10.4,738.2, ZIP,5374.0,10.5,537.4,1,1024,0.8
384,300.0,177.0,192.0, GVWY,6960.0,10.0,696.0, PRDE,1130.0,10.1,113.0, SHVR,3712.0,10.2,371.2, SNPR,2509.0,10.3,250.9, ZIC,2658.0,10.4,265.8, ZIP,5906.0,10.5,590.6,1,1024,1.1
300,300.0,170.0,188.0, GVWY,6358.0,10.0,635.8, PRDE,3015.0,10.1,301.5, SHVR,4389.0,10.2,438.9, SNPR,1880.0,10.3,188.0, ZIC,2432.0,10.4,243.2, ZIP,9094.0,10.5,909.4,1,1024,1.3
513,300.0,185.0,186.0, GVWY,8570.0,10.0,857.0, PRDE,5382.0,10.1,538.2, SHVR,5937.0,10.2,593.7, SNPR,495.0,10.3,49.5, ZIC,1839.0,10.4,183.9, ZIP,7890.0,10.5,789.0,1,1024,1.5
749,300.0,179.0,184.0, GVWY,3643.0,10.0,364.3, PRDE,6954.0,10.1,695.4, SHVR,8094.0,10.2,809.4, SNPR,1909.0,10.3,190.9, ZIC,3071.0,10.4,307.1, ZIP,3654.0,10.5,365.4,1,1024,1.7
737,300.0,167.0,183.0, GVWY,6051.0,10.0,605.1, PRDE,3822.0,10.1,382.2, SHVR,3044.0,10.2,304.4, SNPR,1974.0,10.3,197.4, ZIC,5420.0,10.4,542.0, ZIP,5273.0,10.5,527.3,1,1024,2.0
408,300.0,183.0,190.0, GVWY,2626.0,10.0,262.6, PRDE,2303.0,10.1,230.3, SHVR,6655.0,10.2,665.5, SNPR,1880.0,10.3,188.0, ZIC,3078.0,10.4,307.8, ZIP,9882.0,10.5,988.2,2,4,0.0
621,300.0,187.0,188.0, GVWY,6504.0,10.0,650.4, PRDE,1494.0,10.1,149.4, SHVR,5867.0,10.2,586.7, SNPR,908.0,10.3,90.8, ZIC,5348.0,10.4,534.8, ZIP,8043.0,10.5,804.3,2,4,0.2
819,300.0,167.0,191.0, GVWY,8589.0,10.0,858.9, PRDE,6691.0,10.1,669.1, SHVR,2259.0,10.2,225.9, SNPR,749.0,10.3,74.9, ZIC,4869.0,10.4,486.9, ZIP,8222.0,10.5,822.2,2,4,0.4
64,300.0,176.0,178.0, GVWY,10642.0,10.0,1064.2, PRDE,2714.0,10.1,271.4, SHVR,6391.0,10.2,639.1, SNPR,826.0,10.3,82.6, ZIC,4364.0,10.4,436.4, ZIP,5152.0,10.5,515.2,2,4,0.6
285,300.0,166.0,175.0, GVWY,7301.0,10.0,730.1, PRDE,5500.0,10.1,550.0, SHVR,8017.0,10.2,801.7, SNPR,1033.0,10.3,103.3, ZIC,3652.0,10.4,365.2, ZIP,8087.0,10.5,808.7,2,4,0.8
772,300.0,172.0,186.0, GVWY,13090.0,10.0,1309.0, PRDE,1441.0,10.1,144.1, SHVR,5456.0,10.2,545.6, SNPR,1840.0,10.3,184.0, ZIC,2997.0,10.4,299.7, ZIP,4697.0,10.5,469.7,2,4,1.1
438,300.0,181.0,189.0, GVWY,8307.0,10.0,830.7, PRDE,3801.0,10.1,380.1, SHVR,12142.0,10.2,1214.2, SNPR,784.0,10.3,78.4, ZIC,2975.0,10.4,297.5, ZIP,4187.0,10.5,418.7,2,4,1.3
101,300.0,183.0,186.0, GVWY,5529.0,10.0,552.9, PRDE,4013.0,10.1,401.3, SHVR,7048.0,10.2,704.8, SNPR,1000.0,10.3,100.0, ZIC,4145.0,10.4,414.5, ZIP,9131.0,10.5,913.1,2,4,1.5
759,300.0,188.0,197.0, GVWY,8533.0,10.0,853.3, PRDE,3268.0,10.1,326.8, SHVR,5787.0,10.2,578.7, SNPR,1630.0,10.3,163.0, ZIC,3868.0,10.4,386.8, ZIP,5222.0,10.5,522.2,2,4,1.7
561,300.0,177.0,193.0, GVWY,7324.0,10.0,732.4, PRDE,2024.0,10.1,202.4, SHVR,5648.0,10.2,564.8, SNPR,1617.0,10.3,161.7, ZIC,3598.0,10.4,359.8, ZIP,6822.0,10.5,682.2,2,4,2.0
884,300.0,179.0,183.0, GVWY,6754.0,10.0,675.4, PRDE,2913.0,10.1,291.3, SHVR,9041.0,10.2,904.1, SNPR,495.0,10.3,49.5, ZIC,3271.0,10.4,327.1, ZIP,8712.0,10.5,871.2,2,8,0.0
792,300.0,171.0,182.0, GVWY,5636.0,10.0,563.6, PRDE,3935.0,10.1,393.5, SHVR,2577.0,10.2,257.7, SNPR,1623.0,10.3,162.3, ZIC,5627.0,10.4,562.7, ZIP,6269.0,10.5,626.9,2,8,0.2
723,300.0,187.0,202.0, GVWY,6283.0,10.0,628.3, PRDE,2214.0,10.1,221.4, SHVR,6389.0,10.2,638.9, SNPR,1362.0,10.3,136.2, ZIC,3604.0,10.4,360.4, ZIP,8686.0,10.5,868.6,2,8,0.4
91,300.0,181.0,188.0, GVWY,11683.0,10.0,1168.3, PRDE,5329.0,10.1,532.9, SHVR,8087.0,10.2,808.7, SNPR,432.0,10.3,43.2, ZIC,3532.0,10.4,353.2, ZIP,5588.0,10.5,558.8,2,8,0.6
23,300.0,179.0,182.0, GVWY,7078.0,10.0,707.8, PRDE,2929.0,10.1,292.9, SHVR,8878.0,10.2,887.8, SNPR,1219.0,10.3,121.9, ZIC,3094.0,10.4,309.4, ZIP,7892.0,10.5,789.2,2,8,0.8
86,300.0,173.0,181.0, GVWY,6495.0,10.0,649.5, PRDE,6394.0,10.1,639.4, SHVR,5126.0,10.2,512.6, SNPR,1970.0,10.3,197.0, ZIC,2055.0,10.4,205.5, ZIP,5669.0,10.5,566.9,2,8,1.1
814,300.0,178.0,190.0, GVWY,4436.0,10.0,443.6, PRDE,3318.0,10.1,331.8, SHVR,5777.0,10.2,577.7, SNPR,1681.0,10.3,168.1, ZIC,5757.0,10.4,575.7, ZIP,6417.0,10.5,641.7,2,8,1.3
326,300.0,187.0,189.0, GVWY,9363.0,10.0,936.3, PRDE,4372.0,10.1,437.2, SHVR,4841.0,10.2,484.1, SNPR,956.0,10.3,95.6, ZIC,1451.0,10.4,145.1, ZIP,8198.0,10.5,819.8,2,8,1.5
104,300.0,167.0,168.0, GVWY,5509.0,10.0,550.9, PRDE,4851.0,10.1,485.1, SHVR,2284.0,10.2,228.4, SNPR,2750.0,10.3,275.0, ZIC,3409.0,10.4,340.9, ZIP,7262.0,10.5,726.2,2,8,1.7
121,300.0,150.0,163.0, GVWY,9500.0,10.0,950.0, PRDE,5275.0,10.1,527.5, SHVR,5817.0,10.2,581.7, SNPR,1275.0,10.3,127.5, ZIC,2793.0,10.4,279.3, ZIP,8107.0,10.5,810.7,2,8,2.0
242,300.0,173.0,174.0, GVWY,5473.0,10.0,547.3, PRDE,4051.0,10.1,405.1, SHVR,6390.0,10.2,639.0, SNPR,1905.0,10.3,190.5, ZIC,3928.0,10.4,392.8, ZIP,8831.0,10.5,883.1,2,16,0.0
775,300.0,178.0,179.0, GVWY,8932.0,10.0,893.2, PRDE,3035.0,10.1,303.5, SHVR,7320.0,10.2,732.0, SNPR,333.0,10.3,33.3, ZIC,5752.0,10.4,575.2, ZIP,7075.0,10.5,707.5,2,16,0.2
