""
shom_8_4_1.1,300,146,174, PRDE,23264,60,387.733333, 
shom_9_512_0.2,300,156,205, PRDE,18466,60,307.766667, 
shom_6_256_1.7,300,154,175, PRDE,16021,60,267.016667, 
shom_8_512_1.5,300,149,182, PRDE,18345,60,305.75, 
shom_0_1024_1.7,300,167,175, PRDE,14423,60,240.383333, 
shom_8_16_0.4,300,142,167, PRDE,17695,60,294.916667, 
shom_0_256_1.3,300,123,201, PRDE,23192,60,386.533333, 
shom_7_1024_1.7,300,165,213, PRDE,17725,60,295.416667, 
shom_6_1024_0.6,300,159,206, PRDE,23072,60,384.533333, 
shom_1_8_1.1,300,139,187, PRDE,17027,60,283.783333, 
shom_3_32_0.8,300,151,167, PRDE,18877,60,314.616667, 
shom_0_128_0.2,300,150,158, PRDE,19950,60,332.5, 
shom_9_4_1.3,300,153,154, PRDE,16540,60,275.666667, 
shom_3_8_0.4,300,148,194, PRDE,20039,60,333.983333, 
shom_8_64_1.7,300,134,183, PRDE,18405,60,306.75, 
shom_6_16_1.7,300,151,179, PRDE,20548,60,342.466667, 
shom_3_128_1.3,300,138,188, PRDE,23038,60,383.966667, 
shom_8_16_0.2,300,165,183, PRDE,11410,60,190.166667, 
shom_7_128_2.0,300,159,177, PRDE,23241,60,387.35, 
shom_3_512_0.4,300,144,169, PRDE,20756,60,345.933333, 
shom_4_4_1.1,300,156,168, PRDE,23274,60,387.9, 
shom_9_64_0.0,300,167,178, PRDE,19735,60,328.916667, 
shom_9_512_2.0,300,146,193, PRDE,21338,60,355.633333, 
shom_1_32_1.7,300,182,210, PRDE,22858,60,380.966667, 
shom_7_8_2.0,300,141,176, PRDE,18231,60,303.85, 
shom_8_512_1.1,300,153,191, PRDE,16020,60,267.0, 
shom_2_1024_1.7,300,153,172, PRDE,19057,60,317.616667, 
shom_2_64_1.1,300,141,155, PRDE,22351,60,372.516667, 
shom_7_128_1.5,300,150,172, PRDE,22851,60,380.85, 
shom_7_1024_0.6,300,169,186, PRDE,16033,60,267.216667, 
shom_8_16_1.7,300,147,171, PRDE,19309,60,321.816667, 
shom_1_32_0.8,300,135,170, PRDE,19676,60,327.933333, 
shom_4_1024_1.5,300,155,179, PRDE,19273,60,321.216667, 
shom_1_128_1.1,300,156,182, PRDE,14077,60,234.616667, 
shom_6_32_1.3,300,138,165, PRDE,15981,60,266.35, 
shom_2_16_1.7,300,179,184, PRDE,21324,60,355.4, 
shom_5_16_1.5,300,156,187, PRDE,23531,60,392.183333, 
shom_8_128_0.8,300,170,187, PRDE,23289,60,388.15, 
shom_4_8_0.6,300,126,160, PRDE,19924,60,332.066667, 
shom_9_256_1.1,300,162,163, PRDE,19836,60,330.6, 
shom_1_64_1.1,300,140,157, PRDE,19082,60,318.033333, 
shom_9_256_0.2,300,159,199, PRDE,19916,60,331.933333, 
shom_1_256_1.7,300,133,184, PRDE,19159,60,319.316667, 
shom_7_1024_1.1,300,148,166, PRDE,23671,60,394.516667, 
shom_3_128_1.5,300,140,180, PRDE,24213,60,403.55, 
shom_3_16_0.0,300,149,189, PRDE,20933,60,348.883333, 
shom_4_256_0.8,300,148,180, PRDE,18251,60,304.183333, 
shom_4_32_0.4,300,163,182, PRDE,23119,60,385.316667, 
shom_3_4_1.7,300,158,195, PRDE,23863,60,397.716667, 
shom_6_128_2.0,300,144,154, PRDE,19589,60,326.483333, 
shom_7_8_1.5,300,150,199, PRDE,18412,60,306.866667, 
shom_8_256_0.2,300,160,198, PRDE,16950,60,282.5, 
shom_2_16_0.2,300,141,159, PRDE,18983,60,316.383333, 
shom_0_4_1.3,300,165,180, PRDE,17802,60,296.7, 
shom_4_64_0.8,300,154,163, PRDE,17824,60,297.066667, 
shom_9_512_0.6,300,147,164, PRDE,13940,60,232.333333, 
shom_2_128_1.5,300,145,164, PRDE,18349,60,305.816667, 
shom_4_4_0.6,300,154,178, PRDE,18598,60,309.966667, 
shom_4_512_0.2,300,135,160, PRDE,20729,60,345.483333, 
shom_1_4_0.8,300,148,187, PRDE,22091,60,368.183333, 
shom_6_16_1.3,300,113,170, PRDE,21102,60,351.7, 
shom_0_512_1.3,300,160,176, PRDE,23043,60,384.05, 
shom_0_16_1.1,300,129,144, PRDE,25117,60,418.616667, 
shom_2_1024_0.4,300,159,163, PRDE,19183,60,319.716667, 
shom_6_32_0.8,300,131,195, PRDE,21028,60,350.466667, 
shom_9_4_0.8,300,139,171, PRDE,20393,60,339.883333, 
shom_9_128_2.0,300,173,176, PRDE,20059,60,334.316667, 
shom_5_4_0.8,300,146,170, PRDE,18869,60,314.483333, 
shom_7_4_0.2,300,154,200, PRDE,18877,60,314.616667, 
shom_1_128_0.4,300,141,147, PRDE,25618,60,426.966667, 
shom_0_1024_0.6,300,134,193, PRDE,21183,60,353.05, 
shom_7_1024_2.0,300,143,188, PRDE,17816,60,296.933333, 
