B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 1
B05, Trade, 130.883, 115, S00, B05, 1
B06, 0
B07, 0
B08, 0
B09, 0
B10, 2
B10, Trade, 8.200, 130, S01, B10, 1
B10, Trade, 94.233, 134, B10, S01, 1
B11, 0
B12, 2
B12, Trade, 192.250, 133, B12, S00, 1
B12, Trade, 215.600, 139, B12, S00, 1
B13, 0
B14, 1
B14, Trade, 112.133, 129, B14, S00, 1
B15, 1
B15, Trade, 151.717, 144, B15, S00, 1
B16, 6
B16, Trade, 32.150, 148, B16, S04, 1
B16, Trade, 70.650, 147, B16, S00, 1
B16, Trade, 76.517, 142, B16, S00, 1
B16, Trade, 90.700, 100, S00, B16, 1
B16, Trade, 124.300, 155, B16, S06, 1
B16, Trade, 129.083, 149, S05, B16, 1
B17, 6
B17, Trade, 70.700, 154, S14, B17, 1
B17, Trade, 86.167, 127, B17, S00, 1
B17, Trade, 122.467, 150, B17, S11, 1
B17, Trade, 192.083, 145, B17, S04, 1
B17, Trade, 208.300, 150, B17, S12, 1
B17, Trade, 286.633, 144, S00, B17, 1
B18, 24
B18, Trade, 18.417, 162, B18, S00, 1
B18, Trade, 26.533, 151, B18, S00, 1
B18, Trade, 31.583, 156, B18, S08, 1
B18, Trade, 35.400, 141, B18, S00, 1
B18, Trade, 40.817, 149, S11, B18, 1
B18, Trade, 46.433, 161, B18, S00, 1
B18, Trade, 51.567, 150, S05, B18, 1
B18, Trade, 86.083, 122, B18, S01, 1
B18, Trade, 95.067, 162, B18, S08, 1
B18, Trade, 98.650, 152, B18, S10, 1
B18, Trade, 100.950, 161, B18, S00, 1
B18, Trade, 116.567, 139, B18, S00, 1
B18, Trade, 122.783, 162, S08, B18, 1
B18, Trade, 151.217, 162, B18, S02, 1
B18, Trade, 170.000, 152, B18, S01, 1
B18, Trade, 177.700, 162, B18, S04, 1
B18, Trade, 192.000, 147, S08, B18, 1
B18, Trade, 196.317, 160, B18, S00, 1
B18, Trade, 225.950, 153, B18, S05, 1
B18, Trade, 230.850, 161, B18, S06, 1
B18, Trade, 240.767, 156, B18, S00, 1
B18, Trade, 241.867, 158, B18, S06, 1
B18, Trade, 259.500, 148, S01, B18, 1
B18, Trade, 298.500, 156, B18, S11, 1
B19, 44
B19, Trade, 6.317, 164, B19, S07, 1
