B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 3
B09, Trade, 85.667, 121, S04, B09, 1
B09, Trade, 106.050, 126, S07, B09, 1
B09, Trade, 162.800, 128, B09, S01, 1
B10, 0
B11, 2
B11, Trade, 72.950, 131, B11, S00, 1
B11, Trade, 259.767, 136, B11, S02, 1
B12, 0
B13, 2
B13, Trade, 15.867, 122, S04, B13, 1
B13, Trade, 121.517, 128, S07, B13, 1
B14, 3
B14, Trade, 17.917, 127, B14, S00, 1
B14, Trade, 78.033, 136, B14, S00, 1
B14, Trade, 83.400, 130, B14, S04, 1
B15, 15
B15, Trade, 5.133, 111, B15, S00, 1
B15, Trade, 18.450, 132, S07, B15, 1
B15, Trade, 27.400, 151, B15, S04, 1
B15, Trade, 33.800, 149, B15, S07, 1
B15, Trade, 43.717, 134, B15, S04, 1
B15, Trade, 61.667, 146, B15, S01, 1
B15, Trade, 75.867, 117, S04, B15, 1
B15, Trade, 84.983, 150, B15, S02, 1
B15, Trade, 99.067, 151, B15, S09, 1
B15, Trade, 101.317, 150, B15, S07, 1
B15, Trade, 111.667, 134, B15, S00, 1
B15, Trade, 117.983, 150, B15, S01, 1
B15, Trade, 161.500, 126, S07, B15, 1
B15, Trade, 226.617, 139, B15, S07, 1
B15, Trade, 246.783, 150, B15, S12, 1
B16, 6
B16, Trade, 6.450, 130, B16, S04, 1
B16, Trade, 22.250, 141, B16, S10, 1
B16, Trade, 99.533, 135, B16, S04, 1
B16, Trade, 200.117, 133, B16, S09, 1
B16, Trade, 269.900, 136, B16, S07, 1
B16, Trade, 290.433, 138, B16, S08, 1
B17, 18
B17, Trade, 12.150, 156, S12, B17, 1
B17, Trade, 31.550, 153, B17, S00, 1
B17, Trade, 40.783, 147, B17, S07, 1
B17, Trade, 66.700, 142, B17, S00, 1
B17, Trade, 72.483, 143, S06, B17, 1
B17, Trade, 103.717, 148, B17, S04, 1
B17, Trade, 126.167, 135, S10, B17, 1
B17, Trade, 136.983, 157, B17, S13, 1
B17, Trade, 142.050, 138, S01, B17, 1
B17, Trade, 182.283, 155, B17, S07, 1
B17, Trade, 202.017, 134, S07, B17, 1
B17, Trade, 207.183, 142, B17, S01, 1
B17, Trade, 214.650, 156, B17, S06, 1
B17, Trade, 246.450, 124, S07, B17, 1
B17, Trade, 264.317, 154, B17, S07, 1
B17, Trade, 286.383, 150, B17, S10, 1
B17, Trade, 292.867, 151, B17, S00, 1
B17, Trade, 297.117, 152, B17, S07, 1
B18, 8
B18, Trade, 5.900, 143, B18, S07, 1
B18, Trade, 77.833, 140, B18, S08, 1
B18, Trade, 102.000, 150, B18, S00, 1
B18, Trade, 115.867, 113, S00, B18, 1
B18, Trade, 146.117, 126, S07, B18, 1
B18, Trade, 151.750, 139, S02, B18, 1
B18, Trade, 249.967, 145, B18, S00, 1
B18, Trade, 257.400, 135, S07, B18, 1
B19, 4
B19, Trade, 25.367, 124, S07, B19, 1
B19, Trade, 74.000, 135, S10, B19, 1
B19, Trade, 121.167, 148, S04, B19, 1
B19, Trade, 151.683, 137, B19, S07, 1
B20, 20
B20, Trade, 21.617, 143, B20, S07, 1
B20, Trade, 51.767, 154, B20, S00, 1
B20, Trade, 61.500, 155, B20, S07, 1
B20, Trade, 77.350, 141, B20, S10, 1
B20, Trade, 93.967, 154, B20, S10, 1
B20, Trade, 96.883, 140, B20, S07, 1
B20, Trade, 112.950, 143, B20, S02, 1
B20, Trade, 128.383, 133, B20, S07, 1
B20, Trade, 137.883, 144, B20, S01, 1
B20, Trade, 156.683, 146, B20, S07, 1
B20, Trade, 177.350, 148, B20, S07, 1
B20, Trade, 188.950, 148, B20, S04, 1
B20, Trade, 192.083, 149, B20, S01, 1
B20, Trade, 206.733, 146, B20, S00, 1
B20, Trade, 231.700, 152, B20, S09, 1
B20, Trade, 238.200, 140, B20, S08, 1
B20, Trade, 248.783, 152, B20, S09, 1
B20, Trade, 255.817, 146, B20, S00, 1
B20, Trade, 274.100, 138, B20, S02, 1
B20, Trade, 288.000, 155, B20, S09, 1
B21, 25
B21, Trade, 10.550, 169, B21, S00, 1
B21, Trade, 17.667, 162, S17, B21, 1
B21, Trade, 20.783, 142, S09, B21, 1
B21, Trade, 26.167, 127, B21, S00, 1
B21, Trade, 36.300, 143, B21, S08, 1
B21, Trade, 85.500, 152, S06, B21, 1
B21, Trade, 89.100, 149, S00, B21, 1
B21, Trade, 93.883, 171, S17, B21, 1
B21, Trade, 129.133, 144, B21, S00, 1
B21, Trade, 135.800, 170, B21, S05, 1
B21, Trade, 136.033, 123, B21, S00, 1
B21, Trade, 144.117, 152, S12, B21, 1
B21, Trade, 163.967, 160, B21, S06, 1
B21, Trade, 169.350, 154, B21, S09, 1
B21, Trade, 172.817, 140, B21, S08, 1
B21, Trade, 176.617, 146, S10, B21, 1
B21, Trade, 188.533, 170, S12, B21, 1
B21, Trade, 195.500, 145, B21, S00, 1
